osmid,oneway,ref,name,highway,reversed,length,geometry,lanes,maxspeed
662907168,False,2014,Štefana Kováča,tertiary,False,16.239,"LINESTRING (18.8350557 49.3875149, 18.8352226 49.3876125)",,
54366839,False,2014,Staničná,tertiary,False,171.128,"LINESTRING (18.8350557 49.3875149, 18.8350349 49.3874939, 18.8350206 49.3874734, 18.834998 49.3874338, 18.8349772 49.3873912, 18.8349595 49.3873387, 18.8348896 49.3870935, 18.8348536 49.3869874, 18.8348204 49.3869025, 18.8347798 49.3868082, 18.8347301 49.3867048, 18.8346753 49.3865899, 18.8343962 49.3860406)",,
621746736,False,,Štefana Kováča,residential,True,150.51500000000001,"LINESTRING (18.8350557 49.3875149, 18.8349045 49.3874474, 18.8347938 49.3874026, 18.8346613 49.3873487, 18.8345395 49.3872977, 18.8344355 49.3872486, 18.8340627 49.3870652, 18.8335174 49.3867985, 18.8333692 49.3867244)",,
662907168,False,2014,Štefana Kováča,tertiary,True,24.273,"LINESTRING (18.835479 49.3877532, 18.8352226 49.3876125)",,
662907167,False,2017,Žilinská,tertiary,True,176.038,"LINESTRING (18.835479 49.3877532, 18.8353719 49.3878181, 18.8352416 49.3878999, 18.8351732 49.3879516, 18.8351089 49.3880032, 18.8349645 49.3881302, 18.8348499 49.3882515, 18.8345782 49.3885665, 18.8344508 49.3887116, 18.8343536 49.3888055, 18.834258 49.3888904, 18.8340773 49.3890372)",2,50
"[236128760, 985076450]",False,,Lazná,residential,True,172.56,"LINESTRING (18.8345361 49.3900412, 18.8344914 49.3900249, 18.8344481 49.3900138, 18.8344065 49.390008, 18.834354 49.3900054, 18.8342896 49.3900039, 18.8341928 49.3900046, 18.8337635 49.390015, 18.8324051 49.3900481, 18.8323584 49.3900478, 18.8322609 49.3900482, 18.8321641 49.3900482)",,50
277802122,False,,Hôrky,residential,False,33.43299999999999,"LINESTRING (18.8345361 49.3900412, 18.8345477 49.3900163, 18.834555 49.3899909, 18.8345603 49.3899622, 18.8345624 49.3899216, 18.8345605 49.3898871, 18.8345547 49.3898321, 18.8345487 49.3897958, 18.8345442 49.3897704, 18.8345374 49.3897432)",,
130630877,False,2017,Slovenského národného povstania,tertiary,False,56.1,"LINESTRING (18.8334317 49.3936727, 18.8336005 49.393838, 18.8338534 49.394096)",,
1201587650,False,2017,Slovenského národného povstania,tertiary,True,347.352,"LINESTRING (18.8334317 49.3936727, 18.8333263 49.393562, 18.8331657 49.3933955, 18.8330604 49.3932666, 18.8329524 49.3931209, 18.8328624 49.3929961, 18.8327659 49.3928587, 18.832616 49.3926355, 18.8325443 49.3925245, 18.8324646 49.3923887, 18.8324232 49.3923075, 18.8323869 49.3922353, 18.8323495 49.3921465, 18.8322563 49.3919466, 18.8322263 49.3918754, 18.8322119 49.3918399, 18.8321436 49.3916795, 18.8321058 49.391574, 18.8320717 49.3914794, 18.832052 49.391407, 18.8320309 49.3913231, 18.8320223 49.391257, 18.8320152 49.3911877, 18.8320115 49.3911091, 18.8320127 49.3910318, 18.8320214 49.3909521, 18.8320542 49.3907374)",,
130630877,False,2017,Slovenského národného povstania,tertiary,True,56.1,"LINESTRING (18.8338534 49.394096, 18.8336005 49.393838, 18.8334317 49.3936727)",,
130630789,False,,,residential,False,74.946,"LINESTRING (18.830526 49.389626, 18.831304 49.3899651, 18.8313837 49.3900035)",,
130630789,False,,,residential,False,90.529,"LINESTRING (18.8313837 49.3900035, 18.8314457 49.3900415, 18.8314944 49.3900802, 18.8315381 49.390124, 18.8315818 49.3901764, 18.831607 49.3902096, 18.8316262 49.3902428, 18.8316397 49.3902728, 18.8316523 49.3903135, 18.8316606 49.3903545, 18.8316702 49.3904326, 18.8316908 49.390704, 18.8317028 49.3907636)",,
130630789,False,,,residential,True,74.946,"LINESTRING (18.8313837 49.3900035, 18.831304 49.3899651, 18.830526 49.389626)",,
835271177,False,,,residential,True,113.31800000000001,"LINESTRING (18.8313837 49.3900035, 18.8313614 49.3899114, 18.831339 49.3898495, 18.8311885 49.3894974, 18.8310909 49.3892971, 18.8309561 49.3890242)",,
835271177,False,,,residential,False,113.318,"LINESTRING (18.8309561 49.3890242, 18.8310909 49.3892971, 18.8311885 49.3894974, 18.831339 49.3898495, 18.8313614 49.3899114, 18.8313837 49.3900035)",,
621746736,False,,Štefana Kováča,residential,False,150.515,"LINESTRING (18.8333692 49.3867244, 18.8335174 49.3867985, 18.8340627 49.3870652, 18.8344355 49.3872486, 18.8345395 49.3872977, 18.8346613 49.3873487, 18.8347938 49.3874026, 18.8349045 49.3874474, 18.8350557 49.3875149)",,
"[1098803169, 1005573179, 130631161]",False,,"['Kysucká cesta', 'Kpt. Karola Pagáča']",residential,False,163.791,"LINESTRING (18.8333692 49.3867244, 18.8340943 49.386125, 18.8342162 49.3860445, 18.8345927 49.3857422, 18.8347939 49.3855808)",,
1005573179,False,,Kpt. Karola Pagáča,residential,True,50.742000000000004,"LINESTRING (18.8333692 49.3867244, 18.8332945 49.386775, 18.8330749 49.3869353, 18.8329133 49.3870706)",,
235641235,False,,Kpt. Karola Pagáča,residential,False,17.847,"LINESTRING (18.8327598 49.3871962, 18.8329133 49.3870706)",,
