osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,bridge
36327577,3,66,Martina Lányiho,primary,50,False,False,30.71,"LINESTRING (20.4281574 49.134495, 20.428161 49.1344032, 20.4281496 49.1343302, 20.4280961 49.1342249)",,
"[363776196, 363776197, 363776198, 363776199]","['2', '3']",66,Toporcerova,primary,50,False,True,257.144,"LINESTRING (20.4281574 49.134495, 20.4281342 49.1345761, 20.428075 49.1346589, 20.4279439 49.1347953, 20.4277617 49.1349501, 20.4273666 49.1353033, 20.4271103 49.1355435, 20.4269473 49.1357484, 20.4268442 49.1359188, 20.4266292 49.1363024, 20.4265133 49.1365181)",,
136906122,,66,,primary,30,True,False,11.833,"LINESTRING (20.4244181 49.1388248, 20.4244297 49.1388503, 20.4244335 49.1388768, 20.4244295 49.1389033, 20.4244176 49.1389287)",roundabout,
10368141,3,66,Huncovská,primary,50,False,True,29.306,"LINESTRING (20.4259199 49.1326618, 20.426234 49.1328268)",,
36437877,1,,,residential,,True,False,45.829,"LINESTRING (20.4259199 49.1326618, 20.4265492 49.1326439)",,
36437876,,,Huncovská,residential,,False,False,105.96100000000001,"LINESTRING (20.4259199 49.1326618, 20.4258724 49.132573, 20.4257279 49.1323029, 20.4251159 49.1318935)",,
10368139,,,Garbiarska,residential,,False,True,182.264,"LINESTRING (20.4307227 49.1403488, 20.4302181 49.1401701, 20.429901 49.1400592, 20.4291799 49.1398066, 20.4285565 49.1395289)",,
37227422,,,Fraňa Kráľa,residential,,False,False,65.076,"LINESTRING (20.4307227 49.1403488, 20.4307763 49.1403083, 20.4312767 49.1399403, 20.43129 49.139928, 20.4313077 49.1399069)",,
31852333,2,536,Ľubická cesta,secondary,50,False,False,61.242000000000004,"LINESTRING (20.4332682 49.1328378, 20.433373 49.132767, 20.4334693 49.1326423, 20.4335966 49.1324455, 20.4336585 49.1323554)",,
"[39294257, 840789139, 31852333, 136503495]",2,536,"['Jakuba Kraya', 'Ľubická cesta']",secondary,50,False,True,153.80200000000002,"LINESTRING (20.4332682 49.1328378, 20.4331133 49.1328786, 20.4329534 49.1328966, 20.4327042 49.1329221, 20.4326578 49.1329265, 20.4325574 49.1329372, 20.4311986 49.1331088)",,yes
982798335,,,Štúrova,residential,,False,True,44.694,"LINESTRING (20.4332682 49.1328378, 20.4333405 49.1328906, 20.4333948 49.1329151, 20.4338168 49.1329966)",,
36437299,,,Gen. Štefánika,residential,,False,False,6.21,"LINESTRING (20.4304301 49.1327802, 20.4304592 49.1328327)",,
36476748,,,Tvarožnianska,residential,,False,True,22.649,"LINESTRING (20.4304301 49.1327802, 20.430414 49.1326455, 20.430443 49.1325796)",,
363776181,1,,Gen. Štefánika,residential,,True,False,34.745,"LINESTRING (20.4304301 49.1327802, 20.4303369 49.1327165, 20.4301996 49.132511)",,
363776182,2,,Gen. Štefánika,residential,,True,False,19.36,"LINESTRING (20.4301996 49.132511, 20.4303083 49.1325501, 20.430443 49.1325796)",,
36437300,,,Hviezdoslavova,residential,,False,False,90.907,"LINESTRING (20.427083 49.1323175, 20.4271341 49.132343, 20.4280719 49.1328172)",,
36437772,,,Dr. Daniela Fischera,residential,,False,False,53.157,"LINESTRING (20.427083 49.1323175, 20.4267925 49.1324952, 20.4265492 49.1326439)",,
10368141,3,66,Huncovská,primary,50,False,False,29.306,"LINESTRING (20.426234 49.1328268, 20.4259199 49.1326618)",,
36437772,,,Dr. Daniela Fischera,residential,,False,True,30.651000000000003,"LINESTRING (20.426234 49.1328268, 20.4263324 49.1327699, 20.4265492 49.1326439)",,
36898110,,,Cintorínska,residential,,False,False,35.33,"LINESTRING (20.426234 49.1328268, 20.4261651 49.1328565, 20.4260611 49.1329014, 20.4258287 49.1330018)",,
"[251757488, 363776190]",3,66,Martina Lányiho,primary,50,False,True,180.93099999999998,"LINESTRING (20.426234 49.1328268, 20.4263419 49.1328897, 20.4266173 49.1330594, 20.4269788 49.133331, 20.4278851 49.1340408)",,
36437300,,,Hviezdoslavova,residential,,False,True,128.057,"LINESTRING (20.4293819 49.1335669, 20.4292525 49.1335026, 20.4287727 49.1332224, 20.4286735 49.1331002, 20.4285975 49.133055, 20.4284347 49.1329713, 20.4281479 49.1328577, 20.4280719 49.1328172)",,
"[209148964, 37226750]",,,"['Baštová', 'Hviezdoslavova']",residential,,True,False,450.7,"LINESTRING (20.4293819 49.1335669, 20.4295057 49.1336936, 20.4298752 49.1341401, 20.4288581 49.134623, 20.4285375 49.1347912, 20.4284126 49.1348755, 20.4282314 49.1350521, 20.4281004 49.1352432, 20.4280471 49.1353195, 20.4279545 49.1355111, 20.427941 49.1355391, 20.427933 49.1355543, 20.4278876 49.1356221, 20.4276575 49.1361495, 20.4275321 49.1365176, 20.4274413 49.1367027, 20.4273896 49.1368082, 20.4273348 49.1369325)",,
"[844527018, 251757486]","['2', '3']",536,Jakuba Kraya,secondary,50,False,True,67.375,"LINESTRING (20.4293819 49.1335669, 20.4292794 49.1336329, 20.428748 49.1340085)",,
"[363776188, 1167982742]",2,536,Jakuba Kraya,secondary,50,False,False,54.366,"LINESTRING (20.4293819 49.1335669, 20.4294925 49.1335205, 20.429851 49.1333779, 20.4300362 49.1333353)",,
36437296,,,Hviezdoslavova,residential,,False,True,77.431,"LINESTRING (20.4280719 49.1328172, 20.4281531 49.1328045, 20.4285262 49.1324828, 20.4287686 49.1323055)",,
36437300,,,Hviezdoslavova,residential,,False,False,128.05700000000002,"LINESTRING (20.4280719 49.1328172, 20.4281479 49.1328577, 20.4284347 49.1329713, 20.4285975 49.133055, 20.4286735 49.1331002, 20.4287727 49.1332224, 20.4292525 49.1335026, 20.4293819 49.1335669)",,
36437300,,,Hviezdoslavova,residential,,False,True,90.907,"LINESTRING (20.4280719 49.1328172, 20.4271341 49.132343, 20.427083 49.1323175)",,
36437296,,,Hviezdoslavova,residential,,False,False,77.431,"LINESTRING (20.4287686 49.1323055, 20.4285262 49.1324828, 20.4281531 49.1328045, 20.4280719 49.1328172)",,
36437876,,,Huncovská,residential,,False,True,105.961,"LINESTRING (20.4251159 49.1318935, 20.4257279 49.1323029, 20.4258724 49.132573, 20.4259199 49.1326618)",,
36437772,,,Dr. Daniela Fischera,residential,,False,False,30.651000000000003,"LINESTRING (20.4265492 49.1326439, 20.4263324 49.1327699, 20.426234 49.1328268)",,
36437772,,,Dr. Daniela Fischera,residential,,False,True,53.157,"LINESTRING (20.4265492 49.1326439, 20.4267925 49.1324952, 20.427083 49.1323175)",,
36840345,,,Kukučínova,residential,,False,False,63.002,"LINESTRING (20.4348347 49.13272, 20.4356728 49.1328625)",,
36840345,,,Kukučínova,residential,,False,True,94.694,"LINESTRING (20.4348347 49.13272, 20.4337337 49.1323798, 20.4336585 49.1323554)",,
36840345,,,Kukučínova,residential,,False,True,63.002,"LINESTRING (20.4356728 49.1328625, 20.4348347 49.13272)",,
31852333,2,536,Ľubická cesta,secondary,50,False,True,61.242000000000004,"LINESTRING (20.4336585 49.1323554, 20.4335966 49.1324455, 20.4334693 49.1326423, 20.433373 49.132767, 20.4332682 49.1328378)",,
36840345,,,Kukučínova,residential,,False,False,94.694,"LINESTRING (20.4336585 49.1323554, 20.4337337 49.1323798, 20.4348347 49.13272)",,
