osmid,oneway,name,highway,width,reversed,length,bridge,geometry,lanes,ref,maxspeed
"[250364892, 24997620, 250364893]",False,Partizánska,residential,4,False,49.257,yes,"LINESTRING (18.8581624 48.8615786, 18.8582294 48.8615903, 18.8586021 48.8616348, 18.8587703 48.8616436, 18.8588268 48.8616433)",,,
68679747,False,Kollárova,residential,4,True,234.95699999999997,,"LINESTRING (18.8581624 48.8615786, 18.8579334 48.862008, 18.8577715 48.8622076, 18.8574036 48.8626817, 18.8570741 48.8630807, 18.8568319 48.8633738, 18.8568242 48.8634854)",,,
"[172200811, 68679735]",False,Kollárova,residential,4,False,135.497,,"LINESTRING (18.8581624 48.8615786, 18.8582197 48.8614586, 18.8582692 48.8613384, 18.8581325 48.8610629, 18.8578923 48.8606805, 18.8578887 48.8605777, 18.857883 48.8604159)",,,
68679747,False,Kollárova,residential,4,False,234.95700000000002,,"LINESTRING (18.8568242 48.8634854, 18.8568319 48.8633738, 18.8570741 48.8630807, 18.8574036 48.8626817, 18.8577715 48.8622076, 18.8579334 48.862008, 18.8581624 48.8615786)",,,
"[154113248, 93779786, 154113252]",False,Hájska,tertiary,5,False,194.781,yes,"LINESTRING (18.8568242 48.8634854, 18.8569459 48.8634805, 18.8574299 48.8635314, 18.857723 48.8635623, 18.8585446 48.8636469, 18.8586603 48.8636588, 18.8588466 48.8636781, 18.8589728 48.8636885, 18.8592041 48.8637159, 18.8594562 48.863738)",2,2175,50
958396336,False,Kollárova,tertiary,5,True,62.300000000000004,,"LINESTRING (18.8568242 48.8634854, 18.8563954 48.863544, 18.8561567 48.8635858, 18.8560019 48.8636265)",2,2175,50
27543303,False,Horné Rakovce,residential,,False,104.1,,"LINESTRING (18.8622059 48.8635869, 18.8622148 48.8637385, 18.8622726 48.8639576, 18.8622982 48.8640547, 18.8624189 48.8645114)",,,
48333905,False,Hájska,tertiary,5,False,83.36000000000001,,"LINESTRING (18.8622059 48.8635869, 18.8624049 48.8635669, 18.8626374 48.8635597, 18.8628006 48.8635608, 18.8629356 48.863564, 18.8630446 48.8635712, 18.8631808 48.863587, 18.8632533 48.8635992, 18.8633357 48.8636116)",2,2174,50
48333905,False,Hájska,tertiary,5,True,203.749,,"LINESTRING (18.8622059 48.8635869, 18.8618564 48.8636191, 18.8608306 48.8637497, 18.8606356 48.8637786, 18.8604655 48.8637918, 18.8602259 48.8637984, 18.8600756 48.8637962, 18.8598841 48.8637867, 18.8596806 48.8637631, 18.8594562 48.863738)",2,2174,50
237016780,False,Hájska,tertiary,5,False,49.199,,"LINESTRING (18.8653322 48.864185, 18.8659378 48.8643775)",2,2174,
