osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,width,junction
5136175,3,585,Námestie Kubínyiho,secondary,50,False,False,32.878,"LINESTRING (19.6691195 48.3286353, 19.6691557 48.3285972, 19.6691751 48.3285633, 19.6692127 48.3284858, 19.6692207 48.3284512, 19.669227 48.3284209, 19.6692427 48.3283544)",,,
"[5278973, 708235543]",3,75,J. Kármana,primary,50,False,False,123.27799999999999,"LINESTRING (19.6691195 48.3286353, 19.6691049 48.3286649, 19.6691018 48.328689, 19.6691103 48.3287535, 19.6691191 48.3288017, 19.6691913 48.3289109, 19.6692337 48.3289627, 19.6694763 48.3292321, 19.669643 48.3294041, 19.6698375 48.32961)",,,
98602571,3,,Begova,residential,,False,False,33.212,"LINESTRING (19.6691195 48.3286353, 19.669248 48.3285725, 19.6693634 48.3285208, 19.6694039 48.328518, 19.6695126 48.3285073)",,,
261432657,2,75,T. G. Masaryka,primary,50,True,False,166.635,"LINESTRING (19.6691195 48.3286353, 19.6690551 48.32867, 19.6689907 48.3286964, 19.6688612 48.3287391, 19.6672222 48.329167, 19.667162 48.3291828, 19.6670446 48.329212)",,,
5232385,,,J. A. Komenského,residential,,False,False,13.678,"LINESTRING (19.6659395 48.326226, 19.6660449 48.3263271)",,,
5232405,,,J. Husa,residential,,False,True,73.303,"LINESTRING (19.6659395 48.326226, 19.6659049 48.3262413, 19.665564 48.3262548, 19.6649599 48.3262066)",,,
6211414,,,J. A. Komenského,residential,,False,True,26.609,"LINESTRING (19.6662439 48.3277325, 19.6662438 48.3274932)",,,
250857270,,,Dr. Vodu,residential,,True,False,109.342,"LINESTRING (19.6662439 48.3277325, 19.6656065 48.3278456, 19.6652808 48.3279073, 19.6650468 48.327969, 19.6649513 48.3280289, 19.6649084 48.3280872)",,,
5232405,,,J. Husa,residential,,False,False,73.303,"LINESTRING (19.6649599 48.3262066, 19.665564 48.3262548, 19.6659049 48.3262413, 19.6659395 48.326226)",,,
5232405,,,J. Husa,residential,,False,True,219.284,"LINESTRING (19.6649599 48.3262066, 19.664275 48.3260946, 19.6636038 48.32603, 19.662867 48.3260009, 19.6621631 48.3259659, 19.6620246 48.3259646)",,,
"[6210795, 738474430]",,,"['Františka Gyurkovitsa', 'Malá']",residential,,False,True,290.01500000000004,"LINESTRING (19.6649599 48.3262066, 19.6648747 48.3264207, 19.6648448 48.3268465, 19.6646807 48.3268723, 19.664269 48.3268666, 19.6633187 48.326845, 19.6628952 48.326864, 19.6622339 48.3269327, 19.6621201 48.3269394, 19.6619109 48.3269359)",,,
5232405,,,J. Husa,residential,,False,True,28.54,"LINESTRING (19.6620246 48.3259646, 19.6616428 48.3259267)",,,
5232405,,,J. Husa,residential,,False,False,219.284,"LINESTRING (19.6620246 48.3259646, 19.6621631 48.3259659, 19.662867 48.3260009, 19.6636038 48.32603, 19.664275 48.3260946, 19.6649599 48.3262066)",,,
"[6210429, 6210901]",,,P. J. Šafárika,residential,,False,False,108.397,"LINESTRING (19.6620246 48.3259646, 19.6619326 48.3266188, 19.6619061 48.326899, 19.6619109 48.3269359)",yes,,
"[6211112, 569710324, 6211111]",,,Lúčna,residential,,False,"[False, True]",133.611,"LINESTRING (19.6579437 48.3272541, 19.6581028 48.3272346, 19.6582439 48.327183, 19.6583089 48.3271013, 19.6584226 48.3265866, 19.6584449 48.3264186, 19.6584536 48.3263342, 19.6584586 48.3262296, 19.6584596 48.3262132)",yes,,
704379586,,,F. Lehára,residential,,False,True,216.96699999999998,"LINESTRING (19.6579437 48.3272541, 19.6580034 48.327592, 19.6579342 48.3287478, 19.6578965 48.3292014)",,,
5731680,,,F. Lehára,residential,,False,False,60.36,"LINESTRING (19.65786 48.3297435, 19.6578582 48.3296495, 19.6578965 48.3292014)",,,
704379587,1,75,Námestie republiky,primary,50,True,False,39.092999999999996,"LINESTRING (19.65786 48.3297435, 19.6579684 48.3297138, 19.6581331 48.3296859, 19.658374 48.3296738)",,,
704379591,2,75,Haličská cesta,primary,50,False,True,28.812,"LINESTRING (19.65786 48.3297435, 19.6576906 48.3297529, 19.6574719 48.3297671)",,,
5278978,,2666,Námestie republiky,tertiary,,False,True,8.61,"LINESTRING (19.6591897 48.3297848, 19.659183 48.3297075)",,,
"[704379590, 5278295]",2,75,Námestie republiky,primary,50,True,False,98.43900000000001,"LINESTRING (19.6591897 48.3297848, 19.6586093 48.3297578, 19.6583223 48.3297475, 19.65786 48.3297435)",,,
5278978,,2666,Námestie republiky,tertiary,,False,False,190.743,"LINESTRING (19.6591897 48.3297848, 19.659227 48.3300093, 19.6592569 48.3301662, 19.6593071 48.3306796, 19.6593498 48.3310205, 19.6594119 48.3313452, 19.6594401 48.331438, 19.6594682 48.3314874)",,,
5278295,2,75,Námestie republiky,primary,50,True,False,16.278,"LINESTRING (19.6634799 48.3299322, 19.6632638 48.3299603)",,,
