osmid,lanes,ref,highway,maxspeed,junction,oneway,reversed,length,geometry,name,bridge,tunnel
24715002,1,10,primary,50,roundabout,True,False,6.946,"LINESTRING (18.5635808 49.2255725, 18.563535 49.2255814, 18.5634872 49.2255831)",,,
227927946,2,,residential,50,,False,False,13.301,"LINESTRING (18.5628016 49.2250783, 18.5629348 49.2251604)",Mičurova,,
60224914,,,residential,,,False,False,258.922,"LINESTRING (18.5628016 49.2250783, 18.5627597 49.2251395, 18.5627136 49.2252067, 18.5613458 49.2272039)",Švecova,,
227927946,2,,residential,50,,False,True,86.86500000000001,"LINESTRING (18.5628016 49.2250783, 18.5620555 49.2246721, 18.5618828 49.2245781)",Mičurova,,
988447555,,,residential,,,False,False,8.775,"LINESTRING (18.5612371 49.2241668, 18.5611545 49.2242244)",Stanislava Bíroša,,
860654318,2,,residential,,,False,False,65.867,"LINESTRING (18.5612371 49.2241668, 18.5614472 49.2243428, 18.5618828 49.2245781)",Mičurova,,
860654319,2,,residential,,,False,True,8.086,"LINESTRING (18.5612371 49.2241668, 18.5612356 49.2241552, 18.561233 49.2241355, 18.5612284 49.2240943)",Mičurova,,
699208378,1,,residential,,roundabout,True,False,11.93,"LINESTRING (18.5612827 49.2240212, 18.561303 49.2240445, 18.5612977 49.2240711, 18.561269 49.2240903, 18.5612284 49.2240943)",Mičurova,,
699208379,,,residential,,,False,True,85.508,"LINESTRING (18.5612827 49.2240212, 18.5613239 49.2239826, 18.5613443 49.2239636, 18.5614248 49.2238855, 18.5617266 49.2235063, 18.5617423 49.2234263, 18.5616883 49.2233364)",Mičurova,,
52774415,,,residential,,,False,True,39.028999999999996,"LINESTRING (18.5616883 49.2233364, 18.5613436 49.2231992, 18.5612286 49.2231546)",Lombardiniho,,
591563809,,,residential,,,False,False,65.806,"LINESTRING (18.5616883 49.2233364, 18.5617068 49.2233169, 18.5617173 49.2233041, 18.5621219 49.2228168)",Eliáša Lániho,,
699208379,,,residential,,,False,False,85.508,"LINESTRING (18.5616883 49.2233364, 18.5617423 49.2234263, 18.5617266 49.2235063, 18.5614248 49.2238855, 18.5613443 49.2239636, 18.5613239 49.2239826, 18.5612827 49.2240212)",Mičurova,,
176715636,,,residential,,,False,True,17.749,"LINESTRING (18.5561553 49.2219042, 18.5560016 49.2217801)",1. mája,,
60224891,,,residential,,,False,True,75.21600000000001,"LINESTRING (18.5561553 49.2219042, 18.5561296 49.221969, 18.5560186 49.2222515, 18.5558978 49.2225594)",Mieru,,
176715636,,,residential,,,False,False,82.51599999999999,"LINESTRING (18.5561553 49.2219042, 18.5563049 49.2219342, 18.5572408 49.2221234)",1. mája,,
859898089,,,residential,30,,False,True,13.759,"LINESTRING (18.5586794 49.2224115, 18.5584996 49.2223725)",1. mája,,
52774413,,,residential,30,,False,False,21.419999999999998,"LINESTRING (18.5586794 49.2224115, 18.5587093 49.2224183, 18.5589547 49.2224806)",,,
41144949,,,residential,30,,True,False,115.54500000000002,"LINESTRING (18.5579841 49.2238618, 18.5582003 49.223559, 18.5584984 49.2228814)",Námestie Slovenskej republiky,,
"[252881920, 252881908, 591563812]",,,residential,,,False,True,127.43699999999998,"LINESTRING (18.5579841 49.2238618, 18.5584867 49.2237232, 18.5587679 49.2236456, 18.5589485 49.2235955, 18.5591468 49.2235405, 18.5595999 49.2234148)",Námestie Slovenskej republiky,yes,
591563811,,,residential,50,,False,False,117.07400000000001,"LINESTRING (18.5579841 49.2238618, 18.5579444 49.2239011, 18.5572326 49.2246104, 18.557202 49.2246409, 18.5571002 49.2247423)",Treskoňova,,
60224903,,,residential,50,,False,False,43.365,"LINESTRING (18.5571002 49.2247423, 18.5572531 49.2248028, 18.5576109 49.2249444)",Rázusova,,
293969860,,,residential,,,False,False,24.039,"LINESTRING (18.5571002 49.2247423, 18.5569432 49.2247128, 18.5567821 49.2246825)",SNP,,
591563811,,,residential,50,,False,True,117.074,"LINESTRING (18.5571002 49.2247423, 18.557202 49.2246409, 18.5572326 49.2246104, 18.5579444 49.2239011, 18.5579841 49.2238618)",Treskoňova,,
60224901,,,residential,,,False,False,38.617,"LINESTRING (18.5567821 49.2246825, 18.5562711 49.2245864)",Komenského,,
293969860,,,residential,,,False,False,74.508,"LINESTRING (18.5567821 49.2246825, 18.5563243 49.2249168, 18.5561445 49.2250691, 18.5560529 49.2251466)",SNP,,
293969860,,,residential,,,False,True,24.039,"LINESTRING (18.5567821 49.2246825, 18.5569432 49.2247128, 18.5571002 49.2247423)",SNP,,
60224902,,,residential,,,False,False,122.62699999999998,"LINESTRING (18.5560529 49.2251466, 18.5560316 49.2254086, 18.5559967 49.2255873, 18.5559538 49.2257011, 18.5558908 49.2258062, 18.5557862 49.2259218, 18.5556507 49.2260532, 18.5555287 49.2261653)",Popoliška,,
293969860,,,residential,,,False,False,143.257,"LINESTRING (18.5560529 49.2251466, 18.5559095 49.2252772, 18.5558221 49.2253685, 18.5557551 49.2254501, 18.5556709 49.2255195, 18.5555756 49.2255794, 18.5554232 49.225641, 18.5552376 49.2256995, 18.5550565 49.2257373, 18.5548557 49.22576, 18.554663 49.2257639, 18.5544833 49.2257559)",SNP,,
293969860,,,residential,,,False,True,74.508,"LINESTRING (18.5560529 49.2251466, 18.5561445 49.2250691, 18.5563243 49.2249168, 18.5567821 49.2246825)",SNP,,
60224891,,,residential,,,False,False,161.76200000000003,"LINESTRING (18.5544833 49.2257559, 18.5544779 49.225713, 18.5550025 49.2246188, 18.5551025 49.2244056, 18.5551214 49.2243653)",Mieru,,
60224913,,,residential,,,False,False,88.975,"LINESTRING (18.5544833 49.2257559, 18.5545832 49.2258071, 18.554918 49.2259682, 18.5554593 49.2261333, 18.5555287 49.2261653)",SNP,,
252881930,,,residential,,,False,True,77.144,"LINESTRING (18.5544833 49.2257559, 18.5543462 49.2257595, 18.5538983 49.2256856, 18.5534609 49.2255862)",SNP,,
293969860,,,residential,,,False,True,143.257,"LINESTRING (18.5544833 49.2257559, 18.554663 49.2257639, 18.5548557 49.22576, 18.5550565 49.2257373, 18.5552376 49.2256995, 18.5554232 49.225641, 18.5555756 49.2255794, 18.5556709 49.2255195, 18.5557551 49.2254501, 18.5558221 49.2253685, 18.5559095 49.2252772, 18.5560529 49.2251466)",SNP,,
252881930,,,residential,,,False,False,77.144,"LINESTRING (18.5534609 49.2255862, 18.5538983 49.2256856, 18.5543462 49.2257595, 18.5544833 49.2257559)",SNP,,
252881948,2,,residential,50,,False,False,169.023,"LINESTRING (18.5534609 49.2255862, 18.5534581 49.2256354, 18.5534502 49.2257765, 18.5534892 49.2260408, 18.5536455 49.2271)",Fraňa Kráľa,,
591558425,,,residential,,,False,True,66.499,"LINESTRING (18.5536455 49.2271, 18.5527354 49.2271663)",Fraňa Kráľa,,
252881948,2,,residential,50,,False,True,169.02299999999997,"LINESTRING (18.5536455 49.2271, 18.5534892 49.2260408, 18.5534502 49.2257765, 18.5534581 49.2256354, 18.5534609 49.2255862)",Fraňa Kráľa,,
1062627088,2,,residential,50,,False,False,85.45200000000001,"LINESTRING (18.5536455 49.2271, 18.5546334 49.2274041, 18.5547099 49.2274277)",Janka Kráľa,,
52774413,,,residential,30,,False,True,21.419999999999998,"LINESTRING (18.5589547 49.2224806, 18.5587093 49.2224183, 18.5586794 49.2224115)",,,
52774415,,,residential,,,False,False,116.417,"LINESTRING (18.5589547 49.2224806, 18.5592003 49.2225386, 18.5593608 49.2225803, 18.5596736 49.2226614, 18.5604464 49.2228637)",Lombardiniho,,
60224904,,,residential,30,,True,False,52.519,"LINESTRING (18.5589547 49.2224806, 18.558825 49.222566, 18.5587282 49.2227966, 18.5586825 49.2229055)",Námestie Slovenskej republiky,,
22720392,,,residential,,,False,False,45.992,"LINESTRING (18.5608563 49.2196442, 18.5607795 49.2197036, 18.5606907 49.2197778, 18.5604725 49.219973)",Sidónie Sakalovej,,
60224897,,,residential,,,False,False,233.395,"LINESTRING (18.5608563 49.2196442, 18.560907 49.2196658, 18.5610338 49.2197119, 18.5613869 49.2198396, 18.5625198 49.2202425, 18.5635767 49.2206328, 18.5636658 49.2206628)",Sládkovičova,,
293753033,,,residential,20,,True,False,48.95,"LINESTRING (18.5597022 49.2210256, 18.5594056 49.2214209)",Sidónie Sakalovej,,
252882003,,,residential,,,False,False,122.289,"LINESTRING (18.5597022 49.2210256, 18.5597386 49.2210385, 18.5602582 49.2212219, 18.5611944 49.221535)",Štefánikova,,
"[860140896, 860140897, 252881897, 176715634, 252882003]",,,residential,,,False,True,32.622,"LINESTRING (18.5597022 49.2210256, 18.5596315 49.2210018, 18.5594489 49.220948, 18.5594366 49.2209445, 18.5593477 49.2209197, 18.5592933 49.2209044)",Štefánikova,yes,building_passage
41144948,,,residential,,,False,False,150.398,"LINESTRING (18.5628457 49.2219042, 18.5632369 49.2213596, 18.5636658 49.2206628)",Dukelská,,
293753034,,,residential,,,False,False,81.279,"LINESTRING (18.5628457 49.2219042, 18.5638006 49.2220944, 18.5639161 49.2221176)",Štefánikova,,
591563809,,,residential,,,False,True,114.302,"LINESTRING (18.5628457 49.2219042, 18.5627992 49.2219534, 18.5621219 49.2228168)",Eliáša Lániho,,
41144950,2,,residential,50,,False,True,4.678,"LINESTRING (18.5606957 49.223664, 18.560758 49.2236747)",Moyzesova,,
"[1188012734, 41144950]",2,,residential,50,,False,False,84.576,"LINESTRING (18.5606957 49.223664, 18.5597457 49.2234252, 18.5595999 49.2234148)",Moyzesova,,
60224896,,,residential,30,,True,False,80.807,"LINESTRING (18.5595999 49.2234148, 18.5591896 49.2240903)",Námestie Slovenskej republiky,,
"[252881920, 591563812, 252881908]",,,residential,,,False,False,127.43699999999998,"LINESTRING (18.5595999 49.2234148, 18.5591468 49.2235405, 18.5589485 49.2235955, 18.5587679 49.2236456, 18.5584867 49.2237232, 18.5579841 49.2238618)",Námestie Slovenskej republiky,yes,
"[41144950, 1188012734]",2,,residential,50,,False,True,84.576,"LINESTRING (18.5595999 49.2234148, 18.5597457 49.2234252, 18.5606957 49.223664)",Moyzesova,,
41144951,,,residential,,,False,True,56.408,"LINESTRING (18.5604521 49.2250439, 18.5607849 49.2246117, 18.5608011 49.2245907)",Stanislava Bíroša,,
24715002,1,10,primary,50,roundabout,True,False,12.634,"LINESTRING (18.563334 49.2255277, 18.5633188 49.2255116, 18.5633073 49.2254942, 18.5632997 49.2254759, 18.5632961 49.2254571, 18.5632966 49.2254382, 18.5633013 49.2254195)",,,
24715002,1,10,primary,50,roundabout,True,False,13.518,"LINESTRING (18.5633013 49.2254195, 18.5633107 49.2254002, 18.5633244 49.225382, 18.5633422 49.2253654, 18.5633637 49.2253508, 18.5633883 49.2253385, 18.5634155 49.2253287)",,,
1243197935,1,,residential,50,,True,False,39.223,"LINESTRING (18.5633013 49.2254195, 18.5631729 49.2253287, 18.5629348 49.2251604)",Mičurova,,
