osmid,lanes,ref,highway,maxspeed,oneway,reversed,length,geometry,bridge,name
1174193680,2,18,primary,90,False,False,6.149,"LINESTRING (19.035484 49.1203119, 19.0354035 49.1202951)",,
34551700,,,residential,,False,True,24.798000000000002,"LINESTRING (19.035484 49.1203119, 19.0354301 49.1204062, 19.0353623 49.1205202)",,
"[34551697, 34551698, 34551699]",,,residential,,False,False,69.061,"LINESTRING (19.0335672 49.1202575, 19.0335397 49.1203177, 19.0333242 49.1208001, 19.0333008 49.1208536)",yes,Černík
"[34551696, 34551697, 34551695]",,,residential,,False,True,297.535,"LINESTRING (19.0335672 49.1202575, 19.0336323 49.1200911, 19.03379 49.1197186, 19.0339513 49.1193657, 19.0340629 49.1192392, 19.0341846 49.1191662, 19.0343861 49.1190856, 19.0346112 49.1190521, 19.036397 49.1188318)",yes,
34551700,,,residential,,False,False,133.983,"LINESTRING (19.0335672 49.1202575, 19.0336944 49.1202788, 19.0341986 49.1203632, 19.0347662 49.120423, 19.0350874 49.1204795, 19.0353623 49.1205202)",,
"[34551697, 34551698, 34551699]",,,residential,,False,True,69.061,"LINESTRING (19.0333008 49.1208536, 19.0333242 49.1208001, 19.0335397 49.1203177, 19.0335672 49.1202575)",yes,Černík
178292027,2,2138,tertiary,50,False,False,377.64599999999996,"LINESTRING (19.033878 49.1158837, 19.0342687 49.1159975, 19.0353664 49.1162379, 19.0356115 49.1162987, 19.0358237 49.1163643, 19.0360307 49.1164399, 19.0361529 49.1164917, 19.0363858 49.1165905, 19.0367086 49.1167695, 19.036918 49.1169585, 19.0374131 49.1175798, 19.0375047 49.1176756, 19.0376832 49.1178406, 19.0377608 49.117896)",,Osloboditeľov
"[306480964, 306480965, 297752374]",,2133,tertiary,,False,True,56.599999999999994,"LINESTRING (19.033878 49.1158837, 19.0339682 49.1157581, 19.0340712 49.1156396, 19.0341999 49.1154214)",yes,Komenského
178292027,2,2138,tertiary,50,False,True,23.923,"LINESTRING (19.0380021 49.1180421, 19.0377608 49.117896)",,Osloboditeľov
"[178292027, 306480966, 306480967]",2,2138,tertiary,50,False,False,304.211,"LINESTRING (19.0380021 49.1180421, 19.0382204 49.1181584, 19.0384564 49.1182703, 19.038548 49.1183089, 19.0385816 49.1183214, 19.039316 49.1185953, 19.0395513 49.1186932, 19.0397395 49.1188119, 19.0410451 49.1198667)",yes,Osloboditeľov
