osmid,oneway,lanes,highway,maxspeed,junction,reversed,length,geometry,name
303144482,True,2,tertiary,40,roundabout,False,33.53,"LINESTRING (21.9256868 48.746997, 21.9257358 48.7469682, 21.9257824 48.7469486, 21.9258621 48.746932, 21.9259233 48.7469309, 21.9259747 48.7469373, 21.9260364 48.7469553, 21.9260999 48.7469774)",
25281968,True,,residential,50,,False,47.348,"LINESTRING (21.9262011 48.7470374, 21.9262829 48.7470901, 21.9263446 48.7471238, 21.9264206 48.7471634, 21.926476 48.7471887, 21.9265337 48.7472126, 21.9266342 48.7472462, 21.9267317 48.747274)",
303144482,True,2,tertiary,40,roundabout,False,33.156,"LINESTRING (21.9262011 48.7470374, 21.9262318 48.7470767, 21.9262492 48.7471107, 21.9262583 48.7471392, 21.926263 48.7471778, 21.9262558 48.7472305, 21.9262381 48.7472728, 21.9262028 48.7473209)",
289883563,True,,residential,50,,False,40.136,"LINESTRING (21.9267317 48.747274, 21.9265598 48.7472679, 21.9264807 48.747267, 21.9264132 48.747268, 21.9263573 48.7472734, 21.926305 48.747282, 21.9262581 48.747297, 21.9262028 48.7473209)",
289883564,False,,residential,50,,False,39.168,"LINESTRING (21.9267317 48.747274, 21.9271481 48.7473287, 21.9272545 48.7473461)",Moskovská
303144480,False,,residential,50,,False,61.565999999999995,"LINESTRING (21.9249851 48.7470871, 21.9249489 48.7470873, 21.9245295 48.7470799, 21.9241456 48.7470765)",Okružná
303144481,True,,residential,50,,False,49.27,"LINESTRING (21.9249851 48.7470871, 21.925441 48.7470618, 21.9254693 48.7470593, 21.9255053 48.7470554, 21.9255515 48.747049, 21.9255981 48.7470409, 21.9256496 48.7470301)",
"[303145474, 1023900794]",False,,residential,"['40', '50']",,False,130.67600000000002,"LINESTRING (21.9163897 48.7472289, 21.9159381 48.7472623, 21.9158055 48.7472721, 21.9157619 48.7472758, 21.91496 48.7473346, 21.9146195 48.747365)",Okružná
303145474,False,,residential,50,,True,100.02799999999999,"LINESTRING (21.9163897 48.7472289, 21.9167841 48.7471963, 21.9177447 48.7471244)",Okružná
370444770,False,,residential,40,,False,64.437,"LINESTRING (21.919193 48.7535205, 21.9188438 48.7540523)",Fr. Kráľa
172286439,False,,residential,30,,False,131.405,"LINESTRING (21.919193 48.7535205, 21.9192404 48.7535384, 21.9192566 48.7535445, 21.9207653 48.7540879)",Ant. Bernoláka
370444770,False,,residential,40,,True,67.945,"LINESTRING (21.919193 48.7535205, 21.9195249 48.7530039, 21.919558 48.7529589)",Fr. Kráľa
172286484,False,,residential,40,,False,85.30000000000001,"LINESTRING (21.9210903 48.7506127, 21.9211455 48.7506288, 21.9211578 48.7506324, 21.922154 48.7509235)",Janka Alexyho
172286554,False,,residential,40,,False,34.369,"LINESTRING (21.9210903 48.7506127, 21.9210019 48.7507484, 21.9209053 48.7508967)",Fr. Kráľa
172286554,False,,residential,40,,True,424.479,"LINESTRING (21.9210903 48.7506127, 21.9228457 48.7478055, 21.9228794 48.7477516, 21.9230223 48.7475231, 21.9232458 48.7471657, 21.9232587 48.7471462, 21.9232997 48.7470842)",Fr. Kráľa
172286554,False,,residential,40,,False,46.884,"LINESTRING (21.9201946 48.7519876, 21.9199436 48.7523754)",Fr. Kráľa
172286554,False,,residential,40,,True,132.019,"LINESTRING (21.9201946 48.7519876, 21.9203524 48.7517454, 21.9206483 48.7512912, 21.9208636 48.7509607, 21.9209053 48.7508967)",Fr. Kráľa
303056738,False,,residential,,,True,149.776,"LINESTRING (21.9201946 48.7519876, 21.91975 48.7518611, 21.9196373 48.7518291, 21.9187651 48.7515811, 21.9184535 48.7514925, 21.9183186 48.7514543)",Fr. Kráľa
289883561,False,,residential,40,,False,257.156,"LINESTRING (21.9184693 48.7546228, 21.9188171 48.75476, 21.918946 48.7548057, 21.919017 48.7548329, 21.9190599 48.7548494, 21.9190925 48.7548625, 21.9193279 48.7549526, 21.9202133 48.7552909, 21.9213931 48.75574, 21.9215081 48.7557776)",Kpt. Nálepku
289883561,False,,residential,40,,True,80.982,"LINESTRING (21.9184693 48.7546228, 21.9177775 48.7543527, 21.917622 48.7542953, 21.917516 48.7542549)",Kpt. Nálepku
370444770,False,,residential,40,,True,69.12299999999999,"LINESTRING (21.9184693 48.7546228, 21.9184898 48.7545915, 21.9185089 48.7545618, 21.9188438 48.7540523)",Fr. Kráľa
319151970,False,,residential,40,,True,40.921,"LINESTRING (21.9210695 48.7527687, 21.921276 48.7524268)",Ivana Krasku
319151973,False,,residential,30,,False,12.82,"LINESTRING (21.9210695 48.7527687, 21.921224 48.7528227)",Jána Jessenia
"[288765922, 319151972]",False,,residential,30,,True,93.411,"LINESTRING (21.9210695 48.7527687, 21.920479 48.7525624, 21.9200048 48.7523968, 21.9199931 48.7523927, 21.9199436 48.7523754)",Jána Jessenia
172286420,False,,residential,30,,True,70.417,"LINESTRING (21.9226576 48.7517892, 21.9217529 48.7515765)",Záhradná
172286447,False,,residential,30,,False,64.98,"LINESTRING (21.9213977 48.7522138, 21.9222387 48.7523983)",Františka Hečku
319151970,False,,residential,40,,False,25.309,"LINESTRING (21.9213977 48.7522138, 21.921276 48.7524268)",Ivana Krasku
319151970,False,,residential,40,,True,75.498,"LINESTRING (21.9213977 48.7522138, 21.9217529 48.7515765)",Ivana Krasku
172286438,False,,residential,30,,False,64.977,"LINESTRING (21.921276 48.7524268, 21.9220602 48.7526991)",Jána Kostru
319151970,False,,residential,40,,False,40.921,"LINESTRING (21.921276 48.7524268, 21.9210695 48.7527687)",Ivana Krasku
319151970,False,,residential,40,,True,25.309,"LINESTRING (21.921276 48.7524268, 21.9213977 48.7522138)",Ivana Krasku
172286542,False,,residential,40,,False,298.88700000000006,"LINESTRING (21.9241456 48.7470765, 21.9242237 48.7471205, 21.9243241 48.747177, 21.9244412 48.747243, 21.9248849 48.7474929, 21.9249282 48.7475426, 21.9249481 48.7476076, 21.9249179 48.7476862, 21.9242391 48.7494558, 21.9242329 48.7494721)",Petra Jilemnického
303144480,False,,residential,50,,False,62.027,"LINESTRING (21.9241456 48.7470765, 21.9240467 48.7470774, 21.9232997 48.7470842)",Okružná
303144480,False,,residential,50,,True,61.566,"LINESTRING (21.9241456 48.7470765, 21.9245295 48.7470799, 21.9249489 48.7470873, 21.9249851 48.7470871)",Okružná
304098903,False,,residential,30,,False,101.071,"LINESTRING (21.9270988 48.7543923, 21.9271995 48.754228, 21.9273174 48.7540357, 21.9274263 48.7538581, 21.9275807 48.7536063, 21.9276004 48.7535753, 21.9276166 48.7535499)",Užhorodská
319602540,False,,residential,50,,True,98.702,"LINESTRING (21.9270988 48.7543923, 21.9268957 48.754706, 21.9268561 48.7547671, 21.9266289 48.7551182, 21.9265703 48.7552087)",Ľudovíta Štúra
319151969,False,,residential,40,,False,215.297,"LINESTRING (21.923301 48.7491411, 21.922154 48.7509235)",Ivana Krasku
172286543,False,,residential,40,,True,46.041000000000004,"LINESTRING (21.923301 48.7491411, 21.9233077 48.7491305, 21.9235411 48.7487585)",Ivana Krasku
172286542,False,,residential,40,,False,104.76,"LINESTRING (21.9242329 48.7494721, 21.9239292 48.7503927)",Petra Jilemnického
172286408,True,,residential,40,,False,77.608,"LINESTRING (21.9242329 48.7494721, 21.9241998 48.7494597, 21.9241898 48.749456, 21.923301 48.7491411)",Mik. Aleša
172286542,False,,residential,40,,True,298.887,"LINESTRING (21.9242329 48.7494721, 21.9242391 48.7494558, 21.9249179 48.7476862, 21.9249481 48.7476076, 21.9249282 48.7475426, 21.9248849 48.7474929, 21.9244412 48.747243, 21.9243241 48.747177, 21.9242237 48.7471205, 21.9241456 48.7470765)",Petra Jilemnického
172286464,False,,residential,50,,False,29.287000000000003,"LINESTRING (21.9272662 48.7534234, 21.9273114 48.7534397, 21.9273454 48.753452, 21.9276166 48.7535499)",Verbovčík
"[289883569, 320262660]",False,"['2', '3']",residential,50,,False,231.49499999999998,"LINESTRING (21.9272662 48.7534234, 21.9270645 48.753655, 21.9268847 48.7538298, 21.9268017 48.7539018, 21.9266591 48.7539576, 21.9265255 48.7539987, 21.9263978 48.7540126, 21.9255195 48.7540014, 21.9249086 48.7539957, 21.9248298 48.7539954, 21.9245456 48.7539921)",Užhorodská
289883569,False,2,residential,50,,True,48.959,"LINESTRING (21.9272662 48.7534234, 21.9273387 48.7533335, 21.9273985 48.7532575, 21.9275846 48.7530364)",Užhorodská
"[302998852, 302998853, 302998854, 302998710, 307293821]",False,,residential,"['20', '30']",,False,396.86000000000007,"LINESTRING (21.9272662 48.7534234, 21.927227 48.7534168, 21.9271582 48.7533933, 21.9269651 48.7533704, 21.9269378 48.7534409, 21.9268854 48.7534778, 21.9268143 48.7535085, 21.9267194 48.7535186, 21.9266088 48.7535068, 21.926094 48.7534236, 21.925444 48.7533188, 21.9253639 48.7532872, 21.9253003 48.7532584, 21.9252376 48.753212, 21.9252052 48.7531654, 21.9251852 48.7531235, 21.925187 48.7530916, 21.9253238 48.7526826, 21.9255456 48.7527145, 21.9256071 48.7527301, 21.9266337 48.7528847, 21.9270604 48.7529421, 21.9271066 48.7529465, 21.9273234 48.7529751, 21.927455 48.7530104, 21.9275278 48.7530278, 21.9275846 48.7530364)","['Uralská', 'Jána Hollého', 'Sibírska']"
172286542,False,,residential,40,,True,203.12900000000002,"LINESTRING (21.9223149 48.7539704, 21.9223395 48.7539222, 21.9223513 48.753901, 21.9228023 48.7530404, 21.9228573 48.7529355, 21.9232198 48.7522438)",Petra Jilemnického
235537923,True,,residential,40,,False,231.425,"LINESTRING (21.9223149 48.7539704, 21.9222553 48.7539591, 21.9219952 48.753866, 21.9213147 48.7536179, 21.9196175 48.7529823, 21.919558 48.7529589)",P. I. Čajkovského
235537924,False,,residential,30,,False,149.335,"LINESTRING (21.9223149 48.7539704, 21.9223539 48.7539714, 21.9223829 48.7539722, 21.9229139 48.7539862, 21.9229896 48.7539882, 21.9232883 48.7539961, 21.9234456 48.7540002, 21.9234792 48.7540011, 21.9235636 48.7540033, 21.9239118 48.7540125, 21.9240102 48.7540151, 21.9240806 48.754017, 21.9243503 48.7540241)",P. I. Čajkovského
