osmid,name,highway,oneway,reversed,length,bridge,geometry,lanes,ref,maxspeed,junction
"[27997994, 27997966, 27997967]",Mierové námestie,residential,False,True,40.334999999999994,yes,"LINESTRING (18.7597353 48.7340622, 18.7598445 48.7340573, 18.760076 48.734055, 18.7602849 48.7340507)",,,,
109905520,Prievidzská,primary,False,False,365.31100000000004,,"LINESTRING (18.7597353 48.7340622, 18.7597387 48.7339919, 18.7597621 48.7338579, 18.7598272 48.7336606, 18.7599532 48.7333466, 18.7600411 48.7331153, 18.7600826 48.7329384, 18.7601209 48.7326491, 18.760086 48.7322166, 18.7600723 48.7318588, 18.7600914 48.7317091, 18.7601361 48.7315701, 18.760226 48.7313752, 18.7604018 48.7311289, 18.7606044 48.7308758)",2,9,50,
24053936,,primary,True,False,15.185,,"LINESTRING (18.7609437 48.7296125, 18.7609145 48.7296098, 18.7608862 48.729604, 18.7608597 48.7295954, 18.7608357 48.729584, 18.7608148 48.7295702, 18.7607974 48.7295544, 18.7607842 48.7295369)",1,9,50,roundabout
24053936,,primary,True,False,11.115999999999998,,"LINESTRING (18.7608144 48.7294132, 18.7608358 48.7293991, 18.7608605 48.7293875, 18.7608877 48.7293787, 18.7609168 48.729373, 18.7609469 48.7293705)",1,9,50,roundabout
109905217,,residential,False,True,11.526,,"LINESTRING (18.759824 48.7279795, 18.7599775 48.7279573)",,,,
30039884,Námestie baníkov,residential,False,True,113.371,,"LINESTRING (18.759824 48.7279795, 18.7596979 48.7277784, 18.7592215 48.7270406)",,,,
"[671041888, 27997953]",Námestie baníkov,residential,False,False,122.09,,"LINESTRING (18.759824 48.7279795, 18.7600056 48.7282494, 18.7602334 48.7287443, 18.7603292 48.7290227)",,,,
37474527,Savina,residential,False,True,49.205,,"LINESTRING (18.7568039 48.7311066, 18.7568882 48.7315456)",,,,
37474527,Savina,residential,False,False,52.687000000000005,,"LINESTRING (18.7568039 48.7311066, 18.7567969 48.7310465, 18.7567275 48.7306355)",,,,
37474470,1. mája,residential,False,True,62.051,,"LINESTRING (18.7670768 48.7270656, 18.7679195 48.7270166)",,,,
197837970,1. mája,residential,False,False,90.666,,"LINESTRING (18.7670768 48.7270656, 18.76759 48.727363, 18.7679455 48.7276424)",,,,
768282887,Údernícka,residential,False,True,205.123,,"LINESTRING (18.7680618 48.72941, 18.7652823 48.7292061)",,,,
197837969,1. mája,residential,False,False,127.94200000000001,,"LINESTRING (18.7680618 48.72941, 18.7679968 48.7298407, 18.767876 48.7301855, 18.7676553 48.730519)",,,,
197837969,1. mája,residential,False,True,131.911,,"LINESTRING (18.7680618 48.72941, 18.7681208 48.7286616, 18.7681072 48.7282248)",,,,
768282887,Údernícka,residential,False,False,71.35,,"LINESTRING (18.7680618 48.72941, 18.7687089 48.7294668, 18.768971 48.7294898, 18.7690261 48.7294946)",,,,
187380529,1. mája,residential,False,False,169.11100000000002,,"LINESTRING (18.7670484 48.7310288, 18.766727 48.7311877, 18.7663841 48.7312729, 18.7659847 48.7313452, 18.76569 48.731373, 18.7650325 48.7314119, 18.7648675 48.7314216)",,,,
197837969,1. mája,residential,False,True,72.335,,"LINESTRING (18.7670484 48.7310288, 18.7673133 48.7308497, 18.7676553 48.730519)",,,,
187380529,1. mája,residential,False,False,148.234,,"LINESTRING (18.7648675 48.7314216, 18.7647647 48.7314142, 18.7635017 48.7313226, 18.76286 48.7312677)",,,,
187380529,1. mája,residential,False,True,169.111,,"LINESTRING (18.7648675 48.7314216, 18.7650325 48.7314119, 18.76569 48.731373, 18.7659847 48.7313452, 18.7663841 48.7312729, 18.766727 48.7311877, 18.7670484 48.7310288)",,,,
768282886,Dimitrovova,residential,False,True,124.166,,"LINESTRING (18.7648675 48.7314216, 18.7649368 48.7312039, 18.7650324 48.7306434, 18.765087 48.7303152)",,,,
"[235144264, 37474450, 235144262]",Československej armády,residential,False,False,333.247,yes,"LINESTRING (18.7609508 48.7311337, 18.7608433 48.7311976, 18.7608072 48.7312769, 18.7607942 48.7313527, 18.7606666 48.7320967, 18.7607273 48.7325437, 18.7607357 48.7328056, 18.7606686 48.7330539, 18.7604645 48.7334542, 18.7603327 48.7338513, 18.7602849 48.7340507)",,,,
"[187380529, 27997962, 27997961]",1. mája,residential,False,False,38.429,yes,"LINESTRING (18.7609508 48.7311337, 18.7608999 48.7311029, 18.7607995 48.731011, 18.7607325 48.7309689, 18.7606044 48.7308758)",,,,
187380529,1. mája,residential,False,True,140.82200000000003,,"LINESTRING (18.7609508 48.7311337, 18.7616605 48.7311885, 18.7623011 48.7312308, 18.7627 48.7312571, 18.76286 48.7312677)",,,,
"[27997961, 27997962, 187380529]",1. mája,residential,False,True,38.429,yes,"LINESTRING (18.7606044 48.7308758, 18.7607325 48.7309689, 18.7607995 48.731011, 18.7608999 48.7311029, 18.7609508 48.7311337)",,,,
109905520,Prievidzská,primary,False,True,365.31100000000004,,"LINESTRING (18.7606044 48.7308758, 18.7604018 48.7311289, 18.760226 48.7313752, 18.7601361 48.7315701, 18.7600914 48.7317091, 18.7600723 48.7318588, 18.760086 48.7322166, 18.7601209 48.7326491, 18.7600826 48.7329384, 18.7600411 48.7331153, 18.7599532 48.7333466, 18.7598272 48.7336606, 18.7597621 48.7338579, 18.7597387 48.7339919, 18.7597353 48.7340622)",2,9,50,
187380334,Prievidzská,primary,False,False,110.585,,"LINESTRING (18.7606044 48.7308758, 18.7606898 48.7307737, 18.7607665 48.7306697, 18.7608202 48.7305864, 18.760881 48.7304557, 18.7609155 48.7303733, 18.760968 48.7302092, 18.7609877 48.7300983, 18.7610192 48.7299294)",2,9,50,
322275673,Lipová,residential,True,False,249.384,,"LINESTRING (18.76286 48.7312677, 18.7632662 48.729041)",,,,
187380529,1. mája,residential,False,False,140.822,,"LINESTRING (18.76286 48.7312677, 18.7627 48.7312571, 18.7623011 48.7312308, 18.7616605 48.7311885, 18.7609508 48.7311337)",,,,
187380529,1. mája,residential,False,True,148.234,,"LINESTRING (18.76286 48.7312677, 18.7635017 48.7313226, 18.7647647 48.7314142, 18.7648675 48.7314216)",,,,
"[322275672, 96103773]",Lipová,residential,False,False,204.801,,"LINESTRING (18.76286 48.7312677, 18.7628537 48.7313197, 18.7628369 48.7314598, 18.762626 48.7326104, 18.7626052 48.7327977, 18.7625536 48.7330981)",,,30,
27997994,Mierové námestie,residential,False,False,134.435,,"LINESTRING (18.7616828 48.7336892, 18.7616165 48.7340162, 18.761103 48.734025, 18.7607112 48.7340318, 18.7602849 48.7340507)",,,,
"[27997994, 96103773, 96103786]","['Mierové námestie', 'Lipová']",residential,False,True,125.22200000000001,,"LINESTRING (18.7616828 48.7336892, 18.7624458 48.7337162, 18.7624601 48.7336299, 18.7625536 48.7330981)",,,30,
"[96103781, 96103782]",Mierové námestie,residential,False,True,127.167,,"LINESTRING (18.7616828 48.7336892, 18.7617091 48.7335175, 18.7617954 48.7330521, 18.7625536 48.7330981)",,,,
"[27997994, 27997966, 27997967]",Mierové námestie,residential,False,False,40.335,yes,"LINESTRING (18.7602849 48.7340507, 18.760076 48.734055, 18.7598445 48.7340573, 18.7597353 48.7340622)",,,,
27997994,Mierové námestie,residential,False,True,134.435,,"LINESTRING (18.7602849 48.7340507, 18.7607112 48.7340318, 18.761103 48.734025, 18.7616165 48.7340162, 18.7616828 48.7336892)",,,,
"[235144264, 37474450, 235144262]",Československej armády,residential,False,True,333.2469999999999,yes,"LINESTRING (18.7602849 48.7340507, 18.7603327 48.7338513, 18.7604645 48.7334542, 18.7606686 48.7330539, 18.7607357 48.7328056, 18.7607273 48.7325437, 18.7606666 48.7320967, 18.7607942 48.7313527, 18.7608072 48.7312769, 18.7608433 48.7311976, 18.7609508 48.7311337)",,,,
27997988,Námestie baníkov,residential,True,False,18.375999999999998,,"LINESTRING (18.7605646 48.7294006, 18.7607612 48.7294106, 18.7608144 48.7294132)",1,,,
"[30039885, 37474454]",Námestie baníkov,residential,False,"[False, True]",51.945,,"LINESTRING (18.7605646 48.7294006, 18.76041 48.729382, 18.7603951 48.7292722, 18.7603292 48.7290227)",,,,
30039884,Námestie baníkov,residential,False,False,113.371,,"LINESTRING (18.7592215 48.7270406, 18.7596979 48.7277784, 18.759824 48.7279795)",,,,
