osmid,oneway,lanes,ref,name,highway,junction,reversed,length,geometry,maxspeed,bridge
31887564,True,1,526;529,Partizánska,secondary,roundabout,False,13.715,"LINESTRING (19.5223087 48.5741574, 19.5223237 48.5741175, 19.5223555 48.5740822, 19.5224013 48.5740544)",,
310370729,True,1,526,Murínka,secondary,,False,56.155,"LINESTRING (19.5223087 48.5741574, 19.5221826 48.5740924, 19.5217013 48.5738516)",50,
38461420,False,,529,Partizánska,secondary,,True,60.854,"LINESTRING (19.529398 48.5806747, 19.5292425 48.5805153, 19.5289411 48.5802185)",,
31887564,True,1,526;529,Partizánska,secondary,roundabout,False,23.531,"LINESTRING (19.5224855 48.5743106, 19.5224345 48.5743004, 19.5223888 48.5742822, 19.5223514 48.5742571, 19.5223246 48.5742266, 19.52231 48.5741926, 19.5223087 48.5741574)",,
31887564,True,1,526;529,Partizánska,secondary,roundabout,False,7.797000000000001,"LINESTRING (19.522715 48.5742304, 19.5226871 48.5742602, 19.5226489 48.5742845)",,
1194906167,False,2,,Lúčna,residential,,True,29.605,"LINESTRING (19.5230272 48.5735666, 19.5228194 48.5737946)",,
19740702,False,,,Lúčna,residential,,True,78.931,"LINESTRING (19.5230272 48.5735666, 19.5225368 48.5732792, 19.5222806 48.5730609)",,
19740701,False,,,Lúčna,residential,,False,45.634,"LINESTRING (19.5196782 48.5722666, 19.5197549 48.5721693, 19.5201001 48.5719738)",,
19740702,False,,,Lúčna,residential,,False,211.35500000000002,"LINESTRING (19.5196782 48.5722666, 19.5202535 48.5724917, 19.5205103 48.5725406, 19.5214903 48.5728286, 19.5222806 48.5730609)",,
19740702,False,,,Lúčna,residential,,False,78.931,"LINESTRING (19.5222806 48.5730609, 19.5225368 48.5732792, 19.5230272 48.5735666)",,
19740702,False,,,Lúčna,residential,,True,211.355,"LINESTRING (19.5222806 48.5730609, 19.5214903 48.5728286, 19.5205103 48.5725406, 19.5202535 48.5724917, 19.5196782 48.5722666)",,
19740704,False,,,Lúčna,residential,,False,118.357,"LINESTRING (19.5222806 48.5730609, 19.5226903 48.5726674, 19.5232201 48.5721971)",,
19740704,False,,,Lúčna,residential,,True,118.357,"LINESTRING (19.5232201 48.5721971, 19.5226903 48.5726674, 19.5222806 48.5730609)",,
147468199,False,2,526,Hutianska cesta,secondary,,False,29.289,"LINESTRING (19.5248683 48.5746817, 19.5250298 48.5747264, 19.525237 48.574781)",50,
"[533320081, 147468199]",False,2,526,Hutianska cesta,secondary,,True,133.53300000000002,"LINESTRING (19.5248683 48.5746817, 19.5236875 48.5743617, 19.5231877 48.5742282)",50,
426163950,False,,,J. Kráľa,residential,,False,110.317,"LINESTRING (19.5248683 48.5746817, 19.5253417 48.5744811, 19.5257199 48.5743374, 19.5259854 48.5742611, 19.5261799 48.5742058)",,
19740709,False,,,J. Kráľa,residential,,False,49.604,"LINESTRING (19.5278115 48.5734839, 19.5279434 48.5732903, 19.5281086 48.5730837)",,
"[19740709, 426163950, 426163951]",False,,,J. Kráľa,residential,,True,111.225,"LINESTRING (19.5278115 48.5734839, 19.5272358 48.5738135, 19.5271988 48.5738347, 19.5271232 48.5738763, 19.5270664 48.5739044, 19.5269403 48.5739673, 19.5267928 48.5740268, 19.5266104 48.5740836)",,yes
19740710,False,,,Pod Grapou,residential,,False,204.025,"LINESTRING (19.5278115 48.5734839, 19.5281309 48.5739004, 19.5287662 48.575202)",,
19740709,False,,,J. Kráľa,residential,,True,49.604,"LINESTRING (19.5281086 48.5730837, 19.5279434 48.5732903, 19.5278115 48.5734839)",,
328030241,False,,,,residential,,True,300.963,"LINESTRING (19.5281086 48.5730837, 19.5282613 48.5729997, 19.5283907 48.5729571, 19.5285738 48.5729274, 19.5287468 48.5729034, 19.5290069 48.5728573, 19.5291598 48.5728067, 19.5292886 48.5727543, 19.52942 48.5726825, 19.5297043 48.5725325, 19.5298384 48.5724881, 19.5300101 48.5724562, 19.5302094 48.5724261, 19.5305291 48.5723834, 19.5307396 48.5723648, 19.5308711 48.572355, 19.5310441 48.5723453, 19.5312345 48.5723115, 19.5314008 48.572276, 19.5315483 48.5722485, 19.5316945 48.5722361, 19.5318259 48.5722397, 19.531901 48.572245)",,
