osmid,lanes,name,highway,oneway,reversed,length,bridge,geometry,maxspeed
"[25099819, 48905419, 198717684, 198717685, 48905403]","['2', '3']",A. Hlinku,residential,False,False,214.083,yes,"LINESTRING (18.2625047 48.7172997, 18.2621572 48.717465, 18.2619404 48.7175595, 18.261793 48.7176366, 18.2615244 48.7177771, 18.2608275 48.7182241, 18.2606446 48.7184119, 18.2605194 48.7185401, 18.2604435 48.7186312)",
109068546,3,A. Hlinku,residential,False,False,23.414,,"LINESTRING (18.2604435 48.7186312, 18.2603539 48.7188333)",
"[48356517, 180310141]",,Za Valy,residential,False,False,51.563,,"LINESTRING (18.2604435 48.7186312, 18.2603764 48.7186058, 18.2602253 48.7185384, 18.2599121 48.7183316)",
"[25099819, 48905419, 198717684, 198717685, 48905403]","['2', '3']",A. Hlinku,residential,False,True,214.083,yes,"LINESTRING (18.2604435 48.7186312, 18.2605194 48.7185401, 18.2606446 48.7184119, 18.2608275 48.7182241, 18.2615244 48.7177771, 18.261793 48.7176366, 18.2619404 48.7175595, 18.2621572 48.717465, 18.2625047 48.7172997)",
48356993,,Hollého,residential,False,True,222.39400000000003,,"LINESTRING (18.2594092 48.7206393, 18.2595432 48.7206734, 18.2597571 48.7207692, 18.2601512 48.7209678, 18.2603082 48.7210474, 18.2608404 48.7213821, 18.2611273 48.7215635, 18.2616696 48.7219541)",
198717676,3,Sládkovičova,residential,False,False,78.599,,"LINESTRING (18.2594092 48.7206393, 18.259266 48.7207575, 18.2586745 48.7211529)",
"[198717677, 198717670, 198717671]","['2', '3']",A. Hlinku,residential,False,True,179.59,,"LINESTRING (18.2594092 48.7206393, 18.2595169 48.7205201, 18.2597001 48.7203091, 18.2598103 48.720128, 18.2598628 48.7200255, 18.2599867 48.7197834, 18.2600698 48.7195778, 18.2600982 48.7195076, 18.2601371 48.7193952, 18.260235 48.7191294)",
"[594907234, 171861730]",3,Hviezdoslavova,residential,False,True,154.99,,"LINESTRING (18.2594092 48.7206393, 18.2592978 48.7206109, 18.2592046 48.7205512, 18.2590883 48.7204144, 18.2588781 48.7201522, 18.2587074 48.719939, 18.2585894 48.7198013, 18.2584639 48.7196548, 18.258326 48.7194674)",
"[198717673, 198717675]",3,Sládkovičova,residential,False,False,78.112,,"LINESTRING (18.2586745 48.7211529, 18.2583753 48.7213503, 18.2581841 48.7215245, 18.2580251 48.7217044)",
198717676,3,Sládkovičova,residential,False,True,78.599,,"LINESTRING (18.2586745 48.7211529, 18.259266 48.7207575, 18.2594092 48.7206393)",
1218840490,,M. R. Štefánika,residential,False,False,45.872,,"LINESTRING (18.2586745 48.7211529, 18.2587561 48.7212397, 18.2589609 48.7214528, 18.2590124 48.7214999)",
198717673,3,Sládkovičova,residential,False,False,38.894,,"LINESTRING (18.2580251 48.7217044, 18.2579104 48.7220459)",
"[198717673, 198717675]",3,Sládkovičova,residential,False,True,78.112,,"LINESTRING (18.2580251 48.7217044, 18.2581841 48.7215245, 18.2583753 48.7213503, 18.2586745 48.7211529)",
198717673,3,Sládkovičova,residential,False,True,38.894,,"LINESTRING (18.2579104 48.7220459, 18.2580251 48.7217044)",
4626682,2,K nemocnici,residential,False,False,35.518,,"LINESTRING (18.2579104 48.7220459, 18.2580703 48.7221689, 18.2582385 48.7222805)",
109068216,3,Sládkovičova,residential,False,False,32.39,,"LINESTRING (18.2579104 48.7220459, 18.2578574 48.7221982, 18.2578078 48.7223292)",
171902844,2,Radlinského,residential,False,True,33.557,,"LINESTRING (18.2579104 48.7220459, 18.2577715 48.7218796, 18.2576667 48.7217916)",
365949064,2,Sládkovičova,residential,False,True,52.775,,"LINESTRING (18.2569143 48.7238734, 18.2572661 48.7234594)",
365949064,2,Sládkovičova,residential,False,False,144.684,,"LINESTRING (18.2569143 48.7238734, 18.2565048 48.724395, 18.2564088 48.7245345, 18.2563178 48.7247261, 18.256159 48.7250703)",
4626681,,5. apríla,residential,False,False,15.186,,"LINESTRING (18.2559953 48.7253384, 18.2561667 48.725415)",
365949064,2,Sládkovičova,residential,False,True,32.139,,"LINESTRING (18.2559953 48.7253384, 18.256159 48.7250703)",
365949064,2,Sládkovičova,residential,False,False,92.143,,"LINESTRING (18.2559953 48.7253384, 18.25584 48.7255395, 18.2553307 48.7260402)",
109068229,2,Radlinského,residential,False,False,243.339,,"LINESTRING (18.2537548 48.7218364, 18.2538856 48.7219061, 18.2540972 48.7219516, 18.2542588 48.7219378, 18.255338 48.7218097, 18.2566915 48.7216382, 18.2569669 48.7215809)",
171861746,,Záfortňa,residential,True,False,37.283,,"LINESTRING (18.2537548 48.7218364, 18.253941 48.721642, 18.2540057 48.7215457)",
109068229,2,Radlinského,residential,False,False,21.313,,"LINESTRING (18.2569669 48.7215809, 18.2572531 48.7216139)",
180374685,,,residential,False,False,20.189,,"LINESTRING (18.2569669 48.7215809, 18.2570424 48.7214063)",
109068229,2,Radlinského,residential,False,True,243.339,,"LINESTRING (18.2569669 48.7215809, 18.2566915 48.7216382, 18.255338 48.7218097, 18.2542588 48.7219378, 18.2540972 48.7219516, 18.2538856 48.7219061, 18.2537548 48.7218364)",
109068231,,J. Matušku,residential,False,True,77.158,,"LINESTRING (18.2588368 48.7249206, 18.2588842 48.724978, 18.2589491 48.7250566, 18.2590005 48.7251188, 18.2592763 48.725251, 18.2596432 48.7252758)",
241187550,,J. Matušku,residential,True,False,166.285,,"LINESTRING (18.2588368 48.7249206, 18.2587476 48.7245872, 18.2585846 48.7243594, 18.2583103 48.7241598, 18.2575322 48.723785)",
241852578,,Cibislávska,residential,False,True,93.556,,"LINESTRING (18.2588368 48.7249206, 18.2583725 48.7254187, 18.2581929 48.7255672, 18.2581217 48.7256145)",
"[180277008, 171855898]",,"['Murgašova', 'Mila Urbana']",residential,False,False,427.81499999999994,,"LINESTRING (18.2535002 48.7256683, 18.2517121 48.7253263, 18.2517052 48.7252257, 18.2524389 48.724553, 18.2530741 48.7240473, 18.2534264 48.7237458, 18.2535818 48.723565, 18.2537242 48.7233294, 18.2537532 48.7231394)",
171855933,,Janka Kráľa,residential,False,True,405.88700000000006,,"LINESTRING (18.2535002 48.7256683, 18.2535266 48.7256371, 18.2553295 48.7235025, 18.2553751 48.7234565, 18.2537532 48.7231394)",
171855898,,Murgašova,residential,False,True,140.589,,"LINESTRING (18.2535002 48.7256683, 18.2552599 48.7260161, 18.2553307 48.7260402)",
171855898,,Murgašova,residential,False,False,140.589,,"LINESTRING (18.2553307 48.7260402, 18.2552599 48.7260161, 18.2535002 48.7256683)",
365949064,2,Sládkovičova,residential,False,True,92.143,,"LINESTRING (18.2553307 48.7260402, 18.25584 48.7255395, 18.2559953 48.7253384)",
49136664,,A. Kmeťa,residential,False,False,23.608,,"LINESTRING (18.2548596 48.7189305, 18.2549295 48.718953, 18.2549615 48.7190098, 18.2549298 48.7190578, 18.2548653 48.7190801)",
49136664,,A. Kmeťa,residential,False,True,28.054,,"LINESTRING (18.2548596 48.7189305, 18.2547836 48.7189428, 18.2547396 48.7189799, 18.2547403 48.7190323, 18.2547898 48.7190708, 18.2548653 48.7190801)",
49136664,,A. Kmeťa,residential,False,True,197.47,,"LINESTRING (18.2548596 48.7189305, 18.2555509 48.7183881, 18.2560096 48.7179572, 18.2565743 48.7176531, 18.2566444 48.7176153)",
