osmid,oneway,highway,maxspeed,reversed,length,ref,name,geometry,lanes,bridge
59359807,True,primary_link,50,False,27.895,,,"LINESTRING (18.6593197 48.0510268, 18.6593114 48.050776)",,
4424605,True,primary,50,False,31.214000000000002,76,Mierová,"LINESTRING (18.6593197 48.0510268, 18.6592719 48.0509412, 18.6592132 48.0508756, 18.659155 48.0508296, 18.6590946 48.0507958)",,
59965876,True,primary_link,50,False,22.331,,,"LINESTRING (18.6540736 48.0490391, 18.6543337 48.0491396)",,
431606350,True,primary,50,False,20.312,76,Komenského,"LINESTRING (18.6540736 48.0490391, 18.6540547 48.0489514, 18.6540701 48.0488579)",,
1238815191,True,primary_link,50,False,13.415,,,"LINESTRING (18.6540736 48.0490391, 18.6539905 48.0490533, 18.6538961 48.0490583)",,
88361330,False,primary,50,False,146.613,76,SNP,"LINESTRING (18.6593972 48.0536907, 18.659361 48.0534039, 18.6593566 48.0523732)",2,
58661253,False,residential,,True,151.568,,Sacherova,"LINESTRING (18.6593566 48.0523732, 18.6591705 48.0523562, 18.6573361 48.0521892)",,
88361330,False,primary,50,False,20.619999999999997,76,SNP,"LINESTRING (18.6593566 48.0523732, 18.6593528 48.0522886, 18.6593524 48.0521878)",2,
88361330,False,primary,50,True,146.613,76,SNP,"LINESTRING (18.6593566 48.0523732, 18.659361 48.0534039, 18.6593972 48.0536907)",2,
59359801,False,tertiary,,True,180.67700000000002,1584,Úzka,"LINESTRING (18.6547514 48.0470977, 18.65511 48.047144, 18.6564511 48.0473212, 18.65713 48.0474304)",,
"[59965864, 59965925, 59965879]",False,primary,50,False,103.50200000000001,76,Komenského,"LINESTRING (18.6547514 48.0470977, 18.6547792 48.0468472, 18.6547838 48.0466459, 18.6547844 48.0461676)",2,yes
59965864,False,primary,50,True,42.833,76,Komenského,"LINESTRING (18.6547514 48.0470977, 18.6547366 48.0472529, 18.6546842 48.0474799)",2,
59965903,True,primary_link,50,False,26.442,,,"LINESTRING (18.6541975 48.0491846, 18.6538961 48.0490583)",,
431127689,True,primary,50,False,18.789,76,Mierová,"LINESTRING (18.6541975 48.0491846, 18.654115 48.0491107, 18.6540736 48.0490391)",,
58651816,False,tertiary,,True,113.168,1563,Kpt. Nálepku,"LINESTRING (18.6532885 48.0463552, 18.6542537 48.0462235, 18.6547844 48.0461676)",,
58651816,False,tertiary,,False,113.168,1563,Kpt. Nálepku,"LINESTRING (18.6547844 48.0461676, 18.6542537 48.0462235, 18.6532885 48.0463552)",,
"[59965864, 59965925, 59965879]",False,primary,50,True,103.502,76,Komenského,"LINESTRING (18.6547844 48.0461676, 18.6547838 48.0466459, 18.6547792 48.0468472, 18.6547514 48.0470977)",2,yes
58661247,False,residential,,True,173.421,,Hurbanova,"LINESTRING (18.6534815 48.0509771, 18.6533601 48.0525346)",,
58661253,False,residential,,False,177.286,,Sacherova,"LINESTRING (18.6534815 48.0509771, 18.6556967 48.0515681)",,
58661253,False,residential,,False,140.066,,Sacherova,"LINESTRING (18.6556967 48.0515681, 18.6573361 48.0521892)",,
58661253,False,residential,,True,177.286,,Sacherova,"LINESTRING (18.6556967 48.0515681, 18.6534815 48.0509771)",,
58661244,False,residential,,False,109.098,,,"LINESTRING (18.6556967 48.0515681, 18.6561564 48.0508618, 18.6562808 48.050668)",,
58661246,False,residential,,True,135.19799999999998,,Pionierska,"LINESTRING (18.6556967 48.0515681, 18.6553683 48.0523401, 18.6553394 48.0527529)",,
58661242,False,residential,,True,149.107,,Kosúthová,"LINESTRING (18.6553394 48.0527529, 18.6533601 48.0525346)",,
58661246,False,residential,,False,135.19799999999998,,Pionierska,"LINESTRING (18.6553394 48.0527529, 18.6553683 48.0523401, 18.6556967 48.0515681)",,
58661253,False,residential,,True,140.066,,Sacherova,"LINESTRING (18.6573361 48.0521892, 18.6556967 48.0515681)",,
58661253,False,residential,,False,151.568,,Sacherova,"LINESTRING (18.6573361 48.0521892, 18.6591705 48.0523562, 18.6593566 48.0523732)",,
58661255,False,residential,,True,237.17599999999996,,Slnečná,"LINESTRING (18.6546842 48.0474799, 18.6545361 48.0474628, 18.6538288 48.0473629, 18.6537805 48.0473751, 18.653755 48.0474048, 18.6535913 48.0477864, 18.6535658 48.0478419, 18.6535444 48.0478671, 18.6535148 48.0478873, 18.6534848 48.0479036, 18.6531347 48.0480939, 18.6531014 48.0481221, 18.6530796 48.04815, 18.6529602 48.0483849, 18.6528598 48.0485894, 18.6528087 48.0486939)",,
59965864,False,primary,50,False,42.833,76,Komenského,"LINESTRING (18.6546842 48.0474799, 18.6547366 48.0472529, 18.6547514 48.0470977)",2,
59965864,False,primary,50,True,127.627,76,Komenského,"LINESTRING (18.6546842 48.0474799, 18.654533 48.0478867, 18.6544159 48.0482018, 18.6542702 48.0485938)",2,
59568396,False,residential,,False,47.236,,Mierová,"LINESTRING (18.6528087 48.0486939, 18.6534018 48.0488464)",,
58661255,False,residential,,False,237.176,,Slnečná,"LINESTRING (18.6528087 48.0486939, 18.6528598 48.0485894, 18.6529602 48.0483849, 18.6530796 48.04815, 18.6531014 48.0481221, 18.6531347 48.0480939, 18.6534848 48.0479036, 18.6535148 48.0478873, 18.6535444 48.0478671, 18.6535658 48.0478419, 18.6535913 48.0477864, 18.653755 48.0474048, 18.6537805 48.0473751, 18.6538288 48.0473629, 18.6545361 48.0474628, 18.6546842 48.0474799)",,
58661242,False,residential,,False,149.107,,Kosúthová,"LINESTRING (18.6533601 48.0525346, 18.6553394 48.0527529)",,
58661247,False,residential,,False,173.421,,Hurbanova,"LINESTRING (18.6533601 48.0525346, 18.6534815 48.0509771)",,
58661244,False,residential,,True,70.889,,,"LINESTRING (18.6566563 48.050082, 18.6566094 48.050159, 18.6564154 48.0504582, 18.6562808 48.050668)",,
"[1238815194, 431127692]",True,primary,50,False,115.633,76,Mierová,"LINESTRING (18.6566563 48.050082, 18.656041 48.049883, 18.6554171 48.0496814, 18.6552594 48.0496246)",2,
59359805,False,residential,,False,42.291000000000004,,Schubertova,"LINESTRING (18.6581282 48.0476581, 18.6581812 48.0476467, 18.6582268 48.0476056, 18.658282 48.0475309, 18.6583431 48.0474189, 18.6583368 48.0473296)",,
59359805,False,residential,,True,25.832,,Schubertova,"LINESTRING (18.6581282 48.0476581, 18.6580749 48.0476506, 18.6580364 48.0476302, 18.6578882 48.0475007)",,
1238815236,False,residential,,False,28.65,,,"LINESTRING (18.6581282 48.0476581, 18.6581373 48.0477363, 18.6581319 48.0478102, 18.6581099 48.0479144)",,
87687684,False,residential,,True,12.726,,Schubertova,"LINESTRING (18.6649658 48.0470839, 18.6648108 48.0470353)",,
59359802,False,residential,,True,94.914,,Rozmarínová,"LINESTRING (18.6649658 48.0470839, 18.6649548 48.0472898, 18.6649279 48.0474243, 18.6649262 48.0474999, 18.6649373 48.0476251, 18.6649628 48.0477704, 18.664989 48.047934)",,
