osmid,lanes,name,highway,maxspeed,oneway,reversed,length,ref,geometry,bridge
273201675,2,1a Avenida SE,residential,35,False,True,99.277,,"LINESTRING (-87.1638474 12.5419922, -87.1640036 12.5411125)",
581382756,2,NN-276,unclassified,65,False,True,88.816,NN-276,"LINESTRING (-87.1638474 12.5419922, -87.1646556 12.5421171)",
700948184,2,1a Avenida SE,unclassified,35,False,False,72.125,,"LINESTRING (-87.1638474 12.5419922, -87.1637339 12.5426313)",
"[581382776, 581382777]",,1a Calle SE,residential,,False,False,298.44,,"LINESTRING (-87.1638474 12.5419922, -87.1623809 12.541799, -87.1619857 12.5417732, -87.1619346 12.5417773, -87.1619046 12.5418161, -87.1617795 12.5425603)",
273201713,2,,residential,35,False,False,132.511,,"LINESTRING (-87.1657081 12.5422821, -87.1660497 12.541138)",
591448426,2,NN-276,unclassified,65,False,False,42.578,NN-276,"LINESTRING (-87.1657081 12.5422821, -87.165321 12.5422201)",
"[591448425, 591448426, 581382771]",2,NN-276,unclassified,65,False,True,105.439,NN-276,"LINESTRING (-87.1657081 12.5422821, -87.1660618 12.5423371, -87.1664155 12.542392, -87.1666667 12.5424355)",yes
273201678,2,,residential,35,False,False,182.837,,"LINESTRING (-87.1666667 12.5424355, -87.1662017 12.5440159)",
273201724,2,3a Avenida SO,residential,35,False,False,65.915,,"LINESTRING (-87.1666667 12.5424355, -87.1667642 12.5418504)",
581382771,2,NN-276,unclassified,65,False,True,97.023,NN-276,"LINESTRING (-87.1666667 12.5424355, -87.1675488 12.5425767)",
"[591448425, 591448426, 581382771]",2,NN-276,unclassified,65,False,False,105.439,NN-276,"LINESTRING (-87.1666667 12.5424355, -87.1664155 12.542392, -87.1660618 12.5423371, -87.1657081 12.5422821)",yes
273201680,2,,residential,35,False,False,63.699,,"LINESTRING (-87.1675488 12.5425767, -87.167662 12.5420146)",
581382771,2,NN-276,unclassified,65,False,False,97.023,NN-276,"LINESTRING (-87.1675488 12.5425767, -87.1666667 12.5424355)",
273123093,2,NN-276,unclassified,65,False,True,190.887,NN-276,"LINESTRING (-87.1675488 12.5425767, -87.1676921 12.5426203, -87.1677954 12.5426702, -87.1678862 12.5427389, -87.1681237 12.5430675, -87.1682876 12.5433621, -87.1683723 12.5435388, -87.1685367 12.5439194)",
273123093,2,NN-276,unclassified,65,False,True,47.114,NN-276,"LINESTRING (-87.1685367 12.5439194, -87.1686816 12.5443188)",
273201709,2,,residential,35,False,False,119.837,,"LINESTRING (-87.1685367 12.5439194, -87.1674899 12.544262)",
273123093,2,NN-276,unclassified,65,False,False,190.88699999999997,NN-276,"LINESTRING (-87.1685367 12.5439194, -87.1683723 12.5435388, -87.1682876 12.5433621, -87.1681237 12.5430675, -87.1678862 12.5427389, -87.1677954 12.5426702, -87.1676921 12.5426203, -87.1675488 12.5425767)",
273123093,2,NN-276,unclassified,65,False,False,47.114,NN-276,"LINESTRING (-87.1686816 12.5443188, -87.1685367 12.5439194)",
273123093,2,NN-276,unclassified,65,False,True,48.316,NN-276,"LINESTRING (-87.1686816 12.5443188, -87.1688296 12.5447286)",
273201695,2,,residential,35,False,False,122.387,,"LINESTRING (-87.1686816 12.5443188, -87.1676194 12.5446881)",
273123093,2,NN-276,unclassified,65,False,False,48.316,NN-276,"LINESTRING (-87.1688296 12.5447286, -87.1686816 12.5443188)",
273201700,2,,residential,35,False,False,62.684,,"LINESTRING (-87.1688296 12.5447286, -87.1682835 12.544912)",
273123093,2,NN-276,unclassified,65,False,True,115.29599999999999,NN-276,"LINESTRING (-87.1688296 12.5447286, -87.1689456 12.5450502, -87.1689862 12.5452356, -87.1690061 12.5453838, -87.169007 12.5455309, -87.1689908 12.5456764, -87.1689854 12.5457396)",
273123093,2,NN-276,unclassified,65,False,True,31.381,NN-276,"LINESTRING (-87.1689854 12.5457396, -87.1689072 12.5460113)",
384462630,,,residential,35,False,False,97.982,,"LINESTRING (-87.1689854 12.5457396, -87.1698645 12.5459399)",
273123093,2,NN-276,unclassified,65,False,False,115.29599999999999,NN-276,"LINESTRING (-87.1689854 12.5457396, -87.1689908 12.5456764, -87.169007 12.5455309, -87.1690061 12.5453838, -87.1689862 12.5452356, -87.1689456 12.5450502, -87.1688296 12.5447286)",
273123093,2,NN-276,unclassified,65,False,False,31.381,NN-276,"LINESTRING (-87.1689072 12.5460113, -87.1689854 12.5457396)",
273123093,2,NN-276,unclassified,65,False,True,53.484,NN-276,"LINESTRING (-87.1689072 12.5460113, -87.1687407 12.546464)",
273201718,2,,residential,35,False,False,65.384,,"LINESTRING (-87.1689072 12.5460113, -87.1683431 12.545805)",
