osmid,oneway,highway,width,reversed,length,lanes,name,maxspeed,geometry,ref
160349453,True,residential,9,False,93.649,,,,"LINESTRING (-86.094303 12.851405, -86.0951667 12.8514204)",
414032299,False,residential,,True,95.085,,,,"LINESTRING (-86.094303 12.851405, -86.0943269 12.8522598)",
414032304,False,residential,9,True,94.938,,,,"LINESTRING (-86.094303 12.851405, -86.09428 12.8505515)",
107260001,True,residential,9,False,102.417,,,,"LINESTRING (-86.0969127 12.8515177, -86.097857 12.8515453)",
160349382,True,residential,,False,84.307,,,,"LINESTRING (-86.0969127 12.8515177, -86.0969301 12.8507597)",
160349459,False,residential,,True,42.913,,,,"LINESTRING (-86.0969127 12.8515177, -86.0968775 12.8519021)",
106213805,False,residential,9,False,85.201,2,2a Calle NO,30,"LINESTRING (-86.0997653 12.8520552, -86.1004928 12.8523451)",
193357597,False,residential,,False,70.499,,,,"LINESTRING (-86.0997653 12.8520552, -86.0994526 12.8526111)",
193357597,False,residential,,True,72.853,,,,"LINESTRING (-86.0997653 12.8520552, -86.1000679 12.8514702)",
106213805,False,residential,9,True,106.047,2,2a Calle NO,30,"LINESTRING (-86.0997653 12.8520552, -86.0990031 12.8519248, -86.0987993 12.85191)",
171825209,False,residential,,True,18.491,,,,"LINESTRING (-86.098856 12.8537766, -86.0986908 12.8537352)",
106213799,False,trunk,,False,152.032,,Carretera Panamericana Norte,60,"LINESTRING (-86.098856 12.8537766, -86.0987668 12.8533983, -86.0987512 12.8531339, -86.0987432 12.8529993, -86.0987334 12.8528329, -86.0987448 12.8524203)",NIC-1
"[536990384, 106213799]",False,trunk,,True,160.65800000000002,2,Carretera Panamericana Norte,60,"LINESTRING (-86.098856 12.8537766, -86.099064 12.8544147, -86.0993083 12.854983, -86.0993928 12.8551191)",NIC-1
106213805,False,residential,9,True,61.131,2,2a Calle NO,30,"LINESTRING (-86.1030396 12.8536184, -86.1025452 12.853354)",
107259999,False,residential,,False,102.037,,,,"LINESTRING (-86.1030396 12.8536184, -86.1024878 12.8543618)",
106213804,True,residential,9,False,97.808,,Avenida Santa Lucía,,"LINESTRING (-86.0969301 12.8507597, -86.0960322 12.8506739)",
106213804,True,residential,9,False,97.926,,Avenida Santa Lucía,,"LINESTRING (-86.0951813 12.8506099, -86.09428 12.8505515)",
414032304,False,residential,9,False,94.938,,,,"LINESTRING (-86.09428 12.8505515, -86.094303 12.851405)",
193357598,False,residential,,False,92.285,,,,"LINESTRING (-86.1030677 12.8511373, -86.1023861 12.8516345)",
107259998,False,residential,9,False,54.998,,,,"LINESTRING (-86.0984778 12.8516303, -86.0984744 12.8521249)",
107259998,False,residential,9,True,82.853,,,,"LINESTRING (-86.0984778 12.8516303, -86.0984524 12.8508856)",
107260001,True,residential,9,False,32.735,,,,"LINESTRING (-86.0984778 12.8516303, -86.0986588 12.8517158, -86.0987596 12.8517183)",
106213804,True,residential,9,False,64.982,,Avenida Santa Lucía,,"LINESTRING (-86.0984524 12.8508856, -86.0978544 12.8508455)",
107259998,False,residential,9,False,82.853,,,,"LINESTRING (-86.0984524 12.8508856, -86.0984778 12.8516303)",
110310780,False,residential,,False,98.633,,,,"LINESTRING (-86.1013714 12.8540346, -86.1006496 12.8534946)",
110310780,False,residential,,True,59.018,,,,"LINESTRING (-86.1013714 12.8540346, -86.1017773 12.8543883)",
400329858,False,residential,,False,98.719,,,,"LINESTRING (-86.1013714 12.8540346, -86.1008375 12.8547538)",
400329858,False,residential,,True,52.334,,,,"LINESTRING (-86.1013714 12.8540346, -86.1016544 12.8536533)",
106213799,False,trunk,,False,57.05,,Carretera Panamericana Norte,60,"LINESTRING (-86.0987448 12.8524203, -86.0987993 12.85191)",NIC-1
110310780,False,residential,,True,79.611,,,,"LINESTRING (-86.0987448 12.8524203, -86.0994526 12.8526111)",
106213799,False,trunk,,True,152.032,,Carretera Panamericana Norte,60,"LINESTRING (-86.0987448 12.8524203, -86.0987334 12.8528329, -86.0987432 12.8529993, -86.0987512 12.8531339, -86.0987668 12.8533983, -86.098856 12.8537766)",NIC-1
110263516,False,residential,9,True,90.498,2,,,"LINESTRING (-86.0960573 12.8514874, -86.0960322 12.8506739)",
160349500,True,residential,,False,12.583,,a Avenida SO,,"LINESTRING (-86.0960573 12.8514874, -86.0960746 12.8515993)",
110263514,False,residential,,False,68.758,2,,,"LINESTRING (-86.0984235 12.8524973, -86.0983233 12.8524539, -86.0978444 12.8522451)",
542340596,False,primary,,False,93.97399999999999,2,Carretera Matagalpa - Sébaco,40,"LINESTRING (-86.0984235 12.8524973, -86.0985032 12.8523068, -86.0987596 12.8517183)",NIC-3
542340596,False,primary,,True,97.879,2,Carretera Matagalpa - Sébaco,40,"LINESTRING (-86.0984235 12.8524973, -86.0981758 12.8530342, -86.0980532 12.8533001)",NIC-3
106213804,True,residential,9,False,92.52,,Avenida Santa Lucía,,"LINESTRING (-86.0960322 12.8506739, -86.0951813 12.8506099)",
110263516,False,residential,9,False,90.498,2,,,"LINESTRING (-86.0960322 12.8506739, -86.0960573 12.8514874)",
107259999,False,residential,,False,99.68,,,,"LINESTRING (-86.1022066 12.8547406, -86.1016675 12.8554668)",
107259999,False,residential,,True,51.995,,,,"LINESTRING (-86.1022066 12.8547406, -86.1024878 12.8543618)",
110310780,False,residential,,False,60.832,,,,"LINESTRING (-86.1022066 12.8547406, -86.1017773 12.8543883)",
110310780,False,residential,,True,59.661,,,,"LINESTRING (-86.1022066 12.8547406, -86.1026069 12.8551088)",
107260002,False,residential,,False,54.136,,,,"LINESTRING (-86.1026069 12.8551088, -86.1029065 12.8547193)",
107260002,False,residential,,True,97.655,,,,"LINESTRING (-86.1026069 12.8551088, -86.1020777 12.8558195)",
110310780,False,residential,,False,59.661,,,,"LINESTRING (-86.1026069 12.8551088, -86.1022066 12.8547406)",
