osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,width
160044888,4a Avenida Oeste,residential,False,True,203.403,"LINESTRING (-87.1752512 12.4848262, -87.1752811 12.4847457, -87.1752765 12.4847114, -87.1752664 12.4846368, -87.1751963 12.4844478, -87.1750489 12.4839627, -87.1748981 12.4835674, -87.1747109 12.4830967)",,,
591446414,1a Calle Norte,trunk,False,False,71.867,"LINESTRING (-87.1752512 12.4848262, -87.1750605 12.4845746, -87.1748297 12.484329)",NIC-24A,80,
1094372565,Carretera Chinandega - Corinto,trunk,True,False,154.248,"LINESTRING (-87.1752512 12.4848262, -87.175377 12.4851456, -87.1755524 12.485628, -87.1757344 12.4861306)",24A,,
287952322,,residential,False,True,57.088,"LINESTRING (-87.1707688 12.4818249, -87.1708846 12.4813241)",,35,
160124024,,residential,False,False,133.668,"LINESTRING (-87.1707688 12.4818249, -87.1707006 12.4821608, -87.1705037 12.4829987)",,,
"[1136910976, 1136910975]",,residential,False,False,127.78,"LINESTRING (-87.1707688 12.4818249, -87.1716273 12.4820084, -87.1715588 12.4822917)",,35,
160124020,1a Calle Sur,residential,False,True,98.397,"LINESTRING (-87.1708846 12.4813241, -87.17175 12.481587)",,,
287952322,,residential,False,False,57.088,"LINESTRING (-87.1708846 12.4813241, -87.1707688 12.4818249)",,35,
287952322,,residential,False,True,5.382,"LINESTRING (-87.1708846 12.4813241, -87.1708987 12.4812777)",,35,
287952322,,residential,False,False,89.898,"LINESTRING (-87.1701227 12.4809956, -87.1708987 12.4812777)",,35,
"[160044891, 160187566]","['1a Avenida Este', '2a Calle Sur']",residential,False,True,196.721,"LINESTRING (-87.1701227 12.4809956, -87.1701104 12.4810073, -87.1704757 12.4800473, -87.1705057 12.4800163, -87.1705379 12.4800188, -87.1711643 12.4802507)",,,
160051570,1a Calle Norte,trunk,False,False,91.91,"LINESTRING (-87.1713255 12.4831972, -87.1705037 12.4829987)",,,
1136910975,,residential,False,True,103.824,"LINESTRING (-87.1713255 12.4831972, -87.1715588 12.4822917)",,35,
591446414,1a Calle Norte,trunk,False,True,159.12099999999998,"LINESTRING (-87.1713255 12.4831972, -87.172263 12.483449, -87.172744 12.483556)",NIC-24A,80,
160029292,,residential,False,False,29.544,"LINESTRING (-87.1744497 12.4830226, -87.1746491 12.4830756, -87.1747109 12.4830967)",,,
160029292,,residential,False,True,52.09,"LINESTRING (-87.1744497 12.4830226, -87.1741743 12.4830457, -87.173971 12.4830514)",,,
160310229,,residential,False,True,86.31700000000001,"LINESTRING (-87.1744497 12.4830226, -87.1745288 12.4829215, -87.1745925 12.4828808, -87.1747592 12.4828018, -87.17497 12.4827037, -87.1751132 12.4826146)",,,
591443165,,residential,False,True,110.60499999999999,"LINESTRING (-87.1744497 12.4830226, -87.1742173 12.4829297, -87.1734751 12.4827383)",,,
591445938,4a Avenida Oeste,residential,False,True,68.384,"LINESTRING (-87.1744497 12.4830226, -87.1744205 12.482838, -87.1745119 12.4824192)",,,
591446414,1a Calle Norte,trunk,False,True,26.022,"LINESTRING (-87.172744 12.483556, -87.1729768 12.4836117)",NIC-24A,80,
