osmid,oneway,lanes,highway,junction,reversed,length,geometry,name,bridge
772741832,True,2,primary,roundabout,False,9.674,"LINESTRING (-23.5125359 14.9120995, -23.5125246 14.9120806, -23.5125105 14.9120638, -23.5124936 14.9120494, -23.5124746 14.9120377)",,
772741834,True,2,primary,roundabout,False,31.470000000000002,"LINESTRING (-23.5124746 14.9120377, -23.5124528 14.9120288, -23.5124298 14.9120237, -23.5124063 14.9120223, -23.5123828 14.9120248, -23.5123601 14.912031, -23.5123388 14.912041, -23.5123196 14.9120542, -23.5123029 14.9120703, -23.5122893 14.9120889, -23.5122773 14.9121106, -23.5122729 14.9121331, -23.5122702 14.9121632)",,
77275946,True,2,primary,,False,58.454,"LINESTRING (-23.5091169 14.9155222, -23.5091991 14.9155216, -23.5092641 14.9155301, -23.5093834 14.9155534, -23.5095281 14.9155861, -23.5096532 14.9155998)",Avenida Combatentes da Liberdade da Patria,
772741837,True,2,primary,roundabout,False,16.794,"LINESTRING (-23.5091169 14.9155222, -23.5091327 14.9154961, -23.509141 14.915467, -23.5091412 14.9154368, -23.5091334 14.9154076, -23.5091179 14.9153813)",,
40777448,True,2,primary,roundabout,False,23.291,"LINESTRING (-23.5091179 14.9153813, -23.509092 14.9153569, -23.5090598 14.9153412, -23.5090241 14.9153354, -23.5089883 14.9153402, -23.5089557 14.9153551, -23.5089291 14.9153787)",,
95807274,True,,tertiary,,False,35.39,"LINESTRING (-23.5089459 14.91554, -23.5089524 14.9155936, -23.5089592 14.9156223, -23.5089832 14.915675, -23.5090222 14.9157163, -23.509062 14.9157418, -23.5091387 14.9157547)",,
772741837,True,2,primary,roundabout,False,20.496,"LINESTRING (-23.5089459 14.91554, -23.5090007 14.9155648, -23.5090332 14.9155663, -23.5090649 14.9155592, -23.5090935 14.9155441, -23.5091169 14.9155222)",,
40882229,False,,residential,,False,77.813,"LINESTRING (-23.5064928 14.9192896, -23.5060734 14.9198601)",Rua Borjona de Freitas,
194097860,True,,residential,,False,42.574,"LINESTRING (-23.5064928 14.9192896, -23.5068285 14.919493)",Rua Dr. António Loreno,
40882232,True,,residential,,False,80.109,"LINESTRING (-23.5068285 14.919493, -23.5063763 14.9200658)",Rua Cândido dos Reis,
194097860,True,,residential,,False,22.270000000000003,"LINESTRING (-23.5068285 14.919493, -23.5069344 14.9195494, -23.5070079 14.9195932)",Rua Dr. António Loreno,
240377316,False,,residential,,True,8.191,"LINESTRING (-23.5070079 14.9195932, -23.5070706 14.9196351)",,
240377314,True,,residential,,False,51.193,"LINESTRING (-23.5070079 14.9195932, -23.5071448 14.9193883, -23.507261 14.9192032)",,
235712546,True,,residential,,False,84.48,"LINESTRING (-23.5073289 14.9197798, -23.5069203 14.9204289)",Rua Serpa Pinto,
"[236071610, 235712547]",False,1,residential,,False,89.695,"LINESTRING (-23.5073289 14.9197798, -23.5076527 14.9200012, -23.5080284 14.920219)",Rua Dr. António Loreno,
236071612,False,,residential,,False,50.578,"LINESTRING (-23.5080284 14.920219, -23.5084353 14.9204477)",Rua Dr. António Loreno,
103310111,False,2,tertiary,,True,34.964,"LINESTRING (-23.5080284 14.920219, -23.5080741 14.9201389, -23.5081891 14.9199456)",Avenida Amilcar Cabral,
"[236071610, 235712547]",False,1,residential,,True,89.695,"LINESTRING (-23.5080284 14.920219, -23.5076527 14.9200012, -23.5073289 14.9197798)",Rua Dr. António Loreno,
"[954835896, 772741836]",True,2,primary,roundabout,False,19.847,"LINESTRING (-23.5089291 14.9153787, -23.5089077 14.9154183, -23.5089034 14.9154627, -23.5089168 14.9155054, -23.5089459 14.91554)",,
40882229,False,,residential,,True,112.60600000000001,"LINESTRING (-23.5055207 14.9207192, -23.5055415 14.9206732, -23.5056077 14.9205716, -23.5059587 14.9200113, -23.5060734 14.9198601)",Rua Borjona de Freitas,
236071613,True,,residential,,False,38.637,"LINESTRING (-23.5069203 14.9204289, -23.5066167 14.9202427)",Rua Doutor Antonio Loreno,
235712545,True,,residential,,False,83.326,"LINESTRING (-23.5066167 14.9202427, -23.5070706 14.9196351)",Rua Miguel Bombarda,
236071613,True,,residential,,False,32.467,"LINESTRING (-23.5066167 14.9202427, -23.5063763 14.9200658)",Rua Doutor Antonio Loreno,
194252481,True,,residential,,False,39.779,"LINESTRING (-23.5063763 14.9200658, -23.5060734 14.9198601)",Travessa Luis de Melo,
40882229,False,,residential,,True,77.813,"LINESTRING (-23.5060734 14.9198601, -23.5064928 14.9192896)",Rua Borjona de Freitas,
40882229,False,,residential,,False,112.606,"LINESTRING (-23.5060734 14.9198601, -23.5059587 14.9200113, -23.5056077 14.9205716, -23.5055415 14.9206732, -23.5055207 14.9207192)",Rua Borjona de Freitas,
194097867,True,,residential,,False,53.007,"LINESTRING (-23.5083618 14.9172839, -23.5087757 14.9175433)",,
235714263,True,,residential,,False,31.697,"LINESTRING (-23.5083618 14.9172839, -23.5085162 14.917041)",Avenida Andrade Corvo,
40882235,False,,residential,,False,84.012,"LINESTRING (-23.5072829 14.9188609, -23.5071637 14.9185538, -23.5071558 14.9185163, -23.5071515 14.9184788, -23.5071551 14.9184385, -23.5071669 14.9184026, -23.5073 14.9181613)",,
95774171,True,,residential,,False,30.396,"LINESTRING (-23.5072829 14.9188609, -23.5071896 14.9189948, -23.5071121 14.919078)",Avenida Andrade Corvo,
243995588,True,,residential,,False,22.393,"LINESTRING (-23.5073 14.9181613, -23.5071158 14.9180671)",Travessa da Cruz Vermelha,
40882235,False,,residential,,True,84.012,"LINESTRING (-23.5073 14.9181613, -23.5071669 14.9184026, -23.5071551 14.9184385, -23.5071515 14.9184788, -23.5071558 14.9185163, -23.5071637 14.9185538, -23.5072829 14.9188609)",,
194097864,False,,residential,,False,35.493,"LINESTRING (-23.5071158 14.9180671, -23.5070935 14.9180552, -23.5070781 14.9180344, -23.5070682 14.9180206, -23.5071934 14.9177993)",Rua Cesário Lacerda,
194097863,False,,residential,,True,140.99699999999999,"LINESTRING (-23.5071934 14.9177993, -23.5071347 14.9176967, -23.5071235 14.9174806, -23.5071244 14.9172642, -23.5071471 14.9171921, -23.50716 14.917094, -23.5072266 14.9169693, -23.5073081 14.9168287, -23.5074073 14.9167366, -23.5074938 14.9166661)",Rua Neves Ferreira,
194097864,False,,residential,,False,124.962,"LINESTRING (-23.5071934 14.9177993, -23.5076926 14.9169544, -23.5077968 14.916842)",Rua Cesário Lacerda,
194097864,False,,residential,,True,35.493,"LINESTRING (-23.5071934 14.9177993, -23.5070682 14.9180206, -23.5070781 14.9180344, -23.5070935 14.9180552, -23.5071158 14.9180671)",Rua Cesário Lacerda,
95774108,False,,residential,,False,37.98,"LINESTRING (-23.5077968 14.916842, -23.5074938 14.9166661)",Rua Júlio Abreu,
95774108,False,,residential,,True,27.093,"LINESTRING (-23.5077968 14.916842, -23.5080118 14.9169693)",Rua Júlio Abreu,
194097864,False,,residential,,True,124.962,"LINESTRING (-23.5077968 14.916842, -23.5076926 14.9169544, -23.5071934 14.9177993)",Rua Cesário Lacerda,
95774108,False,,residential,,True,37.98,"LINESTRING (-23.5074938 14.9166661, -23.5077968 14.916842)",Rua Júlio Abreu,
194097863,False,,residential,,False,140.99699999999999,"LINESTRING (-23.5074938 14.9166661, -23.5074073 14.9167366, -23.5073081 14.9168287, -23.5072266 14.9169693, -23.50716 14.917094, -23.5071471 14.9171921, -23.5071244 14.9172642, -23.5071235 14.9174806, -23.5071347 14.9176967, -23.5071934 14.9177993)",Rua Neves Ferreira,
"[194097861, 194097863]",False,,residential,,"[False, True]",103.73899999999999,"LINESTRING (-23.5074938 14.9166661, -23.5078553 14.916206, -23.5078869 14.9161789, -23.5079214 14.9161647, -23.5079628 14.9161626, -23.5079987 14.9161644, -23.5081998 14.9162245)","['Rua Neves Ferreira', 'Rua General Barros']",
95774171,True,,residential,,False,93.92,"LINESTRING (-23.5087951 14.9164363, -23.5087788 14.9164764, -23.5083544 14.9171651)",Avenida Andrade Corvo,
194097861,False,,residential,,True,41.731,"LINESTRING (-23.5087951 14.9164363, -23.5086823 14.9163947, -23.5084339 14.9162984)",Rua General Barros,
235714265,True,,residential,,False,42.808,"LINESTRING (-23.5093873 14.9173007, -23.5092359 14.9172095, -23.5091084 14.9171339, -23.5090484 14.9170983)",,
77275883,True,,residential,,False,43.544,"LINESTRING (-23.5087757 14.9175433, -23.5085643 14.9178774)",Rua Serpa Pinto,
235714265,True,,residential,,False,26.008,"LINESTRING (-23.5090484 14.9170983, -23.5089229 14.9172983)",,
235714265,True,,residential,,False,40.88,"LINESTRING (-23.5097058 14.9175018, -23.5093873 14.9173007)",,
103310111,False,2,tertiary,,False,108.126,"LINESTRING (-23.5097058 14.9175018, -23.5096432 14.9176048, -23.5093432 14.9180981, -23.5093017 14.91817, -23.5092359 14.9182825, -23.5092007 14.9183428)",Avenida Amilcar Cabral,
103310111,False,2,tertiary,,True,54.315,"LINESTRING (-23.5097058 14.9175018, -23.5097672 14.9174087, -23.509969 14.9170848)",Avenida Amilcar Cabral,
236071567,False,,tertiary,,True,149.611,"LINESTRING (-23.5108949 14.9165063, -23.5113489 14.9167084, -23.5114359 14.9167438, -23.5115158 14.9167782, -23.5116459 14.9168155, -23.5117806 14.9168413, -23.5122099 14.9169235)",,
772667984,True,2,tertiary,roundabout,False,14.331,"LINESTRING (-23.5108949 14.9165063, -23.5109017 14.9164764, -23.5108985 14.9164459, -23.5108855 14.9164179, -23.5108751 14.916403, -23.5108595 14.9163915)",,
77275888,True,2,primary,,False,75.265,"LINESTRING (-23.5126809 14.9170595, -23.5127427 14.9169375, -23.5128232 14.9167897, -23.5129806 14.916448)",Avenida Cidade de Lisboa,
772667985,True,2,primary,roundabout,False,17.985,"LINESTRING (-23.5126809 14.9170595, -23.5126776 14.9170273, -23.5126646 14.9169975, -23.512643 14.9169728, -23.5126148 14.9169554, -23.5125825 14.9169468)",,
77275916,True,,tertiary,,False,21.381,"LINESTRING (-23.5096532 14.9155998, -23.5097403 14.9156419, -23.5097852 14.9156642, -23.5098306 14.9156869)",,
772667982,True,2,primary,,False,18.942,"LINESTRING (-23.5096532 14.9155998, -23.5097421 14.9156037, -23.5098292 14.915598)",Avenida Combatentes da Liberdade da Patria,
772667989,True,2,primary,roundabout,False,17.987000000000002,"LINESTRING (-23.512486 14.9171258, -23.5125118 14.9171464, -23.5125427 14.9171588, -23.512576 14.9171617, -23.5126088 14.917155, -23.512638 14.9171391)",,
772667982,True,2,primary,,False,234.765,"LINESTRING (-23.5113193 14.9140897, -23.511464 14.913877, -23.5118892 14.9132012, -23.5121143 14.9128466, -23.5122331 14.9126535, -23.5123178 14.9125266, -23.5123894 14.9124217, -23.5124196 14.9123774, -23.5124387 14.9123409, -23.5124476 14.912287)",Avenida Combatentes da Liberdade da Patria,
954579991,True,,residential,,False,5.057,"LINESTRING (-23.5088416 14.9164355, -23.5088186 14.9164394, -23.5087951 14.9164363)",,
"[1015824737, 103310473, 194097865]",False,,residential,,False,228.858,"LINESTRING (-23.5088416 14.9164355, -23.5088634 14.9164246, -23.5088819 14.9164055, -23.5090792 14.9161185, -23.5090898 14.9160585, -23.5091138 14.9160369, -23.5091408 14.9160218, -23.5091826 14.9160072, -23.5092258 14.9160049, -23.5095123 14.9160022, -23.5095632 14.9160069, -23.5096016 14.916018, -23.5096467 14.9160447, -23.5099142 14.9162906, -23.5099386 14.9163309, -23.5099443 14.9163722, -23.509945 14.9164108, -23.5099338 14.9164486, -23.5099154 14.9164854, -23.509892 14.9165337, -23.5097653 14.9167255, -23.5096587 14.9168915)",,
77275887,True,,residential,,False,21.78,"LINESTRING (-23.507261 14.9192032, -23.5072143 14.9191348, -23.5071121 14.919078)",,
"[194097866, 235714263]",True,,residential,,False,205.237,"LINESTRING (-23.507261 14.9192032, -23.5073165 14.9190655, -23.5075832 14.9185954, -23.5077304 14.9183362, -23.5077736 14.9182422, -23.5078589 14.9181003, -23.5081373 14.9176649, -23.5081855 14.9175909)",Avenida Andrade Corvo,
"[1159971576, 77275907, 95807277]",False,2,residential,,False,136.187,"LINESTRING (-23.5108595 14.9163915, -23.5109404 14.9162558, -23.5110372 14.9161011, -23.5111025 14.9159823, -23.5113602 14.9155918, -23.5115313 14.9153539)",,yes
772667984,True,2,tertiary,roundabout,False,14.296,"LINESTRING (-23.5108595 14.9163915, -23.5108355 14.9163798, -23.5108032 14.9163743, -23.5107708 14.9163791, -23.510735 14.9163976)",,
"[77275891, 772667983]",True,2,tertiary,roundabout,False,18.253,"LINESTRING (-23.5107529 14.916555, -23.5107849 14.916566, -23.5108189 14.916566, -23.5108509 14.9165551, -23.5108773 14.9165344, -23.5108949 14.9165063)",,
77275898,True,2,primary,roundabout,False,3.607,"LINESTRING (-23.5124677 14.9170986, -23.512486 14.9171258)",,
772762893,False,,tertiary,,False,9.886,"LINESTRING (-23.5098306 14.9156869, -23.5098292 14.915598)",,
"[1159971577, 77275890, 1159971578]",False,,tertiary,,True,126.47699999999999,"LINESTRING (-23.5098306 14.9156869, -23.5099377 14.915722, -23.5100194 14.9157733, -23.5100473 14.9157921, -23.5100887 14.9158225, -23.5102158 14.9159266, -23.5102859 14.9159794, -23.5103454 14.9160283, -23.5105417 14.9162069, -23.510662 14.9163088, -23.510735 14.9163976)",Rua Electra,
"[773599266, 77275884]",True,2,primary,,False,540.4859999999999,"LINESTRING (-23.512284 14.9122159, -23.5122666 14.9123393, -23.5122413 14.9124372, -23.5122132 14.9125227, -23.5121783 14.9125901, -23.5121596 14.9126199, -23.5115202 14.9136625, -23.5113015 14.9139919, -23.5111678 14.9141562, -23.5110614 14.9142823, -23.5109125 14.914441, -23.5107771 14.9145811, -23.510555 14.9148452, -23.5102468 14.9152652, -23.510198 14.9153187, -23.5101316 14.9153817, -23.5100649 14.9154263, -23.510001 14.9154617, -23.5099386 14.9154872, -23.5098628 14.9155144, -23.5097772 14.915528, -23.5097058 14.9155289, -23.5096315 14.9155271, -23.5095272 14.9155098, -23.5094097 14.9154871, -23.5093204 14.9154617, -23.5092518 14.9154417, -23.5092095 14.9154263, -23.5091179 14.9153813)",Avenida Combatentes da Liberdade da Patria,
772741833,True,2,primary,roundabout,False,20.908,"LINESTRING (-23.512284 14.9122159, -23.5122948 14.9122339, -23.5123085 14.9122501, -23.5123246 14.9122641, -23.5123427 14.9122755, -23.5123624 14.9122841, -23.5123833 14.9122896, -23.5124048 14.9122919, -23.5124264 14.9122911, -23.5124476 14.912287)",,
77275928,True,2,primary,,False,245.08599999999998,"LINESTRING (-23.5124684 14.9122795, -23.5125448 14.9122904, -23.5125918 14.9123073, -23.5126678 14.9123504, -23.5127325 14.9124023, -23.5130457 14.9127479, -23.5132585 14.9129945, -23.5133821 14.9131229, -23.5134805 14.9132161, -23.5136097 14.9133329, -23.5136916 14.9134032, -23.5137912 14.9135013, -23.5138547 14.9135814, -23.5139056 14.913664, -23.513955 14.9137604, -23.514004 14.9138561)",Avenida de Cuba,
"[772741832, 772741835]",True,2,primary,roundabout,False,23.616,"LINESTRING (-23.5124684 14.9122795, -23.5124874 14.9122692, -23.5125046 14.912256, -23.5125194 14.9122405, -23.5125316 14.9122228, -23.5125408 14.9122036, -23.5125466 14.9121833, -23.5125492 14.9121622, -23.5125461 14.912133, -23.5125359 14.9120995)",,
95774093,True,,residential,,False,52.232,"LINESTRING (-23.5089229 14.9172983, -23.5085162 14.917041)",,
235714265,True,,residential,,False,31.501,"LINESTRING (-23.5089229 14.9172983, -23.508816 14.9174747, -23.5087757 14.9175433)",,
95774108,False,,residential,,False,37.282,"LINESTRING (-23.5083544 14.9171651, -23.5080546 14.9169963)",Rua Júlio Abreu,
95774171,True,,residential,,False,7.361,"LINESTRING (-23.5083544 14.9171651, -23.5083187 14.9172216)",Avenida Andrade Corvo,
77275944,True,2,primary,,False,228.119,"LINESTRING (-23.5117666 14.9190089, -23.5117833 14.9189718, -23.5118022 14.9189349, -23.5122792 14.9179375, -23.512516 14.917435, -23.5125781 14.9172999, -23.5126041 14.9172389, -23.5126231 14.917192, -23.512638 14.9171391)",Avenida Cidade de Lisboa,
236071566,False,,tertiary,,True,22.880000000000003,"LINESTRING (-23.5130407 14.919675, -23.5129398 14.919666, -23.5128303 14.9196451)",,
237001550,False,,residential,,True,15.076,"LINESTRING (-23.5130407 14.919675, -23.5130341 14.9197277, -23.5130057 14.9198055)",,
236071566,False,,tertiary,,True,28.068,"LINESTRING (-23.5125427 14.9195219, -23.5123014 14.9194252)",,
"[95774122, 95774226]",False,,residential,,"[False, True]",282.52299999999997,"LINESTRING (-23.5125427 14.9195219, -23.5127057 14.9192342, -23.5129521 14.9187757, -23.5131079 14.9185108, -23.5132653 14.9182706, -23.5133922 14.9181039, -23.51342 14.9180073, -23.5134236 14.917875, -23.5133609 14.9177235, -23.5132726 14.9175771, -23.5130936 14.9172902)",,
236071566,False,,tertiary,,False,33.853,"LINESTRING (-23.5125427 14.9195219, -23.5127398 14.9196147, -23.5128303 14.9196451)",,
95774062,True,,residential,,False,39.669,"LINESTRING (-23.509969 14.9170848, -23.5096587 14.9168915)",Rua do Banco Nacional Ultramarino,
103310111,False,2,tertiary,,False,54.315,"LINESTRING (-23.509969 14.9170848, -23.5097672 14.9174087, -23.5097058 14.9175018)",Avenida Amilcar Cabral,
"[40882228, 103310111]",False,2,tertiary,,True,238.01000000000002,"LINESTRING (-23.509969 14.9170848, -23.5101872 14.9166994, -23.5102681 14.9165657, -23.5102806 14.9165342, -23.5102849 14.9165002, -23.5102842 14.9164717, -23.5102808 14.9164445, -23.5102721 14.916416, -23.5102567 14.9163784, -23.51022 14.9163253, -23.5101901 14.9162888, -23.5101483 14.9162342, -23.510121 14.9162011, -23.5098322 14.9158791, -23.5097819 14.9158313, -23.5097317 14.9158016, -23.509688 14.9157803, -23.5096335 14.915767, -23.5095592 14.9157609, -23.5092077 14.9157625, -23.5091387 14.9157547)",Avenida Amilcar Cabral,
95774114,False,,residential,,False,39.0,"LINESTRING (-23.5134996 14.916522, -23.5133665 14.9168483)",,
447878246,False,,residential,,True,30.856,"LINESTRING (-23.5134996 14.916522, -23.5132249 14.9164411)",,
