osmid,oneway,name,highway,maxspeed,reversed,length,lanes,geometry,access
491319829,False,Чуй проспект,primary,40,True,139.108,,"LINESTRING (74.6028293 42.8759887, 74.6045358 42.8759548)",
"[321768113, 320714102]",False,Орозбекова Абдыкадыра улица,tertiary,60,"[False, True]",256.246,2,"LINESTRING (74.6028293 42.8759887, 74.6028389 42.8761602, 74.6028421 42.8762344, 74.6028456 42.8763023, 74.6028501 42.8763738, 74.6029044 42.8771614, 74.6029104 42.8772461, 74.6030078 42.8782893)",
"[633635907, 491319829]",False,Чуй проспект,primary,40,False,143.284,,"LINESTRING (74.6028293 42.8759887, 74.6026907 42.8759914, 74.6024804 42.8759955, 74.60124 42.8760197, 74.6010715 42.8760197)",
374851977,False,Абдрахманова Юсупа улица,primary,60,False,144.733,6,"LINESTRING (74.6115973 42.8744087, 74.6116032 42.8745258, 74.6116508 42.8754364, 74.6116586 42.8757095)",
374851982,False,Киевская улица,secondary,60,True,197.263,4,"LINESTRING (74.6115973 42.8744087, 74.6114283 42.87442, 74.6107102 42.8744593, 74.6093062 42.8745174, 74.6091817 42.8745225)",
272021673,False,Чуй проспект,primary,40,False,194.502,,"LINESTRING (74.6116586 42.8757095, 74.6112975 42.8757198, 74.6094078 42.8757738, 74.6092735 42.8757777)",
374851977,False,Абдрахманова Юсупа улица,primary,60,False,134.72,6,"LINESTRING (74.6116586 42.8757095, 74.611666 42.8759682, 74.6116906 42.8768241, 74.6116934 42.8769208)",
374851977,False,Абдрахманова Юсупа улица,primary,60,True,144.733,6,"LINESTRING (74.6116586 42.8757095, 74.6116508 42.8754364, 74.6116032 42.8745258, 74.6115973 42.8744087)",
369702953,False,Абдумомунова улица,unclassified,60,True,179.57399999999998,,"LINESTRING (74.6117317 42.8793151, 74.611541 42.8793142, 74.609692 42.8793435, 74.6095283 42.8793444)",
374851977,False,Абдрахманова Юсупа улица,primary,60,False,144.308,6,"LINESTRING (74.6117317 42.8793151, 74.6117335 42.8794283, 74.6117511 42.8804998, 74.6117526 42.8806128)",
374851977,False,Абдрахманова Юсупа улица,primary,60,True,266.263,6,"LINESTRING (74.6117317 42.8793151, 74.6117295 42.879175, 74.6117218 42.8786956, 74.6117147 42.87839, 74.611709 42.878145, 74.6117122 42.8781002, 74.6117095 42.877932, 74.6117083 42.8778556, 74.6117072 42.8777847, 74.6116953 42.8770432, 74.6116934 42.8769208)",
50743232,False,Фрунзе Михаила улица,secondary,60,False,173.178,2,"LINESTRING (74.6117526 42.8806128, 74.6115584 42.8806173, 74.6111624 42.8806175, 74.6097787 42.8806184, 74.6096273 42.8806185)",
374851977,False,Абдрахманова Юсупа улица,primary,60,False,167.489,6,"LINESTRING (74.6117526 42.8806128, 74.6117551 42.8807342, 74.61177 42.8819877, 74.6117712 42.882119)",
374851977,False,Абдрахманова Юсупа улица,primary,60,True,144.308,6,"LINESTRING (74.6117526 42.8806128, 74.6117511 42.8804998, 74.6117335 42.8794283, 74.6117317 42.8793151)",
191025791,False,Тыныстанова улица,residential,60,True,156.805,2,"LINESTRING (74.6096273 42.8806185, 74.6097391 42.8820263)",
50743232,False,Фрунзе Михаила улица,secondary,60,False,183.62099999999998,2,"LINESTRING (74.6096273 42.8806185, 74.6075605 42.8806283, 74.6073738 42.8806293)",
50743232,False,Фрунзе Михаила улица,secondary,60,True,173.178,2,"LINESTRING (74.6096273 42.8806185, 74.6097787 42.8806184, 74.6111624 42.8806175, 74.6115584 42.8806173, 74.6117526 42.8806128)",
191025792,True,Тыныстанова улица,residential,60,False,141.903,2,"LINESTRING (74.6096273 42.8806185, 74.6095385 42.8794762, 74.6095283 42.8793444)",
50743232,False,Фрунзе Михаила улица,secondary,60,True,123.266,2,"LINESTRING (74.6017167 42.8806817, 74.6018831 42.8806715, 74.6030814 42.880655, 74.6032287 42.880653)",
320714100,False,Панфилова улица,residential,,True,129.929,,"LINESTRING (74.6017167 42.8806817, 74.6017444 42.8805681, 74.6015974 42.8795351, 74.6015953 42.8795207)",
50743232,False,Фрунзе Михаила улица,secondary,60,False,123.266,2,"LINESTRING (74.6032287 42.880653, 74.6030814 42.880655, 74.6018831 42.8806715, 74.6017167 42.8806817)",
50743232,False,Фрунзе Михаила улица,secondary,60,True,136.267,2,"LINESTRING (74.6032287 42.880653, 74.6033761 42.8806514, 74.6047733 42.8806367, 74.6049009 42.8806354)",
162854030,False,Орозбекова Абдыкадыра улица,tertiary,60,True,134.762,2,"LINESTRING (74.6032287 42.880653, 74.6032365 42.8807778, 74.6032723 42.8811802, 74.6033097 42.8818634)",
321768113,False,Орозбекова Абдыкадыра улица,tertiary,60,False,130.32399999999998,2,"LINESTRING (74.6032287 42.880653, 74.6032224 42.8805515, 74.6031266 42.8795629, 74.603114 42.8794841)",
25492367,True,Эркиндик бульвар,tertiary,,False,141.927,2,"LINESTRING (74.606868 42.8746051, 74.6068772 42.8747394, 74.6069437 42.8756846, 74.6069502 42.87588)",
374851982,False,Киевская улица,secondary,60,False,188.76399999999998,4,"LINESTRING (74.606868 42.8746051, 74.6080724 42.8745612, 74.6090061 42.8745286, 74.6091817 42.8745225)",
374851982,False,Киевская улица,secondary,60,True,61.951,4,"LINESTRING (74.606868 42.8746051, 74.6066089 42.8746145, 74.6063807 42.8746228, 74.6061088 42.874634)",
374851982,False,Киевская улица,secondary,60,False,61.951,4,"LINESTRING (74.6061088 42.874634, 74.6063807 42.8746228, 74.6066089 42.8746145, 74.606868 42.8746051)",
374851982,False,Киевская улица,secondary,60,True,141.752,4,"LINESTRING (74.6061088 42.874634, 74.6059469 42.8746385, 74.6049905 42.874664, 74.6045243 42.8746799, 74.6043706 42.8746835)",
86503275,True,Панфилова улица,tertiary,,False,139.171,,"LINESTRING (74.6009537 42.8747715, 74.6009624 42.8749024, 74.601045 42.8758825, 74.6010715 42.8760197)",
374851982,False,Киевская улица,secondary,60,False,145.578,4,"LINESTRING (74.6009537 42.8747715, 74.6015508 42.8747556, 74.6026038 42.8747275, 74.602739 42.8747239)",
51276866,False,Жумабек улица,tertiary,60,True,165.894,2,"LINESTRING (74.6117712 42.882119, 74.6115651 42.8821095, 74.6099321 42.8820351, 74.6097391 42.8820263)",
374851977,False,Абдрахманова Юсупа улица,primary,60,True,167.489,6,"LINESTRING (74.6117712 42.882119, 74.61177 42.8819877, 74.6117551 42.8807342, 74.6117526 42.8806128)",
51276866,False,Жумабек улица,tertiary,60,False,190.697,2,"LINESTRING (74.607404 42.8819106, 74.6076134 42.8819215, 74.6085405 42.8819672, 74.6097391 42.8820263)",
1074142765,False,Жумабек улица,tertiary,60,True,146.066,2,"LINESTRING (74.606754 42.8818885, 74.6065964 42.8818785, 74.6049683 42.8817727)",
1074142766,True,Эркиндик бульвар,residential,,False,139.75,,"LINESTRING (74.606754 42.8818885, 74.6067468 42.8817805, 74.6066769 42.8807433, 74.60667 42.8806332)",
53024361,False,Раззакова улица,tertiary,60,True,126.582,,"LINESTRING (74.6049683 42.8817727, 74.6049093 42.8807776, 74.6049009 42.8806354)",
1074142765,False,Жумабек улица,tertiary,60,False,146.066,2,"LINESTRING (74.6049683 42.8817727, 74.6065964 42.8818785, 74.606754 42.8818885)",
320714100,False,Панфилова улица,residential,,True,19.965,,"LINESTRING (74.6015953 42.8795207, 74.6015664 42.8793424)",
25992052,False,Абдумомунова улица,unclassified,60,False,123.95,,"LINESTRING (74.6015953 42.8795207, 74.6017618 42.8795154, 74.6029778 42.8795021, 74.603114 42.8794841)",
320714100,False,Панфилова улица,residential,,False,129.929,,"LINESTRING (74.6015953 42.8795207, 74.6015974 42.8795351, 74.6017444 42.8805681, 74.6017167 42.8806817)",
321768113,False,Орозбекова Абдыкадыра улица,tertiary,60,False,18.911,2,"LINESTRING (74.603114 42.8794841, 74.6030868 42.8793152)",
25992052,False,Абдумомунова улица,unclassified,60,True,123.95,,"LINESTRING (74.603114 42.8794841, 74.6029778 42.8795021, 74.6017618 42.8795154, 74.6015953 42.8795207)",
"[635296816, 52168647]",False,Абдумомунова улица,unclassified,60,False,139.529,,"LINESTRING (74.603114 42.8794841, 74.6032762 42.8794628, 74.6046806 42.8794507, 74.6048236 42.8794468)",
321768113,False,Орозбекова Абдыкадыра улица,tertiary,60,True,130.32399999999998,2,"LINESTRING (74.603114 42.8794841, 74.6031266 42.8795629, 74.6032224 42.8805515, 74.6032287 42.880653)",
53024361,False,Раззакова улица,tertiary,60,False,132.317,,"LINESTRING (74.6048236 42.8794468, 74.6048289 42.8795516, 74.6048959 42.8805509, 74.6049009 42.8806354)",
53024361,False,Раззакова улица,tertiary,60,True,389.007,,"LINESTRING (74.6048236 42.8794468, 74.6048019 42.8791835, 74.6047262 42.8782024, 74.6046439 42.8771598, 74.6045689 42.8762751, 74.6045358 42.8759548)",
635296816,False,Абдумомунова улица,unclassified,60,False,141.162,,"LINESTRING (74.6048236 42.8794468, 74.6049791 42.8794429, 74.6064105 42.8794119, 74.6065553 42.8794115)",
"[635296816, 52168647]",False,Абдумомунова улица,unclassified,60,True,139.529,,"LINESTRING (74.6048236 42.8794468, 74.6046806 42.8794507, 74.6032762 42.8794628, 74.603114 42.8794841)",
