osmid,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed
165481943,tertiary,False,True,19.905,"LINESTRING (69.5244906 39.8347635, 69.5245113 39.8349418)",,,
165481952,residential,False,True,146.913,"LINESTRING (69.5229588 39.8350017, 69.5234959 39.8352661, 69.5245181 39.8355399)",,,
165481981,residential,False,True,316.758,"LINESTRING (69.5201315 39.8350887, 69.520787 39.8350725, 69.5210305 39.8350805, 69.5211521 39.8350773, 69.5214187 39.8350148, 69.5216364 39.8350148, 69.5223995 39.8354439, 69.5224782 39.8361308, 69.5222977 39.8363595)",,,
165481943,tertiary,False,True,27.232,"LINESTRING (69.5245181 39.8355399, 69.5244795 39.835783)",,,
165481943,tertiary,False,False,66.635,"LINESTRING (69.5245181 39.8355399, 69.5245371 39.835165, 69.5245113 39.8349418)",,,
165481952,residential,False,False,146.913,"LINESTRING (69.5245181 39.8355399, 69.5234959 39.8352661, 69.5229588 39.8350017)",,,
165481973,residential,False,False,312.313,"LINESTRING (69.5281223 39.8355575, 69.5266902 39.8356999, 69.5258055 39.8357196, 69.5244795 39.835783)",,,
165481973,residential,False,True,77.854,"LINESTRING (69.5281223 39.8355575, 69.5286041 39.835536, 69.5289927 39.8356759)",,,
165481943,tertiary,False,False,27.232,"LINESTRING (69.5244795 39.835783, 69.5245181 39.8355399)",,,
165481943,tertiary,False,True,160.47699999999998,"LINESTRING (69.5244795 39.835783, 69.524411 39.8361664, 69.5242791 39.837133, 69.5242713 39.8372171)",,,
165481973,residential,False,True,312.313,"LINESTRING (69.5244795 39.835783, 69.5258055 39.8357196, 69.5266902 39.8356999, 69.5281223 39.8355575)",,,
165481979,tertiary,False,True,112.90100000000001,"LINESTRING (69.5222977 39.8363595, 69.522798 39.836712, 69.5233609 39.8369511)",,,
165481981,residential,False,False,316.758,"LINESTRING (69.5222977 39.8363595, 69.5224782 39.8361308, 69.5223995 39.8354439, 69.5216364 39.8350148, 69.5214187 39.8350148, 69.5211521 39.8350773, 69.5210305 39.8350805, 69.520787 39.8350725, 69.5201315 39.8350887)",,,
165481979,tertiary,False,True,119.517,"LINESTRING (69.5233609 39.8369511, 69.5242168 39.8378016)",,,
520955710,residential,False,True,83.17,"LINESTRING (69.5233609 39.8369511, 69.5242713 39.8372171)",,,
165481979,tertiary,False,False,112.90100000000001,"LINESTRING (69.5233609 39.8369511, 69.522798 39.836712, 69.5222977 39.8363595)",,,
165481941,residential,False,True,79.759,"LINESTRING (69.5226111 39.8375121, 69.5235067 39.837716)",,,
165481941,residential,False,False,349.725,"LINESTRING (69.5226111 39.8375121, 69.5223894 39.8375719, 69.5220505 39.8376462, 69.5214638 39.8380512, 69.521315 39.8382495, 69.5208522 39.8386297, 69.5203894 39.8389354, 69.5202241 39.8391503, 69.520125 39.8394478, 69.5202367 39.8395461, 69.5203682 39.8396989)",,,
520967524,residential,False,False,256.398,"LINESTRING (69.5226111 39.8375121, 69.5223997 39.8373721, 69.5219028 39.8370735, 69.5215977 39.8372197, 69.5211417 39.8373453, 69.5202888 39.8380456)",,,
