osmid,highway,oneway,reversed,length,lanes,ref,name,geometry,junction
925567604,residential,False,True,11.596,,,,"LINESTRING (104.3169505 10.4822916, 104.3170218 10.4822144)",
1188960901,primary,True,False,114.684,2,33A,National Road 33A,"LINESTRING (104.3169505 10.4822916, 104.3161485 10.4816269)",
925567604,residential,False,False,179.02100000000002,,,,"LINESTRING (104.3169505 10.4822916, 104.3164376 10.4828471, 104.3158496 10.4834833)",
368211411,residential,False,True,19.557,,,,"LINESTRING (104.3116224 10.4880073, 104.3117441 10.4878784)",
368211411,residential,False,False,94.377,,,,"LINESTRING (104.3149692 10.4844636, 104.3143818 10.4850855)",
368211412,tertiary,True,False,4.869,,,,"LINESTRING (104.3149692 10.4844636, 104.3149388 10.4844316)",roundabout
368209656,tertiary,True,False,311.883,,,,"LINESTRING (104.318249 10.487456, 104.3161638 10.4855421)",
1189511211,residential,False,False,95.974,,,,"LINESTRING (104.318249 10.487456, 104.3176513 10.4880881)",
1189511211,residential,False,True,41.838,,,,"LINESTRING (104.318249 10.487456, 104.3185095 10.4871804)",
925567604,residential,False,False,99.133,,,,"LINESTRING (104.3158496 10.4834833, 104.3152403 10.4841435)",
925574197,residential,False,False,116.752,,,,"LINESTRING (104.3158496 10.4834833, 104.3150725 10.4827632)",
925574197,residential,False,True,63.351,,,,"LINESTRING (104.3158496 10.4834833, 104.3162712 10.4838741)",
925567604,residential,False,True,179.02100000000002,,,,"LINESTRING (104.3158496 10.4834833, 104.3164376 10.4828471, 104.3169505 10.4822916)",
925574197,residential,False,True,116.494,,,,"LINESTRING (104.3142971 10.4820447, 104.3150725 10.4827632)",
1189511213,tertiary,False,False,105.68,,,,"LINESTRING (104.3142971 10.4820447, 104.3137723 10.4828428)",
925574197,residential,False,False,189.372,,,,"LINESTRING (104.3191214 10.4865158, 104.3178612 10.4853475)",
1189511211,residential,False,False,99.991,,,,"LINESTRING (104.3191214 10.4865158, 104.3190448 10.4866371, 104.3185095 10.4871804)",
934981908,residential,False,True,12.625,,,,"LINESTRING (104.3189692 10.4842053, 104.3190498 10.484124)",
947622718,residential,False,False,83.868,,,,"LINESTRING (104.3189692 10.4842053, 104.3184397 10.484751)",
1188960901,primary,True,False,123.859,2,33A,National Road 33A,"LINESTRING (104.3189692 10.4842053, 104.3181629 10.4834229)",
1189511211,residential,False,False,41.838,,,,"LINESTRING (104.3185095 10.4871804, 104.318249 10.487456)",
1189511211,residential,False,True,99.991,,,,"LINESTRING (104.3185095 10.4871804, 104.3190448 10.4866371, 104.3191214 10.4865158)",
368209664,tertiary,True,False,98.011,,,,"LINESTRING (104.3137723 10.4828428, 104.3144379 10.4834332)",
1189511213,tertiary,False,False,23.149,,,,"LINESTRING (104.3137723 10.4828428, 104.3136573 10.4830176)",
1189511213,tertiary,False,True,105.68,,,,"LINESTRING (104.3137723 10.4828428, 104.3142971 10.4820447)",
368211169,tertiary,False,False,148.184,,,,"LINESTRING (104.3136573 10.4830176, 104.3124387 10.4824344)",
1189511213,tertiary,False,False,21.873,,,,"LINESTRING (104.3136573 10.4830176, 104.3135487 10.4831828)",
1189511213,tertiary,False,True,23.149,,,,"LINESTRING (104.3136573 10.4830176, 104.3137723 10.4828428)",
368748526,residential,False,False,92.473,,,,"LINESTRING (104.3135487 10.4831828, 104.3129636 10.4837833)",
