osmid,oneway,ref,highway,reversed,length,name,geometry,junction
172172267,True,78,primary,False,217.014,,"LINESTRING (106.9914866 13.74006, 106.9895113 13.7397033)",
524981678,False,78A,tertiary,False,85.327,Street 78A,"LINESTRING (106.9914866 13.74006, 106.9913032 13.7408064)",
524981678,False,78A,tertiary,True,12.324,Street 78A,"LINESTRING (106.9914866 13.74006, 106.9915189 13.7399537)",
208418534,False,,residential,False,13.324,Street 46,"LINESTRING (106.9865779 13.7416203, 106.9864618 13.7415798)",
208418534,False,,residential,True,185.868,Street 46,"LINESTRING (106.9865779 13.7416203, 106.9877179 13.7419715, 106.9882182 13.7421256)",
478665311,True,,residential,False,348.249,Street 27,"LINESTRING (106.9865779 13.7416203, 106.9863514 13.742795, 106.9863052 13.7430349, 106.9861662 13.7436837, 106.9859651 13.744695)",
172182261,False,,residential,False,118.578,Street 424,"LINESTRING (106.9866443 13.7407361, 106.9855759 13.7404909)",
478665318,True,,residential,False,163.298,Street 27,"LINESTRING (106.9866443 13.7407361, 106.9869018 13.739488, 106.9869085 13.7393864, 106.9868922 13.7392939)",
208418534,False,,residential,True,135.928,Street 46,"LINESTRING (106.9831842 13.7405276, 106.9843787 13.7409123)",
488803636,False,,residential,True,97.151,,"LINESTRING (106.9831842 13.7405276, 106.9829471 13.7413704)",
208418534,False,,residential,False,66.611,Street 46,"LINESTRING (106.9851173 13.7411512, 106.9845319 13.7409628)",
208418534,False,,residential,True,44.975,Street 46,"LINESTRING (106.9851173 13.7411512, 106.9855131 13.7412768)",
172182260,False,,residential,False,392.21,Street 409,"LINESTRING (106.9851173 13.7411512, 106.9849025 13.7420912, 106.9844372 13.7446154)",
172182261,False,,residential,True,95.851,Street 424,"LINESTRING (106.9847136 13.7402873, 106.9855759 13.7404909)",
769710196,True,,residential,False,77.634,Street 25,"LINESTRING (106.9847136 13.7402873, 106.9845319 13.7409628)",
172182262,False,,unclassified,False,92.956,Street 50,"LINESTRING (106.9901851 13.7450071, 106.9893275 13.7449371)",
524981678,False,78A,tertiary,True,236.167,Street 78A,"LINESTRING (106.9901851 13.7450071, 106.9907625 13.7429586)",
784119497,False,,residential,True,160.256,Street 50,"LINESTRING (106.9901851 13.7450071, 106.9916679 13.7450573)",
524981678,False,78A,tertiary,False,99.524,Street 78A,"LINESTRING (106.9901851 13.7450071, 106.990102 13.7453822, 106.9898963 13.7458529)",
172182262,False,,unclassified,True,151.515,Street 50,"LINESTRING (106.9844372 13.7446154, 106.9858383 13.7446819)",
172182260,False,,residential,True,392.21,Street 409,"LINESTRING (106.9844372 13.7446154, 106.9849025 13.7420912, 106.9851173 13.7411512)",
172182262,False,,unclassified,False,90.644,Street 50,"LINESTRING (106.9844372 13.7446154, 106.9839871 13.7445751, 106.9836067 13.7445049)",
172185190,False,,residential,True,215.646,Street 430,"LINESTRING (106.9891423 13.7411623, 106.9911019 13.7415334)",
208418258,False,,residential,False,63.525,Street 29,"LINESTRING (106.9891423 13.7411623, 106.9889733 13.7417095)",
208418258,False,,residential,True,85.158,Street 29,"LINESTRING (106.9891423 13.7411623, 106.9893454 13.7404223)",
172184002,False,,residential,False,215.737,Street 432,"LINESTRING (106.9893454 13.7404223, 106.9913032 13.7408064)",
172184002,False,,residential,True,268.107,Street 432,"LINESTRING (106.9893454 13.7404223, 106.9869039 13.7399876)",
208418258,False,,residential,False,85.158,Street 29,"LINESTRING (106.9893454 13.7404223, 106.9891423 13.7411623)",
208418258,False,,residential,True,81.933,Street 29,"LINESTRING (106.9893454 13.7404223, 106.9895113 13.7397033)",
208418258,False,,residential,False,291.129,Street 29,"LINESTRING (106.9888076 13.7423071, 106.988119 13.7448384)",
208418258,False,,residential,True,46.903,Street 29,"LINESTRING (106.9888076 13.7423071, 106.9889205 13.7418998)",
208418534,False,,residential,False,66.785,Street 46,"LINESTRING (106.9888076 13.7423071, 106.9882182 13.7421256)",
208418534,False,,residential,True,143.984,Street 46,"LINESTRING (106.9888076 13.7423071, 106.9900685 13.7427273)",
172184002,False,,residential,True,215.737,Street 432,"LINESTRING (106.9913032 13.7408064, 106.9893454 13.7404223)",
