osmid,oneway,lanes,highway,maxspeed,reversed,length,geometry,name,tunnel,junction,access
731585432,True,1,primary,50,False,83.486,"LINESTRING (7.4147839 43.7306609, 7.4148785 43.7307285, 7.4151386 43.7308902, 7.4154866 43.7310914, 7.4155679 43.7311524)",,,,
"[177380385, 1212029940, 1203858295]",True,1,primary,50,False,212.936,"LINESTRING (7.4147839 43.7306609, 7.4148944 43.7306924, 7.4149855 43.7307238, 7.4152537 43.730865, 7.41537 43.7309327, 7.415582 43.7310269, 7.4158274 43.7311215, 7.4161704 43.7312277, 7.4164481 43.7313064, 7.4166618 43.7313685, 7.4168964 43.7314403, 7.417092 43.7314895, 7.4171473 43.7315034)",Boulevard Charles III,yes,,
158215184,False,,residential,,False,99.86999999999999,"LINESTRING (7.4188008 43.727733, 7.4187922 43.727769, 7.4187697 43.7278398, 7.4187375 43.7279139, 7.4187182 43.7279531, 7.4186535 43.7280654, 7.4185546 43.7281517, 7.4184098 43.7282265, 7.418334 43.7282521, 7.418234 43.7282731, 7.4181426 43.7282837, 7.4181085 43.7282888, 7.418006 43.728318)",Avenue des Papalins,,,
503462474,True,1,residential,,False,7.493,"LINESTRING (7.4188008 43.727733, 7.4187808 43.7277244, 7.4187657 43.7277115, 7.4187572 43.7276958, 7.4187563 43.727679)",,,roundabout,
92627406,False,,residential,,False,129.93800000000002,"LINESTRING (7.4195101 43.7276397, 7.4195622 43.7276348, 7.4197143 43.7276077, 7.4197532 43.7275894, 7.4197959 43.7275693, 7.4198328 43.727534, 7.4198998 43.7274415, 7.419921 43.7273321, 7.4199434 43.7272061, 7.4199648 43.7270348, 7.4199857 43.7269777, 7.4200442 43.7269139, 7.4201212 43.7268629, 7.4203314 43.7267705)",Avenue des Papalins,,,
92627406,False,,residential,,True,49.559999999999995,"LINESTRING (7.4195101 43.7276397, 7.4192964 43.7276564, 7.4190183 43.7276721, 7.4189486 43.727676, 7.4188971 43.727685)",Avenue des Papalins,,,
"[833633729, 1082312612, 158215196]",False,,residential,,False,105.533,"LINESTRING (7.4195101 43.7276397, 7.4195013 43.7276968, 7.4195001 43.7277049, 7.4194392 43.7281402, 7.4194319 43.7282881, 7.4194137 43.7284996, 7.4194109 43.7285315, 7.4194063 43.7285855)",,yes,,
92627406,False,,residential,,True,129.938,"LINESTRING (7.4203314 43.7267705, 7.4201212 43.7268629, 7.4200442 43.7269139, 7.4199857 43.7269777, 7.4199648 43.7270348, 7.4199434 43.7272061, 7.419921 43.7273321, 7.4198998 43.7274415, 7.4198328 43.727534, 7.4197959 43.7275693, 7.4197532 43.7275894, 7.4197143 43.7276077, 7.4195622 43.7276348, 7.4195101 43.7276397)",Avenue des Papalins,,,
"[833633729, 1082312612, 158215196]",False,,residential,,True,105.53300000000002,"LINESTRING (7.4194063 43.7285855, 7.4194109 43.7285315, 7.4194137 43.7284996, 7.4194319 43.7282881, 7.4194392 43.7281402, 7.4195001 43.7277049, 7.4195013 43.7276968, 7.4195101 43.7276397)",,yes,,
4229273,True,,residential,,False,18.384999999999998,"LINESTRING (7.4172044 43.7298528, 7.4171568 43.7298842, 7.4171095 43.7299202, 7.417064 43.729981)",Avenue des Papalins,,,
