osmid,highway,oneway,reversed,length,geometry,ref,junction,name
202009764,residential,False,True,113.673,"LINESTRING (15.0631317 -13.7357517, 15.063307 -13.7367597)",,,
644711904,residential,False,False,95.949,"LINESTRING (15.0631317 -13.7357517, 15.0639772 -13.7354871)",,,
644711904,residential,False,True,205.63,"LINESTRING (15.0631317 -13.7357517, 15.0613197 -13.7363188)",,,
735403555,residential,False,False,78.037,"LINESTRING (15.0631317 -13.7357517, 15.0630209 -13.7350582)",,,
202009764,residential,False,True,81.604,"LINESTRING (15.0637134 -13.7388844, 15.0639119 -13.7395925)",,,
656508006,residential,False,False,57.282,"LINESTRING (15.0637134 -13.7388844, 15.0642217 -13.7387375)",,,
656508006,residential,False,True,47.085,"LINESTRING (15.0637134 -13.7388844, 15.0632956 -13.7390052)",,,
202009764,residential,False,False,94.257,"LINESTRING (15.0637134 -13.7388844, 15.0636126 -13.7384654, 15.0635327 -13.7380553)",,,
202009764,residential,False,False,135.851,"LINESTRING (15.0642858 -13.740759, 15.0639119 -13.7395925)",,,
202009764,residential,False,True,105.463,"LINESTRING (15.0642858 -13.740759, 15.064529 -13.7416153, 15.0645462 -13.7416731)",,,
656507998,unclassified,False,True,123.878,"LINESTRING (15.0642858 -13.740759, 15.0643574 -13.7407384, 15.0644142 -13.7406993, 15.0644205 -13.7406114, 15.0644092 -13.7405213, 15.0643095 -13.7397322)",,,
772412733,unclassified,False,False,156.473,"LINESTRING (15.0642858 -13.740759, 15.0638263 -13.740888, 15.0636256 -13.7409414, 15.0634163 -13.7409986, 15.0632915 -13.7410346, 15.0629079 -13.7411875)",,,
202009749,primary,False,False,302.548,"LINESTRING (15.0590423 -13.7425317, 15.0592226 -13.7424555, 15.0593823 -13.7423974, 15.0595717 -13.7423271, 15.05982 -13.742238, 15.0601313 -13.7421264, 15.0608718 -13.7418498, 15.0616625 -13.7415708)",EN 354,,
202009749,primary,False,True,82.664,"LINESTRING (15.0590423 -13.7425317, 15.0588106 -13.7426301, 15.0585504 -13.7427637, 15.0583545 -13.7428569)",EN 354,,
1219110540,residential,False,False,532.629,"LINESTRING (15.0590423 -13.7425317, 15.0590192 -13.7421237, 15.0590196 -13.7419237, 15.0590353 -13.7417411, 15.0590046 -13.7416175, 15.058951 -13.7413865, 15.0588886 -13.74121, 15.0588317 -13.7410811, 15.0587561 -13.7409214, 15.0586652 -13.7408374, 15.0585778 -13.7407541, 15.0584202 -13.7405508, 15.0583954 -13.7404699, 15.0583993 -13.7403672, 15.058405 -13.740198, 15.0584778 -13.7392314, 15.0584862 -13.7391122, 15.0584857 -13.7389578, 15.0584585 -13.7388934, 15.0583532 -13.7388249, 15.0581494 -13.7387155, 15.057916 -13.7386243, 15.0575379 -13.7385565)",,,
202009845,unclassified,False,True,42.503,"LINESTRING (15.0581729 -13.7425178, 15.0583545 -13.7428569)",,,
202009764,residential,False,False,101.144,"LINESTRING (15.064806 -13.742547, 15.0645462 -13.7416731)",,,
735429631,residential,False,True,143.584,"LINESTRING (15.064806 -13.742547, 15.0635321 -13.742916)",,,
