osmid,ref,highway,oneway,reversed,length,geometry,access
1219107749,EN 120,primary,False,False,16.426,"LINESTRING (15.7873919 -13.8188349, 15.787531 -13.8188947)",
202009693,EN 270,primary,False,True,117.23299999999999,"LINESTRING (15.7873919 -13.8188349, 15.7864871 -13.8185178, 15.7863705 -13.8184774)",
658282701,,residential,True,False,57.788,"LINESTRING (15.7873919 -13.8188349, 15.7872566 -13.818932, 15.7871788 -13.8190447, 15.7871889 -13.8191716, 15.7872624 -13.8192318)",
658267558,,residential,False,False,139.103,"LINESTRING (15.7890379 -13.819464, 15.7894792 -13.8182887)",
1219107749,EN 120,primary,False,False,120.535,"LINESTRING (15.7890379 -13.819464, 15.7900797 -13.8198534)",
1219107749,EN 120,primary,False,True,70.123,"LINESTRING (15.7890379 -13.819464, 15.7884362 -13.8192267)",
1219107751,,residential,False,True,125.275,"LINESTRING (15.7890379 -13.819464, 15.7888724 -13.8199321, 15.7886323 -13.8205192)",
1219107749,EN 120,primary,False,False,42.302,"LINESTRING (15.7900797 -13.8198534, 15.790449 -13.8199804)",
1219107749,EN 120,primary,False,True,120.535,"LINESTRING (15.7900797 -13.8198534, 15.7890379 -13.819464)",
730131024,,unclassified,False,False,77.461,"LINESTRING (15.7900797 -13.8198534, 15.7902379 -13.8197175, 15.7904208 -13.8195993, 15.7906754 -13.8194718)",
1219107749,EN 120,primary,False,False,14.8,"LINESTRING (15.790449 -13.8199804, 15.7905732 -13.8200367)",
1219107749,EN 120,primary,False,True,42.302,"LINESTRING (15.790449 -13.8199804, 15.7900797 -13.8198534)",
658267555,,unclassified,False,True,61.714,"LINESTRING (15.790449 -13.8199804, 15.7905168 -13.8197894, 15.7906754 -13.8194718)",permissive
202009740,EN 120,primary,False,True,79.038,"LINESTRING (15.7885028 -13.81593, 15.7887265 -13.8152532)",
"[810603568, 202009770]","['EN120', 'EN 120']",primary,True,False,78.042,"LINESTRING (15.7885028 -13.81593, 15.7884167 -13.8160254, 15.7882228 -13.8165687)",
202009779,EN 120,primary,True,False,56.128,"LINESTRING (15.787531 -13.8188947, 15.7877086 -13.8184203)",
1219107749,EN 120,primary,False,True,16.426,"LINESTRING (15.787531 -13.8188947, 15.7873919 -13.8188349)",
1219107749,EN 120,primary,False,False,104.48,"LINESTRING (15.787531 -13.8188947, 15.7879741 -13.8190579, 15.7884362 -13.8192267)",
202009779,EN 120,primary,True,False,51.433,"LINESTRING (15.7879372 -13.817803, 15.7880573 -13.8173554)",
658267532,,residential,False,False,16.798,"LINESTRING (15.7879372 -13.817803, 15.7877908 -13.8177519)",
658267556,,residential,False,False,109.257,"LINESTRING (15.7879372 -13.817803, 15.7888991 -13.8181079)",
658267532,,residential,False,False,112.502,"LINESTRING (15.7877908 -13.8177519, 15.7868063 -13.8174207)",
658267532,,residential,False,True,16.798,"LINESTRING (15.7877908 -13.8177519, 15.7879372 -13.817803)",
810603568,EN 120,primary,True,False,72.692,"LINESTRING (15.7877908 -13.8177519, 15.787568 -13.8183688)",
658267532,,residential,False,True,69.487,"LINESTRING (15.7841361 -13.8163779, 15.7841811 -13.8164999, 15.7842033 -13.8165357, 15.7842301 -13.8165598, 15.7842757 -13.8165871, 15.7845587 -13.8166907, 15.7846277 -13.816718)",
658267533,,residential,False,False,126.912,"LINESTRING (15.7841361 -13.8163779, 15.7841187 -13.8162947, 15.7841288 -13.8162257, 15.7841838 -13.8160675, 15.784212 -13.8159301, 15.7842167 -13.8157224, 15.7841852 -13.8154261, 15.7841697 -13.8153063, 15.7841476 -13.8152575)",
658267533,,residential,False,True,126.912,"LINESTRING (15.7841476 -13.8152575, 15.7841697 -13.8153063, 15.7841852 -13.8154261, 15.7842167 -13.8157224, 15.784212 -13.8159301, 15.7841838 -13.8160675, 15.7841288 -13.8162257, 15.7841187 -13.8162947, 15.7841361 -13.8163779)",
658267534,,residential,False,False,110.544,"LINESTRING (15.7841476 -13.8152575, 15.7843085 -13.8152633, 15.7844628 -13.8152803, 15.7846344 -13.8153284, 15.7847337 -13.8153688, 15.785136 -13.8154899)",
658267534,,residential,False,False,69.133,"LINESTRING (15.7866832 -13.8159992, 15.787272 -13.8162434)",
658267534,,residential,False,True,60.523,"LINESTRING (15.7866832 -13.8159992, 15.7861551 -13.8158168)",
658267543,,residential,False,False,154.986,"LINESTRING (15.7866832 -13.8159992, 15.7871817 -13.8148693, 15.7872363 -13.8148022, 15.7873116 -13.8147721)",
658267543,,residential,False,True,145.245,"LINESTRING (15.7866832 -13.8159992, 15.7864807 -13.8165634, 15.7861948 -13.8172155)",
658267534,,residential,False,True,69.133,"LINESTRING (15.787272 -13.8162434, 15.7866832 -13.8159992)",
658267538,,residential,False,False,158.591,"LINESTRING (15.787272 -13.8162434, 15.7878827 -13.8149463)",
658267534,,residential,False,False,108.85300000000001,"LINESTRING (15.787272 -13.8162434, 15.7877391 -13.8164061, 15.7882228 -13.8165687)",
658267538,,residential,False,True,140.363,"LINESTRING (15.787272 -13.8162434, 15.7869317 -13.8170336, 15.7868063 -13.8174207)",
658267534,,residential,False,False,10.872,"LINESTRING (15.7882228 -13.8165687, 15.7883178 -13.8166011)",
658267534,,residential,False,True,108.85300000000001,"LINESTRING (15.7882228 -13.8165687, 15.7877391 -13.8164061, 15.787272 -13.8162434)",
810603568,EN 120,primary,True,False,89.394,"LINESTRING (15.7882228 -13.8165687, 15.7880634 -13.8170288, 15.7879716 -13.8172941, 15.7879589 -13.8173307)",
658267534,,residential,False,True,10.872,"LINESTRING (15.7883178 -13.8166011, 15.7882228 -13.8165687)",
"[810603569, 202009779]","['EN120', 'EN 120']",primary,True,False,77.918,"LINESTRING (15.7883178 -13.8166011, 15.7885057 -13.8160535, 15.7885028 -13.81593)",
202009693,EN 270,primary,False,True,5.884,"LINESTRING (15.7842133 -13.8177677, 15.7841624 -13.8177488)",
202009693,EN 270,primary,False,False,186.115,"LINESTRING (15.7842133 -13.8177677, 15.7846928 -13.8179174, 15.7852574 -13.8181062, 15.7858421 -13.8183146)",
658282678,,residential,False,False,329.92,"LINESTRING (15.7842133 -13.8177677, 15.7840499 -13.8181865, 15.7840074 -13.8182821, 15.7837533 -13.8188961, 15.7837412 -13.8189436, 15.7837415 -13.8190122, 15.7837743 -13.8190511, 15.783818 -13.8190759, 15.784175 -13.8191784, 15.7847451 -13.8193421, 15.7853434 -13.819482)",
658267535,,residential,False,False,31.095,"LINESTRING (15.7846277 -13.816718, 15.7847484 -13.8164641)",
658267532,,residential,False,False,69.487,"LINESTRING (15.7846277 -13.816718, 15.7845587 -13.8166907, 15.7842757 -13.8165871, 15.7842301 -13.8165598, 15.7842033 -13.8165357, 15.7841811 -13.8164999, 15.7841361 -13.8163779)",
658267532,,residential,False,True,116.77100000000002,"LINESTRING (15.7846277 -13.816718, 15.7852856 -13.8169122, 15.7856624 -13.8170234)",
658267535,,residential,False,True,126.134,"LINESTRING (15.7846277 -13.816718, 15.7845546 -13.8168482, 15.7844608 -13.8171165, 15.784403 -13.8173304, 15.784393 -13.8173672, 15.7843581 -13.8174431, 15.7843421 -13.8174779, 15.7842522 -13.8176127, 15.7842039 -13.8176892, 15.7841624 -13.8177488)",
658267534,,residential,False,False,44.881,"LINESTRING (15.785136 -13.8154899, 15.7855303 -13.8156176)",
658267534,,residential,False,True,110.544,"LINESTRING (15.785136 -13.8154899, 15.7847337 -13.8153688, 15.7846344 -13.8153284, 15.7844628 -13.8152803, 15.7843085 -13.8152633, 15.7841476 -13.8152575)",
658267535,,residential,False,True,116.881,"LINESTRING (15.785136 -13.8154899, 15.7850911 -13.8155355, 15.7850696 -13.8155661, 15.7850461 -13.8156293, 15.7849529 -13.8158559, 15.7848456 -13.8161769, 15.7847484 -13.8164641)",
658267532,,residential,False,False,116.77100000000002,"LINESTRING (15.7856624 -13.8170234, 15.7852856 -13.8169122, 15.7846277 -13.816718)",
658267532,,residential,False,True,61.327999999999996,"LINESTRING (15.7856624 -13.8170234, 15.7860604 -13.817167, 15.7861948 -13.8172155)",
658267536,,residential,False,False,144.481,"LINESTRING (15.7856624 -13.8170234, 15.7859352 -13.8164355, 15.7861551 -13.8158168)",
