osmid,oneway,lanes,name,highway,reversed,length,geometry,access,junction
458150368,True,2,Rua Nicolau Gomes Spencer,tertiary,False,53.551,"LINESTRING (13.2425744 -8.8261755, 13.2421729 -8.8259025)",,
435147600,True,1,Rua da Liga Africana,unclassified,False,63.86200000000001,"LINESTRING (13.2425744 -8.8261755, 13.2425086 -8.8260675, 13.2424881 -8.8260274, 13.2424777 -8.8259959, 13.2424734 -8.8259698, 13.2424716 -8.82594, 13.2424762 -8.8258915, 13.2425976 -8.825655)",,
698430647,True,2,Rua Dom Manuel I,tertiary,False,62.206999999999994,"LINESTRING (13.2407458 -8.8248987, 13.2405738 -8.8248359, 13.2404664 -8.824806, 13.2403418 -8.8247791, 13.2402005 -8.8247535)",,
"[203172680, 619598246]",False,,,unclassified,False,91.433,"LINESTRING (13.2398367 -8.8275993, 13.24 -8.827546, 13.2401609 -8.8274881, 13.2405784 -8.8273558, 13.2406257 -8.8273384)",,
60263204,True,,Rua Comandante Jorge Capelo,unclassified,False,63.68599999999999,"LINESTRING (13.2406257 -8.8273384, 13.2406954 -8.8273136, 13.2407691 -8.8272971, 13.2408435 -8.8273018, 13.2409152 -8.8273211, 13.2409752 -8.8273466, 13.2410338 -8.8273881, 13.2410891 -8.8274362, 13.2411336 -8.8274896)",,
"[203172680, 619598246]",False,,,unclassified,True,91.43299999999999,"LINESTRING (13.2406257 -8.8273384, 13.2405784 -8.8273558, 13.2401609 -8.8274881, 13.24 -8.827546, 13.2398367 -8.8275993)",,
619598247,False,,,unclassified,False,68.382,"LINESTRING (13.2406257 -8.8273384, 13.2406928 -8.8273068, 13.2407598 -8.8272675, 13.2408248 -8.8272289, 13.2408858 -8.8271864, 13.2409495 -8.8271422, 13.2410091 -8.827094, 13.2410661 -8.8270418, 13.2411284 -8.8269817)",,
619598248,False,,,unclassified,True,22.67,"LINESTRING (13.241245 -8.8268135, 13.2411284 -8.8269817)",,
27699273,True,2,,unclassified,False,124.20100000000004,"LINESTRING (13.241245 -8.8268135, 13.2413763 -8.8266995, 13.2414598 -8.8266324, 13.2415568 -8.8265689, 13.2416978 -8.8264809, 13.2418004 -8.8264198, 13.2418735 -8.8263763, 13.2419332 -8.8263476, 13.2419727 -8.8263272, 13.2420165 -8.8263099, 13.2420707 -8.8262892, 13.242119 -8.8262758, 13.2422086 -8.8262501)",,
619598220,False,2,Avenida Comandante Che Guevara,tertiary,True,9.299,"LINESTRING (13.2429106 -8.8228778, 13.2428473 -8.8228223)",,
37023685,False,,Rua Rod. M. Henriques,residential,True,128.89000000000001,"LINESTRING (13.2429106 -8.8228778, 13.2428492 -8.8229398, 13.2428118 -8.8229829, 13.2427034 -8.8231028, 13.2426255 -8.8231868, 13.2425341 -8.8232749, 13.2424588 -8.8233448, 13.2423676 -8.8234205, 13.2423013 -8.8234694, 13.2422337 -8.8235177, 13.2420398 -8.8236463)",,
619598220,False,2,Avenida Comandante Che Guevara,tertiary,False,59.775000000000006,"LINESTRING (13.2429106 -8.8228778, 13.2429701 -8.82293, 13.2432773 -8.8231994, 13.2432987 -8.8232181, 13.2433175 -8.8232346)",,
159654370,False,1,Rua Aníbal de Melo,tertiary,True,319.76699999999994,"LINESTRING (13.248328 -8.8242391, 13.2482921 -8.8242211, 13.2480386 -8.824096, 13.2472335 -8.8236755, 13.2467316 -8.8234347, 13.2461952 -8.8231851, 13.2460992 -8.8231467, 13.2460149 -8.8231214, 13.2459276 -8.8231023, 13.2458613 -8.8230896, 13.245791 -8.8230863, 13.2456851 -8.8230801)",,
"[584768049, 584768043]",True,"['1', '2']",Rua Júlio Lacerda,residential,False,202.59400000000005,"LINESTRING (13.248328 -8.8242391, 13.2475475 -8.8256043, 13.2474942 -8.8256904, 13.2474769 -8.8257178, 13.2474616 -8.8257415, 13.2474112 -8.8258196)",,
150640041,False,,Rua Tomáz Vieira da Cruz,residential,False,92.078,"LINESTRING (13.2474513 -8.8283927, 13.248185 -8.8287928)",,
