osmid,name,highway,oneway,reversed,length,ref,geometry,bridge,lanes,maxspeed
310436745,Avenida  Duarte,residential,False,True,59.489,,"LINESTRING (-71.1849609 17.9549259, -71.1854926 17.9551002)",,,
310436412,Carretera Enriquillo,primary,False,False,118.40799999999999,RD-44,"LINESTRING (-71.1849609 17.9549259, -71.1852881 17.9540992, -71.1853766 17.9539384)",,,
310436412,Carretera Enriquillo,primary,False,True,135.539,RD-44,"LINESTRING (-71.1849609 17.9549259, -71.1848617 17.9551892, -71.1846471 17.9558759, -71.18458 17.9560894)",,,
189873997,Calle Los patos,unclassified,False,False,389.34299999999996,,"LINESTRING (-71.1898652 17.9542826, -71.1896465 17.9544034, -71.189405 17.9547167, -71.189127 17.9548211, -71.1885196 17.954741, -71.1879123 17.9546575, -71.18755 17.954567, -71.1873159 17.9546923, -71.1870615 17.9549771, -71.186874 17.955225, -71.1867657 17.9553042)",,,
310436633,Calle  Mella,residential,False,False,51.587,,"LINESTRING (-71.1853766 17.9539384, -71.185761 17.9542239)",,,
310436412,Carretera Enriquillo,primary,False,True,118.40799999999999,RD-44,"LINESTRING (-71.1853766 17.9539384, -71.1852881 17.9540992, -71.1849609 17.9549259)",,,
310436633,Calle  Mella,residential,False,True,51.587,,"LINESTRING (-71.185761 17.9542239, -71.1853766 17.9539384)",,,
"[310436633, 310436745]","['Avenida  Duarte', 'Calle  Mella']",residential,False,False,163.222,,"LINESTRING (-71.185761 17.9542239, -71.1868755 17.955041, -71.1867898 17.9551414)",,,
310436714,AVENIDA BALAGUER,residential,False,True,101.49199999999999,,"LINESTRING (-71.185761 17.9542239, -71.1856315 17.9546468, -71.1854926 17.9551002)",,,
310436745,Avenida  Duarte,residential,False,False,59.489,,"LINESTRING (-71.1854926 17.9551002, -71.1849609 17.9549259)",,,
310436714,AVENIDA BALAGUER,residential,False,False,101.49199999999999,,"LINESTRING (-71.1854926 17.9551002, -71.1856315 17.9546468, -71.185761 17.9542239)",,,
310436714,AVENIDA BALAGUER,residential,False,True,137.682,,"LINESTRING (-71.1854926 17.9551002, -71.1852478 17.9557234, -71.1852797 17.9558898, -71.1855931 17.9561621)",,,
310436745,Avenida  Duarte,residential,False,True,170.097,,"LINESTRING (-71.1854926 17.9551002, -71.1859496 17.9553841, -71.1861033 17.9555326, -71.1861908 17.9555618, -71.186503 17.9553908, -71.1867229 17.9552198, -71.1867898 17.9551414)",,,
310436701,,residential,False,True,133.298,,"LINESTRING (-71.1843462 17.9559385, -71.1839157 17.9564896, -71.1839181 17.9565436, -71.1840222 17.9565976, -71.1843618 17.9567196)",,,
310436565,Calle Joaquín Balaguer,residential,False,True,79.946,,"LINESTRING (-71.18458 17.9560894, -71.1851938 17.9565089)",,,
310436412,Carretera Enriquillo,primary,False,False,135.539,RD-44,"LINESTRING (-71.18458 17.9560894, -71.1846471 17.9558759, -71.1848617 17.9551892, -71.1849609 17.9549259)",,,
310436412,Carretera Enriquillo,primary,False,True,73.78,RD-44,"LINESTRING (-71.18458 17.9560894, -71.1844111 17.956584, -71.1843618 17.9567196)",,,
189873997,Calle Los patos,unclassified,False,False,14.379,,"LINESTRING (-71.1855931 17.9561621, -71.1854854 17.956241)",,,
189873997,Calle Los patos,unclassified,False,True,156.477,,"LINESTRING (-71.1855931 17.9561621, -71.1867657 17.9553042)",,,
310436714,AVENIDA BALAGUER,residential,False,False,137.68200000000002,,"LINESTRING (-71.1855931 17.9561621, -71.1852797 17.9558898, -71.1852478 17.9557234, -71.1854926 17.9551002)",,,
