osmid,oneway,ref,name,highway,reversed,length,geometry,lanes,tunnel
28772324,True,RD-13,Avenida Eusebio Manzueta,secondary,False,106.129,"LINESTRING (-70.0256662 18.7727389, -70.0255154 18.7717952)",,
251557094,False,,Avenida San Antonio,residential,True,111.33600000000001,"LINESTRING (-70.0256662 18.7727389, -70.0263444 18.7726103, -70.0266126 18.7723747)",,
28772324,True,RD-13,Avenida Eusebio Manzueta,secondary,False,92.593,"LINESTRING (-70.0255154 18.7717952, -70.0253976 18.77097)",,
677929053,False,,,residential,False,33.813,"LINESTRING (-70.0255154 18.7717952, -70.0252061 18.7718771)",,
28772324,True,RD-13,Avenida Eusebio Manzueta,secondary,False,106.301,"LINESTRING (-70.0250186 18.7685515, -70.0248752 18.7676052)",,
251557103,False,,Calle Miguel de León,residential,False,52.646,"LINESTRING (-70.0250186 18.7685515, -70.0245245 18.7686243)",,
251557103,False,,Calle Miguel de León,residential,True,51.166,"LINESTRING (-70.0250186 18.7685515, -70.0254986 18.7684795)",,
251557098,True,RD-13,Avenida Eusebio Manzueta,secondary,False,60.985,"LINESTRING (-70.0248752 18.7676052, -70.0247866 18.7670632)",,
405768410,False,,Calle Pío Díaz,residential,True,50.394,"LINESTRING (-70.0248752 18.7676052, -70.0253436 18.7675119)",,
871504519,False,,Calle Pío Díaz,residential,False,54.587,"LINESTRING (-70.0248752 18.7676052, -70.0243637 18.7676855)",,
871504519,False,,Calle Pío Díaz,residential,True,44.328,"LINESTRING (-70.0239531 18.7677737, -70.0243637 18.7676855)",,
871504520,True,RD-13,Avenida Gastón Fernando Deligne,secondary,False,98.175,"LINESTRING (-70.0239531 18.7677737, -70.0240564 18.7678583, -70.0241916 18.7679914, -70.0242852 18.7681012, -70.0243608 18.7682222, -70.0244226 18.7683139, -70.0244976 18.7684776)",2,
28772324,True,RD-13,Avenida Eusebio Manzueta,secondary,False,27.12,"LINESTRING (-70.0257531 18.7731822, -70.0257061 18.7729424)",,
177231859,False,RD-13,Avenida María Matilde Estévez,secondary,False,88.74400000000001,"LINESTRING (-70.0257531 18.7731822, -70.0257825 18.7732812, -70.0258255 18.7734869, -70.0258925 18.7736444, -70.025981 18.7738145, -70.026024 18.7739339)",2,no
369540602,False,,Avenida Juan Pablo Duarte,tertiary,True,69.443,"LINESTRING (-70.026024 18.7739339, -70.0253644 18.7739369)",,
177231859,False,RD-13,Avenida María Matilde Estévez,secondary,False,30.171,"LINESTRING (-70.026024 18.7739339, -70.0261232 18.7740482, -70.026201 18.7741472)",2,no
177231859,False,RD-13,Avenida María Matilde Estévez,secondary,True,88.744,"LINESTRING (-70.026024 18.7739339, -70.025981 18.7738145, -70.0258925 18.7736444, -70.0258255 18.7734869, -70.0257825 18.7732812, -70.0257531 18.7731822)",2,no
177231859,False,RD-13,Avenida María Matilde Estévez,secondary,True,30.171,"LINESTRING (-70.026201 18.7741472, -70.0261232 18.7740482, -70.026024 18.7739339)",2,no
409829214,False,,Avenida María Matilde Estévez,residential,True,89.199,"LINESTRING (-70.0244976 18.7684776, -70.0243637 18.7676855)",,
871504520,True,RD-13,Avenida Gastón Fernando Deligne,secondary,False,16.559,"LINESTRING (-70.0244976 18.7684776, -70.0245068 18.7685355, -70.0245245 18.7686243)",2,
251557103,False,,Calle Miguel de León,residential,False,150.004,"LINESTRING (-70.0245245 18.7686243, -70.0231165 18.7688307)",,
251557103,False,,Calle Miguel de León,residential,True,52.646,"LINESTRING (-70.0245245 18.7686243, -70.0250186 18.7685515)",,
1046356017,True,RD-13,Avenida María Matilde Estévez,secondary,False,192.10399999999998,"LINESTRING (-70.0245245 18.7686243, -70.0248063 18.770211, -70.0248245 18.7703284)",2,no
251557091,False,,,residential,False,40.97,"LINESTRING (-70.029494 18.7683872, -70.0291099 18.7683281)",,
1169435161,False,,,residential,False,21.267,"LINESTRING (-70.029494 18.7683872, -70.0295564 18.7682053)",,
1169435161,False,,,residential,True,21.267,"LINESTRING (-70.0295564 18.7682053, -70.029494 18.7683872)",,
251557091,False,,,residential,False,26.184,"LINESTRING (-70.0291099 18.7683281, -70.0291531 18.7680962)",,
251557091,False,,,residential,True,40.97,"LINESTRING (-70.0291099 18.7683281, -70.029494 18.7683872)",,
251557092,False,,,residential,False,587.5820000000001,"LINESTRING (-70.0291099 18.7683281, -70.0280056 18.7680326, -70.0275639 18.7678644, -70.0273089 18.7677926, -70.0272673 18.7677901, -70.0272411 18.7677901, -70.0272182 18.7678053, -70.0272056 18.7678136, -70.0271996 18.7678339, -70.0271929 18.7678682, -70.0272016 18.7679456, -70.0272854 18.7682144, -70.0276991 18.7692319, -70.0277992 18.76941, -70.027876 18.7694964, -70.028044 18.7698055, -70.0281641 18.7701374, -70.0290161 18.7704692)",,
251557091,False,,,residential,True,26.184,"LINESTRING (-70.0291531 18.7680962, -70.0291099 18.7683281)",,
794898678,False,,Avenida San Antonio,residential,False,54.051,"LINESTRING (-70.0290161 18.7704692, -70.02884 18.7709258)",,
251557092,False,,,residential,True,587.582,"LINESTRING (-70.0290161 18.7704692, -70.0281641 18.7701374, -70.028044 18.7698055, -70.027876 18.7694964, -70.0277992 18.76941, -70.0276991 18.7692319, -70.0272854 18.7682144, -70.0272016 18.7679456, -70.0271929 18.7678682, -70.0271996 18.7678339, -70.0272056 18.7678136, -70.0272182 18.7678053, -70.0272411 18.7677901, -70.0272673 18.7677901, -70.0273089 18.7677926, -70.0275639 18.7678644, -70.0280056 18.7680326, -70.0291099 18.7683281)",,
794898678,False,,Avenida San Antonio,residential,True,54.051,"LINESTRING (-70.02884 18.7709258, -70.0290161 18.7704692)",,
794898678,False,,Avenida San Antonio,residential,False,98.86699999999999,"LINESTRING (-70.02884 18.7709258, -70.0285129 18.7714734, -70.0283978 18.7716676, -70.0283784 18.7717001)",,
