osmid,highway,oneway,reversed,length,geometry,name,ref,maxspeed,bridge,width
121260270,residential,False,False,36.483999999999995,"LINESTRING (-70.785511 19.4814639, -70.7855574 19.4815043, -70.7856213 19.4815613, -70.785765 19.4816882)",Calle Bronx,,20,,
121260146,residential,False,False,29.081,"LINESTRING (-70.78571 19.48232, -70.78556 19.48254)","Calle Thelma María Hernández ""Negra""",,20,,
121260146,residential,False,True,63.258,"LINESTRING (-70.78571 19.48232, -70.78605 19.48185)","Calle Thelma María Hernández ""Negra""",,20,,
121260138,residential,False,False,47.675,"LINESTRING (-70.78571 19.48232, -70.78545 19.48232, -70.78534 19.4823, -70.78526 19.48228)",,,20,,
121260199,residential,False,False,60.983,"LINESTRING (-70.78545 19.48209, -70.78541 19.48206, -70.785765 19.4816882)",Calle Rafael Moronta,,5,,4
121260146,residential,False,True,29.081,"LINESTRING (-70.78556 19.48254, -70.78571 19.48232)","Calle Thelma María Hernández ""Negra""",,20,,
121260185,residential,False,True,57.409,"LINESTRING (-70.78521 19.48153, -70.78468 19.48166)",Calle 40,,20,,
121260185,residential,False,False,32.528999999999996,"LINESTRING (-70.78521 19.48153, -70.7853838 19.4814786, -70.785511 19.4814639)",Calle 40,,20,,
121260238,residential,False,False,45.804,"LINESTRING (-70.78521 19.48153, -70.78517 19.48166, -70.78507 19.48192)",,,,,
121260138,residential,False,True,47.675,"LINESTRING (-70.78526 19.48228, -70.78534 19.4823, -70.78545 19.48232, -70.78571 19.48232)",,,20,,
121260146,residential,False,False,63.258,"LINESTRING (-70.78605 19.48185, -70.78571 19.48232)","Calle Thelma María Hernández ""Negra""",,20,,
121260270,residential,False,False,49.845,"LINESTRING (-70.78605 19.48185, -70.7864451 19.4820994)",Calle Bronx,,20,,
121260146,residential,False,True,51.364000000000004,"LINESTRING (-70.78605 19.48185, -70.78627 19.48157, -70.7863263 19.4814697)","Calle Thelma María Hernández ""Negra""",,20,,
121260270,residential,False,True,34.875,"LINESTRING (-70.78605 19.48185, -70.7858737 19.4817499, -70.785765 19.4816882)",Calle Bronx,,20,,
121260199,residential,False,True,60.983,"LINESTRING (-70.785765 19.4816882, -70.78541 19.48206, -70.78545 19.48209)",Calle Rafael Moronta,,5,,4
121260270,residential,False,False,34.875,"LINESTRING (-70.785765 19.4816882, -70.7858737 19.4817499, -70.78605 19.48185)",Calle Bronx,,20,,
121260270,residential,False,True,36.484,"LINESTRING (-70.785765 19.4816882, -70.7856213 19.4815613, -70.7855574 19.4815043, -70.785511 19.4814639)",Calle Bronx,,20,,
121260208,tertiary,False,False,100.943,"LINESTRING (-70.7889095 19.4835409, -70.7888367 19.4826357)",Calle Juanita Rodríguez,,20,,
389281156,residential,False,True,77.57,"LINESTRING (-70.7889095 19.4835409, -70.7881717 19.4835944)",,,,,
389281156,residential,False,False,77.57,"LINESTRING (-70.7881717 19.4835944, -70.7889095 19.4835409)",,,,,
1268144941,residential,False,True,21.082,"LINESTRING (-70.784314 19.4821391, -70.7842375 19.482115, -70.78412 19.48209)",,,,,
1268144942,residential,False,True,27.167,"LINESTRING (-70.7868835 19.4828863, -70.7866344 19.4829537)",,,,,
"[1268154794, 1268154795]",residential,False,False,147.034,"LINESTRING (-70.7873623 19.4816902, -70.7872 19.4819342, -70.7871142 19.4819709, -70.787027 19.4819798, -70.7869238 19.4819583, -70.7868513 19.481914, -70.7867628 19.4818242, -70.786732 19.4817395, -70.7866743 19.4816839, -70.7863263 19.4814697)",,,,,
121260146,residential,False,False,51.364000000000004,"LINESTRING (-70.7863263 19.4814697, -70.78627 19.48157, -70.78605 19.48185)","Calle Thelma María Hernández ""Negra""",,20,,
121260146,residential,False,True,109.42699999999999,"LINESTRING (-70.7863263 19.4814697, -70.7865 19.48116, -70.7867941 19.4805901)","Calle Thelma María Hernández ""Negra""",,20,,
"[1268154794, 1268154795]",residential,False,True,147.034,"LINESTRING (-70.7863263 19.4814697, -70.7866743 19.4816839, -70.786732 19.4817395, -70.7867628 19.4818242, -70.7868513 19.481914, -70.7869238 19.4819583, -70.787027 19.4819798, -70.7871142 19.4819709, -70.7872 19.4819342, -70.7873623 19.4816902)",,,,,
