osmid,highway,oneway,reversed,length,geometry,name,ref,maxspeed,bridge,width
67015710,residential,False,True,54.682,"LINESTRING (-70.784362 19.4804138, -70.7844249 19.4803155, -70.784537 19.4802488, -70.7846844 19.4801858, -70.7847398 19.4801012)",,,,,
67015599,residential,False,False,36.304,"LINESTRING (-70.7847398 19.4801012, -70.7845173 19.4800876, -70.7844033 19.480132)",Hector Zarzuela,,,,
67015599,residential,False,True,81.547,"LINESTRING (-70.7847398 19.4801012, -70.7849429 19.4800662, -70.7850984 19.4800374, -70.7852071 19.4800004, -70.7853198 19.4799966, -70.7853873 19.4800298, -70.7854286 19.4800715, -70.7854351 19.4801163)",Hector Zarzuela,,,,
67015710,residential,False,False,54.682,"LINESTRING (-70.7847398 19.4801012, -70.7846844 19.4801858, -70.784537 19.4802488, -70.7844249 19.4803155, -70.784362 19.4804138)",,,,,
67015589,residential,False,False,60.961999999999996,"LINESTRING (-70.7832373 19.48046, -70.7832202 19.480282, -70.7832288 19.4801445, -70.7833435 19.4799395)",,,,,
"[67015585, 67015589]",residential,False,True,218.77,"LINESTRING (-70.782581 19.479101, -70.7831621 19.4790991, -70.7834994 19.4791014, -70.7837195 19.4791281, -70.7836906 19.4792973, -70.7835544 19.4795291, -70.7833435 19.4799395)",,,,,
67015690,residential,False,False,51.218,"LINESTRING (-70.7838622 19.4798632, -70.7837433 19.4800844, -70.7836091 19.4802553)",,,,,
67015614,residential,False,True,81.48400000000001,"LINESTRING (-70.7852286 19.4799341, -70.7853547 19.4799278, -70.7854489 19.4799596, -70.7855552 19.4799741, -70.7856325 19.4799718, -70.7857444 19.4799469, -70.7857959 19.4799469, -70.7858371 19.4799596, -70.7858655 19.4799741, -70.7858959 19.4799678, -70.7859181 19.4799615, -70.7859315 19.4799707, -70.7859596 19.4800133)",,,,,
67015681,secondary,False,True,23.502,"LINESTRING (-70.7854351 19.4801163, -70.7856537 19.4800694)",Calle Principal,RD-18,40,,
67015599,residential,False,False,81.547,"LINESTRING (-70.7854351 19.4801163, -70.7854286 19.4800715, -70.7853873 19.4800298, -70.7853198 19.4799966, -70.7852071 19.4800004, -70.7850984 19.4800374, -70.7849429 19.4800662, -70.7847398 19.4801012)",Hector Zarzuela,,,,
67015681,secondary,False,False,159.99300000000002,"LINESTRING (-70.7854351 19.4801163, -70.7852983 19.4801756, -70.7852434 19.4802072, -70.7850529 19.4803361, -70.7848518 19.480498, -70.7847847 19.4805473, -70.7847337 19.4805776, -70.784668 19.4806004, -70.7843737 19.4806772, -70.7840887 19.4807357)",Calle Principal,RD-18,40,,
121260208,tertiary,False,True,196.442,"LINESTRING (-70.7867941 19.4805901, -70.7884001 19.4815004)",Calle Juanita Rodríguez,,20,,
121260146,residential,False,False,109.42699999999999,"LINESTRING (-70.7867941 19.4805901, -70.7865 19.48116, -70.7863263 19.4814697)","Calle Thelma María Hernández ""Negra""",,20,,
121260208,tertiary,False,False,109.353,"LINESTRING (-70.7867941 19.4805901, -70.78605 19.48013, -70.7859596 19.4800133)",Calle Juanita Rodríguez,,20,,
67015643,residential,False,False,56.142,"LINESTRING (-70.7854483 19.4789495, -70.7850897 19.4787665, -70.7849813 19.4787027)",,,,,
67015722,residential,False,False,68.484,"LINESTRING (-70.7854483 19.4789495, -70.7853212 19.4791905, -70.7851346 19.4794893)",Proyecto,,20,,
67015717,residential,False,True,47.915,"LINESTRING (-70.7851346 19.4794893, -70.784763 19.4792384)","Calle Carmen N. Rodríguez ""La Morena""",,20,,
67015717,residential,False,False,116.855,"LINESTRING (-70.7851346 19.4794893, -70.7860248 19.4798904, -70.786121 19.4799701)","Calle Carmen N. Rodríguez ""La Morena""",,20,,
67015722,residential,False,True,68.484,"LINESTRING (-70.7851346 19.4794893, -70.7853212 19.4791905, -70.7854483 19.4789495)",Proyecto,,20,,
67015619,secondary,False,True,11.055,"LINESTRING (-70.786121 19.4799701, -70.7862224 19.4799428)",Carretera Cibao Noroeste,RD-18,40,,
67015718,secondary,False,False,17.588,"LINESTRING (-70.786121 19.4799701, -70.7859596 19.4800133)",Carretera Cibao Noroeste,RD-18,40,yes,
67015717,residential,False,True,116.855,"LINESTRING (-70.786121 19.4799701, -70.7860248 19.4798904, -70.7851346 19.4794893)","Calle Carmen N. Rodríguez ""La Morena""",,20,,
"[67015681, 67015644]",secondary,False,False,48.348,"LINESTRING (-70.7839184 19.4807685, -70.7837289 19.4808194, -70.7834721 19.4808778)",Calle Principal,RD-18,40,yes,
67015681,secondary,False,True,18.223,"LINESTRING (-70.7839184 19.4807685, -70.7840189 19.4807502, -70.7840887 19.4807357)",Calle Principal,RD-18,40,,
69257329,residential,False,True,129.234,"LINESTRING (-70.7839184 19.4807685, -70.78395 19.48095, -70.78395 19.48108, -70.78393 19.48108, -70.78384 19.48142, -70.78391 19.48149, -70.78391 19.48155, -70.78382 19.48161, -70.78359 19.48164)",,,,,
"[67015585, 67015589]",residential,False,False,218.77,"LINESTRING (-70.7833435 19.4799395, -70.7835544 19.4795291, -70.7836906 19.4792973, -70.7837195 19.4791281, -70.7834994 19.4791014, -70.7831621 19.4790991, -70.782581 19.479101)",,,,,
67015589,residential,False,True,60.962,"LINESTRING (-70.7833435 19.4799395, -70.7832288 19.4801445, -70.7832202 19.480282, -70.7832373 19.48046)",,,,,
67015618,residential,False,True,44.982,"LINESTRING (-70.7833435 19.4799395, -70.7834283 19.4800664, -70.7835074 19.4801547, -70.7836091 19.4802553)",,,,,
67015681,secondary,False,False,23.502,"LINESTRING (-70.7856537 19.4800694, -70.7854351 19.4801163)",Calle Principal,RD-18,40,,
67015681,secondary,False,True,32.669,"LINESTRING (-70.7856537 19.4800694, -70.7859596 19.4800133)",Calle Principal,RD-18,40,,
69257351,residential,False,False,73.233,"LINESTRING (-70.7856537 19.4800694, -70.78566 19.48022, -70.78528 19.48058)",Calle Ana Zarzuela,,,,
67015611,residential,False,False,61.852999999999994,"LINESTRING (-70.7835806 19.4786457, -70.7837695 19.4786556, -70.783924 19.4787365, -70.7839497 19.478866, -70.7840097 19.4789219)",,,,,
67015717,residential,False,False,87.11500000000001,"LINESTRING (-70.7835806 19.4786457, -70.783616 19.4785968, -70.7836728 19.4785655, -70.7837608 19.478554, -70.7838296 19.4785746, -70.7842535 19.4788921)","Calle Carmen N. Rodríguez ""La Morena""",,20,,
"[67015587, 67015654]",residential,False,False,125.489,"LINESTRING (-70.7842535 19.4788921, -70.7844763 19.4785597, -70.7845232 19.478513, -70.7845921 19.4784879, -70.784827 19.478462, -70.7848923 19.4784752, -70.7850221 19.4785247, -70.7850188 19.4785895, -70.7849813 19.4787027)",,,,,
67015717,residential,False,False,65.845,"LINESTRING (-70.7842535 19.4788921, -70.7843451 19.4789544, -70.784763 19.4792384)","Calle Carmen N. Rodríguez ""La Morena""",,20,,
67015717,residential,False,True,87.11500000000001,"LINESTRING (-70.7842535 19.4788921, -70.7838296 19.4785746, -70.7837608 19.478554, -70.7836728 19.4785655, -70.783616 19.4785968, -70.7835806 19.4786457)","Calle Carmen N. Rodríguez ""La Morena""",,20,,
67015572,residential,False,False,74.59299999999999,"LINESTRING (-70.7836091 19.4802553, -70.7835217 19.4803793, -70.7834772 19.4804836, -70.7834412 19.4805869, -70.7834191 19.4807336, -70.7834721 19.4808778)",,,,,
67015618,residential,False,False,44.982,"LINESTRING (-70.7836091 19.4802553, -70.7835074 19.4801547, -70.7834283 19.4800664, -70.7833435 19.4799395)",,,,,
67015690,residential,False,True,51.218,"LINESTRING (-70.7836091 19.4802553, -70.7837433 19.4800844, -70.7838622 19.4798632)",,,,,
67015701,residential,False,False,61.769,"LINESTRING (-70.7839321 19.4802034, -70.7840206 19.480398, -70.7840584 19.4805933, -70.7840887 19.4807357)",,,,,
121260208,tertiary,False,True,100.943,"LINESTRING (-70.7888367 19.4826357, -70.7889095 19.4835409)",Calle Juanita Rodríguez,,20,,
69257301,residential,False,False,148.917,"LINESTRING (-70.7888367 19.4826357, -70.7887906 19.4827169, -70.788708 19.4827797, -70.7876811 19.4832444, -70.7876107 19.4832754)",Calle 11,,,,
121260208,tertiary,False,False,141.52100000000002,"LINESTRING (-70.7888367 19.4826357, -70.78882 19.4822586, -70.7887182 19.4818158, -70.788648 19.4816935, -70.7884001 19.4815004)",Calle Juanita Rodríguez,,20,,
"[67015615, 67015587, 32810663]",residential,False,False,64.15,"LINESTRING (-70.7849813 19.4787027, -70.7849586 19.4787403, -70.7849186 19.4788026, -70.7848867 19.4788653, -70.7848411 19.4789761, -70.784763 19.4792384)",,,,yes,
"[67015587, 67015654]",residential,False,True,125.48899999999998,"LINESTRING (-70.7849813 19.4787027, -70.7850188 19.4785895, -70.7850221 19.4785247, -70.7848923 19.4784752, -70.784827 19.478462, -70.7845921 19.4784879, -70.7845232 19.478513, -70.7844763 19.4785597, -70.7842535 19.4788921)",,,,,
67015643,residential,False,True,56.142,"LINESTRING (-70.7849813 19.4787027, -70.7850897 19.4787665, -70.7854483 19.4789495)",,,,,
67015681,secondary,False,False,18.223,"LINESTRING (-70.7840887 19.4807357, -70.7840189 19.4807502, -70.7839184 19.4807685)",Calle Principal,RD-18,40,,
67015681,secondary,False,True,159.993,"LINESTRING (-70.7840887 19.4807357, -70.7843737 19.4806772, -70.784668 19.4806004, -70.7847337 19.4805776, -70.7847847 19.4805473, -70.7848518 19.480498, -70.7850529 19.4803361, -70.7852434 19.4802072, -70.7852983 19.4801756, -70.7854351 19.4801163)",Calle Principal,RD-18,40,,
67015701,residential,False,True,61.76899999999999,"LINESTRING (-70.7840887 19.4807357, -70.7840584 19.4805933, -70.7840206 19.480398, -70.7839321 19.4802034)",,,,,
121260208,tertiary,False,False,196.442,"LINESTRING (-70.7884001 19.4815004, -70.7867941 19.4805901)",Calle Juanita Rodríguez,,20,,
121260208,tertiary,False,True,141.52100000000002,"LINESTRING (-70.7884001 19.4815004, -70.788648 19.4816935, -70.7887182 19.4818158, -70.78882 19.4822586, -70.7888367 19.4826357)",Calle Juanita Rodríguez,,20,,
67015681,secondary,False,False,32.669,"LINESTRING (-70.7859596 19.4800133, -70.7856537 19.4800694)",Calle Principal,RD-18,40,,
67015718,secondary,False,True,17.588,"LINESTRING (-70.7859596 19.4800133, -70.786121 19.4799701)",Carretera Cibao Noroeste,RD-18,40,yes,
67015614,residential,False,False,81.48400000000001,"LINESTRING (-70.7859596 19.4800133, -70.7859315 19.4799707, -70.7859181 19.4799615, -70.7858959 19.4799678, -70.7858655 19.4799741, -70.7858371 19.4799596, -70.7857959 19.4799469, -70.7857444 19.4799469, -70.7856325 19.4799718, -70.7855552 19.4799741, -70.7854489 19.4799596, -70.7853547 19.4799278, -70.7852286 19.4799341)",,,,,
121260208,tertiary,False,True,109.353,"LINESTRING (-70.7859596 19.4800133, -70.78605 19.48013, -70.7867941 19.4805901)",Calle Juanita Rodríguez,,20,,
67015572,residential,False,True,74.59299999999999,"LINESTRING (-70.7834721 19.4808778, -70.7834191 19.4807336, -70.7834412 19.4805869, -70.7834772 19.4804836, -70.7835217 19.4803793, -70.7836091 19.4802553)",,,,,
"[67015681, 67015644]",secondary,False,True,48.348,"LINESTRING (-70.7834721 19.4808778, -70.7837289 19.4808194, -70.7839184 19.4807685)",Calle Principal,RD-18,40,yes,
67015619,secondary,False,False,11.055,"LINESTRING (-70.7862224 19.4799428, -70.786121 19.4799701)",Carretera Cibao Noroeste,RD-18,40,,
67015717,residential,False,False,47.915,"LINESTRING (-70.784763 19.4792384, -70.7851346 19.4794893)","Calle Carmen N. Rodríguez ""La Morena""",,20,,
"[32810663, 67015587, 67015615]",residential,False,True,64.15,"LINESTRING (-70.784763 19.4792384, -70.7848411 19.4789761, -70.7848867 19.4788653, -70.7849186 19.4788026, -70.7849586 19.4787403, -70.7849813 19.4787027)",,,,yes,
67015717,residential,False,True,65.845,"LINESTRING (-70.784763 19.4792384, -70.7843451 19.4789544, -70.7842535 19.4788921)","Calle Carmen N. Rodríguez ""La Morena""",,20,,
67015611,residential,False,True,61.853,"LINESTRING (-70.7840097 19.4789219, -70.7839497 19.478866, -70.783924 19.4787365, -70.7837695 19.4786556, -70.7835806 19.4786457)",,,,,
67015599,residential,False,True,36.304,"LINESTRING (-70.7844033 19.480132, -70.7845173 19.4800876, -70.7847398 19.4801012)",Hector Zarzuela,,,,
69257321,residential,False,True,124.631,"LINESTRING (-70.78453 19.48275, -70.78457 19.48269, -70.78459 19.48258, -70.78462 19.48243, -70.78466 19.48239, -70.78468 19.48215, -70.78468 19.48166)",,,,,
69257301,residential,False,False,96.195,"LINESTRING (-70.7876107 19.4832754, -70.7874468 19.4833022, -70.7872754 19.4833059, -70.7870715 19.4832557, -70.7867202 19.4831489)",Calle 11,,,,
69257301,residential,False,True,148.91699999999997,"LINESTRING (-70.7876107 19.4832754, -70.7876811 19.4832444, -70.788708 19.4827797, -70.7887906 19.4827169, -70.7888367 19.4826357)",Calle 11,,,,
69257324,residential,False,False,60.128,"LINESTRING (-70.78579 19.48387, -70.78582 19.48333)",,,,,
69257324,residential,False,True,60.128,"LINESTRING (-70.78582 19.48333, -70.78579 19.48387)",,,,,
69257301,residential,False,False,44.492,"LINESTRING (-70.78582 19.48333, -70.7856227 19.4833599, -70.7854901 19.4834033, -70.7854112 19.4834311)",Calle 11,,,,
69257301,residential,False,True,38.345,"LINESTRING (-70.78582 19.48333, -70.7860113 19.4832961, -70.7861805 19.4832719)",Calle 11,,,,
69257283,residential,False,True,45.729,"LINESTRING (-70.78406 19.48093, -70.78431 19.48089, -70.78433 19.48097, -70.78433 19.48106)",,,,,
121260185,residential,False,False,25.159,"LINESTRING (-70.78444 19.48166, -70.78468 19.48166)",Calle 40,,20,,
69257283,residential,False,False,68.769,"LINESTRING (-70.78444 19.48166, -70.78442 19.48157, -70.78442 19.48147, -70.78442 19.48127, -70.78433 19.48106)",,,,,
69257283,residential,False,True,59.103,"LINESTRING (-70.78444 19.48166, -70.78431 19.48187, -70.78418 19.48198, -70.78412 19.48209)",,,,,
69257301,residential,False,False,20.55,"LINESTRING (-70.7867202 19.4831489, -70.7865291 19.4831901)",Calle 11,,,,
69257303,residential,False,True,23.495,"LINESTRING (-70.7867202 19.4831489, -70.7866344 19.4829537)",Calle Bronx,,,,
69257301,residential,False,True,96.19500000000001,"LINESTRING (-70.7867202 19.4831489, -70.7870715 19.4832557, -70.7872754 19.4833059, -70.7874468 19.4833022, -70.7876107 19.4832754)",Calle 11,,,,
69257350,residential,False,True,53.767,"LINESTRING (-70.7864451 19.4820994, -70.78689 19.48234)",,,,,
121260270,residential,False,True,49.845,"LINESTRING (-70.7864451 19.4820994, -70.78605 19.48185)",Calle Bronx,,20,,
69257303,residential,False,False,108.46099999999998,"LINESTRING (-70.7864451 19.4820994, -70.7864073 19.4824339, -70.7864762 19.4824736, -70.7866063 19.4825422, -70.7866314 19.482684, -70.7866153 19.4827523, -70.7866044 19.4828063, -70.7865992 19.482866, -70.7866344 19.4829537)",Calle Bronx,,,,
"[69257354, 69257301]",residential,False,"[False, True]",257.072,"LINESTRING (-70.7854112 19.4834311, -70.7853011 19.4834261, -70.78502 19.4834, -70.78494 19.4834, -70.78479 19.48342, -70.78427 19.48357, -70.78414 19.4837, -70.7840167 19.4838194, -70.7838479 19.4838708, -70.7836526 19.4839047, -70.78346 19.48393, -70.78335 19.48395, -70.7831543 19.4840737)","['C-11', 'Calle 11']",,,,
69257301,residential,False,True,44.492000000000004,"LINESTRING (-70.7854112 19.4834311, -70.7854901 19.4834033, -70.7856227 19.4833599, -70.78582 19.48333)",Calle 11,,,,
69257344,residential,False,False,53.652,"LINESTRING (-70.7854112 19.4834311, -70.78543 19.48367, -70.78539 19.48391)",,,,,
69257311,residential,False,False,116.52600000000001,"LINESTRING (-70.78528 19.48058, -70.78494 19.48084, -70.78483 19.48095, -70.78433 19.48106)",Calle Ana Zarzuela,,,,
69257351,residential,False,True,73.233,"LINESTRING (-70.78528 19.48058, -70.78566 19.48022, -70.7856537 19.4800694)",Calle Ana Zarzuela,,,,
121260167,residential,False,True,103.256,"LINESTRING (-70.78528 19.48058, -70.78545 19.48099, -70.78554 19.48127, -70.785511 19.4814639)",Calle 40,,5,,4
"[69257354, 69257301]",residential,False,"[False, True]",257.072,"LINESTRING (-70.7831543 19.4840737, -70.78335 19.48395, -70.78346 19.48393, -70.7836526 19.4839047, -70.7838479 19.4838708, -70.7840167 19.4838194, -70.78414 19.4837, -70.78427 19.48357, -70.78479 19.48342, -70.78494 19.4834, -70.78502 19.4834, -70.7853011 19.4834261, -70.7854112 19.4834311)","['C-11', 'Calle 11']",,,,
69257344,residential,False,True,53.652,"LINESTRING (-70.78539 19.48391, -70.78543 19.48367, -70.7854112 19.4834311)",,,,,
69257283,residential,False,False,45.729,"LINESTRING (-70.78433 19.48106, -70.78433 19.48097, -70.78431 19.48089, -70.78406 19.48093)",,,,,
69257283,residential,False,True,68.76899999999999,"LINESTRING (-70.78433 19.48106, -70.78442 19.48127, -70.78442 19.48147, -70.78442 19.48157, -70.78444 19.48166)",,,,,
69257311,residential,False,True,116.526,"LINESTRING (-70.78433 19.48106, -70.78483 19.48095, -70.78494 19.48084, -70.78528 19.48058)",Calle Ana Zarzuela,,,,
69257353,residential,False,False,65.673,"LINESTRING (-70.78655 19.48378, -70.78655 19.48346, -70.7865291 19.4831901)",,,,,
69257301,residential,False,True,37.658,"LINESTRING (-70.7861805 19.4832719, -70.7865291 19.4831901)",Calle 11,,,,
69257308,residential,False,False,66.54,"LINESTRING (-70.7861805 19.4832719, -70.78616 19.48387)",,,,,
69257301,residential,False,False,38.345,"LINESTRING (-70.7861805 19.4832719, -70.7860113 19.4832961, -70.78582 19.48333)",Calle 11,,,,
69257283,residential,False,False,68.67399999999999,"LINESTRING (-70.78397 19.48269, -70.78401 19.48247, -70.78406 19.48226, -70.78412 19.48209)",,,,,
121260185,residential,False,False,57.409,"LINESTRING (-70.78468 19.48166, -70.78521 19.48153)",Calle 40,,20,,
121260185,residential,False,True,25.159,"LINESTRING (-70.78468 19.48166, -70.78444 19.48166)",Calle 40,,20,,
69257321,residential,False,False,124.63099999999999,"LINESTRING (-70.78468 19.48166, -70.78468 19.48215, -70.78466 19.48239, -70.78462 19.48243, -70.78459 19.48258, -70.78457 19.48269, -70.78453 19.48275)",,,,,
69257303,residential,False,False,23.495,"LINESTRING (-70.7866344 19.4829537, -70.7867202 19.4831489)",Calle Bronx,,,,
1268144942,residential,False,False,27.167,"LINESTRING (-70.7866344 19.4829537, -70.7868835 19.4828863)",,,,,
69257303,residential,False,True,108.461,"LINESTRING (-70.7866344 19.4829537, -70.7865992 19.482866, -70.7866044 19.4828063, -70.7866153 19.4827523, -70.7866314 19.482684, -70.7866063 19.4825422, -70.7864762 19.4824736, -70.7864073 19.4824339, -70.7864451 19.4820994)",Calle Bronx,,,,
69257329,residential,False,False,129.23399999999998,"LINESTRING (-70.78359 19.48164, -70.78382 19.48161, -70.78391 19.48155, -70.78391 19.48149, -70.78384 19.48142, -70.78393 19.48108, -70.78395 19.48108, -70.78395 19.48095, -70.7839184 19.4807685)",,,,,
69257308,residential,False,True,66.54,"LINESTRING (-70.78616 19.48387, -70.7861805 19.4832719)",,,,,
69257283,residential,False,False,59.103,"LINESTRING (-70.78412 19.48209, -70.78418 19.48198, -70.78431 19.48187, -70.78444 19.48166)",,,,,
69257283,residential,False,True,68.674,"LINESTRING (-70.78412 19.48209, -70.78406 19.48226, -70.78401 19.48247, -70.78397 19.48269)",,,,,
1268144941,residential,False,False,21.082,"LINESTRING (-70.78412 19.48209, -70.7842375 19.482115, -70.784314 19.4821391)",,,,,
69257350,residential,False,False,53.767,"LINESTRING (-70.78689 19.48234, -70.7864451 19.4820994)",,,,,
69257301,residential,False,False,37.658,"LINESTRING (-70.7865291 19.4831901, -70.7861805 19.4832719)",Calle 11,,,,
69257301,residential,False,True,20.55,"LINESTRING (-70.7865291 19.4831901, -70.7867202 19.4831489)",Calle 11,,,,
69257353,residential,False,True,65.673,"LINESTRING (-70.7865291 19.4831901, -70.78655 19.48346, -70.78655 19.48378)",,,,,
121260238,residential,False,True,45.804,"LINESTRING (-70.78507 19.48192, -70.78517 19.48166, -70.78521 19.48153)",,,,,
121260167,residential,False,False,103.256,"LINESTRING (-70.785511 19.4814639, -70.78554 19.48127, -70.78545 19.48099, -70.78528 19.48058)",Calle 40,,5,,4
121260185,residential,False,True,32.528999999999996,"LINESTRING (-70.785511 19.4814639, -70.7853838 19.4814786, -70.78521 19.48153)",Calle 40,,20,,
