osmid,oneway,lanes,ref,name,highway,access,reversed,length,geometry
133584081,False,1,RD-510,Carretera Máximo Gómez,secondary,yes,False,91.336,"LINESTRING (-70.450182 18.2354997, -70.4498597 18.2357572, -70.4495162 18.2360239)"
388530706,False,,,,residential,,False,110.482,"LINESTRING (-70.450182 18.2354997, -70.4502883 18.2356892, -70.4504086 18.2359721, -70.4504651 18.2360696, -70.4505533 18.2360985, -70.4506968 18.2361278, -70.4508299 18.2361736)"
133584081,False,1,RD-510,Carretera Máximo Gómez,secondary,yes,False,242.159,"LINESTRING (-70.4495162 18.2360239, -70.4477124 18.2373684)"
133584081,False,1,RD-510,Carretera Máximo Gómez,secondary,yes,True,91.336,"LINESTRING (-70.4495162 18.2360239, -70.4498597 18.2357572, -70.450182 18.2354997)"
388530710,False,,,,residential,,False,161.06799999999998,"LINESTRING (-70.4495162 18.2360239, -70.4497474 18.2361114, -70.4499527 18.2362228, -70.4500533 18.2363303, -70.4501119 18.2364775, -70.4501203 18.2366367, -70.4501109 18.2371636)"
388530706,False,,,,residential,,False,98.745,"LINESTRING (-70.4508299 18.2361736, -70.4508862 18.2362666, -70.450947 18.2364039, -70.451079 18.2368675, -70.4510882 18.2370188)"
388530706,False,,,,residential,,True,110.482,"LINESTRING (-70.4508299 18.2361736, -70.4506968 18.2361278, -70.4505533 18.2360985, -70.4504651 18.2360696, -70.4504086 18.2359721, -70.4502883 18.2356892, -70.450182 18.2354997)"
572630714,False,,,,residential,,False,62.421,"LINESTRING (-70.4508299 18.2361736, -70.450957 18.2361151, -70.4510951 18.2360807, -70.4513995 18.2360425)"
388530706,False,,,,residential,,False,107.612,"LINESTRING (-70.4510882 18.2370188, -70.4511439 18.2375023, -70.4512122 18.2379793)"
388530706,False,,,,residential,,True,98.745,"LINESTRING (-70.4510882 18.2370188, -70.451079 18.2368675, -70.450947 18.2364039, -70.4508862 18.2362666, -70.4508299 18.2361736)"
388530711,False,,,,residential,,False,104.50500000000001,"LINESTRING (-70.4510882 18.2370188, -70.4504807 18.2371222, -70.4501109 18.2371636)"
388530710,False,,,,residential,,True,161.06799999999998,"LINESTRING (-70.4501109 18.2371636, -70.4501203 18.2366367, -70.4501119 18.2364775, -70.4500533 18.2363303, -70.4499527 18.2362228, -70.4497474 18.2361114, -70.4495162 18.2360239)"
388530711,False,,,,residential,,False,57.986000000000004,"LINESTRING (-70.4501109 18.2371636, -70.4500533 18.23717, -70.4496468 18.2373093, -70.449601 18.2373445)"
388530711,False,,,,residential,,True,104.50500000000001,"LINESTRING (-70.4501109 18.2371636, -70.4504807 18.2371222, -70.4510882 18.2370188)"
388530707,False,,,,residential,,False,91.021,"LINESTRING (-70.449601 18.2373445, -70.4496678 18.2376157, -70.4497516 18.2378744, -70.4498139 18.2381372)"
388530711,False,,,,residential,,False,120.81799999999998,"LINESTRING (-70.449601 18.2373445, -70.448968 18.2378306, -70.4487543 18.2380694)"
388530711,False,,,,residential,,True,57.986000000000004,"LINESTRING (-70.449601 18.2373445, -70.4496468 18.2373093, -70.4500533 18.23717, -70.4501109 18.2371636)"
133584081,False,1,RD-510,Carretera Máximo Gómez,secondary,yes,False,89.751,"LINESTRING (-70.4477124 18.2373684, -70.4470525 18.237877)"
133584081,False,1,RD-510,Carretera Máximo Gómez,secondary,yes,True,242.159,"LINESTRING (-70.4477124 18.2373684, -70.4495162 18.2360239)"
