osmid,highway,oneway,reversed,length,geometry,lanes,bridge,name
1247986421,residential,False,False,405.576,"LINESTRING (-70.2556095 18.2795306, -70.2555433 18.2796489, -70.2554038 18.279766, -70.2552858 18.2798602, -70.2552348 18.2799265, -70.2551946 18.2800207, -70.2552053 18.2801582, -70.2552509 18.2805071, -70.2552402 18.2806218, -70.2552 18.2807364, -70.2546662 18.2815794, -70.254626 18.2816481, -70.2546099 18.2817067, -70.2546072 18.2817755, -70.2546689 18.2825879, -70.2546823 18.2827382, -70.2547038 18.2828069, -70.2547386 18.2828477)",,,
261473721,residential,False,False,56.833,"LINESTRING (-70.2587065 18.2818431, -70.2590505 18.2819916, -70.259186 18.2820731)",2,,
261473721,residential,False,True,401.374,"LINESTRING (-70.2587065 18.2818431, -70.2581065 18.2815842, -70.2579867 18.281536, -70.2578405 18.2814243, -70.2577632 18.2811896, -70.2577611 18.2810518, -70.2577476 18.2808531, -70.2577045 18.2806449, -70.2576503 18.2804991, -70.2574787 18.2801689, -70.2574019 18.2800488, -70.2572664 18.2798987, -70.2565031 18.2793797, -70.2563721 18.2793282)",2,,
261473729,residential,False,True,94.085,"LINESTRING (-70.2587065 18.2818431, -70.2585512 18.2821443, -70.2584825 18.2823156, -70.2584793 18.2823778, -70.2585448 18.2826356)",,,
261473721,residential,False,False,41.098,"LINESTRING (-70.259186 18.2820731, -70.2593012 18.2822036, -70.2594365 18.282356)",2,,
261473721,residential,False,True,56.833,"LINESTRING (-70.259186 18.2820731, -70.2590505 18.2819916, -70.2587065 18.2818431)",2,,
1190135308,residential,False,True,131.511,"LINESTRING (-70.259186 18.2820731, -70.259454 18.2817436, -70.2597691 18.281438, -70.2599763 18.2811623)",,,
261473721,residential,False,False,122.099,"LINESTRING (-70.2594365 18.282356, -70.2594844 18.2824112, -70.2596558 18.2825449, -70.2599087 18.282725, -70.2602339 18.2829437, -70.2603515 18.2830237)",2,,
261473721,residential,False,True,41.098,"LINESTRING (-70.2594365 18.282356, -70.2593012 18.2822036, -70.259186 18.2820731)",2,,
261473729,residential,False,False,99.315,"LINESTRING (-70.2594365 18.282356, -70.2591803 18.2824203, -70.2589456 18.2824855, -70.2587268 18.2825598, -70.2585448 18.2826356)",,,
261473712,residential,False,False,190.27700000000004,"LINESTRING (-70.2585448 18.2826356, -70.2585067 18.282855, -70.2584976 18.2830437, -70.2585021 18.2831423, -70.2584705 18.2833139, -70.2584344 18.2835047, -70.2585038 18.2835928, -70.2585657 18.2837521, -70.2587069 18.2839556, -70.2588051 18.2840867, -70.2589031 18.2842028)",,,
261473729,residential,False,False,94.08500000000001,"LINESTRING (-70.2585448 18.2826356, -70.2584793 18.2823778, -70.2584825 18.2823156, -70.2585512 18.2821443, -70.2587065 18.2818431)",,,
261473729,residential,False,True,99.315,"LINESTRING (-70.2585448 18.2826356, -70.2587268 18.2825598, -70.2589456 18.2824855, -70.2591803 18.2824203, -70.2594365 18.282356)",,,
261473713,residential,False,False,70.4,"LINESTRING (-70.2603515 18.2830237, -70.2604552 18.2830938, -70.2606766 18.2832096, -70.2608753 18.2833083, -70.2609359 18.2833227)",2,,
261473715,residential,False,False,117.807,"LINESTRING (-70.2603515 18.2830237, -70.2604425 18.2832375, -70.2605128 18.2834802, -70.2605208 18.2836454, -70.2605048 18.2838395, -70.260409 18.2840366)",,,
261473721,residential,False,True,122.099,"LINESTRING (-70.2603515 18.2830237, -70.2602339 18.2829437, -70.2599087 18.282725, -70.2596558 18.2825449, -70.2594844 18.2824112, -70.2594365 18.282356)",2,,
261473728,residential,False,False,205.74799999999996,"LINESTRING (-70.2603515 18.2830237, -70.2600401 18.2832367, -70.2598752 18.2833503, -70.2597013 18.2835112, -70.2594823 18.283657, -70.2590351 18.2839636, -70.2589109 18.2840966, -70.2589031 18.2842028)",,,
261473713,residential,False,False,47.487,"LINESTRING (-70.2609359 18.2833227, -70.2611824 18.2833812, -70.2613676 18.2834412)",2,,
261473713,residential,False,True,70.39999999999999,"LINESTRING (-70.2609359 18.2833227, -70.2608753 18.2833083, -70.2606766 18.2832096, -70.2604552 18.2830938, -70.2603515 18.2830237)",2,,
261473715,residential,False,True,69.856,"LINESTRING (-70.2609359 18.2833227, -70.260928 18.2834938, -70.2609743 18.2836348, -70.2610526 18.283935)",,,
261473713,residential,False,False,44.977000000000004,"LINESTRING (-70.2613676 18.2834412, -70.2615393 18.2835141, -70.2617335 18.2836446)",2,,
261473713,residential,False,True,47.487,"LINESTRING (-70.2613676 18.2834412, -70.2611824 18.2833812, -70.2609359 18.2833227)",2,,
1190135308,residential,False,False,86.867,"LINESTRING (-70.2613676 18.2834412, -70.2613288 18.2829699, -70.2613449 18.2826618)",,,
261473713,residential,False,False,59.105000000000004,"LINESTRING (-70.2617335 18.2836446, -70.2619096 18.2837629, -70.2620768 18.2838958, -70.2621365 18.2840012)",2,,
261473713,residential,False,True,44.977000000000004,"LINESTRING (-70.2617335 18.2836446, -70.2615393 18.2835141, -70.2613676 18.2834412)",2,,
261473725,residential,False,True,79.861,"LINESTRING (-70.2617335 18.2836446, -70.2615875 18.2837531, -70.2614454 18.2838228, -70.2612889 18.2838805, -70.2610526 18.283935)",,,
261473715,residential,False,True,13.417,"LINESTRING (-70.2610526 18.283935, -70.2610845 18.2840518)",,,
261473715,residential,False,False,69.856,"LINESTRING (-70.2610526 18.283935, -70.2609743 18.2836348, -70.260928 18.2834938, -70.2609359 18.2833227)",,,
261473725,residential,False,False,79.861,"LINESTRING (-70.2610526 18.283935, -70.2612889 18.2838805, -70.2614454 18.2838228, -70.2615875 18.2837531, -70.2617335 18.2836446)",,,
261473713,residential,False,False,68.732,"LINESTRING (-70.2621365 18.2840012, -70.2621716 18.2840631, -70.2622665 18.2844748, -70.2622326 18.284597)",2,,
261473713,residential,False,True,59.105000000000004,"LINESTRING (-70.2621365 18.2840012, -70.2620768 18.2838958, -70.2619096 18.2837629, -70.2617335 18.2836446)",2,,
261473722,residential,False,False,59.316,"LINESTRING (-70.2621365 18.2840012, -70.2618223 18.2842019, -70.2616881 18.2843202)",,,
1190132033,residential,False,True,528.8409999999999,"LINESTRING (-70.2621365 18.2840012, -70.2623414 18.2838167, -70.2624218 18.2836792, -70.2625144 18.2834474, -70.2626538 18.2833112, -70.2630039 18.2830654, -70.2633566 18.2828999, -70.2635671 18.2826694, -70.2637495 18.282579, -70.2638139 18.2825879, -70.2638581 18.2826134, -70.2638809 18.2828566, -70.2639467 18.2835328, -70.2638863 18.283967, -70.2637951 18.2843707, -70.2637924 18.2847501, -70.2637838 18.2850909)",,,
261473711,residential,False,False,214.049,"LINESTRING (-70.260409 18.2840366, -70.2600816 18.2842338, -70.2598038 18.2844157, -70.259569 18.2845719, -70.2595147 18.2846068, -70.2592896 18.2846538, -70.2591554 18.2846629, -70.2590596 18.284628, -70.259023 18.2844034, -70.2589031 18.2842028)",,,
261473715,residential,False,False,90.883,"LINESTRING (-70.260409 18.2840366, -70.2604489 18.2841367, -70.2604857 18.2842216, -70.2605336 18.2842444, -70.2606102 18.284255, -70.260738 18.2842034, -70.2610845 18.2840518)",,,
261473715,residential,False,True,117.807,"LINESTRING (-70.260409 18.2840366, -70.2605048 18.2838395, -70.2605208 18.2836454, -70.2605128 18.2834802, -70.2604425 18.2832375, -70.2603515 18.2830237)",,,
261473715,residential,False,False,13.417,"LINESTRING (-70.2610845 18.2840518, -70.2610526 18.283935)",,,
261473715,residential,False,True,90.883,"LINESTRING (-70.2610845 18.2840518, -70.260738 18.2842034, -70.2606102 18.284255, -70.2605336 18.2842444, -70.2604857 18.2842216, -70.2604489 18.2841367, -70.260409 18.2840366)",,,
261473724,residential,False,True,70.75,"LINESTRING (-70.2610845 18.2840518, -70.2612465 18.2840958, -70.2615483 18.2842353, -70.2616881 18.2843202)",,,
261473711,residential,False,True,214.049,"LINESTRING (-70.2589031 18.2842028, -70.259023 18.2844034, -70.2590596 18.284628, -70.2591554 18.2846629, -70.2592896 18.2846538, -70.2595147 18.2846068, -70.259569 18.2845719, -70.2598038 18.2844157, -70.2600816 18.2842338, -70.260409 18.2840366)",,,
261473712,residential,False,True,190.277,"LINESTRING (-70.2589031 18.2842028, -70.2588051 18.2840867, -70.2587069 18.2839556, -70.2585657 18.2837521, -70.2585038 18.2835928, -70.2584344 18.2835047, -70.2584705 18.2833139, -70.2585021 18.2831423, -70.2584976 18.2830437, -70.2585067 18.282855, -70.2585448 18.2826356)",,,
261473728,residential,False,True,205.748,"LINESTRING (-70.2589031 18.2842028, -70.2589109 18.2840966, -70.2590351 18.2839636, -70.2594823 18.283657, -70.2597013 18.2835112, -70.2598752 18.2833503, -70.2600401 18.2832367, -70.2603515 18.2830237)",,,
261473710,residential,False,False,212.377,"LINESTRING (-70.2616881 18.2843202, -70.2615269 18.2845385, -70.2613863 18.284772, -70.2613145 18.2848479, -70.261134 18.2850192, -70.2609248 18.2851845, -70.2607092 18.285324, -70.2604777 18.2854513, -70.2603483 18.2855347, -70.2602637 18.2856257)",,,
261473722,residential,False,True,59.316,"LINESTRING (-70.2616881 18.2843202, -70.2618223 18.2842019, -70.2621365 18.2840012)",,,
261473724,residential,False,False,70.75,"LINESTRING (-70.2616881 18.2843202, -70.2615483 18.2842353, -70.2612465 18.2840958, -70.2610845 18.2840518)",,,
261473727,residential,False,True,68.259,"LINESTRING (-70.2616881 18.2843202, -70.2617271 18.2843793, -70.2618341 18.2844779, -70.261989 18.2845582, -70.2621455 18.2845901, -70.2622326 18.284597)",,,
261473713,residential,False,True,68.732,"LINESTRING (-70.2622326 18.284597, -70.2622665 18.2844748, -70.2621716 18.2840631, -70.2621365 18.2840012)",2,,
261473726,residential,False,True,181.264,"LINESTRING (-70.2622326 18.284597, -70.2623677 18.2846293, -70.2625354 18.284746, -70.2626807 18.2848962, -70.2628085 18.2849795, -70.2629714 18.2850235, -70.263262 18.2850205, -70.2635958 18.2850159, -70.2637202 18.2850511, -70.2637838 18.2850909)",,,
261473727,residential,False,False,68.259,"LINESTRING (-70.2622326 18.284597, -70.2621455 18.2845901, -70.261989 18.2845582, -70.2618341 18.2844779, -70.2617271 18.2843793, -70.2616881 18.2843202)",,,
261473726,residential,False,False,181.264,"LINESTRING (-70.2637838 18.2850909, -70.2637202 18.2850511, -70.2635958 18.2850159, -70.263262 18.2850205, -70.2629714 18.2850235, -70.2628085 18.2849795, -70.2626807 18.2848962, -70.2625354 18.284746, -70.2623677 18.2846293, -70.2622326 18.284597)",,,
1190132033,residential,False,False,528.8409999999999,"LINESTRING (-70.2637838 18.2850909, -70.2637924 18.2847501, -70.2637951 18.2843707, -70.2638863 18.283967, -70.2639467 18.2835328, -70.2638809 18.2828566, -70.2638581 18.2826134, -70.2638139 18.2825879, -70.2637495 18.282579, -70.2635671 18.2826694, -70.2633566 18.2828999, -70.2630039 18.2830654, -70.2626538 18.2833112, -70.2625144 18.2834474, -70.2624218 18.2836792, -70.2623414 18.2838167, -70.2621365 18.2840012)",,,
261473710,residential,False,True,212.377,"LINESTRING (-70.2602637 18.2856257, -70.2603483 18.2855347, -70.2604777 18.2854513, -70.2607092 18.285324, -70.2609248 18.2851845, -70.261134 18.2850192, -70.2613145 18.2848479, -70.2613863 18.284772, -70.2615269 18.2845385, -70.2616881 18.2843202)",,,
222719435,unclassified,False,True,34.754,"LINESTRING (-70.2566346 18.2865917, -70.256409 18.2868193)",,,Camino La Rigola
222719435,unclassified,False,False,972.2729999999999,"LINESTRING (-70.2566346 18.2865917, -70.2571066 18.2862046, -70.2576162 18.2856596, -70.2581688 18.2851503, -70.2585175 18.2848599, -70.2587857 18.2846053, -70.2588501 18.2844474, -70.258732 18.2842385, -70.2583512 18.2836884, -70.257922 18.2830517, -70.2576323 18.2825831, -70.2572997 18.2819515, -70.256597 18.2805304, -70.2562215 18.2797816, -70.2560551 18.2793907)",,,Camino La Rigola
1247986421,residential,False,True,255.897,"LINESTRING (-70.2566346 18.2865917, -70.2566296 18.2864335, -70.256643 18.2862451, -70.2566779 18.2860388, -70.2566698 18.2859828, -70.2565733 18.2857994, -70.2564499 18.2856339, -70.2563855 18.2853996, -70.2563587 18.2851907, -70.256305 18.2849895, -70.2561924 18.2847934, -70.2559939 18.2845413, -70.2559364 18.2844792)",,,
1247986421,residential,False,False,228.016,"LINESTRING (-70.2547386 18.2828477, -70.2548003 18.2828833, -70.2550042 18.2829903, -70.2552027 18.2831227, -70.2553609 18.2833443, -70.2556533 18.2839046, -70.2557981 18.2842535, -70.2558973 18.2844369, -70.2559364 18.2844792)",,,
1247986421,residential,False,True,405.576,"LINESTRING (-70.2547386 18.2828477, -70.2547038 18.2828069, -70.2546823 18.2827382, -70.2546689 18.2825879, -70.2546072 18.2817755, -70.2546099 18.2817067, -70.254626 18.2816481, -70.2546662 18.2815794, -70.2552 18.2807364, -70.2552402 18.2806218, -70.2552509 18.2805071, -70.2552053 18.2801582, -70.2551946 18.2800207, -70.2552348 18.2799265, -70.2552858 18.2798602, -70.2554038 18.279766, -70.2555433 18.2796489, -70.2556095 18.2795306)",,,
261473723,residential,False,False,100.39099999999999,"LINESTRING (-70.2548347 18.2790242, -70.2552609 18.2793668, -70.2554358 18.2794764, -70.2556095 18.2795306)",2,,Calle Principal
1190135295,residential,False,True,83.129,"LINESTRING (-70.2604705 18.2822925, -70.2608272 18.2823434, -70.2612537 18.2823536)",,,
1190135296,residential,False,True,186.293,"LINESTRING (-70.2627102 18.2820964, -70.2625412 18.2819487, -70.2624607 18.2819155, -70.2623695 18.2819079, -70.2622488 18.2819869, -70.2620235 18.2821397, -70.2619833 18.2822237, -70.2619135 18.2824084, -70.2617995 18.282458, -70.2616507 18.2825242, -70.2613449 18.2826618)",,,
1190135297,residential,False,True,25.187,"LINESTRING (-70.2601983 18.279738, -70.2600856 18.2798004, -70.2600092 18.279873)",,,
1190135301,residential,False,False,67.003,"LINESTRING (-70.2581571 18.2801493, -70.2586319 18.2797495)",,,
1190135301,residential,False,True,45.083,"LINESTRING (-70.2581571 18.2801493, -70.2583475 18.2805122)",,,
1190135300,residential,False,False,267.967,"LINESTRING (-70.2581571 18.2801493, -70.2578366 18.2792834, -70.2577762 18.2791764, -70.2576743 18.2790643, -70.2574919 18.2789383, -70.2571325 18.2787307, -70.2565999 18.2783915)",,,
1190135301,residential,False,False,45.083,"LINESTRING (-70.2583475 18.2805122, -70.2581571 18.2801493)",,,
1190135302,residential,False,False,55.185,"LINESTRING (-70.2583475 18.2805122, -70.2585661 18.280963)",,,
1190135302,residential,False,True,93.275,"LINESTRING (-70.2583475 18.2805122, -70.2590074 18.2799545)",,,
1190135303,residential,False,True,112.238,"LINESTRING (-70.2593539 18.2802853, -70.2585661 18.280963)",,,
1190135304,residential,False,False,30.056,"LINESTRING (-70.2593539 18.2802853, -70.2591696 18.2800793)",,,
1190135304,residential,False,True,17.0,"LINESTRING (-70.2593539 18.2802853, -70.2594687 18.2803925)",,,
1190135302,residential,False,True,55.185,"LINESTRING (-70.2585661 18.280963, -70.2583475 18.2805122)",,,
1190135303,residential,False,False,112.238,"LINESTRING (-70.2585661 18.280963, -70.2593539 18.2802853)",,,
1190135303,residential,False,True,153.18599999999998,"LINESTRING (-70.2585661 18.280963, -70.258833 18.2812139, -70.2589309 18.281219, -70.2590127 18.2811821, -70.2596672 18.2806141)",,,
1190135306,residential,False,False,20.536,"LINESTRING (-70.2596672 18.2806141, -70.2598093 18.2807402)",,,
1190135306,residential,False,True,32.348,"LINESTRING (-70.2596672 18.2806141, -70.2594687 18.2803925)",,,
1190135303,residential,False,False,153.186,"LINESTRING (-70.2596672 18.2806141, -70.2590127 18.2811821, -70.2589309 18.281219, -70.258833 18.2812139, -70.2585661 18.280963)",,,
1190135301,residential,False,True,67.003,"LINESTRING (-70.2586319 18.2797495, -70.2581571 18.2801493)",,,
1190135304,residential,False,True,15.215,"LINESTRING (-70.2586319 18.2797495, -70.2587351 18.279845)",,,
1190135298,residential,False,True,58.937,"LINESTRING (-70.2587351 18.279845, -70.2591576 18.2794986)",,,
1190135304,residential,False,False,15.215,"LINESTRING (-70.2587351 18.279845, -70.2586319 18.2797495)",,,
1190135304,residential,False,True,31.222,"LINESTRING (-70.2587351 18.279845, -70.2590074 18.2799545)",,,
1190135302,residential,False,False,93.275,"LINESTRING (-70.2590074 18.2799545, -70.2583475 18.2805122)",,,
1190135304,residential,False,False,31.222,"LINESTRING (-70.2590074 18.2799545, -70.2587351 18.279845)",,,
1190135304,residential,False,True,22.042,"LINESTRING (-70.2590074 18.2799545, -70.2591696 18.2800793)",,,
1190135299,residential,False,True,76.408,"LINESTRING (-70.2591696 18.2800793, -70.259686 18.2795979)",,,
1190135304,residential,False,False,22.042,"LINESTRING (-70.2591696 18.2800793, -70.2590074 18.2799545)",,,
1190135304,residential,False,True,30.056,"LINESTRING (-70.2591696 18.2800793, -70.2593539 18.2802853)",,,
261473720,residential,False,True,45.207,"LINESTRING (-70.2566953 18.2780008, -70.256699 18.2780761, -70.2566761 18.2782121, -70.2565999 18.2783915)",,,
1190135298,residential,False,False,58.937,"LINESTRING (-70.2591576 18.2794986, -70.2587351 18.279845)",,,
1190135305,residential,False,True,56.873,"LINESTRING (-70.2591576 18.2794986, -70.259686 18.2795979)",,,
1190135299,residential,False,False,76.408,"LINESTRING (-70.259686 18.2795979, -70.2591696 18.2800793)",,,
1190135305,residential,False,False,56.873,"LINESTRING (-70.259686 18.2795979, -70.2591576 18.2794986)",,,
1190135305,residential,False,True,45.828,"LINESTRING (-70.259686 18.2795979, -70.2600092 18.279873)",,,
1190135305,residential,False,False,45.828,"LINESTRING (-70.2600092 18.279873, -70.259686 18.2795979)",,,
1190135305,residential,False,True,26.602,"LINESTRING (-70.2600092 18.279873, -70.2598442 18.2800538)",,,
1190135297,residential,False,False,25.187,"LINESTRING (-70.2600092 18.279873, -70.2600856 18.2798004, -70.2601983 18.279738)",,,
1190135304,residential,False,False,17.0,"LINESTRING (-70.2594687 18.2803925, -70.2593539 18.2802853)",,,
1190135306,residential,False,False,32.348,"LINESTRING (-70.2594687 18.2803925, -70.2596672 18.2806141)",,,
1190135306,residential,False,True,54.683,"LINESTRING (-70.2594687 18.2803925, -70.2598442 18.2800538)",,,
1190135305,residential,False,False,26.602,"LINESTRING (-70.2598442 18.2800538, -70.2600092 18.279873)",,,
1190135306,residential,False,False,54.683,"LINESTRING (-70.2598442 18.2800538, -70.2594687 18.2803925)",,,
1190135306,residential,False,True,56.408,"LINESTRING (-70.2598442 18.2800538, -70.2601513 18.2804689)",,,
1190135307,residential,False,True,54.652,"LINESTRING (-70.2603753 18.2814711, -70.2601835 18.2813489, -70.2600132 18.2812088, -70.2599763 18.2811623)",,,
1190135307,residential,False,False,54.652,"LINESTRING (-70.2599763 18.2811623, -70.2600132 18.2812088, -70.2601835 18.2813489, -70.2603753 18.2814711)",,,
1190135308,residential,False,False,131.511,"LINESTRING (-70.2599763 18.2811623, -70.2597691 18.281438, -70.259454 18.2817436, -70.259186 18.2820731)",,,
1190135308,residential,False,True,51.138,"LINESTRING (-70.2599763 18.2811623, -70.2599756 18.2811133, -70.259802 18.2807612, -70.2598093 18.2807402)",,,
1190135306,residential,False,True,20.536,"LINESTRING (-70.2598093 18.2807402, -70.2596672 18.2806141)",,,
1190135308,residential,False,True,47.053,"LINESTRING (-70.2598093 18.2807402, -70.2601513 18.2804689)",,,
1190135308,residential,False,False,51.138,"LINESTRING (-70.2598093 18.2807402, -70.259802 18.2807612, -70.2599756 18.2811133, -70.2599763 18.2811623)",,,
1190135306,residential,False,False,56.408,"LINESTRING (-70.2601513 18.2804689, -70.2598442 18.2800538)",,,
1190135308,residential,False,False,47.053,"LINESTRING (-70.2601513 18.2804689, -70.2598093 18.2807402)",,,
1190135308,residential,False,True,319.617,"LINESTRING (-70.2601513 18.2804689, -70.2606234 18.2802117, -70.26072 18.2802219, -70.2607521 18.2802932, -70.261066 18.2811158, -70.2612725 18.2815131, -70.2613181 18.2817729, -70.2613503 18.2821371, -70.2613422 18.2822186, -70.2612537 18.2823536)",,,
1190135308,residential,False,True,35.597,"LINESTRING (-70.2612537 18.2823536, -70.2613449 18.2826618)",,,
1190135295,residential,False,False,83.129,"LINESTRING (-70.2612537 18.2823536, -70.2608272 18.2823434, -70.2604705 18.2822925)",,,
1190135308,residential,False,False,319.617,"LINESTRING (-70.2612537 18.2823536, -70.2613422 18.2822186, -70.2613503 18.2821371, -70.2613181 18.2817729, -70.2612725 18.2815131, -70.261066 18.2811158, -70.2607521 18.2802932, -70.26072 18.2802219, -70.2606234 18.2802117, -70.2601513 18.2804689)",,,
1190135308,residential,False,False,35.597,"LINESTRING (-70.2613449 18.2826618, -70.2612537 18.2823536)",,,
1190135296,residential,False,False,186.293,"LINESTRING (-70.2613449 18.2826618, -70.2616507 18.2825242, -70.2617995 18.282458, -70.2619135 18.2824084, -70.2619833 18.2822237, -70.2620235 18.2821397, -70.2622488 18.2819869, -70.2623695 18.2819079, -70.2624607 18.2819155, -70.2625412 18.2819487, -70.2627102 18.2820964)",,,
1190135308,residential,False,True,86.867,"LINESTRING (-70.2613449 18.2826618, -70.2613288 18.2829699, -70.2613676 18.2834412)",,,
222719435,unclassified,False,False,34.754,"LINESTRING (-70.256409 18.2868193, -70.2566346 18.2865917)",,,Camino La Rigola
1247986422,residential,False,False,164.89100000000002,"LINESTRING (-70.256409 18.2868193, -70.2563533 18.2866246, -70.2563426 18.2865023, -70.2563292 18.2864335, -70.2563104 18.2863801, -70.2562273 18.2863164, -70.2553421 18.2859166)",,,
1247986422,residential,False,True,164.891,"LINESTRING (-70.2553421 18.2859166, -70.2562273 18.2863164, -70.2563104 18.2863801, -70.2563292 18.2864335, -70.2563426 18.2865023, -70.2563533 18.2866246, -70.256409 18.2868193)",,,
1247986423,residential,False,True,165.988,"LINESTRING (-70.2553421 18.2859166, -70.2554199 18.285723, -70.2556077 18.2853614, -70.2557445 18.2850889, -70.2558035 18.2849106, -70.2558115 18.2847323, -70.2558031 18.2845173)",,,
1247986424,residential,False,True,14.698,"LINESTRING (-70.2558031 18.2845173, -70.2559364 18.2844792)",,,
1247986423,residential,False,False,165.988,"LINESTRING (-70.2558031 18.2845173, -70.2558115 18.2847323, -70.2558035 18.2849106, -70.2557445 18.2850889, -70.2556077 18.2853614, -70.2554199 18.285723, -70.2553421 18.2859166)",,,
1247986424,residential,False,False,14.698,"LINESTRING (-70.2559364 18.2844792, -70.2558031 18.2845173)",,,
1247986421,residential,False,False,255.897,"LINESTRING (-70.2559364 18.2844792, -70.2559939 18.2845413, -70.2561924 18.2847934, -70.256305 18.2849895, -70.2563587 18.2851907, -70.2563855 18.2853996, -70.2564499 18.2856339, -70.2565733 18.2857994, -70.2566698 18.2859828, -70.2566779 18.2860388, -70.256643 18.2862451, -70.2566296 18.2864335, -70.2566346 18.2865917)",,,
1247986421,residential,False,True,228.016,"LINESTRING (-70.2559364 18.2844792, -70.2558973 18.2844369, -70.2557981 18.2842535, -70.2556533 18.2839046, -70.2553609 18.2833443, -70.2552027 18.2831227, -70.2550042 18.2829903, -70.2548003 18.2828833, -70.2547386 18.2828477)",,,
