osmid,oneway,lanes,name,highway,reversed,length,geometry,ref,bridge
164782831,False,2,太平街,residential,False,241.798,"LINESTRING (120.306832 23.0394127, 120.3065347 23.0393419, 120.3061341 23.0392573, 120.3054054 23.0391174, 120.3050369 23.0390345, 120.3045286 23.0389286)",,
396429057,False,2,中正路,tertiary,False,214.778,"LINESTRING (120.306832 23.0394127, 120.3066239 23.0399654, 120.3065451 23.04017, 120.3064815 23.0402926, 120.3059576 23.0411615)",,
776395102,False,2,太平街,residential,True,195.764,"LINESTRING (120.306832 23.0394127, 120.3081816 23.0397465, 120.3086907 23.0398219)",,
973109777,False,2,中正路,tertiary,True,118.339,"LINESTRING (120.306832 23.0394127, 120.3069867 23.0389267, 120.3071572 23.0383914)",,
165807664,False,2,中山路,tertiary,False,26.885,"LINESTRING (120.3060884 23.0358216, 120.3058273 23.0357947)",,
165807664,False,2,中山路,tertiary,True,74.936,"LINESTRING (120.3060884 23.0358216, 120.3063631 23.0358413, 120.3068184 23.035875)",,
165807664,False,2,中山路,tertiary,False,88.616,"LINESTRING (120.3049393 23.035719, 120.3040735 23.0357361)",,
164782853,False,,民權街,residential,False,79.124,"LINESTRING (120.3049393 23.035719, 120.3048712 23.0361065, 120.3048383 23.0364241)",,
165807664,False,2,中山路,tertiary,True,91.261,"LINESTRING (120.3049393 23.035719, 120.3053839 23.035753, 120.3057186 23.0357845, 120.3058273 23.0357947)",,
165807664,False,2,中山路,tertiary,False,128.41,"LINESTRING (120.3080715 23.0359361, 120.3072134 23.0358908, 120.3068184 23.035875)",,
"[165807665, 307253421]",False,2,中山路,tertiary,True,167.06,"LINESTRING (120.3080715 23.0359361, 120.3085487 23.036049, 120.3089778 23.0361353, 120.3091193 23.0361639, 120.3094123 23.0362362, 120.3096552 23.0362994)",,
776395103,False,2,中正路,tertiary,False,166.41,"LINESTRING (120.3080715 23.0359361, 120.3076751 23.0368929, 120.3076108 23.0370437, 120.3074842 23.0373316)",,
294336532,False,4,忠孝路,primary,True,180.956,"LINESTRING (120.3071572 23.0383914, 120.3061486 23.0382131, 120.3058049 23.0381505, 120.3054226 23.038075)",20,
776395103,False,2,中正路,tertiary,True,122.531,"LINESTRING (120.3071572 23.0383914, 120.3072497 23.0381276, 120.3073095 23.0379333, 120.3074842 23.0373316)",,
973109777,False,2,中正路,tertiary,False,118.339,"LINESTRING (120.3071572 23.0383914, 120.3069867 23.0389267, 120.306832 23.0394127)",,
