osmid,lanes,ref,highway,oneway,reversed,length,name,geometry,maxspeed,tunnel
289092789,2,118,secondary,False,True,9.885,,"LINESTRING (121.0052848 24.8387146, 121.005199 24.8387575)",,
126794524,2,118,secondary,False,False,32.214,中正東路,"LINESTRING (121.0052848 24.8387146, 121.0053821 24.8386687, 121.0055625 24.8385719)",,
289092783,2,1,primary,True,False,147.70999999999998,中華路,"LINESTRING (121.0052848 24.8387146, 121.0053018 24.838911, 121.0053308 24.8392453, 121.0053406 24.8394652, 121.0053992 24.8400387)",50,
289092789,2,118,secondary,False,False,9.885,,"LINESTRING (121.005199 24.8387575, 121.0052848 24.8387146)",,
289092782,2,1,primary,True,False,225.737,中華路,"LINESTRING (121.005199 24.8387575, 121.0051807 24.8385523, 121.0050945 24.8374579, 121.0050535 24.8369366, 121.0050334 24.836733)",50,
323734347,2,118,secondary,False,True,287.2420000000001,中正西路,"LINESTRING (121.005199 24.8387575, 121.0051193 24.8387946, 121.0048273 24.8389304, 121.0043121 24.8391701, 121.0042763 24.8391867, 121.0042506 24.8391981, 121.0042156 24.8392137, 121.0040832 24.8392725, 121.0040694 24.8392774, 121.003886 24.8393612, 121.0036899 24.8394495, 121.0036423 24.8394712, 121.0035605 24.8395103, 121.003418 24.8395729, 121.0031403 24.839692, 121.0031176 24.8397017, 121.00276 24.8398602, 121.0026509 24.8399085)",,
289092744,,,tertiary,False,False,61.988,博愛街,"LINESTRING (121.0080616 24.8356616, 121.0083969 24.8361287)",,
"[289092817, 323225459, 204198087]",,,tertiary,False,False,207.18099999999998,"['三民路地下道', '三民路']","LINESTRING (121.0080616 24.8356616, 121.007747 24.8358217, 121.0074994 24.8359489, 121.00737 24.8360073, 121.006564 24.8363238, 121.0062022 24.8364437)",,yes
217772424,,,residential,False,True,176.517,國興街,"LINESTRING (121.0013365 24.8405182, 121.0013674 24.840561, 121.0015979 24.840958, 121.0017273 24.8411807, 121.0018461 24.8413851, 121.0019219 24.8415156, 121.00216 24.8419185)",,
289092831,2,118,secondary,False,False,133.981,中正西路,"LINESTRING (121.0013365 24.8405182, 121.0013868 24.8404945, 121.0024768 24.8399816, 121.0025152 24.8399635)",,
323742776,,118,secondary,False,True,14.997,中正西路,"LINESTRING (121.0026509 24.8399085, 121.0025152 24.8399635)",,
321412177,,,tertiary,False,True,174.35600000000002,華興街,"LINESTRING (121.0026509 24.8399085, 121.0026891 24.8399592, 121.0029326 24.8402826, 121.0030139 24.8403906, 121.0034354 24.8409503, 121.0036258 24.8412031)",,
323734347,2,118,secondary,False,False,287.24199999999996,中正西路,"LINESTRING (121.0026509 24.8399085, 121.00276 24.8398602, 121.0031176 24.8397017, 121.0031403 24.839692, 121.003418 24.8395729, 121.0035605 24.8395103, 121.0036423 24.8394712, 121.0036899 24.8394495, 121.003886 24.8393612, 121.0040694 24.8392774, 121.0040832 24.8392725, 121.0042156 24.8392137, 121.0042506 24.8391981, 121.0042763 24.8391867, 121.0043121 24.8391701, 121.0048273 24.8389304, 121.0051193 24.8387946, 121.005199 24.8387575)",,
323760188,,,residential,False,False,10.568,國盛街,"LINESTRING (121.0054395 24.8419732, 121.0055373 24.8419392)",,
323760187,2,1,primary,True,False,358.4239999999999,中華路,"LINESTRING (121.0054395 24.8419732, 121.005426 24.8418145, 121.0053631 24.841073, 121.0053378 24.8408028, 121.0052925 24.8400367, 121.0052434 24.8394976, 121.0052083 24.8389123, 121.005199 24.8387575)",50,
323764081,,,tertiary,False,True,105.06899999999999,國盛街,"LINESTRING (121.0054395 24.8419732, 121.0053835 24.8419909, 121.0052287 24.8420275, 121.0050597 24.8420871, 121.00477 24.8422003, 121.0044904 24.8423511)",,
"[300625312, 468684467]",,,residential,False,False,404.30299999999994,文昌街,"LINESTRING (120.9992635 24.8370573, 120.999617 24.8367321, 121.0002034 24.8364112, 121.0008566 24.8360653, 121.0014675 24.8357231, 121.0018514 24.8355455, 121.0018999 24.8356281, 121.0021064 24.8360083, 121.0022498 24.8362912)",,
321412178,,,tertiary,False,True,69.025,華興街,"LINESTRING (120.9992635 24.8370573, 120.9993857 24.8371687, 120.999746 24.8374973)",,
131542542,,,residential,False,True,286.66,新光街,"LINESTRING (120.999746 24.8374973, 121.0001897 24.8372638, 121.0005118 24.8370943, 121.0006245 24.837035, 121.0011939 24.8367355, 121.0014423 24.8365993, 121.0016998 24.8364825, 121.0022498 24.8362912)",,
321412178,,,tertiary,False,False,69.025,華興街,"LINESTRING (120.999746 24.8374973, 120.9993857 24.8371687, 120.9992635 24.8370573)",,
321412178,,,tertiary,False,True,149.73000000000002,華興街,"LINESTRING (120.999746 24.8374973, 121.0002558 24.8379495, 121.0008017 24.8384435)",,
132143042,,,residential,False,True,39.708,中央路,"LINESTRING (121.0008017 24.8384435, 121.000476 24.8386439)",,
321412178,,,tertiary,False,True,42.28,華興街,"LINESTRING (121.0008017 24.8384435, 121.001113 24.838698)",,
321412178,,,tertiary,False,False,149.73000000000002,華興街,"LINESTRING (121.0008017 24.8384435, 121.0002558 24.8379495, 120.999746 24.8374973)",,
361381913,,,residential,False,False,229.101,中央路,"LINESTRING (121.0008017 24.8384435, 121.0014463 24.8381481, 121.001914 24.8379446, 121.0020794 24.8378737, 121.0026745 24.837627, 121.0028503 24.8375561)",,
321412178,,,tertiary,False,False,70.512,華興街,"LINESTRING (121.0019814 24.8394669, 121.0017642 24.8392661, 121.0015528 24.8390778, 121.0014851 24.8390206)",,
321412178,,,tertiary,False,True,77.186,華興街,"LINESTRING (121.0019814 24.8394669, 121.0020056 24.8394828, 121.0024868 24.8399367, 121.0025152 24.8399635)",,
323760185,,,residential,False,False,135.368,新民街,"LINESTRING (120.9994322 24.843727, 120.9998965 24.8433713, 121.0000822 24.843238, 121.0004705 24.8429563)",,
323760186,,,residential,False,False,66.158,國盛街,"LINESTRING (120.9994322 24.843727, 120.9997232 24.8439387, 120.9999592 24.8440799)",,
323760188,,,residential,False,True,10.568,國盛街,"LINESTRING (121.0055373 24.8419392, 121.0054395 24.8419732)",,
289092784,2,1,primary,True,False,213.903,中華路,"LINESTRING (121.0055373 24.8419392, 121.0055459 24.8420328, 121.0056353 24.8430115, 121.0056904 24.8435954, 121.005715 24.8438561)",50,
"[321412731, 321412732, 391513494]",,,residential,False,False,499.63499999999993,新泰路,"LINESTRING (121.0055373 24.8419392, 121.005635 24.8418971, 121.0061037 24.8416405, 121.0062082 24.8415761, 121.0064288 24.8414402, 121.0067664 24.8412979, 121.0069229 24.8412315, 121.0070565 24.8411748, 121.0073003 24.8410408, 121.0073488 24.8410142, 121.0074126 24.8409894, 121.0079075 24.8406933, 121.0085595 24.8403399, 121.0085382 24.840304, 121.0083849 24.8400454, 121.0082184 24.8397645, 121.008062 24.8395007, 121.0080391 24.8394585, 121.0080142 24.8394171, 121.0079939 24.8393832, 121.0079626 24.8393268, 121.0079504 24.8393049, 121.0079344 24.8392777, 121.0078778 24.8391816)",,
323760186,,,residential,False,False,104.677,國盛街,"LINESTRING (121.0028761 24.8431805, 121.0037734 24.8427081)",,
321403033,,,residential,False,True,79.363,國興街,"LINESTRING (121.0028761 24.8431805, 121.0027823 24.8430115, 121.002709 24.8428801, 121.0026821 24.8428318, 121.0025156 24.8425462)",,
323760186,,,residential,False,True,176.04700000000003,國盛街,"LINESTRING (121.0028761 24.8431805, 121.0025864 24.8433351, 121.001987 24.8436442, 121.0019544 24.8436631, 121.0015566 24.8438592, 121.001456 24.843914, 121.0013609 24.843965)",,
