osmid,oneway,ref,name,highway,reversed,length,bridge,geometry
"[257863674, 257863671, 181422151]",False,139,中集路,secondary,"[False, True]",109.922,yes,"LINESTRING (120.7712718 23.8783064, 120.7711397 23.8783294, 120.7705381 23.8783595, 120.7702635 23.8783731, 120.7701945 23.8783765)"
"[343451729, 532909046, 532909047]",False,,,residential,False,70.422,yes,"LINESTRING (120.7712718 23.8783064, 120.7712417 23.8784174, 120.7711927 23.8785548, 120.7710085 23.8788118, 120.7709413 23.8788389)"
"[257863672, 257863673, 257863674]",False,139,"['八仙橋', '永平路']",secondary,True,150.93800000000002,yes,"LINESTRING (120.7687213 23.8785382, 120.7690089 23.8784937, 120.7698975 23.8783956, 120.7701945 23.8783765)"
257863675,False,139,永安街,secondary,False,55.043,,"LINESTRING (120.7687213 23.8785382, 120.7684341 23.8787595, 120.7683011 23.87885)"
"[393920512, 1204341692]",False,,永平路,residential,False,324.457,,"LINESTRING (120.7687213 23.8785382, 120.7686385 23.8785503, 120.7685239 23.878567, 120.7676726 23.8786934, 120.7676321 23.8786994, 120.7667255 23.8788257, 120.7664166 23.878872, 120.7662902 23.8788909, 120.765773 23.8789684, 120.7655703 23.8789988)"
257863675,False,139,永安街,secondary,True,161.082,,"LINESTRING (120.7635113 23.8807, 120.7637298 23.8806615, 120.7642243 23.8805744, 120.7650531 23.8803709)"
281566093,False,,初中巷,residential,False,146.98399999999998,,"LINESTRING (120.7645596 23.8791292, 120.76462 23.8793059, 120.7646964 23.8795296, 120.7649083 23.8800153, 120.7650531 23.8803709)"
393920512,False,,永平路,residential,True,103.792,,"LINESTRING (120.7645596 23.8791292, 120.7652932 23.8790403, 120.7655703 23.8789988)"
257863675,False,139,永安街,secondary,False,191.61200000000002,,"LINESTRING (120.7667611 23.8796437, 120.7666242 23.8797037, 120.7659857 23.8799837, 120.7656502 23.8801102, 120.7650531 23.8803709)"
257863675,False,139,永安街,secondary,True,180.409,,"LINESTRING (120.7667611 23.8796437, 120.7670889 23.8795112, 120.7678741 23.8791407, 120.7683011 23.87885)"
257863675,False,139,永安街,secondary,False,161.082,,"LINESTRING (120.7650531 23.8803709, 120.7642243 23.8805744, 120.7637298 23.8806615, 120.7635113 23.8807)"
257863675,False,139,永安街,secondary,True,191.612,,"LINESTRING (120.7650531 23.8803709, 120.7656502 23.8801102, 120.7659857 23.8799837, 120.7666242 23.8797037, 120.7667611 23.8796437)"
