osmid,oneway,ref,name,highway,reversed,length,bridge,geometry,lanes
842085791,False,154乙,中山路,secondary,True,49.878,,"LINESTRING (120.5590654 23.6380768, 120.5593096 23.6384656)",
329134662,False,154乙,中山路,secondary,False,24.87,,"LINESTRING (120.5610179 23.6408378, 120.5608423 23.6406824)",
"[837331463, 329134663]",False,154乙,中山路,secondary,True,63.579,yes,"LINESTRING (120.5610179 23.6408378, 120.5610498 23.6409064, 120.5612397 23.6413151, 120.5612526 23.6413668)",
836406258,False,,,unclassified,False,346.298,,"LINESTRING (120.5610179 23.6408378, 120.5610758 23.6408296, 120.5611638 23.6408171, 120.5616925 23.6407103, 120.5618864 23.6407038, 120.5621152 23.6407316, 120.5623149 23.6407701, 120.562448 23.6408802, 120.5628309 23.6412332, 120.5630889 23.6414278, 120.563424 23.6416203, 120.5635909 23.6416941, 120.5637334 23.6417198, 120.5638443 23.6417241, 120.5639062 23.6417123, 120.5639354 23.6416963, 120.5640224 23.6417194)",
274740185,False,雲202,中正路,tertiary,False,91.691,,"LINESTRING (120.5620403 23.6447386, 120.5619553 23.6447124, 120.5613836 23.6445359, 120.5611803 23.6444993)",
1000847295,False,158甲;雲202,中正路,secondary,True,54.178000000000004,,"LINESTRING (120.5620403 23.6447386, 120.5621401 23.6447745, 120.5621697 23.6447852, 120.5624871 23.6448157, 120.5625604 23.6448228)",
1124683430,False,154乙,中山路,secondary,False,81.603,,"LINESTRING (120.5620403 23.6447386, 120.5620514 23.6446656, 120.5621512 23.6440118)",
1124683431,False,154乙;158甲,中山路,secondary,True,178.53699999999998,,"LINESTRING (120.5620403 23.6447386, 120.5620244 23.6448404, 120.5620023 23.6449816, 120.5619652 23.6452183, 120.5619198 23.645509, 120.5618969 23.6456553, 120.5617916 23.6462027, 120.5617645 23.6463239)",
1124683431,False,154乙;158甲,中山路,secondary,False,48.4,,"LINESTRING (120.5611045 23.6466599, 120.5615098 23.6464327)",
1171070874,False,158甲,西平路,secondary,True,32.535,,"LINESTRING (120.5611045 23.6466599, 120.5608127 23.6467789)",2
274740184,False,,中華路,tertiary,False,110.775,,"LINESTRING (120.5627672 23.6424565, 120.5616797 23.642457)",
274740184,False,,中華路,tertiary,True,81.6,,"LINESTRING (120.5627672 23.6424565, 120.5630285 23.6425037, 120.5635583 23.6425702)",
760394089,False,,,residential,True,176.888,,"LINESTRING (120.5627672 23.6424565, 120.5626736 23.6434415, 120.5626166 23.6440413)",
274740184,False,,中華路,tertiary,True,110.775,,"LINESTRING (120.5616797 23.642457, 120.5627672 23.6424565)",
274740184,False,,中華路,tertiary,False,87.148,,"LINESTRING (120.5616797 23.642457, 120.5615877 23.6425059, 120.5613317 23.6426422, 120.5612828 23.6426872, 120.5610122 23.6429365)",
