osmid,highway,oneway,reversed,length,geometry,ref,name,maxspeed,lanes
229773312,residential,False,True,81.16499999999999,"LINESTRING (120.5682401 22.57319, 120.5684911 22.5729216, 120.5687567 22.5726375)",,,,
522493646,secondary,False,False,85.876,"LINESTRING (120.5682401 22.57319, 120.5678202 22.5728741, 120.5677853 22.5728492, 120.5675872 22.5727074)",187;屏111,中正路,50,
522493646,secondary,False,True,78.88600000000001,"LINESTRING (120.5682401 22.57319, 120.5683321 22.5732564, 120.5688456 22.5736267)",187;屏111,中正路,50,
469085580,secondary,False,True,23.354,"LINESTRING (120.5688456 22.5736267, 120.5687179 22.5738005)",187;屏111,褒忠路,,
469085581,tertiary,False,True,89.798,"LINESTRING (120.5688456 22.5736267, 120.5691107 22.5733736, 120.5692062 22.5732837, 120.5694129 22.573089, 120.569451 22.5730443)",屏104,褒忠路,,
522493646,secondary,False,False,78.88600000000001,"LINESTRING (120.5688456 22.5736267, 120.5683321 22.5732564, 120.5682401 22.57319)",187;屏111,中正路,50,
469085580,secondary,False,False,23.354,"LINESTRING (120.5687179 22.5738005, 120.5688456 22.5736267)",187;屏111,褒忠路,,
121795254,secondary,False,True,183.843,"LINESTRING (120.5687179 22.5738005, 120.5685271 22.5740323, 120.5684872 22.5740879, 120.5684175 22.574229, 120.5683719 22.5743653, 120.5683244 22.5745041, 120.5682826 22.5747191, 120.5682405 22.5749362, 120.5682083 22.5750749, 120.5680702 22.5753144)",187,褒忠路,,
279774732,tertiary,False,True,152.27,"LINESTRING (120.5687179 22.5738005, 120.5687984 22.5739268, 120.5688909 22.5742996, 120.5690657 22.5746156, 120.5691714 22.5747696, 120.5693514 22.5750232)",屏111,民和路,,
121795254,secondary,False,False,130.193,"LINESTRING (120.5673379 22.5763453, 120.5674103 22.576276, 120.5675042 22.576167, 120.5677187 22.5758525, 120.568032 22.5753688)",187,褒忠路,,
121944131,secondary,False,False,207.322,"LINESTRING (120.5682704 22.5719524, 120.5686425 22.5715823, 120.5687845 22.5713825, 120.5689075 22.5711566, 120.5693618 22.5703971)",187乙,南進路,,
229773314,tertiary,False,True,91.137,"LINESTRING (120.5682704 22.5719524, 120.5685337 22.5723434, 120.5686612 22.5725209, 120.5687567 22.5726375)",,復興路,,
522493644,tertiary,False,False,133.695,"LINESTRING (120.5682704 22.5719524, 120.5678242 22.5712673, 120.5675976 22.570923)",屏111,復興路,,
522493645,secondary,False,True,109.549,"LINESTRING (120.5682704 22.5719524, 120.5679625 22.5722753, 120.567878 22.5723509, 120.5675872 22.5727074)",187乙;屏111,南進路,,
121795260,secondary,False,False,184.697,"LINESTRING (120.5675872 22.5727074, 120.5661638 22.5716918)",187,中正路,50,
229773315,residential,False,True,87.168,"LINESTRING (120.5675872 22.5727074, 120.5671429 22.5732412, 120.567104 22.5732858, 120.5670638 22.5733242)",,,,
522493645,secondary,False,False,109.549,"LINESTRING (120.5675872 22.5727074, 120.567878 22.5723509, 120.5679625 22.5722753, 120.5682704 22.5719524)",187乙;屏111,南進路,,
522493646,secondary,False,True,85.876,"LINESTRING (120.5675872 22.5727074, 120.5677853 22.5728492, 120.5678202 22.5728741, 120.5682401 22.57319)",187;屏111,中正路,50,
469085572,tertiary,False,False,84.959,"LINESTRING (120.5718855 22.5720284, 120.571078 22.5721951)",屏104,褒忠路,,
"[446791993, 229773311]",residential,False,False,347.38699999999994,"LINESTRING (120.5718855 22.5720284, 120.5720426 22.5717836, 120.5721092 22.571653, 120.5721198 22.5715994, 120.5721424 22.5715185, 120.5721853 22.5713601, 120.5722332 22.5712582, 120.5723601 22.5710744, 120.5724642 22.5709592, 120.5725267 22.5708938, 120.5726144 22.5707629, 120.5726441 22.5706885, 120.5726991 22.5704784, 120.5726755 22.5704135, 120.5721702 22.5701323, 120.5714387 22.5697733)",,南進路,,
