osmid,oneway,ref,name,highway,maxspeed,reversed,length,lanes,geometry,tunnel
386557607,False,9,中山路,primary,50,False,10.933,,"LINESTRING (121.2133946 23.1209599, 121.2133111 23.1208985)",
658736561,False,9,中山路,primary,50,True,116.381,,"LINESTRING (121.2133946 23.1209599, 121.2143047 23.1215883)",
94668463,True,20甲,,primary,,False,240.714,2,"LINESTRING (121.2133946 23.1209599, 121.2130557 23.1212135, 121.2126728 23.1219852, 121.2126055 23.1221305, 121.2125641 23.1222185, 121.2122773 23.1228245)",
386557607,False,9,中山路,primary,50,True,10.933,,"LINESTRING (121.2133111 23.1208985, 121.2133946 23.1209599)",
658736558,False,9,中山路,primary,50,False,32.503,,"LINESTRING (121.2133111 23.1208985, 121.2130517 23.1207296)",
94565702,True,,忠孝路,tertiary,,False,80.47299999999998,2,"LINESTRING (121.2133111 23.1208985, 121.2134826 23.1207823, 121.2136361 23.1206769, 121.2138056 23.1205601, 121.2139472 23.1204727)",
314940982,False,197,富源路,secondary,,False,11.722,,"LINESTRING (121.2162347 23.1206184, 121.2162015 23.1207193)",
314940982,False,197,富源路,secondary,,True,31.954,,"LINESTRING (121.2162347 23.1206184, 121.2163254 23.1203434)",
94565702,True,,忠孝路,tertiary,,False,155.03900000000002,2,"LINESTRING (121.2162347 23.1206184, 121.216531 23.1208319, 121.2174181 23.1214899)",
190871626,False,,仁愛路,residential,,False,178.175,,"LINESTRING (121.2164285 23.1200305, 121.2178162 23.1209994)",
314940982,False,197,富源路,secondary,,False,25.063,,"LINESTRING (121.2164285 23.1200305, 121.2163574 23.1202462)",
314940982,False,197,富源路,secondary,,True,66.869,,"LINESTRING (121.2164285 23.1200305, 121.2166182 23.119455)",
301814538,False,197,中東二路,secondary,,True,71.229,,"LINESTRING (121.2156576 23.1225275, 121.215825 23.1219057)",
94668468,False,9,中山路,primary,50,True,238.78199999999998,,"LINESTRING (121.2156576 23.1225275, 121.2169231 23.1234143, 121.2175175 23.1238258)",
190871623,False,,,residential,,False,315.69,,"LINESTRING (121.2156576 23.1225275, 121.215204 23.1230779, 121.2151793 23.1231342, 121.215195 23.1231905, 121.2152581 23.123231, 121.2169615 23.124407)",
"[658736561, 658736562]",False,9,中山路,primary,50,False,173.343,,"LINESTRING (121.2156576 23.1225275, 121.2145079 23.1217305, 121.2143047 23.1215883)",
94668463,True,20甲,,primary,,False,122.68,2,"LINESTRING (121.2122773 23.1228245, 121.2118522 23.1238562)",
190871598,False,,中華南路,residential,,False,48.365,,"LINESTRING (121.2122773 23.1228245, 121.2126899 23.1230371)",
190871598,False,,中華南路,residential,,True,7.131,,"LINESTRING (121.2122773 23.1228245, 121.2122155 23.1227948)",
94668465,True,20甲,,primary,,False,73.899,2,"LINESTRING (121.2122155 23.1227948, 121.2124886 23.1221795)",
190871598,False,,中華南路,residential,,False,7.131,,"LINESTRING (121.2122155 23.1227948, 121.2122773 23.1228245)",
314940982,False,197,富源路,secondary,,False,74.713,,"LINESTRING (121.2162015 23.1207193, 121.2159895 23.1213623)",
314940982,False,197,富源路,secondary,,True,11.722,,"LINESTRING (121.2162015 23.1207193, 121.2162347 23.1206184)",
190871595,True,,忠孝路,tertiary,,False,39.087,2,"LINESTRING (121.2162015 23.1207193, 121.216037 23.1206005, 121.2158748 23.120545)",
658736559,True,20甲,,primary,,False,42.606,2,"LINESTRING (121.2129703 23.1211189, 121.2133111 23.1208985)",
190871615,True,,,primary_link,,False,44.562,1,"LINESTRING (121.2129703 23.1211189, 121.2130375 23.1209205, 121.2130598 23.120774, 121.2130517 23.1207296)",
311399057,False,,,residential,,False,9.026,,"LINESTRING (121.2162385 23.1203576, 121.2163254 23.1203434)",
94668467,False,,,unclassified,,True,228.55,,"LINESTRING (121.2162385 23.1203576, 121.2162104 23.1203121, 121.2154844 23.1193945, 121.2149317 23.1186906)",
311399057,False,,,residential,,True,29.609,,"LINESTRING (121.2162385 23.1203576, 121.2162072 23.1203631, 121.2159867 23.1204857)",
19778970,False,,信義路,unclassified,,False,201.335,,"LINESTRING (121.2166182 23.119455, 121.2181671 23.1205727)",
314940982,False,197,富源路,secondary,,False,66.869,,"LINESTRING (121.2166182 23.119455, 121.2164285 23.1200305)",
94668465,True,20甲,,primary,,False,121.829,2,"LINESTRING (121.2117664 23.1238096, 121.2122155 23.1227948)",
190871622,False,,,residential,,False,10.19,,"LINESTRING (121.2117664 23.1238096, 121.2118522 23.1238562)",
94668463,True,20甲,,primary,,False,74.849,2,"LINESTRING (121.2118522 23.1238562, 121.2115887 23.1244842)",
190871622,False,,,residential,,False,34.426,,"LINESTRING (121.2118522 23.1238562, 121.2121433 23.1240117)",
190871622,False,,,residential,,True,10.19,,"LINESTRING (121.2118522 23.1238562, 121.2117664 23.1238096)",
94668465,True,20甲,,primary,,False,75.847,2,"LINESTRING (121.2114805 23.124439, 121.2117664 23.1238096)",
241786402,False,,文田路,residential,,True,12.153,,"LINESTRING (121.2114805 23.124439, 121.2115887 23.1244842)",
241786402,False,,文田路,residential,,False,12.153,,"LINESTRING (121.2115887 23.1244842, 121.2114805 23.124439)",
241786402,False,,文田路,residential,,True,199.927,,"LINESTRING (121.2115887 23.1244842, 121.2121709 23.1248211, 121.2123253 23.124904, 121.2130685 23.1253238, 121.2132591 23.1254177)",
190871629,False,,埔中二街,residential,,True,97.967,,"LINESTRING (121.2142898 23.1179272, 121.2134443 23.1183414)",
94668467,False,,,unclassified,,False,107.331,,"LINESTRING (121.2142898 23.1179272, 121.214497 23.1181892, 121.2149317 23.1186906)",
190871608,False,東1,新興路,tertiary,,False,113.842,,"LINESTRING (121.2134443 23.1183414, 121.2141209 23.1191544)",
190871629,False,,埔中二街,residential,,False,97.967,,"LINESTRING (121.2134443 23.1183414, 121.2142898 23.1179272)",
190871629,False,,埔中二街,residential,,True,63.321,,"LINESTRING (121.2134443 23.1183414, 121.2128978 23.1186091)",
241782994,False,,埔中一街,residential,,False,25.304,,"LINESTRING (121.2153207 23.118468, 121.2155308 23.1183478)",
241782994,False,,埔中一街,residential,,True,46.853,,"LINESTRING (121.2153207 23.118468, 121.2149317 23.1186906)",
190871613,False,,埔中二街42巷,residential,,False,65.615,,"LINESTRING (121.2128978 23.1186091, 121.213299 23.1190696)",
190871629,False,,埔中二街,residential,,False,63.321,,"LINESTRING (121.2128978 23.1186091, 121.2134443 23.1183414)",
190871629,False,,埔中二街,residential,,True,34.911,,"LINESTRING (121.2128978 23.1186091, 121.2125965 23.1187567)",
241782994,False,,埔中一街,residential,,False,46.853,,"LINESTRING (121.2149317 23.1186906, 121.2153207 23.118468)",
241782994,False,,埔中一街,residential,,True,97.647,,"LINESTRING (121.2149317 23.1186906, 121.2141209 23.1191544)",
94668467,False,,,unclassified,,False,228.54999999999998,,"LINESTRING (121.2149317 23.1186906, 121.2154844 23.1193945, 121.2162104 23.1203121, 121.2162385 23.1203576)",
94668467,False,,,unclassified,,True,107.331,,"LINESTRING (121.2149317 23.1186906, 121.214497 23.1181892, 121.2142898 23.1179272)",
190871605,False,,埔中二街34巷,residential,,False,78.654,,"LINESTRING (121.2125965 23.1187567, 121.2130455 23.119331)",
190871629,False,,埔中二街,residential,,False,34.911,,"LINESTRING (121.2125965 23.1187567, 121.2128978 23.1186091)",
"[190871611, 190871629]",False,,"['埔中二街', '埔中一街20巷']",residential,,True,157.594,,"LINESTRING (121.2125965 23.1187567, 121.212292 23.1189059, 121.2129545 23.1198217)",
190871613,False,,埔中二街42巷,residential,,True,65.615,,"LINESTRING (121.213299 23.1190696, 121.2128978 23.1186091)",
190871608,False,東1,新興路,tertiary,,False,46.645,,"LINESTRING (121.2141209 23.1191544, 121.2143909 23.1194925)",
190871608,False,東1,新興路,tertiary,,True,113.842,,"LINESTRING (121.2141209 23.1191544, 121.2134443 23.1183414)",
241782994,False,,埔中一街,residential,,False,97.647,,"LINESTRING (121.2141209 23.1191544, 121.2149317 23.1186906)",
241782994,False,,埔中一街,residential,,True,93.592,,"LINESTRING (121.2141209 23.1191544, 121.2133438 23.119599)",
190871605,False,,埔中二街34巷,residential,,True,78.654,,"LINESTRING (121.2130455 23.119331, 121.2125965 23.1187567)",
241782994,False,,埔中一街,residential,,False,46.885,,"LINESTRING (121.2129545 23.1198217, 121.2133438 23.119599)",
"[190871611, 190871629]",False,,"['埔中二街', '埔中一街20巷']",residential,,False,157.594,,"LINESTRING (121.2129545 23.1198217, 121.212292 23.1189059, 121.2125965 23.1187567)",
241782994,False,,埔中一街,residential,,True,78.98400000000001,,"LINESTRING (121.2129545 23.1198217, 121.212483 23.1200914, 121.212292 23.1201863)",
383716779,False,9,中山路,primary,50,True,98.414,,"LINESTRING (121.212292 23.1201863, 121.2130517 23.1207296)",
241782994,False,,埔中一街,residential,,False,78.98400000000001,,"LINESTRING (121.212292 23.1201863, 121.212483 23.1200914, 121.2129545 23.1198217)",
"[725127548, 658736557]",False,9,"['新興一路', '中山路']",primary,50,False,268.694,,"LINESTRING (121.212292 23.1201863, 121.2121684 23.1200708, 121.211417 23.1190883, 121.2107696 23.1182196)",
190871608,False,東1,新興路,tertiary,,False,16.746,,"LINESTRING (121.2150731 23.1203246, 121.2151719 23.1204447)",
94565702,True,,忠孝路,tertiary,,False,95.635,2,"LINESTRING (121.2150731 23.1203246, 121.2152335 23.120334, 121.2154613 23.1203619, 121.2157606 23.1204091, 121.2159318 23.1204654, 121.2159867 23.1204857)",
190871608,False,東1,新興路,tertiary,,True,115.88900000000001,,"LINESTRING (121.2150731 23.1203246, 121.2147286 23.1199154, 121.2143909 23.1194925)",
190871608,False,東1,新興路,tertiary,,True,16.746,,"LINESTRING (121.2151719 23.1204447, 121.2150731 23.1203246)",
190871595,True,,忠孝路,tertiary,,False,198.29500000000002,2,"LINESTRING (121.2151719 23.1204447, 121.2150509 23.1204411, 121.2147286 23.1204343, 121.2145688 23.1204395, 121.2143471 23.1204628, 121.2142078 23.1204876, 121.2141137 23.120508, 121.2139087 23.1206013, 121.2137123 23.1207346, 121.2133946 23.1209599)",
190871608,False,東1,新興路,tertiary,,False,53.474,,"LINESTRING (121.2151719 23.1204447, 121.2152482 23.1205702, 121.2154554 23.1208483)",
19778970,False,,信義路,unclassified,,False,174.97,,"LINESTRING (121.2181671 23.1205727, 121.2194866 23.1215744)",
19778970,False,,信義路,unclassified,,True,201.335,,"LINESTRING (121.2181671 23.1205727, 121.2166182 23.119455)",
190871621,False,,,residential,,True,59.489,,"LINESTRING (121.2181671 23.1205727, 121.2178162 23.1209994)",
383716779,False,9,中山路,primary,50,False,98.414,,"LINESTRING (121.2130517 23.1207296, 121.212292 23.1201863)",
658736558,False,9,中山路,primary,50,True,32.503,,"LINESTRING (121.2130517 23.1207296, 121.2133111 23.1208985)",
190871627,False,,中東一路,residential,,False,54.561,,"LINESTRING (121.2154554 23.1208483, 121.2158748 23.120545)",
190871608,False,東1,新興路,tertiary,,False,79.107,,"LINESTRING (121.2154554 23.1208483, 121.215892 23.1212823, 121.2159895 23.1213623)",
190871608,False,東1,新興路,tertiary,,True,53.474,,"LINESTRING (121.2154554 23.1208483, 121.2152482 23.1205702, 121.2151719 23.1204447)",
190871627,False,,中東一路,residential,,True,74.165,,"LINESTRING (121.2154554 23.1208483, 121.2149688 23.1211219, 121.2148426 23.1212045)",
190871621,False,,,residential,,False,59.489,,"LINESTRING (121.2178162 23.1209994, 121.2181671 23.1205727)",
190871621,False,,,residential,,True,68.06,,"LINESTRING (121.2178162 23.1209994, 121.2174181 23.1214899)",
190871626,False,,仁愛路,residential,,False,175.783,,"LINESTRING (121.2178162 23.1209994, 121.2191828 23.1219583)",
190871626,False,,仁愛路,residential,,True,178.175,,"LINESTRING (121.2178162 23.1209994, 121.2164285 23.1200305)",
301814538,False,197,中東二路,secondary,,False,62.721,,"LINESTRING (121.2159895 23.1213623, 121.215825 23.1219057)",
314940982,False,197,富源路,secondary,,True,74.713,,"LINESTRING (121.2159895 23.1213623, 121.2162015 23.1207193)",
