osmid,oneway,name,highway,reversed,length,geometry,bridge,lanes,maxspeed,ref
34994914,True,愛四路,residential,False,121.52900000000001,"LINESTRING (121.7441076 25.1291193, 121.7446621 25.1299733, 121.7447188 25.1300618)",,,,
429895465,True,仁二路,residential,False,83.735,"LINESTRING (121.7441076 25.1291193, 121.7435052 25.129453, 121.7434689 25.1294731, 121.7434003 25.1295154)",,,,
"[373871194, 221293636, 373869173]",False,美猴橋,residential,False,47.559000000000005,"LINESTRING (121.7463741 25.1296772, 121.7463255 25.1296063, 121.7461779 25.1293869, 121.7461673 25.1293695, 121.7461321 25.12931)",yes,,,
280469929,True,信一路,tertiary,False,162.893,"LINESTRING (121.7463741 25.1296772, 121.7458838 25.1299455, 121.7450645 25.1303938, 121.7449892 25.1304348)",,4,50,
54938733,True,忠三路,residential,False,4.108,"LINESTRING (121.7397383 25.1290093, 121.7397035 25.1290286)",,,,
368487859,True,孝二路,tertiary,False,121.219,"LINESTRING (121.7397383 25.1290093, 121.7402456 25.1297907, 121.7402571 25.1298083, 121.7403485 25.1299491)",,1,40,
34994915,True,仁三路,residential,False,31.011,"LINESTRING (121.7410668 25.1295567, 121.7410921 25.1295428, 121.7413296 25.1294112)",,,,
368489691,True,孝一路,residential,False,112.75699999999999,"LINESTRING (121.7410668 25.1295567, 121.7411867 25.1297407, 121.7413657 25.1300155, 121.7416064 25.13038, 121.7416385 25.1304287)",,,,
368487859,True,孝二路,tertiary,False,112.961,"LINESTRING (121.7403485 25.1299491, 121.7409171 25.1308249)",,1,40,
98963581,True,忠二路,residential,False,84.456,"LINESTRING (121.7403485 25.1299491, 121.7406854 25.129765, 121.7407317 25.1297397, 121.741045 25.1295686, 121.7410668 25.1295567)",,,,
"[252398628, 533018158]",True,"['忠一路', '仁二路']",tertiary,False,32.263,"LINESTRING (121.7416385 25.1304287, 121.7417396 25.1303735, 121.7419121 25.1302776)",,,,
255650973,False,愛六路,residential,False,120.803,"LINESTRING (121.7472161 25.127441, 121.7472544 25.1275114, 121.7473442 25.1277108, 121.7476878 25.1284398)",,,,
429895465,True,仁二路,residential,False,75.074,"LINESTRING (121.7472161 25.127441, 121.7470158 25.1275126, 121.7465631 25.1277628)",,,,
