osmid,name,highway,oneway,reversed,length,geometry,ref,lanes,maxspeed,width
198144342,南興街,residential,False,False,90.063,"LINESTRING (121.752068 24.7551753, 121.7512559 24.7555102)",,,,
198144342,南興街,residential,False,True,44.509,"LINESTRING (121.752068 24.7551753, 121.7524964 24.7550811)",,,,
903470588,中山路三段,tertiary,False,True,81.801,"LINESTRING (121.752068 24.7551753, 121.7522289 24.7558963)",,,,
903470588,中山路三段,tertiary,False,False,75.108,"LINESTRING (121.752068 24.7551753, 121.7519984 24.7549431, 121.751993 24.7548013, 121.7520176 24.7546879, 121.7520768 24.7545189)",,,,
26697013,光復路,residential,False,True,89.549,"LINESTRING (121.7555727 24.7551762, 121.7547103 24.7553639)",,,,
27397396,舊城東路,primary,False,True,81.788,"LINESTRING (121.7555727 24.7551762, 121.7558113 24.7558791)",7,,,
904664983,光復路,unclassified,False,False,108.555,"LINESTRING (121.7555727 24.7551762, 121.7566193 24.7549531)",,,,
27397395,舊城南路,primary,False,False,132.74,"LINESTRING (121.7555727 24.7551762, 121.7552531 24.7550743, 121.755 24.7549445, 121.7546645 24.7547404, 121.7544392 24.7545874)",7,,,
26697016,康樂路,residential,False,True,113.533,"LINESTRING (121.7558113 24.7558791, 121.7569168 24.7556929)",,,,
27397396,舊城東路,primary,False,False,81.788,"LINESTRING (121.7558113 24.7558791, 121.7555727 24.7551762)",7,,,
26697016,康樂路,residential,False,False,91.88900000000001,"LINESTRING (121.7558113 24.7558791, 121.7554207 24.7559549, 121.7549212 24.756051)",,,,
217333823,宜興路一段,tertiary,False,False,85.738,"LINESTRING (121.7581372 24.7562446, 121.7578587 24.7555162)",,2,,
26697016,康樂路,residential,False,False,97.118,"LINESTRING (121.7578587 24.7555162, 121.7569168 24.7556929)",,,,
217333823,宜興路一段,tertiary,False,True,85.738,"LINESTRING (121.7578587 24.7555162, 121.7581372 24.7562446)",,2,,
217333823,宜興路一段,tertiary,False,False,90.566,"LINESTRING (121.7578587 24.7555162, 121.7577963 24.7553458, 121.7575611 24.7547479)",,2,,
26697022,宜興路一段,tertiary,True,False,99.57,"LINESTRING (121.7564857 24.7521262, 121.7561916 24.7512715)",,,,
903470583,民權路一段,unclassified,False,True,93.418,"LINESTRING (121.7564857 24.7521262, 121.7555823 24.7523072)",,,,
26697013,光復路,residential,False,True,72.374,"LINESTRING (121.7533621 24.7556523, 121.7526647 24.7558025)",,,,
198144344,昇平街,residential,False,False,83.734,"LINESTRING (121.7533621 24.7556523, 121.7531802 24.7549176)",,,,
198144344,昇平街,residential,False,True,81.819,"LINESTRING (121.7533621 24.7556523, 121.7535851 24.7563597)",,,,
26697013,光復路,residential,False,False,139.864,"LINESTRING (121.7533621 24.7556523, 121.7538705 24.7555428, 121.7543166 24.7554467, 121.7547103 24.7553639)",,,,
236950257,舊城南路,primary,True,False,138.489,"LINESTRING (121.7494477 24.7558702, 121.7495581 24.7557391, 121.7499755 24.7554757, 121.7505312 24.7551175)",7,,,
26697013,光復路,residential,False,False,45.225,"LINESTRING (121.7522289 24.7558963, 121.7526647 24.7558025)",,,,
903470588,中山路三段,tertiary,False,False,81.801,"LINESTRING (121.7522289 24.7558963, 121.752068 24.7551753)",,,,
94500157,復興路,residential,False,True,12.71,"LINESTRING (121.7559411 24.7502333, 121.7558156 24.750242)",,,30,
1213089421,校舍路,tertiary,False,False,54.252,"LINESTRING (121.7559411 24.7502333, 121.7564754 24.7501822)",,2,50,20
"[907669144, 324856282]",宜興路一段,tertiary,True,False,520.583,"LINESTRING (121.7559411 24.7502333, 121.7560504 24.7505633, 121.7563087 24.7512426, 121.7565838 24.7521052, 121.7575284 24.7545569, 121.7575328 24.7546798)",,,,
324856277,中山路二段,tertiary,False,False,66.808,"LINESTRING (121.7539611 24.7496508, 121.7541758 24.7490825)",,,,
324856286,復興路,residential,False,False,70.141,"LINESTRING (121.7539611 24.7496508, 121.7546165 24.7498597)",,,30,
46773985,中山路二段,tertiary,False,True,176.02800000000002,"LINESTRING (121.7539611 24.7496508, 121.7538315 24.7500179, 121.7533955 24.7511481)",,,,
157035127,復興路一段,residential,False,False,110.06,"LINESTRING (121.7539611 24.7496508, 121.7535728 24.7495302, 121.7529334 24.7493213)",,2,,
94500157,復興路,residential,False,False,12.71,"LINESTRING (121.7558156 24.750242, 121.7559411 24.7502333)",,,30,
324856285,宜興路一段,tertiary,True,False,157.455,"LINESTRING (121.7558156 24.750242, 121.7551809 24.7489486)",,2,,
324856286,復興路,residential,False,True,128.33100000000002,"LINESTRING (121.7558156 24.750242, 121.7553371 24.7500894, 121.7546165 24.7498597)",,,30,
903116210,校舍路,tertiary,False,True,10.092,"LINESTRING (121.7579777 24.7502651, 121.7580728 24.750293)",,,,
903116211,校舍路,tertiary,False,True,10.185,"LINESTRING (121.7579777 24.7502651, 121.7578817 24.750237)",,2,50,20
217333842,神農路一段,tertiary,False,True,174.575,"LINESTRING (121.7499713 24.7484006, 121.7505438 24.749882)",宜17,2,,
217333824,復興路二段,unclassified,False,False,93.85499999999999,"LINESTRING (121.7499713 24.7484006, 121.7494644 24.7485408, 121.7493122 24.7485829, 121.7490822 24.7486465)",,2,,
324856270,復興路一段,unclassified,False,True,111.144,"LINESTRING (121.7499713 24.7484006, 121.7503258 24.7485024, 121.7506801 24.7486099, 121.751012 24.748725)",,2,,
183323527,民權新路,residential,False,True,62.526,"LINESTRING (121.7507728 24.7506912, 121.7501796 24.7508524)",,,,
183323527,民權新路,residential,False,False,66.339,"LINESTRING (121.7507728 24.7506912, 121.7513894 24.7505384, 121.7514072 24.7505387)",,,,
659634325,神農路二段,tertiary,False,False,92.903,"LINESTRING (121.7507728 24.7506912, 121.7506189 24.7501473, 121.7505438 24.749882)",宜17,,,
659634325,神農路二段,tertiary,False,True,140.4,"LINESTRING (121.7507728 24.7506912, 121.7508505 24.7509657, 121.7511189 24.7519141)",宜17,,,
217333842,神農路一段,tertiary,False,False,174.575,"LINESTRING (121.7505438 24.749882, 121.7499713 24.7484006)",宜17,2,,
217333825,健康路二段,residential,False,False,137.066,"LINESTRING (121.7505438 24.749882, 121.7507526 24.7493739, 121.751012 24.748725)",,2,,
659634323,健康路三段,residential,False,True,114.001,"LINESTRING (121.7505438 24.749882, 121.7504161 24.7502122, 121.7501796 24.7508524)",,,,
659634325,神農路二段,tertiary,False,True,92.903,"LINESTRING (121.7505438 24.749882, 121.7506189 24.7501473, 121.7507728 24.7506912)",宜17,,,
324856270,復興路一段,unclassified,False,False,101.306,"LINESTRING (121.7519615 24.7490191, 121.751012 24.748725)",,2,,
198144326,民權新路47巷,unclassified,False,True,178.00799999999998,"LINESTRING (121.7519615 24.7490191, 121.751835 24.749358, 121.7517104 24.7496921, 121.7516242 24.7499225, 121.7514072 24.7505387)",,,,
324856270,復興路一段,unclassified,False,True,103.737,"LINESTRING (121.7519615 24.7490191, 121.7523221 24.7491312, 121.7525445 24.7492004, 121.7529334 24.7493213)",,2,,
157035127,復興路一段,residential,False,True,110.06,"LINESTRING (121.7529334 24.7493213, 121.7535728 24.7495302, 121.7539611 24.7496508)",,2,,
217333834,中華路,residential,False,True,92.886,"LINESTRING (121.7529334 24.7493213, 121.7527922 24.749701, 121.7527676 24.7497689, 121.7526426 24.7501138)",,,,
324856269,中華路,residential,False,False,207.038,"LINESTRING (121.7529334 24.7493213, 121.7532501 24.7485693, 121.7532723 24.7485078, 121.7532869 24.7484673, 121.753629 24.7475701)",,,,
324856270,復興路一段,unclassified,False,False,103.737,"LINESTRING (121.7529334 24.7493213, 121.7525445 24.7492004, 121.7523221 24.7491312, 121.7519615 24.7490191)",,2,,
324856270,復興路一段,unclassified,False,True,101.306,"LINESTRING (121.751012 24.748725, 121.7519615 24.7490191)",,2,,
217333825,健康路二段,residential,False,True,137.066,"LINESTRING (121.751012 24.748725, 121.7507526 24.7493739, 121.7505438 24.749882)",,2,,
324856270,復興路一段,unclassified,False,False,111.144,"LINESTRING (121.751012 24.748725, 121.7506801 24.7486099, 121.7503258 24.7485024, 121.7499713 24.7484006)",,2,,
444946453,民族路,unclassified,False,True,145.846,"LINESTRING (121.7514893 24.7530794, 121.7501284 24.7526401)",,,,
367647002,民權路二段,unclassified,False,True,147.798,"LINESTRING (121.7514893 24.7530794, 121.7511908 24.7531598, 121.7501133 24.7535307)",,,,
659634325,神農路二段,tertiary,False,False,134.87900000000002,"LINESTRING (121.7514893 24.7530794, 121.751353 24.7526198, 121.7513237 24.7525331, 121.7511189 24.7519141)",宜17,,,
903470582,民權路一段,unclassified,False,False,130.692,"LINESTRING (121.7514893 24.7530794, 121.7522869 24.752924, 121.7527564 24.7528401)",,,,
903470584,神農路二段,tertiary,False,True,172.94,"LINESTRING (121.7514893 24.7530794, 121.7519239 24.7543789, 121.7520768 24.7545189)",宜17,,,
85137012,健康路三段,residential,False,False,58.348,"LINESTRING (121.7495518 24.752454, 121.7497426 24.7519587)",,,,
85137012,健康路三段,residential,False,True,58.416,"LINESTRING (121.7495518 24.752454, 121.7493596 24.7529495)",,,,
444946453,民族路,unclassified,False,False,61.792,"LINESTRING (121.7495518 24.752454, 121.7501284 24.7526401)",,,,
444946453,民族路,unclassified,False,True,104.027,"LINESTRING (121.7495518 24.752454, 121.7485811 24.7521407)",,,,
46773985,中山路二段,tertiary,False,False,198.902,"LINESTRING (121.7527564 24.7528401, 121.7531056 24.7519155, 121.7532609 24.7515044, 121.7533955 24.7511481)",,,,
903470581,中山路二段,tertiary,False,True,199.183,"LINESTRING (121.7527564 24.7528401, 121.7525879 24.7532858, 121.7522221 24.7542603, 121.7521875 24.7543275, 121.7521386 24.7544198, 121.7520768 24.7545189)",,,,
903470582,民權路一段,unclassified,False,True,130.692,"LINESTRING (121.7527564 24.7528401, 121.7522869 24.752924, 121.7514893 24.7530794)",,,,
903470583,民權路一段,unclassified,False,False,106.68900000000001,"LINESTRING (121.7527564 24.7528401, 121.7534818 24.7527034, 121.7537235 24.7526579, 121.7537913 24.752647)",,,,
903470579,農權路,unclassified,False,True,106.817,"LINESTRING (121.7546226 24.7478996, 121.753629 24.7475701)",,2,,
324856261,宜興路一段,tertiary,True,False,135.971,"LINESTRING (121.7546226 24.7478996, 121.754809 24.7480074, 121.7548994 24.7480746, 121.75518 24.7486667, 121.7552982 24.748916)",,2,,
324856277,中山路二段,tertiary,False,True,139.05599999999998,"LINESTRING (121.7546226 24.7478996, 121.7542793 24.7488084, 121.7541758 24.7490825)",,,,
325137879,農權路,residential,False,False,211.98200000000003,"LINESTRING (121.7546226 24.7478996, 121.755218 24.7480851, 121.7563392 24.7484229, 121.7566124 24.7485069)",,2,,
198144328,崇聖街,residential,False,True,225.58,"LINESTRING (121.7537913 24.752647, 121.7543688 24.7544374, 121.7544392 24.7545874)",,,,
903470583,民權路一段,unclassified,False,False,184.758,"LINESTRING (121.7537913 24.752647, 121.7544826 24.7525147, 121.7555823 24.7523072)",,,,
903470583,民權路一段,unclassified,False,True,106.68900000000001,"LINESTRING (121.7537913 24.752647, 121.7537235 24.7526579, 121.7534818 24.7527034, 121.7527564 24.7528401)",,,,
367647002,民權路二段,unclassified,False,False,81.577,"LINESTRING (121.7489463 24.7540199, 121.7496822 24.7537172)",,,,
85137012,健康路三段,residential,False,False,126.128,"LINESTRING (121.7489463 24.7540199, 121.749337 24.7530079, 121.7493596 24.7529495)",,,,
198144359,文化路,residential,False,False,163.608,"LINESTRING (121.7489463 24.7540199, 121.7488103 24.7536792, 121.7486855 24.7533665, 121.7485198 24.7529728, 121.748394 24.7526368)",,,,
195406546,和睦路,residential,False,False,312.29,"LINESTRING (121.7555823 24.7523072, 121.7566193 24.7549531)",,,,
195406546,和睦路,residential,False,True,82.478,"LINESTRING (121.7555823 24.7523072, 121.7553128 24.751607)",,,,
903470583,民權路一段,unclassified,False,False,93.418,"LINESTRING (121.7555823 24.7523072, 121.7564857 24.7521262)",,,,
903470583,民權路一段,unclassified,False,True,184.758,"LINESTRING (121.7555823 24.7523072, 121.7544826 24.7525147, 121.7537913 24.752647)",,,,
183323527,民權新路,residential,False,False,62.526,"LINESTRING (121.7501796 24.7508524, 121.7507728 24.7506912)",,,,
659634323,健康路三段,residential,False,True,48.003,"LINESTRING (121.7501796 24.7508524, 121.7500208 24.7512593)",,,,
183323527,民權新路,residential,False,True,162.672,"LINESTRING (121.7501796 24.7508524, 121.7496518 24.7509956, 121.7486335 24.7512632)",,,,
659634323,健康路三段,residential,False,False,114.001,"LINESTRING (121.7501796 24.7508524, 121.7504161 24.7502122, 121.7505438 24.749882)",,,,
46773985,中山路二段,tertiary,False,False,176.02800000000002,"LINESTRING (121.7533955 24.7511481, 121.7538315 24.7500179, 121.7539611 24.7496508)",,,,
46773985,中山路二段,tertiary,False,True,198.902,"LINESTRING (121.7533955 24.7511481, 121.7532609 24.7515044, 121.7531056 24.7519155, 121.7527564 24.7528401)",,,,
183323527,民權新路,residential,False,True,110.229,"LINESTRING (121.7533955 24.7511481, 121.7528772 24.7509831, 121.7523644 24.7508227)",,,,
1095922751,和睦路團管區巷,residential,False,False,205.06400000000002,"LINESTRING (121.7533955 24.7511481, 121.7551027 24.7516812, 121.7553128 24.751607)",,,,
324856286,復興路,residential,False,True,70.141,"LINESTRING (121.7546165 24.7498597, 121.7539611 24.7496508)",,,30,
195406546,和睦路,residential,False,False,192.01100000000002,"LINESTRING (121.7546165 24.7498597, 121.7548516 24.7504474, 121.7552658 24.7514827)",,,,
324856286,復興路,residential,False,False,128.33100000000002,"LINESTRING (121.7546165 24.7498597, 121.7553371 24.7500894, 121.7558156 24.750242)",,,30,
26697016,康樂路,residential,False,False,113.533,"LINESTRING (121.7569168 24.7556929, 121.7558113 24.7558791)",,,,
26697016,康樂路,residential,False,True,97.118,"LINESTRING (121.7569168 24.7556929, 121.7578587 24.7555162)",,,,
195406546,和睦路,residential,False,True,87.576,"LINESTRING (121.7569168 24.7556929, 121.7566193 24.7549531)",,,,
195406546,和睦路,residential,False,False,87.576,"LINESTRING (121.7566193 24.7549531, 121.7569168 24.7556929)",,,,
195406546,和睦路,residential,False,True,312.29,"LINESTRING (121.7566193 24.7549531, 121.7555823 24.7523072)",,,,
904664983,光復路,unclassified,False,False,97.799,"LINESTRING (121.7566193 24.7549531, 121.7575611 24.7547479)",,,,
904664983,光復路,unclassified,False,True,108.555,"LINESTRING (121.7566193 24.7549531, 121.7555727 24.7551762)",,,,
903470579,農權路,unclassified,False,False,106.817,"LINESTRING (121.753629 24.7475701, 121.7546226 24.7478996)",,2,,
324856269,中華路,residential,False,True,207.038,"LINESTRING (121.753629 24.7475701, 121.7532869 24.7484673, 121.7532723 24.7485078, 121.7532501 24.7485693, 121.7529334 24.7493213)",,,,
1095922746,中華路177巷,residential,False,True,80.068,"LINESTRING (121.751895 24.7498739, 121.7526426 24.7501138)",,,,
1095922746,中華路177巷,residential,False,False,80.068,"LINESTRING (121.7526426 24.7501138, 121.751895 24.7498739)",,,,
217333834,中華路,residential,False,False,92.886,"LINESTRING (121.7526426 24.7501138, 121.7527676 24.7497689, 121.7527922 24.749701, 121.7529334 24.7493213)",,,,
217333834,中華路,residential,False,True,83.683,"LINESTRING (121.7526426 24.7501138, 121.7525407 24.7503781, 121.7523644 24.7508227)",,,,
183323527,民權新路,residential,False,False,110.229,"LINESTRING (121.7523644 24.7508227, 121.7528772 24.7509831, 121.7533955 24.7511481)",,,,
183323527,民權新路,residential,False,True,102.081,"LINESTRING (121.7523644 24.7508227, 121.7514819 24.7505389, 121.7514072 24.7505387)",,,,
217333834,中華路,residential,False,False,83.683,"LINESTRING (121.7523644 24.7508227, 121.7525407 24.7503781, 121.7526426 24.7501138)",,,,
217333834,中華路,residential,False,True,195.77599999999998,"LINESTRING (121.7523644 24.7508227, 121.7520734 24.7516045, 121.7520413 24.7516518, 121.7519787 24.7516862, 121.7511189 24.7519141)",,,,
198144359,文化路,residential,False,True,44.515,"LINESTRING (121.7486335 24.7512632, 121.7487643 24.7516455)",,,,
183323527,民權新路,residential,False,False,162.672,"LINESTRING (121.7486335 24.7512632, 121.7496518 24.7509956, 121.7501796 24.7508524)",,,,
85137012,健康路三段,residential,False,True,58.348,"LINESTRING (121.7497426 24.7519587, 121.7495518 24.752454)",,,,
659634323,健康路三段,residential,False,False,38.417,"LINESTRING (121.7497426 24.7519587, 121.7498744 24.7516346)",,,,
659634324,神農路二段57巷,residential,False,False,61.561,"LINESTRING (121.7497426 24.7519587, 121.7503168 24.7521447)",,,,
340938960,健康路三段59巷,residential,False,True,104.747,"LINESTRING (121.7497426 24.7519587, 121.7491681 24.7517748, 121.7487643 24.7516455)",,,,
198144344,昇平街,residential,False,True,68.108,"LINESTRING (121.753027 24.7543211, 121.7531802 24.7549176)",,,,
27397395,舊城南路,primary,False,True,146.512,"LINESTRING (121.753027 24.7543211, 121.7531665 24.7543312, 121.7538209 24.7544156, 121.7540489 24.7544517, 121.7541696 24.7544834, 121.7542916 24.7545325, 121.7544392 24.7545874)",7,,,
1205910796,舊城南路,primary,True,False,56.18299999999999,"LINESTRING (121.753027 24.7543211, 121.7528875 24.7543556, 121.7526703 24.7543933, 121.7524828 24.7544248)",7,,,
26697016,康樂路,residential,False,True,139.212,"LINESTRING (121.7535851 24.7563597, 121.7549212 24.756051)",,,,
198144344,昇平街,residential,False,False,81.819,"LINESTRING (121.7535851 24.7563597, 121.7533621 24.7556523)",,,,
198144359,文化路,residential,False,False,58.088,"LINESTRING (121.7485811 24.7521407, 121.7487643 24.7516455)",,,,
198144359,文化路,residential,False,True,58.31,"LINESTRING (121.7485811 24.7521407, 121.748394 24.7526368)",,,,
444946453,民族路,unclassified,False,False,104.027,"LINESTRING (121.7485811 24.7521407, 121.7495518 24.752454)",,,,
27397395,舊城南路,primary,False,False,146.512,"LINESTRING (121.7544392 24.7545874, 121.7542916 24.7545325, 121.7541696 24.7544834, 121.7540489 24.7544517, 121.7538209 24.7544156, 121.7531665 24.7543312, 121.753027 24.7543211)",7,,,
27397395,舊城南路,primary,False,True,132.74,"LINESTRING (121.7544392 24.7545874, 121.7546645 24.7547404, 121.755 24.7549445, 121.7552531 24.7550743, 121.7555727 24.7551762)",7,,,
198144328,崇聖街,residential,False,False,225.58,"LINESTRING (121.7544392 24.7545874, 121.7543688 24.7544374, 121.7537913 24.752647)",,,,
198144328,崇聖街,residential,False,True,90.717,"LINESTRING (121.7544392 24.7545874, 121.7545223 24.7547623, 121.7547103 24.7553639)",,,,
198144342,南興街,residential,False,False,59.068,"LINESTRING (121.7531802 24.7549176, 121.7526155 24.7550562)",,,,
198144344,昇平街,residential,False,False,68.108,"LINESTRING (121.7531802 24.7549176, 121.753027 24.7543211)",,,,
198144344,昇平街,residential,False,True,83.734,"LINESTRING (121.7531802 24.7549176, 121.7533621 24.7556523)",,,,
659634324,神農路二段57巷,residential,False,True,84.957,"LINESTRING (121.7511189 24.7519141, 121.7503168 24.7521447)",,,,
217333834,中華路,residential,False,False,195.77599999999998,"LINESTRING (121.7511189 24.7519141, 121.7519787 24.7516862, 121.7520413 24.7516518, 121.7520734 24.7516045, 121.7523644 24.7508227)",,,,
659634325,神農路二段,tertiary,False,False,140.4,"LINESTRING (121.7511189 24.7519141, 121.7508505 24.7509657, 121.7507728 24.7506912)",宜17,,,
659634325,神農路二段,tertiary,False,True,134.87900000000002,"LINESTRING (121.7511189 24.7519141, 121.7513237 24.7525331, 121.751353 24.7526198, 121.7514893 24.7530794)",宜17,,,
325137879,農權路,residential,False,True,211.982,"LINESTRING (121.7566124 24.7485069, 121.7563392 24.7484229, 121.755218 24.7480851, 121.7546226 24.7478996)",,2,,
198144359,文化路,residential,False,False,44.515,"LINESTRING (121.7487643 24.7516455, 121.7486335 24.7512632)",,,,
198144359,文化路,residential,False,True,58.088,"LINESTRING (121.7487643 24.7516455, 121.7485811 24.7521407)",,,,
340938960,健康路三段59巷,residential,False,False,104.747,"LINESTRING (121.7487643 24.7516455, 121.7491681 24.7517748, 121.7497426 24.7519587)",,,,
1213089421,校舍路,tertiary,False,True,54.252,"LINESTRING (121.7564754 24.7501822, 121.7559411 24.7502333)",,2,50,20
326316792,,unclassified,True,False,187.767,"LINESTRING (121.7564754 24.7501822, 121.7564884 24.7500654, 121.7565239 24.7499961, 121.7565361 24.7495963, 121.7565558 24.7491508, 121.7565485 24.7489712, 121.7565495 24.7488335, 121.7566124 24.7485069)",,,,
"[140453144, 1213089421]",校舍路,tertiary,False,False,144.247,"LINESTRING (121.7564754 24.7501822, 121.7565573 24.7501795, 121.7567411 24.7501661, 121.7567811 24.7501608, 121.7572836 24.7501199, 121.7574003 24.7501173, 121.7575357 24.7501357, 121.7578817 24.750237)",,2,50,20
26697016,康樂路,residential,False,False,139.212,"LINESTRING (121.7549212 24.756051, 121.7535851 24.7563597)",,,,
198144328,崇聖街,residential,False,False,79.315,"LINESTRING (121.7549212 24.756051, 121.7547103 24.7553639)",,,,
26697016,康樂路,residential,False,True,91.88900000000001,"LINESTRING (121.7549212 24.756051, 121.7554207 24.7559549, 121.7558113 24.7558791)",,,,
198144359,文化路,residential,False,False,58.31,"LINESTRING (121.748394 24.7526368, 121.7485811 24.7521407)",,,,
340938958,國榮路,residential,False,True,103.519,"LINESTRING (121.748394 24.7526368, 121.7493596 24.7529495)",,,,
198144359,文化路,residential,False,True,163.608,"LINESTRING (121.748394 24.7526368, 121.7485198 24.7529728, 121.7486855 24.7533665, 121.7488103 24.7536792, 121.7489463 24.7540199)",,,,
198144342,南興街,residential,False,True,90.063,"LINESTRING (121.7512559 24.7555102, 121.752068 24.7551753)",,,,
326316166,西後街,residential,False,False,64.576,"LINESTRING (121.7512559 24.7555102, 121.7509462 24.7550021)",,,,
26697013,光復路,residential,False,False,89.549,"LINESTRING (121.7547103 24.7553639, 121.7555727 24.7551762)",,,,
198144328,崇聖街,residential,False,True,79.315,"LINESTRING (121.7547103 24.7553639, 121.7549212 24.756051)",,,,
26697013,光復路,residential,False,True,139.864,"LINESTRING (121.7547103 24.7553639, 121.7543166 24.7554467, 121.7538705 24.7555428, 121.7533621 24.7556523)",,,,
198144328,崇聖街,residential,False,False,90.717,"LINESTRING (121.7547103 24.7553639, 121.7545223 24.7547623, 121.7544392 24.7545874)",,,,
199834161,民生街,residential,False,True,71.476,"LINESTRING (121.7524828 24.7544248, 121.7526155 24.7550562)",,,,
1205910796,舊城南路,primary,True,False,42.321,"LINESTRING (121.7524828 24.7544248, 121.7522772 24.754468, 121.7520768 24.7545189)",7,,,
198144342,南興街,residential,False,False,12.341,"LINESTRING (121.7526155 24.7550562, 121.7524964 24.7550811)",,,,
198144342,南興街,residential,False,True,59.068,"LINESTRING (121.7526155 24.7550562, 121.7531802 24.7549176)",,,,
199834161,民生街,residential,False,False,71.476,"LINESTRING (121.7526155 24.7550562, 121.7524828 24.7544248)",,,,
709688756,宜興路一段,tertiary,False,False,8.094,"LINESTRING (121.7575611 24.7547479, 121.7575328 24.7546798)",,2,,
904664983,光復路,unclassified,False,True,97.799,"LINESTRING (121.7575611 24.7547479, 121.7566193 24.7549531)",,,,
217333823,宜興路一段,tertiary,False,True,90.566,"LINESTRING (121.7575611 24.7547479, 121.7577963 24.7553458, 121.7578587 24.7555162)",,2,,
236949943,民權路二段38巷,residential,False,False,11.811,"LINESTRING (121.7505875 24.7552106, 121.7505312 24.7551175)",,,,
236950749,舊城南路,primary,True,False,138.072,"LINESTRING (121.7505875 24.7552106, 121.7498955 24.7556574, 121.749611 24.7558472, 121.7494477 24.7558702)",7,,,
