osmid,oneway,name,highway,reversed,length,ref,geometry,access,lanes,junction
97839118,False,中民街,residential,True,88.9,,"LINESTRING (120.5471913 24.0829816, 120.5471636 24.0837807)",,,
240075489,False,中山路二段,primary,False,28.535,1,"LINESTRING (120.5471913 24.0829816, 120.5469687 24.0828249)",,,
52113891,False,中山路二段,primary,False,94.851,1,"LINESTRING (120.5446848 24.0783464, 120.5443576 24.0775474)",,,
97795871,False,孔門路,primary,False,65.42,19,"LINESTRING (120.5446848 24.0783464, 120.5440404 24.0783441)",,,
52113891,False,中山路二段,primary,True,161.035,1,"LINESTRING (120.5446848 24.0783464, 120.5450068 24.0791031, 120.5451471 24.0794508, 120.5452932 24.0796808)",,,
252597697,False,東民街,secondary,True,127.57300000000001,139,"LINESTRING (120.5446848 24.0783464, 120.5449061 24.0783317, 120.5451052 24.0782791, 120.5452205 24.0782264, 120.5453258 24.0781536, 120.5454861 24.0779998, 120.5455478 24.0778909, 120.5456444 24.0777314)",,,
35200683,False,長興街,residential,True,122.407,,"LINESTRING (120.5447982 24.0809088, 120.5446753 24.0820039)",,,
35200684,False,光復路,tertiary,False,101.169,,"LINESTRING (120.5447982 24.0809088, 120.5438057 24.0808267)",,,
35200684,False,光復路,tertiary,True,103.935,,"LINESTRING (120.5447982 24.0809088, 120.5458167 24.0810039)",,,
241096572,False,長興街,unclassified,False,135.37,,"LINESTRING (120.5447982 24.0809088, 120.5448973 24.080182, 120.5449282 24.0798417, 120.5448999 24.0797005)",,,
52113908,False,陳稜路,unclassified,True,89.091,,"LINESTRING (120.5403938 24.0793627, 120.5412706 24.0793965)",,,
1113623072,False,和平路,unclassified,False,71.76,,"LINESTRING (120.5403938 24.0793627, 120.5403403 24.0787192)",,,
52113908,False,陳稜路,unclassified,False,107.926,,"LINESTRING (120.5403938 24.0793627, 120.53991 24.0793895, 120.5396879 24.0794197, 120.5393346 24.0794381)",,,
323745494,False,和平路,unclassified,False,77.445,,"LINESTRING (120.5403938 24.0793627, 120.5404098 24.0795238, 120.5404374 24.079709, 120.5404451 24.0799259, 120.5404354 24.0800564)",,,
45558558,False,永興街,unclassified,True,64.238,,"LINESTRING (120.5381573 24.0777569, 120.5382059 24.0783329)",,,
45558550,False,永樂街,residential,False,169.68200000000002,,"LINESTRING (120.5381573 24.0777569, 120.5382397 24.0777115, 120.5382785 24.0776901, 120.5383126 24.0776636, 120.5386786 24.0775109, 120.5396546 24.0770831)",yes,,
323745493,False,中華路,primary,True,118.989,19,"LINESTRING (120.5381573 24.0777569, 120.5387447 24.0780081, 120.5392333 24.0781795)",,,
354258838,False,中華路,primary,False,41.908,19,"LINESTRING (120.5408623 24.0784881, 120.5404595 24.0785706)",,,
45558560,False,民族路,residential,True,109.247,,"LINESTRING (120.5408623 24.0784881, 120.5407399 24.0779683, 120.5407336 24.0779415, 120.5406412 24.0775266)",yes,2,
354258838,False,中華路,primary,True,90.649,19,"LINESTRING (120.5408623 24.0784881, 120.5413658 24.0784125, 120.5416939 24.0783633, 120.5417434 24.0783559)",,,
45558560,False,民族路,residential,True,88.351,,"LINESTRING (120.5406412 24.0775266, 120.5404231 24.0767574)",yes,2,
97839123,False,太平街,residential,True,75.828,,"LINESTRING (120.5406412 24.0775266, 120.5399737 24.0778326)",yes,,
45558560,False,民族路,residential,False,109.247,,"LINESTRING (120.5406412 24.0775266, 120.5407336 24.0779415, 120.5407399 24.0779683, 120.5408623 24.0784881)",yes,2,
97839123,False,太平街,residential,False,104.107,,"LINESTRING (120.5406412 24.0775266, 120.5413397 24.0774477, 120.5416569 24.077399)",yes,,
45558550,False,永樂街,residential,False,86.015,,"LINESTRING (120.5396546 24.0770831, 120.5404231 24.0767574)",yes,,
97839126,False,菜市街,residential,True,89.415,,"LINESTRING (120.5396546 24.0770831, 120.5399737 24.0778326)",,,
