osmid,lanes,ref,highway,oneway,reversed,length,geometry,name,bridge
379324295,2,BA-130,secondary,False,False,17.589,"LINESTRING (-39.8444107 -14.2891077, -39.8444778 -14.2892519)",,
379324295,2,BA-130,secondary,False,True,47.429,"LINESTRING (-39.8444107 -14.2891077, -39.8442384 -14.2887152)",,
958524819,,,residential,False,False,94.69600000000001,"LINESTRING (-39.8444107 -14.2891077, -39.8439185 -14.2893682, -39.843775 -14.2894527, -39.8436613 -14.2895476)",,
180833133,,,residential,False,False,57.0,"LINESTRING (-39.8451651 -14.2858644, -39.845204 -14.2860308, -39.8452516 -14.2861978, -39.8453063 -14.286358)",Rua Enock Inácio dos Santos,
180833135,,,residential,False,True,164.752,"LINESTRING (-39.8451651 -14.2858644, -39.8445143 -14.2859161, -39.8444667 -14.285921, -39.8444295 -14.285935, -39.8444084 -14.2859652, -39.8444033 -14.2860055, -39.8444268 -14.2862153, -39.8444603 -14.286383, -39.8444952 -14.2865416, -39.8445411 -14.2866772)",Rua Mário Alves,
833596788,,,residential,False,True,78.129,"LINESTRING (-39.8469859 -14.2862135, -39.8463149 -14.2864797)",Rua Damião Macena Santos,
958524818,,,unclassified,False,True,45.462,"LINESTRING (-39.8469859 -14.2862135, -39.8467952 -14.2858488)",,
1025671384,,,unclassified,False,False,26.056,"LINESTRING (-39.8469859 -14.2862135, -39.8470648 -14.286435)",,
180833133,,,residential,False,False,60.802,"LINESTRING (-39.8453063 -14.286358, -39.8455469 -14.2868526)",Rua Enock Inácio dos Santos,
180833171,,,residential,False,False,89.77,"LINESTRING (-39.8453063 -14.286358, -39.8445411 -14.2866772)",Rua Genésio Novaes,
180833133,,,residential,False,True,57.00000000000001,"LINESTRING (-39.8453063 -14.286358, -39.8452516 -14.2861978, -39.845204 -14.2860308, -39.8451651 -14.2858644)",Rua Enock Inácio dos Santos,
505072339,,,residential,False,False,71.168,"LINESTRING (-39.8437019 -14.2864711, -39.8439838 -14.2870499)",,
795906902,,,residential,False,True,64.533,"LINESTRING (-39.8437019 -14.2864711, -39.8435189 -14.2870237)",,
180833209,,,residential,False,False,213.29199999999997,"LINESTRING (-39.8437019 -14.2864711, -39.843385 -14.2859234, -39.8433164 -14.2858047, -39.8432547 -14.2856805, -39.8432238 -14.2855681, -39.8432104 -14.28542, -39.8431856 -14.284669)",,
833596789,,,residential,False,True,54.622,"LINESTRING (-39.8460914 -14.2860388, -39.8463149 -14.2864797)",Rua Germínio Francisco,
833596788,,,residential,False,False,78.129,"LINESTRING (-39.8463149 -14.2864797, -39.8469859 -14.2862135)",Rua Damião Macena Santos,
833596789,,,residential,False,False,54.622,"LINESTRING (-39.8463149 -14.2864797, -39.8460914 -14.2860388)",Rua Germínio Francisco,
180833138,,,residential,False,True,63.22,"LINESTRING (-39.8463149 -14.2864797, -39.8464754 -14.2867989, -39.8465719 -14.2869908)",Rua Germínio Francisco,
180833253,,,residential,False,True,92.564,"LINESTRING (-39.8463149 -14.2864797, -39.8459276 -14.2866678, -39.8455469 -14.2868526)",Rua Damião Macena Santos,
180833135,,,residential,False,True,66.403,"LINESTRING (-39.8445411 -14.2866772, -39.8447797 -14.2872278)",Rua Mário Alves,
