osmid,oneway,name,highway,reversed,length,lanes,maxspeed,geometry,bridge
361649663,True,Rua Padre Vicente Rizzo,residential,False,102.117,,,"LINESTRING (-47.2209 -23.0893867, -47.2200056 -23.0897947)",
361819427,True,Rua Voluntário João dos Santos,residential,False,63.924,1,30,"LINESTRING (-47.2209 -23.0893867, -47.2211764 -23.0899023)",
115176905,True,Rua Cerqueira César,residential,False,100.049,1,30,"LINESTRING (-47.2174116 -23.0870227, -47.2165399 -23.0874308)",
361791823,True,Rua Pedro Gonçalves,residential,False,96.985,1,30,"LINESTRING (-47.2174116 -23.0870227, -47.2178282 -23.0878062)",
361791810,True,Rua Candelária,residential,False,69.083,,,"LINESTRING (-47.2201213 -23.0942486, -47.2198241 -23.0936907)",
905333216,False,Rua Comendador Cônego Antônio Casemiro Roriz,residential,False,104.495,,,"LINESTRING (-47.2201213 -23.0942486, -47.2210288 -23.093817)",
115176967,True,Rua Bernardino de Campos,residential,False,78.875,1,30,"LINESTRING (-47.2162888 -23.0885845, -47.2169704 -23.0882528)",
361791827,True,Rua Quinze de Novembro,tertiary,False,101.012,2,40,"LINESTRING (-47.2162888 -23.0885845, -47.2167322 -23.0893962)",
115176792,True,Rua Padre Anchieta,residential,False,118.247,,,"LINESTRING (-47.2219727 -23.086893, -47.2225062 -23.0878364)",
115177647,True,Rua Siqueira Campos,residential,False,58.079,1,30,"LINESTRING (-47.2219727 -23.086893, -47.2214665 -23.0871296)",
361791821,True,Rua Padre Bento Pacheco,tertiary,False,82.422,2,40,"LINESTRING (-47.2153763 -23.086916, -47.2160905 -23.0865728)",
361791827,True,Rua Quinze de Novembro,tertiary,False,106.259,2,40,"LINESTRING (-47.2153763 -23.086916, -47.2158433 -23.0877696)",
115177963,False,Rua Vicente Férrer,residential,False,103.528,,,"LINESTRING (-47.2222595 -23.091905, -47.2213526 -23.0923184)",
1062164232,True,Rua Voluntário João dos Santos,residential,False,64.883,,,"LINESTRING (-47.2222595 -23.091905, -47.2225421 -23.0924274)",
115177211,True,Rua Sete de Setembro,residential,False,60.383,1,30,"LINESTRING (-47.2213942 -23.0883051, -47.2219151 -23.0880496)",
892159232,True,Rua Hércules Mazzoni,residential,False,113.21,,,"LINESTRING (-47.2213942 -23.0883051, -47.2209206 -23.0873849)",
115176967,True,Rua Bernardino de Campos,residential,False,104.156,1,30,"LINESTRING (-47.213697 -23.0898446, -47.2145976 -23.0894075)",
115177802,True,Rua Treze de Maio,residential,False,66.147,1,30,"LINESTRING (-47.213697 -23.0898446, -47.2134288 -23.0893033)",
361791823,True,Rua Pedro Gonçalves,residential,False,64.72,1,30,"LINESTRING (-47.2201679 -23.0922084, -47.2204458 -23.0927313)",
848221244,True,Rua José da Costa,residential,False,103.953,,,"LINESTRING (-47.2201679 -23.0922084, -47.2192526 -23.0926147)",
361819079,True,Rua Cinco de Julho,residential,False,57.637,1,30,"LINESTRING (-47.2208101 -23.0913021, -47.2205618 -23.0908368)",
523043969,True,Rua Antônio Zoppi,residential,False,102.871,,,"LINESTRING (-47.2208101 -23.0913021, -47.2217102 -23.0908894)",
115176580,False,Rua Leonor Tachinardi Barnabé,residential,True,102.664,,,"LINESTRING (-47.2211803 -23.0941206, -47.2202838 -23.0945358)",
361791823,True,Rua Pedro Gonçalves,residential,False,20.728,1,30,"LINESTRING (-47.2211803 -23.0941206, -47.2212725 -23.0942866)",
269259814,True,Rua Dom José,residential,False,103.899,,,"LINESTRING (-47.2187102 -23.0915913, -47.2196401 -23.0912153)",
"[361791810, 361649659]",True,"['Praça Leonor de Barros Camargo', 'Rua Candelária']",residential,False,140.59,,,"LINESTRING (-47.2187102 -23.0915913, -47.2183841 -23.0909796, -47.2178166 -23.0912393)",
308995178,False,Rua das Palmas,residential,False,66.713,,,"LINESTRING (-47.2169141 -23.0944939, -47.2164686 -23.0949321)",
115177065,True,Rua das Camélias,secondary,False,149.62599999999998,2,60,"LINESTRING (-47.2169141 -23.0944939, -47.2163998 -23.0939971, -47.2160378 -23.0936583, -47.2158986 -23.0935254)",
523043969,True,Rua Antônio Zoppi,residential,False,98.231,,,"LINESTRING (-47.2217102 -23.0908894, -47.2225698 -23.0904955)",
1062164233,True,Rua Voluntário João dos Santos,residential,False,63.539,,,"LINESTRING (-47.2217102 -23.0908894, -47.2219869 -23.091401)",
115177398,True,Rua das Primaveras,tertiary,False,52.395,1,,"LINESTRING (-47.2157847 -23.0918883, -47.2156304 -23.0919884, -47.2155809 -23.0920258, -47.2155452 -23.0920695, -47.2155315 -23.0921308, -47.215535 -23.0922521)",
507867363,False,Rua Augusto de Oliveira Camargo,tertiary,False,67.684,,,"LINESTRING (-47.2157847 -23.0918883, -47.2161999 -23.0916986, -47.216377 -23.0916169)",
115176967,True,Rua Bernardino de Campos,residential,False,99.377,1,30,"LINESTRING (-47.2154299 -23.0890022, -47.2162888 -23.0885845)",
361791826,True,Rua Pedro de Toledo,tertiary,False,101.465,2,40,"LINESTRING (-47.2154299 -23.0890022, -47.2149972 -23.0881811)",
115176967,True,Rua Bernardino de Campos,residential,False,100.433,1,30,"LINESTRING (-47.2187225 -23.0873661, -47.219591 -23.0869448)",
361819079,True,Rua Cinco de Julho,residential,False,96.515,1,30,"LINESTRING (-47.2187225 -23.0873661, -47.2182889 -23.0865952)",
115178080,False,Rua João Tibiriçá Piratininga,residential,True,103.885,,,"LINESTRING (-47.2225421 -23.0924274, -47.2216357 -23.0928489)",
361819426,True,Rua Voluntário João dos Santos,residential,False,64.458,,,"LINESTRING (-47.2225421 -23.0924274, -47.2228228 -23.0929464)",
115176967,True,Rua Bernardino de Campos,residential,False,100.821,1,30,"LINESTRING (-47.2169704 -23.0882528, -47.2178282 -23.0878062)",
361820226,True,Rua Candelária,tertiary,False,101.457,2,40,"LINESTRING (-47.2169704 -23.0882528, -47.2167547 -23.087841, -47.2165399 -23.0874308)",
115177462,False,Rua João da Fonseca Bicudo,residential,False,97.893,,,"LINESTRING (-47.2220336 -23.0895108, -47.2211764 -23.0899023)",
