osmid,name,highway,oneway,reversed,length,geometry,bridge,junction,tunnel
140252865,Avenida Thales Chagas,tertiary,False,False,77.338,"LINESTRING (-43.9207597 -19.6972065, -43.9212671 -19.696701)",,,
220334355,Rua Aureliano Nestor Veado,residential,False,True,121.851,"LINESTRING (-43.9207597 -19.6972065, -43.9217374 -19.6978011)",,,
140252865,Avenida Thales Chagas,tertiary,False,True,76.465,"LINESTRING (-43.9207597 -19.6972065, -43.9207074 -19.6973706, -43.9206542 -19.6978845)",,,
"[220334355, 30042053]","['Rua Alberto Lázaro', 'Rua Aureliano Nestor Veado']",residential,False,"[False, True]",157.88299999999998,"LINESTRING (-43.9207597 -19.6972065, -43.9201574 -19.6968736, -43.9201185 -19.696832, -43.9201101 -19.6967735, -43.9203377 -19.6961621)",,,
30001071,Avenida Prefeito Sebastião Fernandes,secondary,False,False,121.946,"LINESTRING (-43.9180272 -19.6966495, -43.9182155 -19.6962847, -43.918531 -19.6956607)",,,
182202528,Rua Tiradentes,tertiary,False,True,121.528,"LINESTRING (-43.9180272 -19.6966495, -43.9179817 -19.6966125, -43.9175279 -19.6962374, -43.9173368 -19.6960795, -43.917238 -19.6959909, -43.9171611 -19.695922)",,,
225496953,Rua Afonso Pena,secondary,False,False,138.15,"LINESTRING (-43.9180272 -19.6966495, -43.9188056 -19.6973042, -43.9190228 -19.6974643)",,,
140252876,Avenida Adélia Issa,secondary,False,False,17.017,"LINESTRING (-43.9144182 -19.6937319, -43.9145657 -19.6936676)",,,
140252876,Avenida Adélia Issa,secondary,False,True,4.164,"LINESTRING (-43.9144182 -19.6937319, -43.9143826 -19.6937486)",,,
"[11523296, 182202528, 182202527]",Rua Tiradentes,tertiary,False,False,206.35899999999998,"LINESTRING (-43.9144182 -19.6937319, -43.9147867 -19.694017, -43.9152314 -19.6943833, -43.9159091 -19.6949456)",yes,,
140252876,Avenida Adélia Issa,secondary,False,False,4.164,"LINESTRING (-43.9143826 -19.6937486, -43.9144182 -19.6937319)",,,
30001080,Rua Tiradentes,tertiary,False,False,54.601,"LINESTRING (-43.9143826 -19.6937486, -43.914097 -19.6936021, -43.9139253 -19.6935125)",,,
30042098,Rua Vereador Ataide Barbosa Soares,residential,False,False,103.426,"LINESTRING (-43.9179102 -19.6905377, -43.9188947 -19.6906148)",,,
140252876,Avenida Adélia Issa,secondary,False,False,92.649,"LINESTRING (-43.9179102 -19.6905377, -43.9178402 -19.6897071)",,,
140252876,Avenida Adélia Issa,secondary,False,True,44.118,"LINESTRING (-43.9179102 -19.6905377, -43.9178444 -19.6909296)",,,
140252876,Avenida Adélia Issa,secondary,False,True,92.649,"LINESTRING (-43.9178402 -19.6897071, -43.9179102 -19.6905377)",,,
738380017,Avenida das Nascentes,tertiary,False,False,68.432,"LINESTRING (-43.9166075 -19.6907094, -43.9164223 -19.6912996)",,,
30042120,Rua Vereador José Santos,residential,False,True,183.54399999999998,"LINESTRING (-43.9166075 -19.6907094, -43.9162191 -19.690557, -43.9157147 -19.6903749, -43.9153084 -19.6904239, -43.9150497 -19.6904912, -43.9149448 -19.6905336)",,,
30042119,Rua Maria Saliba Nassif,residential,False,True,52.197,"LINESTRING (-43.9147923 -19.6925264, -43.914981 -19.6929609)",,,
236404416,Rua José da Fonseca Cota,tertiary,False,True,13.121,"LINESTRING (-43.9147923 -19.6925264, -43.9149033 -19.6924716)",,,
30042059,Rua São Sebastião,residential,False,False,63.689,"LINESTRING (-43.9231506 -19.6935783, -43.922891 -19.6940963)",,,
771686250,Rua Joaquim Fernando Filho,residential,False,True,97.507,"LINESTRING (-43.9231506 -19.6935783, -43.9224607 -19.6929892)",,,
771686257,Rua Doutor Emílio Vasconcelos Costa,residential,False,True,25.304,"LINESTRING (-43.9232041 -19.6917074, -43.9233916 -19.6915638)",,,
771686264,Rua Nossa Senhora de Lourdes,secondary,False,False,19.121,"LINESTRING (-43.9232041 -19.6917074, -43.9230895 -19.6915735)",,,
30042041,Rua Inas Vercesi do Valle,residential,False,False,70.363,"LINESTRING (-43.9234195 -19.6965062, -43.9230225 -19.6970168)",,,
771686245,Rua Salim Salomão,residential,False,True,61.284,"LINESTRING (-43.9234195 -19.6965062, -43.9231575 -19.6963446, -43.9229227 -19.696215)",,,
140252865,Avenida Thales Chagas,tertiary,False,True,68.475,"LINESTRING (-43.9221827 -19.6958063, -43.9217336 -19.696254)",,,
771686245,Rua Salim Salomão,residential,False,False,89.816,"LINESTRING (-43.9221827 -19.6958063, -43.9229227 -19.696215)",,,
771686248,Avenida Thales Chagas,tertiary,False,False,126.77,"LINESTRING (-43.9221827 -19.6958063, -43.9230242 -19.6949865)",,,
771686254,Rua Salim Salomão,residential,True,False,136.739,"LINESTRING (-43.9221827 -19.6958063, -43.9210758 -19.6951535)",,,
30042053,Rua Alberto Lázaro,residential,False,False,66.574,"LINESTRING (-43.9210758 -19.6951535, -43.9207582 -19.6956722)",,,
30042053,Rua Alberto Lázaro,residential,False,True,22.481,"LINESTRING (-43.9210758 -19.6951535, -43.9211348 -19.6949591)",,,
543889330,,residential,True,False,27.486,"LINESTRING (-43.9210758 -19.6951535, -43.9210013 -19.6950607, -43.9209003 -19.6949708)",,,
771704087,Avenida Thales Chagas,tertiary,False,True,46.849,"LINESTRING (-43.9233384 -19.6946865, -43.9230242 -19.6949865)",,,
30042036,Rua Joaquim Batista Júnior,residential,False,False,114.27,"LINESTRING (-43.9212671 -19.696701, -43.9203377 -19.6961621)",,,
30042036,Rua Joaquim Batista Júnior,residential,False,True,104.332,"LINESTRING (-43.9212671 -19.696701, -43.9221122 -19.6971983)",,,
