osmid,oneway,name,highway,reversed,length,ref,geometry,junction,maxspeed
32955752,True,Rua 24 de Maio,residential,False,26.861,,"LINESTRING (-56.1348288 -15.6479744, -56.1349862 -15.6481625)",,
935560417,True,Avenida Filinto Muller,secondary,False,186.486,MT-351,"LINESTRING (-56.1348288 -15.6479744, -56.1364205 -15.6486552)",,
935560420,True,Rua Maracaju,residential,False,18.66,,"LINESTRING (-56.1348288 -15.6479744, -56.1347526 -15.6480523, -56.1346942 -15.6480754)",,
935560421,True,Rua 24 de Maio,residential,False,222.436,,"LINESTRING (-56.1349862 -15.6481625, -56.1346234 -15.6490265, -56.1341766 -15.6500045)",,
935560422,True,Avenida Filinto Muller,secondary,False,32.732,MT-351,"LINESTRING (-56.1349862 -15.6481625, -56.134709 -15.6480798, -56.1346942 -15.6480754)",,
174506753,True,Avenida Couto Magalhães,secondary,False,92.234,,"LINESTRING (-56.1308196 -15.6466424, -56.1316623 -15.6468143)",,
32516142,True,Rua Maracaju,residential,False,60.046,,"LINESTRING (-56.1349815 -15.6474548, -56.1348288 -15.6479744)",,
174506753,True,Avenida Couto Magalhães,secondary,False,174.894,,"LINESTRING (-56.1349815 -15.6474548, -56.1365842 -15.6477583)",,
32957009,True,Rua Fenelon Müller,residential,False,67.607,,"LINESTRING (-56.1365842 -15.6477583, -56.1366857 -15.6471582)",,
165250135,True,Avenida Ulisses Pompeu de Campos,primary,False,31.261,BR-070;BR-163;BR-364,"LINESTRING (-56.129042 -15.642079, -56.128765 -15.6419902)",,
495794739,False,Rua Melania Ximita,residential,True,34.262,,"LINESTRING (-56.129042 -15.642079, -56.1291699 -15.64214, -56.1293409 -15.6421849)",,
165250135,True,Avenida Ulisses Pompeu de Campos,primary,False,29.718,BR-070;BR-163;BR-364,"LINESTRING (-56.128765 -15.6419902, -56.1285036 -15.6419004)",,
905006588,True,Rua Mário Motta,residential,False,35.325,,"LINESTRING (-56.128765 -15.6419902, -56.1284389 -15.6420383)",,
32887156,True,,primary_link,False,24.833,,"LINESTRING (-56.1289018 -15.6418527, -56.1288934 -15.6419215, -56.1288546 -15.6419768, -56.128765 -15.6419902)",,
32955746,False,Travessa Nossa Senhora do Garmo,residential,True,174.932,,"LINESTRING (-56.1335117 -15.6478655, -56.1320399 -15.6485484)",,
935560423,True,Avenida Filinto Muller,secondary,False,183.724,MT-351,"LINESTRING (-56.1335117 -15.6478655, -56.1331167 -15.6478797, -56.1328217 -15.6479243, -56.1320351 -15.6481651, -56.1319214 -15.6481962, -56.131846 -15.6482168)",,
935560423,True,Avenida Filinto Muller,secondary,False,67.546,MT-351,"LINESTRING (-56.1315417 -15.6482362, -56.131033 -15.6482365, -56.1309113 -15.6482465)",,
935560415,False,Avenida Castelo Branco,tertiary,False,7.87,,"LINESTRING (-56.1309113 -15.6482465, -56.1309061 -15.6481759)",,
935560416,True,Avenida Filinto Muller,secondary,False,135.62099999999998,MT-351,"LINESTRING (-56.1309113 -15.6482465, -56.1307768 -15.6482839, -56.1306849 -15.6483269, -56.1305661 -15.6483824, -56.1297632 -15.6487575)",,
1197099596,False,Avenida Castelo Branco,tertiary,True,84.493,,"LINESTRING (-56.1309113 -15.6482465, -56.1309196 -15.6483393, -56.1309292 -15.6484475, -56.1309451 -15.6486273, -56.1309786 -15.6490036)",,
32516140,False,Travessa Municipal,residential,True,122.37400000000002,,"LINESTRING (-56.1333874 -15.6478024, -56.1327848 -15.6474587, -56.1327606 -15.6474225, -56.1327533 -15.647378, -56.1328264 -15.6470474)",,
935560419,True,Avenida Filinto Muller,secondary,False,155.89600000000002,MT-351,"LINESTRING (-56.1333874 -15.6478024, -56.1336247 -15.6478093, -56.1345986 -15.6479139, -56.1348288 -15.6479744)",,
32516138,False,Rua Aquidaban,residential,False,155.654,,"LINESTRING (-56.1313414 -15.6481796, -56.1316623 -15.6468143)",,
935560419,True,Avenida Filinto Muller,secondary,False,224.30899999999997,MT-351,"LINESTRING (-56.1313414 -15.6481796, -56.1316701 -15.6481688, -56.1319846 -15.648109, -56.1327466 -15.6478771, -56.1330027 -15.6478319, -56.1333874 -15.6478024)",,
935560415,False,Avenida Castelo Branco,tertiary,True,7.87,,"LINESTRING (-56.1309061 -15.6481759, -56.1309113 -15.6482465)",,
935560418,False,Avenida Castelo Branco,tertiary,False,5.025,,"LINESTRING (-56.1309061 -15.6481759, -56.1309018 -15.6481309)",,
935560419,True,Avenida Filinto Muller,secondary,False,46.730000000000004,MT-351,"LINESTRING (-56.1309061 -15.6481759, -56.1310662 -15.6481628, -56.1313414 -15.6481796)",,
935560411,True,Rua Antenor Malheiros,residential,False,131.181,,"LINESTRING (-56.1296931 -15.6486894, -56.12886 -15.6478244)",,
935560413,False,Rua Antenor Malheiros,residential,True,10.662,,"LINESTRING (-56.1296931 -15.6486894, -56.1297632 -15.6487575)",,
935560412,True,Avenida Filinto Muller,secondary,False,141.939,MT-351,"LINESTRING (-56.1296931 -15.6486894, -56.1303915 -15.6483876, -56.1306572 -15.6482727, -56.1308243 -15.6482005, -56.1309061 -15.6481759)",,
32516264,False,Rua Clovis Hugueney,residential,False,94.184,,"LINESTRING (-56.1282378 -15.6493761, -56.1279041 -15.6485924)",,
935560409,True,Avenida Filinto Muller,secondary,False,173.527,MT-351,"LINESTRING (-56.1282378 -15.6493761, -56.1296931 -15.6486894)",,
663529610,True,Avenida Couto Magalhães,secondary,False,57.52,,"LINESTRING (-56.1293891 -15.6463571, -56.129909 -15.6464873)",,
32516141,True,Rua da Independencia,residential,False,73.013,,"LINESTRING (-56.1293891 -15.6463571, -56.1296971 -15.646745, -56.1298033 -15.6468787)",,
