osmid,oneway,ref,highway,reversed,length,bridge,geometry,name,lanes,maxspeed
"[417141944, 417141939, 417141943]",True,AM-010,primary,False,295.90700000000004,yes,"LINESTRING (-59.7029538 -2.6990925, -59.7031409 -2.6990583, -59.7034849 -2.6990637, -59.703749 -2.6990714, -59.70422 -2.699079, -59.7050855 -2.6991152, -59.7054869 -2.6991317, -59.7056053 -2.6991764)",,,
417141942,False,AM-010,primary,False,247.92999999999998,,"LINESTRING (-59.7029538 -2.6990925, -59.7024664 -2.6990765, -59.7021221 -2.6990568, -59.7019536 -2.6990479, -59.7018683 -2.6990419, -59.7015472 -2.6989916, -59.7011994 -2.6989213, -59.7009822 -2.6988573, -59.7007578 -2.698775)",,,
31483931,False,AM-010,primary,False,36.656,,"LINESTRING (-59.7000449 -2.6984743, -59.6997546 -2.6983175)",Rodovia Deputado Vital de Mendonça,,
417141942,False,AM-010,primary,True,16.617,,"LINESTRING (-59.7000449 -2.6984743, -59.7001775 -2.6985435)",,,
223612430,False,,residential,False,56.88,,"LINESTRING (-59.7000449 -2.6984743, -59.7000773 -2.6983841, -59.7001148 -2.6983082, -59.7001865 -2.6981356, -59.7002408 -2.698002)",,,
240967169,False,,residential,True,11.846,,"LINESTRING (-59.7036234 -2.6947521, -59.7036072 -2.6948574)",Rua Governador Gomes Pimentel,,
240966329,False,,residential,False,61.629,,"LINESTRING (-59.7019313 -2.6955944, -59.7014126 -2.6953976)",Rua Governador Nélson de Melo,,
240966329,False,,residential,True,60.767,,"LINESTRING (-59.7019313 -2.6955944, -59.702431 -2.6958169)",Rua Governador Nélson de Melo,,
240964922,False,,residential,True,132.261,,"LINESTRING (-59.7019313 -2.6955944, -59.7016697 -2.6962608, -59.701633 -2.6963548, -59.701498 -2.6967023)",Rua Governador Álvaro Maia,,
240966329,False,,residential,False,81.628,,"LINESTRING (-59.703115 -2.6960852, -59.7029003 -2.6959977, -59.7026488 -2.6959038, -59.702431 -2.6958169)",Rua Governador Nélson de Melo,,
240967169,False,,residential,False,147.161,,"LINESTRING (-59.703115 -2.6960852, -59.7031832 -2.6959316, -59.7035211 -2.6951238, -59.7036072 -2.6948574)",Rua Governador Gomes Pimentel,,
240967169,False,,residential,True,128.684,,"LINESTRING (-59.703115 -2.6960852, -59.7029419 -2.6965138, -59.7026827 -2.6971589)",Rua Governador Gomes Pimentel,,
240964922,False,,residential,False,132.261,,"LINESTRING (-59.701498 -2.6967023, -59.701633 -2.6963548, -59.7016697 -2.6962608, -59.7019313 -2.6955944)",Rua Governador Álvaro Maia,,
240964922,False,,residential,True,91.104,,"LINESTRING (-59.701498 -2.6967023, -59.7014305 -2.6968742, -59.7014166 -2.6969097, -59.7013934 -2.6969692, -59.7013659 -2.6970394, -59.7012041 -2.6974672)",Rua Governador Álvaro Maia,,
240966332,False,,residential,False,60.934,,"LINESTRING (-59.701498 -2.6967023, -59.7016483 -2.6967535, -59.7018367 -2.6968292, -59.7020112 -2.6968956)",Rua Governador Pedro Barcelar,,
240966332,False,,residential,True,63.441,,"LINESTRING (-59.701498 -2.6967023, -59.7013378 -2.6966363, -59.7009683 -2.6964889)",Rua Governador Pedro Barcelar,,
240966332,False,,residential,True,80.125,,"LINESTRING (-59.7026827 -2.6971589, -59.7020112 -2.6968956)",Rua Governador Pedro Barcelar,,
240967169,False,,residential,True,91.235,,"LINESTRING (-59.7026827 -2.6971589, -59.7024073 -2.6979319)",Rua Governador Gomes Pimentel,,
240966331,False,,residential,False,129.004,,"LINESTRING (-59.7026827 -2.6971589, -59.7028926 -2.6973893, -59.7029901 -2.697497, -59.7030343 -2.6975559, -59.7030656 -2.697613, -59.7030692 -2.6976611, -59.7030531 -2.6977261, -59.7029019 -2.6981495)",Rua Governador D. Porto,,
240967169,False,,residential,False,128.684,,"LINESTRING (-59.7026827 -2.6971589, -59.7029419 -2.6965138, -59.703115 -2.6960852)",Rua Governador Gomes Pimentel,,
240966330,False,,residential,True,58.775,,"LINESTRING (-59.7012041 -2.6974672, -59.7016953 -2.6976638)",Rua Governador João Walter,,
240964922,False,,residential,False,91.104,,"LINESTRING (-59.7012041 -2.6974672, -59.7013659 -2.6970394, -59.7013934 -2.6969692, -59.7014166 -2.6969097, -59.7014305 -2.6968742, -59.701498 -2.6967023)",Rua Governador Álvaro Maia,,
240964922,False,,residential,True,88.679,,"LINESTRING (-59.7012041 -2.6974672, -59.7010933 -2.697726, -59.7010508 -2.6978051, -59.7010039 -2.6979176, -59.7009073 -2.6982063)",Rua Governador Álvaro Maia,,
240966330,False,,residential,False,84.515,,"LINESTRING (-59.7024073 -2.6979319, -59.7016953 -2.6976638)",Rua Governador João Walter,,
240966330,False,,residential,True,60.029,,"LINESTRING (-59.7024073 -2.6979319, -59.7029019 -2.6981495)",Rua Governador João Walter,,
240967169,False,,residential,False,91.235,,"LINESTRING (-59.7024073 -2.6979319, -59.7026827 -2.6971589)",Rua Governador Gomes Pimentel,,
240969565,False,,residential,False,143.071,,"LINESTRING (-59.7024073 -2.6979319, -59.7023343 -2.6981246, -59.7022779 -2.6982518, -59.702225 -2.6983249, -59.7021837 -2.6983654, -59.7021364 -2.6983965, -59.702007 -2.6984374, -59.7018521 -2.6984555, -59.7016671 -2.6984367, -59.7015779 -2.6984175, -59.7015028 -2.6983985, -59.7014156 -2.6983711)",Rua Barão de São Domingos,,
240969565,False,,residential,True,51.298,,"LINESTRING (-59.7002408 -2.698002, -59.70068 -2.6981447)",Rua Barão de São Domingos,,
223612430,False,,residential,True,56.879999999999995,,"LINESTRING (-59.7002408 -2.698002, -59.7001865 -2.6981356, -59.7001148 -2.6983082, -59.7000773 -2.6983841, -59.7000449 -2.6984743)",,,
240969565,False,,residential,False,34.582,,"LINESTRING (-59.7002408 -2.698002, -59.7000966 -2.6979317, -59.6999592 -2.6978694)",Rua Barão de São Domingos,,
240969565,False,,residential,False,26.159,,"LINESTRING (-59.7009073 -2.6982063, -59.70068 -2.6981447)",Rua Barão de São Domingos,,
