osmid,name,highway,oneway,reversed,length,geometry,access,ref,maxspeed
102229471,Rua Educadora Alzira de Araújo,residential,False,False,18.089,"LINESTRING (-46.3506143 -22.4435542, -46.3507848 -22.4435946)",,,
102229471,Rua Educadora Alzira de Araújo,residential,False,True,35.321,"LINESTRING (-46.3506143 -22.4435542, -46.3502751 -22.4435031)",,,
102229588,Rua da Saudade,residential,False,False,32.198,"LINESTRING (-46.3506143 -22.4435542, -46.3506653 -22.4438399)",,,
102229382,Rua Prefeito Júlio Cezar de Carvalho,residential,False,False,111.702,"LINESTRING (-46.3455798 -22.4423625, -46.346554 -22.4419171)",,,
248872332,Rua Amazonas,residential,False,False,51.759,"LINESTRING (-46.3455798 -22.4423625, -46.3458668 -22.442745)",,,
248872332,Rua Amazonas,residential,False,True,47.435,"LINESTRING (-46.3455798 -22.4423625, -46.345325 -22.4420068)",,,
102229272,Rua Juscelino Kubistchek,residential,False,True,70.536,"LINESTRING (-46.3473583 -22.4404841, -46.346672 -22.4404881)",,,
249047211,Rua Benjamin Rossi,secondary,False,False,101.523,"LINESTRING (-46.3473583 -22.4404841, -46.3474307 -22.4408361, -46.3474817 -22.4411398, -46.3475042 -22.4413863)",,,
249047211,Rua Benjamin Rossi,secondary,False,True,109.65,"LINESTRING (-46.3473583 -22.4404841, -46.3473409 -22.4403898, -46.3472978 -22.4402429, -46.3472816 -22.4400917, -46.3472655 -22.4399789, -46.3472656 -22.439819, -46.3473272 -22.4396839, -46.3474227 -22.4395433)",,,
102229163,Rua Cruz de Cedro,residential,False,False,24.65,"LINESTRING (-46.3431081 -22.4430269, -46.3433475 -22.4430133)",,,
102229163,Rua Cruz de Cedro,residential,False,True,28.136,"LINESTRING (-46.3431081 -22.4430269, -46.3428439 -22.4430932)",,,
248887099,Rua Sebastião Gregorio,residential,False,True,23.727,"LINESTRING (-46.3431081 -22.4430269, -46.3432723 -22.4428769)",,,
249047211,Rua Benjamin Rossi,secondary,False,False,21.491,"LINESTRING (-46.3475434 -22.4421104, -46.3475595 -22.4423031)",,,
102229218,Rua Prefeito João Ribeiro dos Santos,residential,False,True,105.244,"LINESTRING (-46.3475434 -22.4421104, -46.3473184 -22.4421564, -46.3470851 -22.4421973, -46.3469107 -22.4422382, -46.3465567 -22.4423559)",,,
249047211,Rua Benjamin Rossi,secondary,False,True,80.631,"LINESTRING (-46.3475434 -22.4421104, -46.3475126 -22.441674, -46.3475042 -22.4413863)",,,
102229191,Rua Vereador Júlio Luís de Almeida,residential,False,True,55.507,"LINESTRING (-46.3465089 -22.4446146, -46.347041 -22.444529)",,,
102229519,Rua José Geraldo Vida,residential,False,True,55.406,"LINESTRING (-46.3465089 -22.4446146, -46.3462559 -22.4441746)",,,
"[756119540, 102229191]","['Rua Santa Luzia', 'Rua Vereador Júlio Luís de Almeida']",residential,False,False,124.35900000000001,"LINESTRING (-46.3465089 -22.4446146, -46.3459352 -22.4449814, -46.3459036 -22.4450083, -46.3456283 -22.4446568)",,,
102229319,Rua Benjamin Constant,residential,True,False,27.395,"LINESTRING (-46.3505494 -22.4370625, -46.3504911 -22.4373029)",designated,,
835284868,Avenida Bom Jesus,secondary,True,False,1.224,"LINESTRING (-46.3506815 -22.4420579, -46.3506787 -22.4420686)",,,
"[102229437, 248807079]",,residential,False,True,143.27199999999996,"LINESTRING (-46.3506815 -22.4420579, -46.3507795 -22.4420528, -46.350821 -22.4420398, -46.3508593 -22.4420205, -46.3509163 -22.4419858, -46.3510028 -22.441904, -46.3510423 -22.4418507, -46.3510752 -22.4417708, -46.351102 -22.4416078, -46.3511225 -22.4414491, -46.3511279 -22.4413617, -46.3511212 -22.4413071, -46.3511051 -22.4412414, -46.3510615 -22.4411491, -46.3509703 -22.4410201)",,,
1183926281,Rua Benjamin Rossi,secondary,False,True,6.894,"LINESTRING (-46.3477909 -22.4451822, -46.3477871 -22.4451203)",,,
835278212,Praça Coronel Bueno,residential,False,False,70.855,"LINESTRING (-46.3477909 -22.4451822, -46.3477215 -22.4452332, -46.3476585 -22.4452568, -46.3475378 -22.4453337, -46.3474788 -22.4454303, -46.3474198 -22.4456702)",,,
102229296,,residential,False,False,69.461,"LINESTRING (-46.3493208 -22.4394009, -46.349945 -22.4396404)",,,
102229570,Rua Afonso Pena,residential,False,False,24.832,"LINESTRING (-46.3493208 -22.4394009, -46.3493865 -22.439186)",,,
102229570,Rua Afonso Pena,residential,False,True,132.744,"LINESTRING (-46.3493208 -22.4394009, -46.3492208 -22.4397604, -46.3489811 -22.4405526)",,,
102229130,Rua Goiás,residential,False,True,123.797,"LINESTRING (-46.343912 -22.4406361, -46.3442067 -22.4395566)",,,
1105948357,Rua Santa Catarina,residential,True,False,56.855,"LINESTRING (-46.343912 -22.4406361, -46.3433751 -22.4405129)",,,
249047212,Rua Professor Domingos de Franco,secondary,False,False,66.331,"LINESTRING (-46.3483528 -22.4404162, -46.3489811 -22.4405526)",,MG-295,40
249047212,Rua Professor Domingos de Franco,secondary,False,True,23.405,"LINESTRING (-46.3483528 -22.4404162, -46.3481257 -22.4404005)",,MG-295,40
102229365,Rua Lázaro Gomes Tenorio,residential,False,True,168.056,"LINESTRING (-46.3449938 -22.4426898, -46.3437545 -22.4436758)",,,
102229519,Rua José Geraldo Vida,residential,False,False,51.953,"LINESTRING (-46.3449938 -22.4426898, -46.3453792 -22.4429067, -46.3454183 -22.4429415)",,,
102229519,Rua José Geraldo Vida,residential,False,True,54.239000000000004,"LINESTRING (-46.3449938 -22.4426898, -46.3449387 -22.4426612, -46.3448073 -22.4425869, -46.3445665 -22.4424057)",,,
102229296,,residential,False,False,45.824,"LINESTRING (-46.3506722 -22.4402214, -46.3510031 -22.4404976)",,,
102229296,,residential,False,True,98.79,"LINESTRING (-46.3506722 -22.4402214, -46.349945 -22.4396404)",,,
102229280,Rua Padre Zeferino,residential,True,False,72.542,"LINESTRING (-46.3506722 -22.4402214, -46.3505857 -22.4404191, -46.3503824 -22.440816)",,,
248887097,Rua Humaita,residential,False,True,27.34,"LINESTRING (-46.3436266 -22.4417142, -46.3438833 -22.4417787)",,,
756120316,Rua Joaquim do Lino,residential,False,True,21.002,"LINESTRING (-46.3436266 -22.4417142, -46.3437826 -22.4415922)",,,
102229367,Rua Cruz de Cedro,residential,False,False,67.29599999999999,"LINESTRING (-46.3436266 -22.4417142, -46.343558 -22.4418096, -46.3434883 -22.4419473, -46.3433234 -22.4422497)",,,
102229339,Rua Capitão Eduardo Carneiro,residential,True,False,11.522,"LINESTRING (-46.3506787 -22.4420686, -46.3505707 -22.4420408)",,,
835284868,Avenida Bom Jesus,secondary,True,False,101.248,"LINESTRING (-46.3506787 -22.4420686, -46.3505914 -22.4424108, -46.3504285 -22.4429491)",,,
102229521,Rua Minas Gerais,residential,False,True,58.307,"LINESTRING (-46.3432657 -22.438347, -46.3438161 -22.4384741)",,,
102229374,Rua São Paulo,residential,False,False,109.84899999999999,"LINESTRING (-46.3432657 -22.438347, -46.3431779 -22.438721, -46.3430612 -22.4393165)",,,
102229581,Rua Maranhão,residential,False,False,134.377,"LINESTRING (-46.3432341 -22.4404952, -46.3437826 -22.4415922)",,,
1157796828,Rua Maranhão,residential,False,True,5.554,"LINESTRING (-46.3432341 -22.4404952, -46.3432013 -22.4404555)",,,
1157796829,Rua Paraná,residential,False,True,14.624,"LINESTRING (-46.3432341 -22.4404952, -46.3433751 -22.4405129)",,,
102229272,Rua Juscelino Kubistchek,residential,False,False,58.074,"LINESTRING (-46.3456771 -22.4404576, -46.3462419 -22.4404734)",,,
102229272,Rua Juscelino Kubistchek,residential,False,True,88.028,"LINESTRING (-46.3456771 -22.4404576, -46.3448207 -22.440445)",,,
102229474,Rua José de Lima Pinto,residential,False,False,28.775,"LINESTRING (-46.3456771 -22.4404576, -46.3457002 -22.4401997)",,,
102229474,Rua José de Lima Pinto,residential,False,True,57.009,"LINESTRING (-46.3456771 -22.4404576, -46.34566 -22.4407897, -46.3456393 -22.4409689)",,,
102229441,Rua Joaquim Candido Ferreira,residential,False,False,142.61,"LINESTRING (-46.3445665 -22.4424057, -46.3435414 -22.4432701)",,,
102229519,Rua José Geraldo Vida,residential,False,False,54.239,"LINESTRING (-46.3445665 -22.4424057, -46.3448073 -22.4425869, -46.3449387 -22.4426612, -46.3449938 -22.4426898)",,,
102229519,Rua José Geraldo Vida,residential,False,True,70.407,"LINESTRING (-46.3445665 -22.4424057, -46.344541 -22.4423922, -46.3441886 -22.4421722, -46.3441367 -22.4421444, -46.3441991 -22.4419978)",,,
102229351,Rua do Cafe,residential,False,False,29.914,"LINESTRING (-46.3506653 -22.4438399, -46.3507848 -22.4435946)",,,
102229527,Rua da Saudade,residential,False,False,133.301,"LINESTRING (-46.3506653 -22.4438399, -46.3510421 -22.444987)",,,
102229588,Rua da Saudade,residential,False,True,32.198,"LINESTRING (-46.3506653 -22.4438399, -46.3506143 -22.4435542)",,,
102229193,Rua Pará,residential,False,True,25.335,"LINESTRING (-46.3450045 -22.4397359, -46.3447647 -22.4396831)",,,
1105948358,Rua Amazonas,residential,False,False,20.992,"LINESTRING (-46.3450045 -22.4397359, -46.3449689 -22.4399218)",,,
