osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,lanes
226855477,Rua Dona Corina Pereira,residential,False,True,63.24,"LINESTRING (-37.6406282 -8.0851019, -37.6408242 -8.0856365)",,,
233254114,Rua Mariano José de Rezende,residential,False,False,62.734,"LINESTRING (-37.6406282 -8.0851019, -37.640086 -8.0852755)",,,
233254114,Rua Mariano José de Rezende,residential,False,True,200.17,"LINESTRING (-37.6406282 -8.0851019, -37.6423547 -8.0845373)",,,
226855477,Rua Dona Corina Pereira,residential,False,False,92.707,"LINESTRING (-37.6406282 -8.0851019, -37.6405167 -8.0848939, -37.6402305 -8.084367)",,,
226855477,Rua Dona Corina Pereira,residential,False,True,253.301,"LINESTRING (-37.6388801 -8.081918, -37.6399858 -8.0839157)",,,
233253628,Rua Cecílio Pedro Lopes,residential,False,True,248.782,"LINESTRING (-37.6388801 -8.081918, -37.6390678 -8.0831454, -37.6390977 -8.0832714, -37.6391318 -8.0834045, -37.6392003 -8.0835765, -37.639454 -8.0840594)",,,
233253628,Rua Cecílio Pedro Lopes,residential,False,True,56.674,"LINESTRING (-37.639454 -8.0840594, -37.6397017 -8.0845062)",,,
617160134,Travessa Germano de Souza Lima,residential,False,False,60.687,"LINESTRING (-37.639454 -8.0840594, -37.6399858 -8.0839157)",,,
617160134,Travessa Germano de Souza Lima,residential,False,True,70.902,"LINESTRING (-37.639454 -8.0840594, -37.6388174 -8.084156)",,,
233253628,Rua Cecílio Pedro Lopes,residential,False,False,248.782,"LINESTRING (-37.639454 -8.0840594, -37.6392003 -8.0835765, -37.6391318 -8.0834045, -37.6390977 -8.0832714, -37.6390678 -8.0831454, -37.6388801 -8.081918)",,,
617160130,Rua Niralda de Campos Queiroz,residential,False,True,54.011,"LINESTRING (-37.6388174 -8.084156, -37.6389 -8.0846348)",,,
617160134,Travessa Germano de Souza Lima,residential,False,False,70.902,"LINESTRING (-37.6388174 -8.084156, -37.639454 -8.0840594)",,,
617160134,Travessa Germano de Souza Lima,residential,False,True,51.566,"LINESTRING (-37.6388174 -8.084156, -37.6383558 -8.0842347)",,,
233253628,Rua Cecílio Pedro Lopes,residential,False,False,56.674,"LINESTRING (-37.6397017 -8.0845062, -37.639454 -8.0840594)",,,
233253628,Rua Cecílio Pedro Lopes,residential,False,True,95.433,"LINESTRING (-37.6397017 -8.0845062, -37.640086 -8.0852755)",,,
1043415135,Rua José Amaral,residential,False,False,38.353,"LINESTRING (-37.6397017 -8.0845062, -37.639359 -8.0845682)",,,
