osmid,oneway,ref,name,highway,reversed,length,maxspeed,geometry,junction,lanes
861127594,False,BR-317,Avenida Amazonas,trunk,False,12.183,,"LINESTRING (-68.7388859 -11.0272719, -68.7389743 -11.027205)",,
861127594,False,BR-317,Avenida Amazonas,trunk,True,142.653,,"LINESTRING (-68.7388859 -11.0272719, -68.7377876 -11.0279674)",,
203216556,False,,Rua Ana de Souza Lira,residential,False,286.592,30,"LINESTRING (-68.7388859 -11.0272719, -68.737938 -11.0258149, -68.7378646 -11.0256849, -68.737857 -11.0256644, -68.7378517 -11.0256325, -68.7378542 -11.0256065, -68.7378589 -11.0255688, -68.7379776 -11.0249988)",,
203216556,False,,Rua Ana de Souza Lira,residential,True,232.30200000000002,30,"LINESTRING (-68.7388859 -11.0272719, -68.7393622 -11.0280329, -68.7398404 -11.0287201, -68.740063 -11.029011)",,
747472605,True,,Rua Plácido de Castro,trunk,False,20.998,,"LINESTRING (-68.7380502 -11.0282073, -68.7378841 -11.0283026)",,
442608645,False,,Rua Plácido de Castro,trunk,True,27.674,,"LINESTRING (-68.7380502 -11.0282073, -68.7381767 -11.0281851, -68.7382755 -11.0281806, -68.7383015 -11.0281833)",,
747229012,False,,Avenida Santos Dumont,trunk,True,45.61,,"LINESTRING (-68.7404278 -11.0292111, -68.740063 -11.029011)",,
203216549,True,,Avenida Santos Dumont,trunk,False,39.395,,"LINESTRING (-68.7404278 -11.0292111, -68.7405438 -11.0292328, -68.7406605 -11.0292604, -68.7407797 -11.0292895)",,
203216548,False,,Rua Maria de L.Mesquita,residential,False,71.526,,"LINESTRING (-68.745693 -11.0277881, -68.745237 -11.0273261)",,
376396805,False,,Rua Arlindo Rufino Borges,residential,False,110.754,,"LINESTRING (-68.745693 -11.0277881, -68.7449661 -11.0284831)",,
203216559,False,,Rua 1,residential,True,69.979,,"LINESTRING (-68.7449661 -11.0284831, -68.7454113 -11.028936)",,
376396805,False,,Rua Arlindo Rufino Borges,residential,False,109.102,,"LINESTRING (-68.7449661 -11.0284831, -68.7442513 -11.029169)",,
376396805,False,,Rua Arlindo Rufino Borges,residential,True,110.754,,"LINESTRING (-68.7449661 -11.0284831, -68.745693 -11.0277881)",,
576300975,True,,,trunk,False,3.314,,"LINESTRING (-68.7407748 -11.0294221, -68.7407568 -11.0293981)",roundabout,
203217460,False,,Travessa Um,residential,True,59.898,,"LINESTRING (-68.7377784 -11.0299054, -68.7379803 -11.0304063)",,
516265933,False,,Travessa Um,residential,False,43.169,,"LINESTRING (-68.7377784 -11.0299054, -68.7375815 -11.0295687)",,
"[279734464, 279734460]",False,,Rua Geraldo Saraiva,residential,"[False, True]",188.88100000000003,,"LINESTRING (-68.7377784 -11.0299054, -68.738872 -11.0292921, -68.7388845 -11.0292598, -68.7388885 -11.0292311, -68.7388776 -11.0292036, -68.7386886 -11.0288842)",,
279730579,False,,Rua Girassol,residential,False,80.801,,"LINESTRING (-68.7382981 -11.0313027, -68.7375578 -11.0312948)",,
442609908,False,,Rua Liberato Vieira,residential,False,184.345,,"LINESTRING (-68.7382981 -11.0313027, -68.7384329 -11.0314146, -68.7387581 -11.0315884, -68.7392932 -11.0318483, -68.7397941 -11.0320596)",,
576300979,False,,Rua São Raimundo,residential,True,273.519,,"LINESTRING (-68.7382981 -11.0313027, -68.7396218 -11.0304458, -68.7400214 -11.0301707, -68.7403594 -11.0299061)",,
576300978,False,,Rua Capitão Pedro de Vasconcelos,residential,False,246.307,,"LINESTRING (-68.7403071 -11.029681, -68.7381586 -11.0303589)",,
442608643,False,,Rua Ana S Lira,residential,True,79.121,,"LINESTRING (-68.7403071 -11.029681, -68.7400905 -11.0290865, -68.740063 -11.029011)",,
576300978,False,,Rua Capitão Pedro de Vasconcelos,residential,True,39.879000000000005,,"LINESTRING (-68.7403071 -11.029681, -68.7404613 -11.0296349, -68.740529 -11.0296231, -68.7405948 -11.0296198, -68.7406638 -11.0296284)",,
203216561,True,,Rua São Raimundo,residential,False,12.536,,"LINESTRING (-68.7407778 -11.0295348, -68.7407748 -11.0294221)",,
576300979,False,,Rua São Raimundo,residential,False,16.221,,"LINESTRING (-68.7407778 -11.0295348, -68.7407266 -11.0295769, -68.7406638 -11.0296284)",,
745280005,False,,Rua Fontinele de Castro,residential,False,69.845,,"LINESTRING (-68.7417434 -11.031433, -68.7413652 -11.0309263)",,
376396816,False,,Rua Para,residential,True,184.264,,"LINESTRING (-68.7417434 -11.031433, -68.7422758 -11.0309407, -68.7429518 -11.030276)",,
576300978,False,,Rua Capitão Pedro de Vasconcelos,residential,False,39.879000000000005,,"LINESTRING (-68.7406638 -11.0296284, -68.7405948 -11.0296198, -68.740529 -11.0296231, -68.7404613 -11.0296349, -68.7403071 -11.029681)",,
576300979,False,,Rua São Raimundo,residential,False,45.381,,"LINESTRING (-68.7406638 -11.0296284, -68.7404881 -11.0297797, -68.7403594 -11.0299061)",,
576300979,False,,Rua São Raimundo,residential,True,16.221,,"LINESTRING (-68.7406638 -11.0296284, -68.7407266 -11.0295769, -68.7407778 -11.0295348)",,
745280005,False,,Rua Fontinele de Castro,residential,True,86.095,,"LINESTRING (-68.7406638 -11.0296284, -68.740728 -11.029689, -68.7408154 -11.0297758, -68.7408677 -11.0298363, -68.7409723 -11.0300469, -68.7410742 -11.0302773)",,
442610584,False,,,residential,False,77.07,,"LINESTRING (-68.7397941 -11.0320596, -68.7401911 -11.0314864)",,
442609908,False,,Rua Liberato Vieira,residential,False,73.82300000000001,,"LINESTRING (-68.7397941 -11.0320596, -68.7401441 -11.0322524, -68.7403078 -11.0323433, -68.7403849 -11.0323828)",,
442609908,False,,Rua Liberato Vieira,residential,True,184.345,,"LINESTRING (-68.7397941 -11.0320596, -68.7392932 -11.0318483, -68.7387581 -11.0315884, -68.7384329 -11.0314146, -68.7382981 -11.0313027)",,
203216559,False,,Rua 1,residential,False,69.979,,"LINESTRING (-68.7454113 -11.028936, -68.7449661 -11.0284831)",,
376396808,False,,Rua Francisca P. de Sousa,residential,True,48.23,,"LINESTRING (-68.7454113 -11.028936, -68.7450948 -11.0292387)",,
861127597,True,BR-317,Rua Plácido de Castro,trunk,False,100.10100000000001,,"LINESTRING (-68.7378841 -11.0283026, -68.7372145 -11.028703, -68.737149 -11.0287191, -68.7370836 -11.0287237)",,
203216548,False,,Rua Maria de L.Mesquita,residential,False,65.734,,"LINESTRING (-68.745237 -11.0273261, -68.7448145 -11.0269048)",,
203216548,False,,Rua Maria de L.Mesquita,residential,True,71.526,,"LINESTRING (-68.745237 -11.0273261, -68.745693 -11.0277881)",,
203216560,False,,Rua Francisco de Andrade,residential,True,219.211,,"LINESTRING (-68.745237 -11.0273261, -68.7438181 -11.0287214)",,
516265934,True,BR-317,Rua Plácido de Castro,trunk,False,24.303,,"LINESTRING (-68.7377876 -11.0279674, -68.7379037 -11.0281539)",,
861127594,False,BR-317,Avenida Amazonas,trunk,False,142.653,,"LINESTRING (-68.7377876 -11.0279674, -68.7388859 -11.0272719)",,
203216551,False,,Rua Duque de Caxias,residential,False,325.186,,"LINESTRING (-68.7377876 -11.0279674, -68.7374591 -11.0256868, -68.7373567 -11.0250738)",,
861127595,True,BR-317,Avenida Amazonas,trunk,False,101.624,,"LINESTRING (-68.737017 -11.0284804, -68.7377876 -11.0279674)",,
203216552,False,,Travessa Maricota,residential,True,68.794,30,"LINESTRING (-68.7379776 -11.0249988, -68.7373473 -11.0249948)",,
203216556,False,,Rua Ana de Souza Lira,residential,True,286.592,30,"LINESTRING (-68.7379776 -11.0249988, -68.7378589 -11.0255688, -68.7378542 -11.0256065, -68.7378517 -11.0256325, -68.737857 -11.0256644, -68.7378646 -11.0256849, -68.737938 -11.0258149, -68.7388859 -11.0272719)",,
442609908,False,,Rua Liberato Vieira,residential,True,73.82300000000001,,"LINESTRING (-68.7403849 -11.0323828, -68.7403078 -11.0323433, -68.7401441 -11.0322524, -68.7397941 -11.0320596)",,
442610144,False,,Rua João Rebouças,residential,False,201.058,,"LINESTRING (-68.7403849 -11.0323828, -68.7404747 -11.0322702, -68.7405284 -11.0321847, -68.741097 -11.0311342, -68.7412807 -11.0308052)",,
442610253,False,,Rua João Rebouças,residential,False,157.676,,"LINESTRING (-68.7403849 -11.0323828, -68.7402749 -11.0325453, -68.7401019 -11.032752, -68.7399651 -11.0328784, -68.7398981 -11.0329231, -68.739772 -11.0329494, -68.7396486 -11.0329573, -68.7396044 -11.032956, -68.7395534 -11.0329679, -68.7394971 -11.0330034, -68.7394474 -11.0330482, -68.7393764 -11.0331153, -68.7392879 -11.0331982)",,
645294055,True,,,trunk_link,False,11.946,,"LINESTRING (-68.7449647 -11.0253423, -68.7450479 -11.0254121)",,1
745280005,False,,Rua Fontinele de Castro,residential,True,16.321,,"LINESTRING (-68.7412807 -11.0308052, -68.7413652 -11.0309263)",,
442610144,False,,Rua João Rebouças,residential,True,201.058,,"LINESTRING (-68.7412807 -11.0308052, -68.741097 -11.0311342, -68.7405284 -11.0321847, -68.7404747 -11.0322702, -68.7403849 -11.0323828)",,
745280005,False,,Rua Fontinele de Castro,residential,False,62.885000000000005,,"LINESTRING (-68.7412807 -11.0308052, -68.7411828 -11.0305669, -68.7410742 -11.0302773)",,
203216548,False,,Rua Maria de L.Mesquita,residential,True,65.734,,"LINESTRING (-68.7448145 -11.0269048, -68.745237 -11.0273261)",,
203216558,False,,Rua Maria de L. Mesquita,residential,False,220.793,,"LINESTRING (-68.7448145 -11.0269048, -68.7441239 -11.0275354, -68.7433366 -11.0282607)",,
203216557,False,,Avenida Raimundo F. Ribeiro,residential,True,73.389,,"LINESTRING (-68.7438181 -11.0287214, -68.7433366 -11.0282607)",,
203216560,False,,Rua Francisco de Andrade,residential,False,219.211,,"LINESTRING (-68.7438181 -11.0287214, -68.745237 -11.0273261)",,
203216547,False,,Rua Sergipe,residential,False,363.519,,"LINESTRING (-68.7438181 -11.0287214, -68.7428176 -11.0295296, -68.7425695 -11.029731, -68.7422812 -11.0300298, -68.7418494 -11.0304669, -68.7413652 -11.0309263)",,
203216557,False,,Avenida Raimundo F. Ribeiro,residential,False,68.658,,"LINESTRING (-68.7438181 -11.0287214, -68.7439885 -11.0288899, -68.7442513 -11.029169)",,
747229012,False,,Avenida Santos Dumont,trunk,False,45.61,,"LINESTRING (-68.740063 -11.029011, -68.7404278 -11.0292111)",,
203216556,False,,Rua Ana de Souza Lira,residential,False,232.30200000000002,30,"LINESTRING (-68.740063 -11.029011, -68.7398404 -11.0287201, -68.7393622 -11.0280329, -68.7388859 -11.0272719)",,
442608643,False,,Rua Ana S Lira,residential,False,79.121,,"LINESTRING (-68.740063 -11.029011, -68.7400905 -11.0290865, -68.7403071 -11.029681)",,
442608645,False,,Rua Plácido de Castro,trunk,False,214.80399999999997,,"LINESTRING (-68.740063 -11.029011, -68.7387474 -11.0282896, -68.7385958 -11.0282344, -68.7384363 -11.0281975, -68.7383015 -11.0281833)",,
376396805,False,,Rua Arlindo Rufino Borges,residential,True,109.102,,"LINESTRING (-68.7442513 -11.029169, -68.7449661 -11.0284831)",,
203216557,False,,Avenida Raimundo F. Ribeiro,residential,True,68.658,,"LINESTRING (-68.7442513 -11.029169, -68.7439885 -11.0288899, -68.7438181 -11.0287214)",,
376396816,False,,Rua Para,residential,False,187.801,,"LINESTRING (-68.7442513 -11.029169, -68.7436022 -11.0297139, -68.7429518 -11.030276)",,
"[376396808, 745280006]",False,,"['Avenida Raimundo F. Ribeiro', 'Rua Francisca P. de Sousa']",residential,False,127.401,,"LINESTRING (-68.7442513 -11.029169, -68.7446322 -11.0295323, -68.7446925 -11.0295875, -68.7447294 -11.0295928, -68.7447703 -11.0295737, -68.7448025 -11.0295461, -68.7450948 -11.0292387)",,
747472604,True,,Rua Plácido de Castro,trunk,False,17.056,,"LINESTRING (-68.7379037 -11.0281539, -68.7380502 -11.0282073)",,
516265934,True,BR-317,Rua Plácido de Castro,trunk,False,16.688000000000002,,"LINESTRING (-68.7379037 -11.0281539, -68.7379 -11.028206, -68.7378841 -11.0283026)",,
203216551,False,,Rua Duque de Caxias,residential,True,8.844,,"LINESTRING (-68.7373473 -11.0249948, -68.7373567 -11.0250738)",,
203216552,False,,Travessa Maricota,residential,False,68.794,30,"LINESTRING (-68.7373473 -11.0249948, -68.7379776 -11.0249988)",,
203217460,False,,Travessa Um,residential,False,59.898,,"LINESTRING (-68.7379803 -11.0304063, -68.7377784 -11.0299054)",,
576300978,False,,Rua Capitão Pedro de Vasconcelos,residential,False,69.603,,"LINESTRING (-68.7379803 -11.0304063, -68.7373661 -11.0305748)",,
576300978,False,,Rua Capitão Pedro de Vasconcelos,residential,True,20.161,,"LINESTRING (-68.7379803 -11.0304063, -68.7381586 -11.0303589)",,
376396808,False,,Rua Francisca P. de Sousa,residential,False,48.23,,"LINESTRING (-68.7450948 -11.0292387, -68.7454113 -11.028936)",,
"[376396808, 745280006]",False,,"['Avenida Raimundo F. Ribeiro', 'Rua Francisca P. de Sousa']",residential,True,127.401,,"LINESTRING (-68.7450948 -11.0292387, -68.7448025 -11.0295461, -68.7447703 -11.0295737, -68.7447294 -11.0295928, -68.7446925 -11.0295875, -68.7446322 -11.0295323, -68.7442513 -11.029169)",,
576300975,True,,,trunk,False,15.978,,"LINESTRING (-68.7408648 -11.029273, -68.7408909 -11.0292859, -68.7409116 -11.0293063, -68.7409245 -11.0293321, -68.7409283 -11.0293606, -68.7409227 -11.0293888)",roundabout,
