osmid,name,highway,oneway,reversed,length,geometry,junction,ref,bridge
183152762,Rua Pernambuco,residential,False,True,88.818,"LINESTRING (-50.2275632 -23.0502049, -50.2278921 -23.0509441)",,,
943820151,Rua São Paulo,residential,True,False,135.918,"LINESTRING (-50.2275632 -23.0502049, -50.2263363 -23.0506735)",,,
183152762,Rua Pernambuco,residential,False,False,89.61,"LINESTRING (-50.2275632 -23.0502049, -50.227436 -23.049919, -50.2272314 -23.0494591)",,,
183152723,Rua Londrina,residential,False,False,73.827,"LINESTRING (-50.2287441 -23.0528591, -50.2294185 -23.052623)",,,
183152723,Rua Londrina,residential,False,True,136.135,"LINESTRING (-50.2287441 -23.0528591, -50.2275103 -23.0533174)",,,
183152762,Rua Pernambuco,residential,False,False,75.135,"LINESTRING (-50.2287441 -23.0528591, -50.2284658 -23.0522338)",,,
183152762,Rua Pernambuco,residential,False,True,72.67,"LINESTRING (-50.2287441 -23.0528591, -50.2290095 -23.0534653)",,,
183152713,Rua Santa Catarina,residential,False,False,89.27,"LINESTRING (-50.2287838 -23.0497386, -50.2284584 -23.0489937)",,,
943820151,Rua São Paulo,residential,True,False,135.225,"LINESTRING (-50.2287838 -23.0497386, -50.2275632 -23.0502049)",,,
183152713,Rua Santa Catarina,residential,False,True,90.166,"LINESTRING (-50.2287838 -23.0497386, -50.229105 -23.0504741, -50.2291124 -23.050491)",,,
183152744,Rua Minas Gerais,residential,False,True,135.979,"LINESTRING (-50.2266597 -23.0514018, -50.2278921 -23.0509441)",,,
183152746,Rua Alagoas,residential,False,False,87.483,"LINESTRING (-50.2266597 -23.0514018, -50.2263363 -23.0506735)",,,
948143206,Rua Alagoas,residential,False,True,72.131,"LINESTRING (-50.2266597 -23.0514018, -50.2269266 -23.0520022)",,,
183152762,Rua Pernambuco,residential,False,True,89.61,"LINESTRING (-50.2272314 -23.0494591, -50.227436 -23.049919, -50.2275632 -23.0502049)",,,
238564880,Rua Paraná,residential,False,True,135.793,"LINESTRING (-50.2272314 -23.0494591, -50.2279714 -23.0491784, -50.2284584 -23.0489937)",,,
183152713,Rua Santa Catarina,residential,False,False,40.995,"LINESTRING (-50.2298307 -23.0521186, -50.229675 -23.0517789)",,,
"[183152721, 238566557]","['Travessa Arcângelo Bonacin', 'Travessa Professor Nestor C. Cunha']",residential,False,False,93.773,"LINESTRING (-50.2298307 -23.0521186, -50.2303854 -23.0519024, -50.23051 -23.0521677)",,,
"[183152721, 183152714]","['Travessa Amadeu Bernini', 'Travessa Professor Nestor C. Cunha']",residential,False,True,93.187,"LINESTRING (-50.2298307 -23.0521186, -50.2293021 -23.052338, -50.2294185 -23.052623)",,,
183152716,Avenida Goiás,residential,True,False,136.027,"LINESTRING (-50.2281994 -23.051635, -50.2269686 -23.0520975)",,,
183152762,Rua Pernambuco,residential,False,False,10.766,"LINESTRING (-50.2281994 -23.051635, -50.228165 -23.0515435)",,,
183152762,Rua Pernambuco,residential,False,True,71.947,"LINESTRING (-50.2281994 -23.051635, -50.2284658 -23.0522338)",,,
183152713,Rua Santa Catarina,residential,False,False,10.391,"LINESTRING (-50.2294128 -23.0511788, -50.2293763 -23.0510916)",,,
183152713,Rua Santa Catarina,residential,False,True,71.919,"LINESTRING (-50.2294128 -23.0511788, -50.229675 -23.0517789)",,,
183152716,Avenida Goiás,residential,True,False,134.115,"LINESTRING (-50.2294128 -23.0511788, -50.2281994 -23.051635)",,,
183152744,Rua Minas Gerais,residential,False,False,135.979,"LINESTRING (-50.2278921 -23.0509441, -50.2266597 -23.0514018)",,,
183152744,Rua Minas Gerais,residential,False,True,134.64,"LINESTRING (-50.2278921 -23.0509441, -50.2291124 -23.050491)",,,
183152762,Rua Pernambuco,residential,False,False,88.818,"LINESTRING (-50.2278921 -23.0509441, -50.2275632 -23.0502049)",,,
183152762,Rua Pernambuco,residential,False,True,72.263,"LINESTRING (-50.2278921 -23.0509441, -50.228165 -23.0515435)",,,
183152723,Rua Londrina,residential,False,False,136.135,"LINESTRING (-50.2275103 -23.0533174, -50.2287441 -23.0528591)",,,
183152723,Rua Londrina,residential,False,True,133.575,"LINESTRING (-50.2275103 -23.0533174, -50.2262997 -23.0537671)",,,
948143206,Rua Alagoas,residential,False,False,74.526,"LINESTRING (-50.2275103 -23.0533174, -50.2272347 -23.052697)",,,
948143206,Rua Alagoas,residential,False,True,70.427,"LINESTRING (-50.2275103 -23.0533174, -50.2277851 -23.0538981)",,,
183152762,Rua Pernambuco,residential,False,False,71.947,"LINESTRING (-50.2284658 -23.0522338, -50.2281994 -23.051635)",,,
183152762,Rua Pernambuco,residential,False,True,75.135,"LINESTRING (-50.2284658 -23.0522338, -50.2287441 -23.0528591)",,,
238564881,Rua Brasília,residential,False,False,133.662,"LINESTRING (-50.2284658 -23.0522338, -50.229675 -23.0517789)",,,
238564881,Rua Brasília,residential,False,True,136.084,"LINESTRING (-50.2284658 -23.0522338, -50.2272347 -23.052697)",,,
183152713,Rua Santa Catarina,residential,False,False,71.919,"LINESTRING (-50.229675 -23.0517789, -50.2294128 -23.0511788)",,,
183152713,Rua Santa Catarina,residential,False,True,40.995,"LINESTRING (-50.229675 -23.0517789, -50.2298307 -23.0521186)",,,
238564881,Rua Brasília,residential,False,False,134.332,"LINESTRING (-50.229675 -23.0517789, -50.2308899 -23.0513209)",,,
238564881,Rua Brasília,residential,False,True,133.662,"LINESTRING (-50.229675 -23.0517789, -50.2284658 -23.0522338)",,,
238564881,Rua Brasília,residential,False,False,136.084,"LINESTRING (-50.2272347 -23.052697, -50.2284658 -23.0522338)",,,
948143206,Rua Alagoas,residential,False,False,72.007,"LINESTRING (-50.2272347 -23.052697, -50.2269686 -23.0520975)",,,
948143206,Rua Alagoas,residential,False,True,74.526,"LINESTRING (-50.2272347 -23.052697, -50.2275103 -23.0533174)",,,
183152714,Travessa Amadeu Bernini,residential,False,True,70.497,"LINESTRING (-50.2294185 -23.052623, -50.2296812 -23.0532091)",,,
183152723,Rua Londrina,residential,False,True,73.827,"LINESTRING (-50.2294185 -23.052623, -50.2287441 -23.0528591)",,,
"[183152721, 183152714]","['Travessa Amadeu Bernini', 'Travessa Professor Nestor C. Cunha']",residential,False,False,93.187,"LINESTRING (-50.2294185 -23.052623, -50.2293021 -23.052338, -50.2298307 -23.0521186)",,,
183152723,Rua Londrina,residential,False,False,133.575,"LINESTRING (-50.2262997 -23.0537671, -50.2275103 -23.0533174)",,,
183152746,Rua Alagoas,residential,False,True,87.483,"LINESTRING (-50.2263363 -23.0506735, -50.2266597 -23.0514018)",,,
"[948104336, 948153787]","['Rua Paraná', 'Rua Alagoas']",residential,True,False,225.807,"LINESTRING (-50.2263363 -23.0506735, -50.2262869 -23.0505538, -50.2260038 -23.0499247, -50.2269273 -23.0495744, -50.2271306 -23.0494973, -50.2272314 -23.0494591)",,,
948143206,Rua Alagoas,residential,False,False,11.435,"LINESTRING (-50.2269686 -23.0520975, -50.2269266 -23.0520022)",,,
948143206,Rua Alagoas,residential,False,True,72.007,"LINESTRING (-50.2269686 -23.0520975, -50.2272347 -23.052697)",,,
183152713,Rua Santa Catarina,residential,False,True,72.036,"LINESTRING (-50.2291124 -23.050491, -50.2293763 -23.0510916)",,,
183152744,Rua Minas Gerais,residential,False,False,134.64,"LINESTRING (-50.2291124 -23.050491, -50.2278921 -23.0509441)",,,
951863614,Rua Minas Gerais,residential,True,False,89.107,"LINESTRING (-50.2291124 -23.050491, -50.22992 -23.0501911)",,,
