osmid,name,highway,oneway,reversed,length,bridge,maxspeed,geometry
342218857,Rua Maria da Terra Costa,tertiary,False,False,6.127,,,"LINESTRING (-42.0008444 -20.1201929, -42.000825 -20.1201409)"
"[333818762, 333818764, 333818765]",Avenida Maria Alves de Abreu,secondary,False,False,52.307,yes,30,"LINESTRING (-42.0008444 -20.1201929, -42.0007924 -20.1201998, -42.0007322 -20.1202122, -42.0005419 -20.1202561, -42.0004179 -20.1202864, -42.0003569 -20.1203002)"
"[449686795, 333818762, 333818763]",Avenida Governador Valadares,secondary,False,True,232.508,yes,40,"LINESTRING (-42.0008444 -20.1201929, -42.0008856 -20.1201964, -42.0009353 -20.1202071, -42.001013 -20.1202319, -42.0010955 -20.1202623, -42.0012776 -20.1203223, -42.0015763 -20.1204114, -42.0018777 -20.1205087, -42.0019716 -20.1205754, -42.0020222 -20.1206447, -42.0020467 -20.1207385, -42.0020588 -20.1209229, -42.0020729 -20.1215161)"
333820888,Praça Getulio Vargas,tertiary,False,False,47.416,,30,"LINESTRING (-42.0021063 -20.1224573, -42.0021433 -20.1228823)"
449686795,Avenida Governador Valadares,secondary,False,False,104.715,,40,"LINESTRING (-42.0021063 -20.1224573, -42.0020729 -20.1215161)"
"[333819169, 333819170, 333819172]",Rua Reinaldo Alves Cost,residential,False,False,143.12099999999998,yes,,"LINESTRING (-42.0021063 -20.1224573, -42.0014327 -20.1224784, -42.0010286 -20.1224957, -42.0007364 -20.1224888)"
919773145,Avenida Governador Valadares,tertiary,False,True,76.368,,40,"LINESTRING (-42.0021063 -20.1224573, -42.002346 -20.1224625, -42.0028374 -20.1224781)"
218098391,Avenida Ariosto Alves Porfirio,tertiary,False,True,42.162,,30,"LINESTRING (-42.0047182 -20.122667, -42.0051198 -20.1227067)"
333823215,Rua Bento Gonçalves,residential,False,False,90.057,,,"LINESTRING (-42.0047182 -20.122667, -42.0040588 -20.1221449)"
919773145,Avenida Governador Valadares,tertiary,False,False,127.606,,40,"LINESTRING (-42.0047182 -20.122667, -42.0045041 -20.1226485, -42.0035098 -20.1224977)"
333818764,Avenida Maria Alves de Abreu,secondary,False,True,17.969,,30,"LINESTRING (-41.9986832 -20.119839, -41.9988348 -20.1199155)"
333825803,Rua Arnaldo C. Alves,residential,False,False,49.855,,30,"LINESTRING (-41.9986832 -20.119839, -41.9983362 -20.120147)"
333823216,Rua Padre Miguel,residential,False,False,62.373,,,"LINESTRING (-42.0035098 -20.1224977, -42.0035269 -20.1230584)"
333823216,Rua Padre Miguel,residential,False,True,43.932,,,"LINESTRING (-42.0035098 -20.1224977, -42.003485 -20.1221033)"
919773145,Avenida Governador Valadares,tertiary,False,False,70.238,,40,"LINESTRING (-42.0035098 -20.1224977, -42.0028374 -20.1224781)"
919773145,Avenida Governador Valadares,tertiary,False,True,127.606,,40,"LINESTRING (-42.0035098 -20.1224977, -42.0045041 -20.1226485, -42.0047182 -20.122667)"
333823217,Rua Coronel Adelino Carvalho,residential,False,True,112.155,,30,"LINESTRING (-42.0028374 -20.1224781, -42.0027843 -20.1214707)"
919773145,Avenida Governador Valadares,tertiary,False,True,70.238,,40,"LINESTRING (-42.0028374 -20.1224781, -42.0035098 -20.1224977)"
333823217,Rua Coronel Adelino Carvalho,residential,False,False,135.425,,30,"LINESTRING (-42.0028374 -20.1224781, -42.002848 -20.1227539, -42.0028655 -20.123075, -42.0029271 -20.1236927)"
919773145,Avenida Governador Valadares,tertiary,False,False,76.368,,40,"LINESTRING (-42.0028374 -20.1224781, -42.002346 -20.1224625, -42.0021063 -20.1224573)"
333818764,Avenida Maria Alves de Abreu,secondary,False,False,81.396,,30,"LINESTRING (-42.0003569 -20.1203002, -42.0002972 -20.1202977, -41.9999532 -20.1202134, -41.9996461 -20.120168, -41.9995931 -20.1201617)"
"[333818762, 333818764, 333818765]",Avenida Maria Alves de Abreu,secondary,False,True,52.307,yes,30,"LINESTRING (-42.0003569 -20.1203002, -42.0004179 -20.1202864, -42.0005419 -20.1202561, -42.0007322 -20.1202122, -42.0007924 -20.1201998, -42.0008444 -20.1201929)"
333819168,Rua José Batista de Oliveira,residential,False,False,143.13700000000003,,,"LINESTRING (-42.0003569 -20.1203002, -42.0009262 -20.1211433, -42.0009993 -20.121307, -42.0010274 -20.1214153)"
333819168,Rua José Batista de Oliveira,residential,False,True,90.912,,,"LINESTRING (-42.000656 -20.1233029, -42.0007364 -20.1224888)"
333819168,Rua José Batista de Oliveira,residential,False,False,399.446,,,"LINESTRING (-42.000656 -20.1233029, -42.0006385 -20.1236826, -42.0005541 -20.1239155, -42.0001745 -20.1246484, -41.9999573 -20.1250841, -41.999736 -20.1257716, -41.9997225 -20.1258913, -41.9997387 -20.126021, -41.9998567 -20.1264195, -41.999919 -20.1267009)"
"[333825811, 334894555]",,residential,False,True,175.937,,,"LINESTRING (-42.000656 -20.1233029, -42.0001698 -20.1233117, -42.0000974 -20.123296, -42.0000558 -20.1232626, -42.0000364 -20.1231959, -42.0001028 -20.1226116, -42.0001189 -20.1224932, -42.0001423 -20.1223881, -42.0001683 -20.1222696)"
333819168,Rua José Batista de Oliveira,residential,False,False,90.912,,,"LINESTRING (-42.0007364 -20.1224888, -42.000656 -20.1233029)"
333819168,Rua José Batista de Oliveira,residential,False,True,123.89500000000001,,,"LINESTRING (-42.0007364 -20.1224888, -42.0007753 -20.1223075, -42.0008551 -20.1220323, -42.0009309 -20.1218453, -42.0010013 -20.1216571, -42.0010288 -20.1215343, -42.0010274 -20.1214153)"
"[333819169, 333819170, 333819172]",Rua Reinaldo Alves Cost,residential,False,True,143.12099999999998,yes,,"LINESTRING (-42.0007364 -20.1224888, -42.0010286 -20.1224957, -42.0014327 -20.1224784, -42.0021063 -20.1224573)"
333820888,Praça Getulio Vargas,tertiary,False,True,47.416,,30,"LINESTRING (-42.0021433 -20.1228823, -42.0021063 -20.1224573)"
333820888,Praça Getulio Vargas,tertiary,False,False,97.494,,30,"LINESTRING (-42.0021433 -20.1228823, -42.0022063 -20.1228826, -42.0022351 -20.1229164, -42.0022496 -20.122972, -42.0022918 -20.123688)"
333820892,Praça Getulio Vargas,tertiary,False,False,121.275,,40,"LINESTRING (-42.0021433 -20.1228823, -42.0020754 -20.1228891, -42.0020369 -20.1229236, -42.0020261 -20.122971, -42.0020742 -20.1236933, -42.0022918 -20.123688)"
449690562,Rua Coronel Alves Costa,residential,False,False,66.332,,40,"LINESTRING (-42.0022918 -20.123688, -42.0029271 -20.1236927)"
333820888,Praça Getulio Vargas,tertiary,False,True,97.494,,30,"LINESTRING (-42.0022918 -20.123688, -42.0022496 -20.122972, -42.0022351 -20.1229164, -42.0022063 -20.1228826, -42.0021433 -20.1228823)"
333820892,Praça Getulio Vargas,tertiary,False,True,121.275,,40,"LINESTRING (-42.0022918 -20.123688, -42.0020742 -20.1236933, -42.0020261 -20.122971, -42.0020369 -20.1229236, -42.0020754 -20.1228891, -42.0021433 -20.1228823)"
449690564,Rua P. Heracio Rentis,tertiary,False,False,267.98800000000006,,30,"LINESTRING (-42.0022918 -20.123688, -42.002327 -20.1242996, -42.0023491 -20.124401, -42.0023846 -20.1245049, -42.0024316 -20.1246043, -42.0024641 -20.1246973, -42.0024778 -20.1248105, -42.0024725 -20.1249248, -42.0024323 -20.1250223, -42.002374 -20.1251159, -42.0022888 -20.125222, -42.0021775 -20.1253424, -42.001685 -20.1257916)"
"[333820889, 333820890, 333820891]",,residential,False,False,73.68299999999999,yes,,"LINESTRING (-42.0013218 -20.1274199, -42.0012219 -20.1274431, -42.0011273 -20.1274604, -42.0009256 -20.1274682, -42.0006211 -20.1274753)"
449690564,Rua P. Heracio Rentis,tertiary,False,True,143.51500000000001,,30,"LINESTRING (-42.0013218 -20.1274199, -42.0011676 -20.1268376, -42.0011254 -20.1266178, -42.0011361 -20.1264403, -42.0011877 -20.1263339, -42.0012937 -20.1261929)"
"[333820889, 333820890, 333820891]",,residential,False,True,73.68299999999999,yes,,"LINESTRING (-42.0006211 -20.1274753, -42.0009256 -20.1274682, -42.0011273 -20.1274604, -42.0012219 -20.1274431, -42.0013218 -20.1274199)"
507808799,Rua José Augusto Carvalho,residential,False,False,136.349,,,"LINESTRING (-42.0006211 -20.1274753, -42.0004511 -20.1269575, -42.0003703 -20.1267639, -42.0003341 -20.1267041, -42.0002986 -20.1266726, -42.0002496 -20.1266587, -42.0001866 -20.12666, -41.999919 -20.1267009)"
333823216,Rua Padre Miguel,residential,False,False,91.576,,,"LINESTRING (-42.0035657 -20.123677, -42.0035482 -20.1245004)"
333823216,Rua Padre Miguel,residential,False,True,68.904,,,"LINESTRING (-42.0035657 -20.123677, -42.0035269 -20.1230584)"
449690562,Rua Coronel Alves Costa,residential,False,True,66.697,,40,"LINESTRING (-42.0035657 -20.123677, -42.0029271 -20.1236927)"
449690562,Rua Coronel Alves Costa,residential,False,False,161.97,,40,"LINESTRING (-42.0035657 -20.123677, -42.0043601 -20.1236914, -42.0051165 -20.1237141)"
333820898,Rua Aparecido Caldeiras,residential,False,False,80.114,,30,"LINESTRING (-42.0051165 -20.1237141, -42.0053737 -20.1243929)"
449690562,Rua Coronel Alves Costa,residential,False,False,102.19500000000001,,40,"LINESTRING (-42.0051165 -20.1237141, -42.0057109 -20.1237257, -42.0058088 -20.1237005, -42.0058782 -20.123675, -42.0059507 -20.1236269, -42.0060405 -20.1235529)"
449690562,Rua Coronel Alves Costa,residential,False,True,161.97,,40,"LINESTRING (-42.0051165 -20.1237141, -42.0043601 -20.1236914, -42.0035657 -20.123677)"
