osmid,ref,name,highway,oneway,reversed,length,lanes,geometry,junction
52093926,GO-306,Rua Manoel Carneiro Guimarães,secondary,False,True,125.445,,"LINESTRING (-51.1382965 -18.5666614, -51.1375579 -18.567546)",
157630884,,Rua Manoel Carneiro Guimarães,residential,False,True,104.508,,"LINESTRING (-51.1382965 -18.5666614, -51.1388891 -18.5659079)",
475286961,GO-306,Avenida Idelfonso Carneiro,secondary,False,False,114.991,2,"LINESTRING (-51.1382965 -18.5666614, -51.1374577 -18.5660002)",
475286961,GO-306,Avenida Idelfonso Carneiro,secondary,False,True,114.048,2,"LINESTRING (-51.1382965 -18.5666614, -51.1391489 -18.5672931)",
157630823,,Rua Sena e Mello,residential,False,False,104.585,,"LINESTRING (-51.1331975 -18.5593361, -51.1325916 -18.5600809)",
157630847,,Rua Neca Borges,residential,False,True,121.148,,"LINESTRING (-51.1331975 -18.5593361, -51.1340654 -18.5600503)",
157630831,,,residential,False,False,49.386,,"LINESTRING (-51.1346507 -18.5593423, -51.1343563 -18.5596878)",
157763719,,Rua Ludgero Pereira de Castro,residential,False,True,101.801,,"LINESTRING (-51.1346507 -18.5593423, -51.1354308 -18.559882)",
558343102,,,residential,False,True,59.847,,"LINESTRING (-51.1367597 -18.5594132, -51.1371176 -18.559831)",
901506439,,Rua João Batista Gama,tertiary,False,False,59.878,,"LINESTRING (-51.1367597 -18.5594132, -51.1362521 -18.5596549)",
901506439,,Rua João Batista Gama,tertiary,False,False,78.565,,"LINESTRING (-51.1362521 -18.5596549, -51.1355859 -18.5599717)",
901506439,,Rua João Batista Gama,tertiary,False,True,59.878,,"LINESTRING (-51.1362521 -18.5596549, -51.1367597 -18.5594132)",
475312422,,,residential,False,False,87.726,,"LINESTRING (-51.1362521 -18.5596549, -51.1364597 -18.5599776, -51.1367995 -18.5602328)",
157740500,,Rua Jamir Pereira da Silva,residential,False,False,104.797,,"LINESTRING (-51.1407761 -18.5599757, -51.1416444 -18.5604347)",
558343096,,,residential,False,False,49.77,,"LINESTRING (-51.1407761 -18.5599757, -51.1403757 -18.5597385)",
157630838,,Rua João Batista Gama,tertiary,False,False,48.196,,"LINESTRING (-51.1355144 -18.5600307, -51.135223 -18.5603647)",
901493528,,Avenida Clarice Machado Guimarães,residential,True,False,10.603,,"LINESTRING (-51.1355144 -18.5600307, -51.1354861 -18.5599392)",
901506438,,Rua João Batista Gama,tertiary,False,True,10.008,,"LINESTRING (-51.1355144 -18.5600307, -51.1355482 -18.5600058, -51.1355637 -18.5599907, -51.1355859 -18.5599717)",
157630831,,,residential,False,False,101.541,,"LINESTRING (-51.1340654 -18.5600503, -51.1334604 -18.5607609)",
157630831,,,residential,False,True,50.646,,"LINESTRING (-51.1340654 -18.5600503, -51.1343563 -18.5596878)",
157630847,,Rua Neca Borges,residential,False,False,121.148,,"LINESTRING (-51.1340654 -18.5600503, -51.1331975 -18.5593361)",
157630847,,Rua Neca Borges,residential,False,True,116.321,,"LINESTRING (-51.1340654 -18.5600503, -51.134923 -18.5607086)",
157630823,,Rua Sena e Mello,residential,False,True,104.585,,"LINESTRING (-51.1325916 -18.5600809, -51.1331975 -18.5593361)",
157630836,,Rua Coronel Manoel Inácio,residential,False,True,118.762,,"LINESTRING (-51.1325916 -18.5600809, -51.1334604 -18.5607609)",
157630850,,Rua Joaquim Cardoso Lemos,residential,False,False,75.064,,"LINESTRING (-51.1416444 -18.5604347, -51.1412836 -18.5610167)",
157740500,,Rua Jamir Pereira da Silva,residential,False,True,104.797,,"LINESTRING (-51.1416444 -18.5604347, -51.1407761 -18.5599757)",
157630833,,Rua Joaquim Camilo,tertiary,False,False,95.847,,"LINESTRING (-51.136351 -18.5607394, -51.1357603 -18.5613947)",
157630833,,Rua Joaquim Camilo,tertiary,False,True,10.526,,"LINESTRING (-51.136351 -18.5607394, -51.1364181 -18.5606693)",
157630849,,Avenida Clarice Machado Guimarães,tertiary,True,False,118.267,,"LINESTRING (-51.136351 -18.5607394, -51.1355144 -18.5600307)",
157630838,,Rua João Batista Gama,tertiary,False,False,99.058,,"LINESTRING (-51.134923 -18.5607086, -51.1343375 -18.5614054)",
157630838,,Rua João Batista Gama,tertiary,False,True,49.622,,"LINESTRING (-51.134923 -18.5607086, -51.135223 -18.5603647)",
157630847,,Rua Neca Borges,residential,False,False,116.321,,"LINESTRING (-51.134923 -18.5607086, -51.1340654 -18.5600503)",
157630847,,Rua Neca Borges,residential,False,True,116.663,,"LINESTRING (-51.134923 -18.5607086, -51.1357603 -18.5613947)",
157630831,,,residential,False,False,91.052,,"LINESTRING (-51.1334604 -18.5607609, -51.1329225 -18.5614016)",
157630831,,,residential,False,True,101.541,,"LINESTRING (-51.1334604 -18.5607609, -51.1340654 -18.5600503)",
157630836,,Rua Coronel Manoel Inácio,residential,False,False,118.762,,"LINESTRING (-51.1334604 -18.5607609, -51.1325916 -18.5600809)",
157630836,,Rua Coronel Manoel Inácio,residential,False,True,116.979,,"LINESTRING (-51.1334604 -18.5607609, -51.1343375 -18.5614054)",
157630840,,Rua José Alan Cardec França,residential,False,False,168.508,,"LINESTRING (-51.1408525 -18.5607967, -51.1400205 -18.5620907)",
157630883,,Avenida Antônio Candido da Silva,residential,False,False,51.609,,"LINESTRING (-51.1408525 -18.5607967, -51.1412836 -18.5610167)",
