osmid,highway,junction,oneway,reversed,length,geometry,name,lanes
444124256,residential,roundabout,True,False,16.353,"LINESTRING (-35.924372 -7.9409175, -35.9243844 -7.9409345, -35.9243909 -7.9409546, -35.9243908 -7.9409756, -35.9243842 -7.9409955, -35.9243717 -7.9410125, -35.9243545 -7.9410249, -35.9243344 -7.9410314)",,
444124257,residential,,False,False,11.991,"LINESTRING (-35.9243344 -7.9410314, -35.9243109 -7.9411367)",,
444124256,residential,roundabout,True,False,15.600999999999999,"LINESTRING (-35.9243344 -7.9410314, -35.9243129 -7.9410315, -35.9242926 -7.9410249, -35.9242753 -7.9410124, -35.9242627 -7.9409953, -35.9242562 -7.9409751, -35.9242563 -7.9409539, -35.9242605 -7.9409415)",,
444124257,residential,,False,True,11.991,"LINESTRING (-35.9243109 -7.9411367, -35.9243344 -7.9410314)",,
1081008864,residential,,False,False,11.43,"LINESTRING (-35.9235703 -7.9427677, -35.923516 -7.9428553)",Rua Brasil Quinhentos Anos,
444124258,residential,,True,False,48.942,"LINESTRING (-35.9235703 -7.9427677, -35.923577 -7.9427285, -35.9235904 -7.9426893, -35.923624 -7.9426215, -35.9237608 -7.9423725)",Rua Dom Pedro,
444124259,residential,,True,False,48.578,"LINESTRING (-35.9235703 -7.9427677, -35.9236213 -7.9427278, -35.9236434 -7.9427032, -35.923683 -7.9426541, -35.9238271 -7.942417)",Rua Dom Pedro,
444124260,residential,,False,False,9.011,"LINESTRING (-35.9241269 -7.9416719, -35.9242006 -7.9417071)",,
444124258,residential,,True,False,63.056,"LINESTRING (-35.9241269 -7.9416719, -35.9241812 -7.9415058, -35.9242362 -7.941296, -35.924263 -7.9412322, -35.9243109 -7.9411367)",Rua Dom Pedro,
444124260,residential,,False,True,9.011,"LINESTRING (-35.9242006 -7.9417071, -35.9241269 -7.9416719)",,
444124259,residential,,True,False,65.10300000000001,"LINESTRING (-35.9242006 -7.9417071, -35.9242523 -7.9415523, -35.9242918 -7.9413929, -35.9243106 -7.9413059, -35.924314 -7.9412388, -35.9243109 -7.9411367)",Rua Dom Pedro,
444124261,residential,,False,False,10.427,"LINESTRING (-35.9239371 -7.9420438, -35.9240122 -7.9421009)",,
444124258,residential,,True,False,46.339,"LINESTRING (-35.9239371 -7.9420438, -35.9240216 -7.941883, -35.9241269 -7.9416719)",Rua Dom Pedro,
444124261,residential,,False,True,10.427,"LINESTRING (-35.9240122 -7.9421009, -35.9239371 -7.9420438)",,
444124259,residential,,True,False,48.458,"LINESTRING (-35.9240122 -7.9421009, -35.92409 -7.9419428, -35.9242006 -7.9417071)",Rua Dom Pedro,
444124262,residential,,False,False,8.82,"LINESTRING (-35.9237608 -7.9423725, -35.9238271 -7.942417)",,
444124258,residential,,True,False,41.386,"LINESTRING (-35.9237608 -7.9423725, -35.9238392 -7.9422257, -35.9239371 -7.9420438)",Rua Dom Pedro,
444124262,residential,,False,True,8.82,"LINESTRING (-35.9238271 -7.942417, -35.9237608 -7.9423725)",,
444124259,residential,,True,False,40.632,"LINESTRING (-35.9238271 -7.942417, -35.9239143 -7.9422696, -35.9240122 -7.9421009)",Rua Dom Pedro,
444124263,tertiary,,False,True,13.174,"LINESTRING (-35.923109 -7.9435539, -35.9231646 -7.943449)",Rua Brasil Quinhentos Anos,
444128781,tertiary,,True,False,46.453,"LINESTRING (-35.923109 -7.9435539, -35.9226872 -7.9435566)",Avenida capitão manoel elexandre,
