osmid,oneway,name,highway,maxspeed,reversed,length,bridge,geometry,junction,ref
82932899,False,Rua Antônio Correa Cardoso,secondary,40,True,26.382,,"LINESTRING (-45.4484403 -22.4256341, -45.4485794 -22.4254347)",,
82948401,False,Avenida Doutor Henriqueto Cardinali,secondary,,False,1.52,,"LINESTRING (-45.4484403 -22.4256341, -45.448426 -22.4256376)",,
335450133,True,Rua Horácio Lopes,residential,,False,68.516,,"LINESTRING (-45.4484403 -22.4256341, -45.4486707 -22.4262123)",,
320707529,False,Rua Doutor Francisco Masseli,secondary,,True,62.649,,"LINESTRING (-45.456221 -22.423348, -45.4563061 -22.4239059)",,
906113261,True,Rua Doutor Américo de Oliveira,residential,,False,72.302,,"LINESTRING (-45.456221 -22.423348, -45.4569206 -22.4232804)",,
906113264,False,Avenida Doutor Francisco Masseli,secondary,40,False,88.636,,"LINESTRING (-45.456221 -22.423348, -45.4561378 -22.4225546)",,
307513175,False,Rua JK,residential,,False,71.069,,"LINESTRING (-45.4548702 -22.4199666, -45.4541866 -22.4200623)",,
"[852586216, 722574516, 852586215]",False,Rua JK,residential,,True,20.153,yes,"LINESTRING (-45.4548702 -22.4199666, -45.4549107 -22.4199617, -45.4550361 -22.4199433, -45.4550641 -22.4199399)",,
343691336,True,Rua Oliveira Marques,residential,40,False,100.759,,"LINESTRING (-45.45123 -22.4223333, -45.4507647 -22.4222205, -45.4502846 -22.422094)",,
344368374,False,Rua Cesario Alvim,residential,,False,71.75,,"LINESTRING (-45.45123 -22.4223333, -45.4510909 -22.4220132, -45.4509507 -22.4217423)",,
351940663,True,Rua Comendador Schumann,secondary,40,False,80.199,,"LINESTRING (-45.4513541 -22.4230703, -45.45058 -22.4231606)",,
906113260,True,Avenida Cesário Alvim,residential,40,False,82.938,,"LINESTRING (-45.4513541 -22.4230703, -45.45123 -22.4223333)",,
320707529,False,Rua Doutor Francisco Masseli,secondary,,False,56.956,,"LINESTRING (-45.456461 -22.4252311, -45.4564107 -22.424721)",,
320707531,False,Rua Doutor Francisco Masseli,secondary,,False,20.09,,"LINESTRING (-45.456461 -22.4252311, -45.4564717 -22.4254115)",,
82932919,False,Rua Laurinha Pinto,secondary,,False,100.475,,"LINESTRING (-45.4492693 -22.4232817, -45.4495174 -22.4241557)",,
343245245,True,Rua Vicente Sales Dias,residential,,False,146.939,,"LINESTRING (-45.4492693 -22.4232817, -45.4485002 -22.4221678)",,
82932912,False,Rua Doutor Silvestre Ferraz,residential,,True,211.222,,"LINESTRING (-45.4533201 -22.4221021, -45.4530171 -22.4202233)",,
307513173,False,Rua Olavo Bilac,residential,40,False,36.611,,"LINESTRING (-45.4533201 -22.4221021, -45.4529674 -22.422148)",,
446589681,False,Rua Doutor Silvestre Ferraz,residential,,False,82.718,,"LINESTRING (-45.4533201 -22.4221021, -45.4534204 -22.4228402)",,
891872552,False,Rua Olavo Bilac,residential,,True,63.24,,"LINESTRING (-45.4533201 -22.4221021, -45.4539308 -22.4220331)",,
82932919,False,Rua Laurinha Pinto,secondary,,True,100.475,,"LINESTRING (-45.4495174 -22.4241557, -45.4492693 -22.4232817)",,
82932899,False,Rua Antônio Correa Cardoso,secondary,40,False,171.827,,"LINESTRING (-45.4495174 -22.4241557, -45.4487141 -22.4252416, -45.4485794 -22.4254347)",,
292014881,True,Rua Antônio Correa Cardoso,secondary,40,False,57.21600000000001,,"LINESTRING (-45.4495174 -22.4241557, -45.4497042 -22.424046, -45.4498122 -22.4240144, -45.4500318 -22.423984)",,
320708120,False,Rua Joaquim Dias,residential,,True,47.235,,"LINESTRING (-45.4539853 -22.4264987, -45.4543682 -22.4267336)",,
"[384130779, 452303830]",False,"['Rua Benjamim Rodrigues dos Santos', 'Rua Padre José Joaquim Santana']",residential,,"[False, True]",267.074,,"LINESTRING (-45.4539853 -22.4264987, -45.4544762 -22.4258119, -45.4545097 -22.4257933, -45.4545499 -22.4257883, -45.4550099 -22.4258342, -45.4543682 -22.4267336)",,
292014869,True,Rua Padre José Joaquim Santana,residential,,False,110.309,,"LINESTRING (-45.4541054 -22.4274786, -45.4539652 -22.4266165, -45.4539659 -22.4265631, -45.4539853 -22.4264987)",,
320708119,False,Rua Virgínio Dias,residential,,True,88.79599999999999,,"LINESTRING (-45.4541054 -22.4274786, -45.4543937 -22.427342, -45.4544252 -22.4273339, -45.4544524 -22.4273342, -45.4544762 -22.4273423, -45.4548443 -22.427589)",,
303800024,False,Avenida São Vicente de Paulo,residential,,False,29.221,,"LINESTRING (-45.4539249 -22.4281499, -45.4539324 -22.4278872)",,
82932912,False,Rua Doutor Silvestre Ferraz,residential,,False,211.222,,"LINESTRING (-45.4530171 -22.4202233, -45.4533201 -22.4221021)",,
307513175,False,Rua JK,residential,,True,63.891,,"LINESTRING (-45.4530171 -22.4202233, -45.4536321 -22.42014)",,
292014859,True,Rua Antônio Simão Mauad,residential,,False,63.275,,"LINESTRING (-45.4547933 -22.4240596, -45.4547068 -22.4234962)",,
320707529,False,Rua Doutor Francisco Masseli,secondary,,False,91.271,,"LINESTRING (-45.4564107 -22.424721, -45.4563061 -22.4239059)",,
320707529,False,Rua Doutor Francisco Masseli,secondary,,True,56.956,,"LINESTRING (-45.4564107 -22.424721, -45.456461 -22.4252311)",,
320707534,True,Avenida Coronel Carneiro Júnior,residential,40,False,236.182,,"LINESTRING (-45.4564107 -22.424721, -45.4557478 -22.424697, -45.4541161 -22.4246106)",,
1185644768,False,Rua da Floresta,residential,40,False,29.268,,"LINESTRING (-45.44781 -22.419864, -45.4480282 -22.4200331)",,
259436727,False,Avenida Miminda Viana,residential,,False,42.947,,"LINESTRING (-45.4480891 -22.4222368, -45.4485002 -22.4221678)",,
343245238,False,Rua Joaquim Severino de Paiva,residential,,False,54.515,,"LINESTRING (-45.4480891 -22.4222368, -45.4480218 -22.4217505)",,
343245238,False,Rua Joaquim Severino de Paiva,residential,,True,27.186,,"LINESTRING (-45.4480891 -22.4222368, -45.4481519 -22.4224743)",,
343245238,False,Rua Joaquim Severino de Paiva,residential,,True,48.226,,"LINESTRING (-45.4479038 -22.4208554, -45.4479521 -22.4212868)",,
343245238,False,Rua Joaquim Severino de Paiva,residential,,False,100.31,,"LINESTRING (-45.4479038 -22.4208554, -45.4478234 -22.4202331, -45.4480282 -22.4200331)",,
343245238,False,Rua Joaquim Severino de Paiva,residential,,False,48.226,,"LINESTRING (-45.4479521 -22.4212868, -45.4479038 -22.4208554)",,
343245238,False,Rua Joaquim Severino de Paiva,residential,,True,52.057,,"LINESTRING (-45.4479521 -22.4212868, -45.4480218 -22.4217505)",,
343245238,False,Rua Joaquim Severino de Paiva,residential,,False,52.057,,"LINESTRING (-45.4480218 -22.4217505, -45.4479521 -22.4212868)",,
343245238,False,Rua Joaquim Severino de Paiva,residential,,True,54.515,,"LINESTRING (-45.4480218 -22.4217505, -45.4480891 -22.4222368)",,
343245246,False,Rua Dezenove de Março,residential,,False,61.949,,"LINESTRING (-45.4480218 -22.4217505, -45.4482954 -22.4217282, -45.4486082 -22.4216369)",,
259438620,False,Rua Joaquim Lopes Guimarães,residential,,False,22.644,,"LINESTRING (-45.447824 -22.4278152, -45.447697 -22.4279816)",,
259438620,False,Rua Joaquim Lopes Guimarães,residential,,True,29.3,,"LINESTRING (-45.447824 -22.4278152, -45.4479784 -22.4275937)",,
446719884,False,Rua Manoel Gorgulho,residential,,False,29.509,,"LINESTRING (-45.447824 -22.4278152, -45.447575 -22.4276831)",,
446719884,False,Rua Manoel Gorgulho,residential,,True,9.412,,"LINESTRING (-45.447824 -22.4278152, -45.4479008 -22.4278613)",,
446719884,False,Rua Manoel Gorgulho,residential,,True,29.509,,"LINESTRING (-45.447575 -22.4276831, -45.447824 -22.4278152)",,
343297460,False,Rua João Batista de Miranda,residential,,False,86.794,,"LINESTRING (-45.4484185 -22.4193936, -45.4483838 -22.4201735)",,
292014865,False,Praça Padre Donato Van Hest,residential,40,True,143.637,,"LINESTRING (-45.4484185 -22.4193936, -45.4489761 -22.4195477, -45.4497635 -22.4197435)",,
292014865,False,Praça Padre Donato Van Hest,residential,40,False,143.637,,"LINESTRING (-45.4497635 -22.4197435, -45.4489761 -22.4195477, -45.4484185 -22.4193936)",,
292014880,False,Rua Bartolomeu Tadei,residential,40,True,258.74399999999997,,"LINESTRING (-45.4497635 -22.4197435, -45.4507613 -22.4206014, -45.4514983 -22.4212293, -45.4516029 -22.4213316)",,
292014862,False,Avenida Doutor Francisco Masseli,residential,40,True,151.219,,"LINESTRING (-45.4557422 -22.4198402, -45.4559447 -22.4211872)",,
292014866,False,Rua JK,residential,,False,70.578,,"LINESTRING (-45.4557422 -22.4198402, -45.4550641 -22.4199399)",,
292014866,False,Rua JK,residential,,True,70.578,,"LINESTRING (-45.4550641 -22.4199399, -45.4557422 -22.4198402)",,
906113262,True,Avenida BPS,secondary,50,False,150.5,,"LINESTRING (-45.4550641 -22.4199399, -45.4552966 -22.4212762)",,
"[852586216, 722574516, 852586215]",False,Rua JK,residential,,False,20.153,yes,"LINESTRING (-45.4550641 -22.4199399, -45.4550361 -22.4199433, -45.4549107 -22.4199617, -45.4548702 -22.4199666)",,
307513175,False,Rua JK,residential,,False,57.648,,"LINESTRING (-45.4541866 -22.4200623, -45.4536321 -22.42014)",,
307513175,False,Rua JK,residential,,True,71.069,,"LINESTRING (-45.4541866 -22.4200623, -45.4548702 -22.4199666)",,
320707539,False,Rua Antônio Simão Mauad,residential,,True,150.475,,"LINESTRING (-45.4541866 -22.4200623, -45.4543963 -22.4214016)",,
292014886,False,Rua Prefeito Tigre Maia,residential,,True,147.982,,"LINESTRING (-45.4536321 -22.42014, -45.4538521 -22.4214552)",,
307513175,False,Rua JK,residential,,False,63.891,,"LINESTRING (-45.4536321 -22.42014, -45.4530171 -22.4202233)",,
307513175,False,Rua JK,residential,,True,57.648,,"LINESTRING (-45.4536321 -22.42014, -45.4541866 -22.4200623)",,
343297460,False,Rua João Batista de Miranda,residential,,True,86.794,,"LINESTRING (-45.4483838 -22.4201735, -45.4484185 -22.4193936)",,
292014856,True,Rua Irmã São Rafael,residential,40,False,41.182,,"LINESTRING (-45.4483838 -22.4201735, -45.4481662 -22.42014, -45.4480282 -22.4200331)",,
351940662,False,Rua Coronel Francisco Bráz,residential,,True,111.451,,"LINESTRING (-45.4521891 -22.4208704, -45.4525269 -22.4210366, -45.4525892 -22.4210812, -45.4526369 -22.4211302, -45.4528762 -22.4215895)",,
292014862,False,Avenida Doutor Francisco Masseli,residential,40,False,151.219,,"LINESTRING (-45.4559447 -22.4211872, -45.4557422 -22.4198402)",,
292014862,False,Avenida Doutor Francisco Masseli,residential,40,True,68.084,,"LINESTRING (-45.4559447 -22.4211872, -45.4560466 -22.4217922)",,
292014875,False,Rua Oswaldo Seabra,residential,,False,67.349,,"LINESTRING (-45.4559447 -22.4211872, -45.4552966 -22.4212762)",,
292014875,False,Rua Oswaldo Seabra,residential,,True,67.349,,"LINESTRING (-45.4552966 -22.4212762, -45.4559447 -22.4211872)",,
906113262,True,Avenida BPS,secondary,50,False,68.075,,"LINESTRING (-45.4552966 -22.4212762, -45.4553853 -22.4218829)",,
"[852586217, 852586218, 480862102]",False,Rua Oswaldo Seabra,residential,,False,20.157999999999998,yes,"LINESTRING (-45.4552966 -22.4212762, -45.4552576 -22.4212827, -45.4551402 -22.4212978, -45.4551023 -22.4212997)",,
292014856,True,Rua Irmã São Rafael,residential,40,False,354.77099999999996,,"LINESTRING (-45.4513752 -22.4213133, -45.4511784 -22.42119, -45.4511067 -22.4211426, -45.4503261 -22.4205128, -45.4500975 -22.4203609, -45.4497213 -22.4201359, -45.4495711 -22.4200801, -45.4493934 -22.4200578, -45.4491607 -22.4200659, -45.4488851 -22.4200962, -45.4483838 -22.4201735)",,
344368384,False,Rua Pedro Bernardes Guimarães,residential,,True,84.62499999999999,,"LINESTRING (-45.4513752 -22.4213133, -45.4508408 -22.421177, -45.4507818 -22.4211739, -45.4507452 -22.4211872, -45.4507311 -22.4212117, -45.4507328 -22.4212476, -45.4507724 -22.4213341)",,
