osmid,name,highway,oneway,reversed,length,ref,junction,geometry,lanes
141202421,Avenida Marte,residential,False,False,77.542,,,"LINESTRING (-52.6704606 -18.3962581, -52.6700518 -18.3956786)",
141202421,Avenida Marte,residential,False,True,80.484,,,"LINESTRING (-52.6704606 -18.3962581, -52.6708849 -18.3968596)",
141202444,Rua Cedro,residential,False,False,131.667,,,"LINESTRING (-52.6704606 -18.3962581, -52.6694346 -18.3969321)",
141202444,Rua Cedro,residential,False,True,137.941,,,"LINESTRING (-52.6704606 -18.3962581, -52.671544 -18.3955638)",
141202414,Avenida Orion,residential,True,False,80.405,,,"LINESTRING (-52.6642853 -18.3924076, -52.6638641 -18.391805)",
195386291,Rua Jacarandá,residential,False,False,140.399,,,"LINESTRING (-52.6642853 -18.3924076, -52.6631638 -18.3930871)",
195386291,Rua Jacarandá,residential,False,True,13.106,,,"LINESTRING (-52.6642853 -18.3924076, -52.6643896 -18.3923436)",
474897785,,secondary,True,False,14.197,GO-050,circular,"LINESTRING (-52.6665046 -18.3933553, -52.6664481 -18.3933528, -52.6663736 -18.3933309)",
141202421,Avenida Marte,residential,False,False,79.723,,,"LINESTRING (-52.671722 -18.3980462, -52.6713017 -18.3974504)",
141202421,Avenida Marte,residential,False,True,13.472,,,"LINESTRING (-52.671722 -18.3980462, -52.671793 -18.3981469)",
141202406,Avenida Pégaso,residential,True,False,80.052,,,"LINESTRING (-52.6670149 -18.3984664, -52.6673982 -18.3990877)",
141202444,Rua Cedro,residential,False,False,14.029,,,"LINESTRING (-52.6670149 -18.3984664, -52.6669047 -18.398537)",
141202444,Rua Cedro,residential,False,True,138.629,,,"LINESTRING (-52.6670149 -18.3984664, -52.6681037 -18.3977686)",
141202431,Avenida Libra,residential,True,False,33.465,,,"LINESTRING (-52.6687883 -18.3916489, -52.6686068 -18.3914021)",
474897787,,secondary,False,True,11.461,GO-206,,"LINESTRING (-52.6687883 -18.3916489, -52.6688783 -18.3915912)",
474897787,,secondary,False,False,42.44500000000001,GO-206,,"LINESTRING (-52.6687883 -18.3916489, -52.6685254 -18.3918079, -52.6684491 -18.3918541)",
141202428,Rua Guapeva,residential,False,False,142.652,,,"LINESTRING (-52.6714113 -18.3929, -52.6703038 -18.3936358)",
141202442,Avenida Leão,tertiary,False,False,77.633,,,"LINESTRING (-52.6714113 -18.3929, -52.6710019 -18.3923199)",
474897789,Rua Ipê,residential,False,False,137.396,,,"LINESTRING (-52.6675323 -18.392099, -52.6681031 -18.3917054, -52.6686068 -18.3914021)",2
