osmid,oneway,lanes,highway,junction,reversed,length,ref,maxspeed,geometry,name,access
178316649,True,1,tertiary,circular,False,8.178,,,"LINESTRING (-52.0504379 -25.5668665, -52.0503675 -25.5669036)",,
333112179,False,2,trunk,,True,39.995,BR-373,50,"LINESTRING (-52.0504379 -25.5668665, -52.0507002 -25.5671374)",,
178316649,True,1,tertiary,circular,False,6.291,,,"LINESTRING (-52.0503675 -25.5669036, -52.0503056 -25.5669127)",,
939540168,True,,residential,,False,32.829,,,"LINESTRING (-52.0503675 -25.5669036, -52.050323 -25.5670068, -52.0503078 -25.5670857, -52.0503268 -25.5671887)",,
939540169,False,,residential,,True,20.252,,,"LINESTRING (-52.0510542 -25.5680699, -52.0509356 -25.5679225)",,
178309979,True,1,tertiary,roundabout,False,18.276,,,"LINESTRING (-52.0510542 -25.5680699, -52.0510903 -25.5680644, -52.0511263 -25.5680702, -52.051158 -25.5680867, -52.0511804 -25.5681082, -52.0511945 -25.5681417)",,
939540169,False,,residential,,False,20.252,,,"LINESTRING (-52.0509356 -25.5679225, -52.0510542 -25.5680699)",,
939540169,False,,residential,,True,101.917,,,"LINESTRING (-52.0509356 -25.5679225, -52.0508932 -25.5678715, -52.0506076 -25.5675288, -52.0503268 -25.5671887)",,
48612963,False,2,trunk,,True,589.1510000000001,BR-373,60,"LINESTRING (-52.0514388 -25.5680686, -52.0515859 -25.5682928, -52.0519135 -25.5687546, -52.0522052 -25.5691851, -52.0524944 -25.5696085, -52.0527645 -25.5701341, -52.0530415 -25.5706596, -52.0533465 -25.5712519, -52.0536228 -25.5718649, -52.0538388 -25.5724019, -52.0539886 -25.5728211)",,
178309999,True,,trunk_link,,False,53.760999999999996,,,"LINESTRING (-52.0514388 -25.5680686, -52.0513513 -25.5680229, -52.0512724 -25.5679856, -52.0511396 -25.5679448, -52.0509356 -25.5679225)",,
333112179,False,2,trunk,,False,127.34700000000001,BR-373,50,"LINESTRING (-52.0514388 -25.5680686, -52.0511644 -25.5677029, -52.0507002 -25.5671374)",,
178309979,True,1,tertiary,roundabout,False,17.828000000000003,,,"LINESTRING (-52.0511945 -25.5681417, -52.0511956 -25.5681738, -52.051185 -25.5682044, -52.0511638 -25.5682302, -52.0511345 -25.5682482, -52.0511002 -25.5682566)",,
768162264,True,1,tertiary,,False,135.20600000000002,,,"LINESTRING (-52.0511945 -25.5681417, -52.0512432 -25.5681485, -52.0513246 -25.5682175, -52.0513814 -25.568304, -52.051583 -25.568576, -52.0519526 -25.5691258)",,
178309979,True,1,tertiary,roundabout,False,16.357,,,"LINESTRING (-52.0510647 -25.5682544, -52.0510345 -25.5682432, -52.0510095 -25.5682243, -52.050992 -25.5681995, -52.0509836 -25.5681711, -52.0509851 -25.5681417)",,
