osmid,oneway,name,highway,maxspeed,access,reversed,length,lanes,geometry
158446100,False,Rua 7 de Setembro,residential,40,yes,True,150.312,,"LINESTRING (-52.4310156 -29.7131162, -52.4325717 -29.713144)"
963544620,False,Avenida Independência,secondary,,,False,187.081,,"LINESTRING (-52.4310156 -29.7131162, -52.4321423 -29.7117476)"
887657015,False,Rua Sete de Setembro,tertiary,40,yes,False,152.623,2,"LINESTRING (-52.4310156 -29.7131162, -52.4295516 -29.7131055, -52.4294353 -29.7131046)"
887657020,True,Rua Venâncio Aires,tertiary,,,False,157.949,,"LINESTRING (-52.4310156 -29.7131162, -52.4310507 -29.7117721, -52.4310527 -29.7116961)"
563730644,True,Rua Galvão Costa,tertiary,,,False,143.8,2,"LINESTRING (-52.4278744 -29.7111381, -52.4279936 -29.7111433, -52.4293615 -29.711203)"
161653219,False,Rua Thomaz Flores,secondary,,,False,71.86,2,"LINESTRING (-52.4245988 -29.71585, -52.424608 -29.7152038)"
367711372,True,Rua 28 de Setembro,tertiary,,,False,152.703,2,"LINESTRING (-52.4245988 -29.71585, -52.4260872 -29.7158575, -52.42618 -29.715858)"
"[1134518325, 1134518326]",False,Rua Thomaz Flores,secondary,,,True,157.989,"['2', '3']","LINESTRING (-52.4245988 -29.71585, -52.4245839 -29.7164705, -52.4245703 -29.7172706)"
160398210,False,Rua Rio Branco,residential,40,yes,False,257.558,2,"LINESTRING (-52.4249637 -29.710756, -52.4248802 -29.7129731, -52.4248754 -29.713071)"
194913113,False,Rua Galvão Costa,tertiary,,,False,52.534000000000006,2,"LINESTRING (-52.4249637 -29.710756, -52.42508 -29.7107748, -52.4254985 -29.7108423)"
"[194913113, 1134295210]",False,Rua Galvão Costa,tertiary,,,True,151.263,"['2', '4']","LINESTRING (-52.4249637 -29.710756, -52.4247569 -29.7106757, -52.4245933 -29.7105965, -52.4244457 -29.7104801, -52.4242285 -29.7102937, -52.4240863 -29.7101924, -52.4238329 -29.7100829, -52.4236623 -29.710031)"
1134295209,False,Rua Galvão Costa,tertiary,,,False,25.229,,"LINESTRING (-52.4234158 -29.7099559, -52.4236623 -29.710031)"
1134295206,True,Rua Galvão Costa,tertiary,,,False,13.047,1,"LINESTRING (-52.4257703 -29.7108895, -52.4258343 -29.7109084, -52.4258982 -29.7109273)"
185294244,True,Rua Tenente Coronel Brito,tertiary,,,False,50.754999999999995,2,"LINESTRING (-52.4294508 -29.7112284, -52.4294495 -29.7113073, -52.4294454 -29.7115547, -52.4294432 -29.7116848)"
1134295204,True,Rua Galvão Costa,tertiary,,,False,52.486,2,"LINESTRING (-52.4262886 -29.7111012, -52.4257994 -29.7109693, -52.4257696 -29.7109612)"
1183496815,True,Rua Marechal Deodoro,tertiary,,,False,220.184,2,"LINESTRING (-52.4262886 -29.7111012, -52.4262472 -29.7129729, -52.4262448 -29.713081)"
"[1134295205, 336062591]",True,Rua Galvão Costa,tertiary,,,False,146.046,2,"LINESTRING (-52.4258982 -29.7109273, -52.4262495 -29.7110129, -52.4264728 -29.7110619, -52.4270247 -29.711109, -52.4273868 -29.7111237)"
185294244,True,Rua Tenente Coronel Brito,tertiary,,,False,157.87900000000002,2,"LINESTRING (-52.4294432 -29.7116848, -52.4294409 -29.7117582, -52.4294399 -29.7124369, -52.4294364 -29.7129531, -52.4294353 -29.7131046)"
335683405,True,Rua Tiradentes,tertiary,40,yes,False,154.42999999999998,,"LINESTRING (-52.4294432 -29.7116848, -52.4293562 -29.7116836, -52.4279671 -29.711664, -52.4278444 -29.711661)"
142179748,True,Rua Galvão Costa,tertiary,,,False,54.78,2,"LINESTRING (-52.4278444 -29.711661, -52.4277795 -29.7115877, -52.4277454 -29.7115531, -52.4277113 -29.7115184, -52.4276197 -29.7114427, -52.427546 -29.7113902, -52.4274377 -29.7113216)"
689247200,True,Rua Marechal Floriano,tertiary,,,False,58.217000000000006,2,"LINESTRING (-52.4278444 -29.711661, -52.4278493 -29.711597, -52.4278525 -29.7115394, -52.4278675 -29.7112646, -52.4278744 -29.7111381)"
142179748,True,Rua Galvão Costa,tertiary,,,False,51.458999999999996,2,"LINESTRING (-52.4268168 -29.7111586, -52.426671 -29.7111517, -52.4264679 -29.7111265, -52.4262886 -29.7111012)"
142179750,False,Rua Tiradentes,tertiary,40,yes,False,44.3,,"LINESTRING (-52.432601 -29.7117478, -52.4324823 -29.7117477, -52.4321423 -29.7117476)"
142265754,True,Rua Ernesto Alves,secondary,,,False,155.276,3,"LINESTRING (-52.432601 -29.7117478, -52.4325988 -29.7118516, -52.4325717 -29.713144)"
185294242,True,Rua Venâncio Aires,secondary,,,False,156.595,3,"LINESTRING (-52.4309622 -29.715916, -52.4309951 -29.714508)"
367711372,True,Rua 28 de Setembro,tertiary,,,False,153.395,2,"LINESTRING (-52.4309622 -29.715916, -52.4325506 -29.7159151)"
335683404,True,Rua Venâncio Aires,tertiary,,,False,51.08,,"LINESTRING (-52.4310527 -29.7116961, -52.4310547 -29.7115985, -52.4310612 -29.7112943, -52.4310624 -29.7112368)"
