osmid,lanes,ref,highway,oneway,reversed,length,geometry,name,maxspeed
371798034,2,BA-250,secondary,False,False,53.846,"LINESTRING (-39.97279 -13.5277632, -39.972292 -13.5277711)",,
831704339,1,BA-250,secondary,True,False,118.24900000000001,"LINESTRING (-39.97279 -13.5277632, -39.9729187 -13.5277325, -39.9730662 -13.527709, -39.9732433 -13.5276817, -39.9734511 -13.5276549, -39.9737401 -13.5276197, -39.9738706 -13.5276031)",,
407308574,,,residential,True,False,116.003,"LINESTRING (-39.9676052 -13.5288349, -39.9665356 -13.528918)",Rua Coronel Alvaro N Silva,
967653902,2,,secondary,False,True,20.377,"LINESTRING (-39.9676052 -13.5288349, -39.967613 -13.529018)",Rua Rodolfo Santos,
1246877011,2,BA-250,secondary,False,True,18.579,"LINESTRING (-39.9676052 -13.5288349, -39.9677709 -13.5287906)",,
"[967984594, 967653909]",2,,secondary,True,False,49.36,"LINESTRING (-39.9676052 -13.5288349, -39.967563 -13.5286374, -39.9675643 -13.5285729, -39.9675731 -13.5285266, -39.9676408 -13.5284138)","['Rua Coronel Durval de Matos', 'Rua Santa Luzia']",
817422275,,,secondary,False,False,18.98,"LINESTRING (-39.9675818 -13.5295599, -39.9677569 -13.5295475)",,
967653903,2,,secondary,True,False,60.351,"LINESTRING (-39.9675818 -13.5295599, -39.967613 -13.529018)",Rua Rodolfo Santos,
233090321,2,,secondary,False,True,124.48599999999999,"LINESTRING (-39.9675818 -13.5295599, -39.967559 -13.5298465, -39.9675576 -13.5300606, -39.9675684 -13.5301571, -39.9676488 -13.5306721)",Rua Rodolfo Santos,
1246877015,2,,tertiary,False,True,80.76,"LINESTRING (-39.9684039 -13.5250432, -39.9683849 -13.5256389, -39.9683837 -13.5257692)",Rua Coronel Durval de Matos,
237951121,,,residential,False,True,64.483,"LINESTRING (-39.9654918 -13.5279387, -39.9654803 -13.5273589)",Rua Teofilo Almeida,
237951127,0,,residential,False,False,76.113,"LINESTRING (-39.9654918 -13.5279387, -39.9647887 -13.5279035)",Rua Manoel Pinheiro,60
237951127,0,,residential,False,True,124.035,"LINESTRING (-39.9654918 -13.5279387, -39.966639 -13.5279535)",Rua Manoel Pinheiro,60
237951105,,,residential,False,True,121.212,"LINESTRING (-39.9654883 -13.5261776, -39.9666076 -13.5262407)",Rua Lindolfo Nery,
237951121,,,residential,False,False,72.5,"LINESTRING (-39.9654883 -13.5261776, -39.9654856 -13.5268296)",Rua Teofilo Almeida,
237951121,,,residential,False,True,72.199,"LINESTRING (-39.9654883 -13.5261776, -39.9654897 -13.5255283)",Rua Teofilo Almeida,
237951123,,,residential,False,False,95.989,"LINESTRING (-39.967514 -13.5268918, -39.9666265 -13.5268667)",Rua Lourival Rosa Sena,
1246877016,0,,residential,False,False,61.25,"LINESTRING (-39.967514 -13.5268918, -39.9675196 -13.5273128, -39.9675187 -13.5274426)",Rua Paz e Liberdade,60
1246877016,0,,residential,False,True,86.996,"LINESTRING (-39.967514 -13.5268918, -39.9674855 -13.5263908, -39.9674663 -13.5261991, -39.9674534 -13.526112)",Rua Paz e Liberdade,60
237951121,,,residential,False,False,58.858,"LINESTRING (-39.9654856 -13.5268296, -39.9654803 -13.5273589)",Rua Teofilo Almeida,
