osmid,oneway,highway,reversed,length,name,geometry,maxspeed,lanes
180043548,True,secondary,False,17.531,,"LINESTRING (-41.4641297 -14.4281161, -41.4639688 -14.4280921)",,
362844237,False,secondary,False,39.542,Rua João Libérico Cangucu,"LINESTRING (-41.4641297 -14.4281161, -41.4644951 -14.4281512)",,
362844224,True,secondary,False,56.684,Avenida Geraldo Azevedo,"LINESTRING (-41.4641297 -14.4281161, -41.464167 -14.4282626, -41.4642263 -14.4284736, -41.4642551 -14.428611)",,
362844237,False,secondary,False,9.77,Rua João Libérico Cangucu,"LINESTRING (-41.4644951 -14.4281512, -41.4645857 -14.4281558)",,
362844237,False,secondary,True,39.542,Rua João Libérico Cangucu,"LINESTRING (-41.4644951 -14.4281512, -41.4641297 -14.4281161)",,
274784808,True,tertiary,False,144.95,Rua Novo Horizonte,"LINESTRING (-41.4644951 -14.4281512, -41.4646567 -14.4274862, -41.4647976 -14.426881)",,
832556279,False,secondary_link,False,12.843,,"LINESTRING (-41.464528 -14.4302618, -41.4644093 -14.430273)",,
362844224,True,secondary,False,136.744,Avenida Geraldo Azevedo,"LINESTRING (-41.464528 -14.4302618, -41.4645736 -14.4307878, -41.4646272 -14.4314878)",,
274784783,False,residential,False,57.444,Travessa Geraldo Azevedo,"LINESTRING (-41.4648411 -14.4287566, -41.4643107 -14.4288116)",,
310990607,False,residential,False,53.944,Travessa Tibério Machado,"LINESTRING (-41.4648411 -14.4287566, -41.4648566 -14.4292415)",,
310990607,False,residential,True,227.855,Travessa Tibério Machado,"LINESTRING (-41.4648834 -14.4312904, -41.4648713 -14.4297344, -41.4648606 -14.4293669, -41.4648566 -14.4292415)",,
362829631,False,residential,False,38.613,,"LINESTRING (-41.4648834 -14.4312904, -41.4647996 -14.4314329, -41.4647788 -14.4314537, -41.4647567 -14.431469, -41.4647275 -14.4314807, -41.4646272 -14.4314878)",,
362844224,True,secondary,False,33.947,Avenida Geraldo Azevedo,"LINESTRING (-41.4637444 -14.4231936, -41.4637354 -14.4234526, -41.4637333 -14.4234987)",,
362844257,False,residential,False,8.528,,"LINESTRING (-41.4602727 -14.4299007, -41.4601949 -14.429915)",,
362844257,False,residential,True,134.806,,"LINESTRING (-41.4602727 -14.4299007, -41.4614825 -14.4295892)",,
274784788,True,tertiary,False,50.919,Rua Pedro Afonso Cangussu,"LINESTRING (-41.4602727 -14.4299007, -41.4602843 -14.4299749, -41.4603753 -14.4303475)",,
274784788,True,tertiary,False,3.707,Rua Pedro Afonso Cangussu,"LINESTRING (-41.4630441 -14.4318515, -41.4630767 -14.4318622)",,
362844280,False,tertiary_link,False,9.886,,"LINESTRING (-41.4615159 -14.4315417, -41.461473 -14.4316203)",,
274784788,True,tertiary,False,86.223,Rua Pedro Afonso Cangussu,"LINESTRING (-41.4615159 -14.4315417, -41.4618739 -14.4316294, -41.4622957 -14.4317171)",,
274784801,False,tertiary,True,45.848,Rua Pedro Afonso Cangussu,"LINESTRING (-41.4602092 -14.4297797, -41.4601989 -14.4293675)",,
