osmid,oneway,lanes,ref,highway,reversed,length,geometry,name,bridge
313505271,True,1,MG-235,primary,False,30.261,"LINESTRING (-46.5394527 -19.4778024, -46.539609 -19.4780312)",,
313505681,True,1,,primary_link,False,21.764999999999997,"LINESTRING (-46.5394527 -19.4778024, -46.5394446 -19.4778508, -46.5394297 -19.4778976, -46.5394083 -19.4779422, -46.5393808 -19.4779837)",,
31574932,False,,MG-235,primary,False,78.453,"LINESTRING (-46.5418885 -19.4812521, -46.5414725 -19.4806656)",Rua Vinte,
906321110,False,,MG-235,primary,False,24.646,"LINESTRING (-46.5418885 -19.4812521, -46.5420191 -19.4814364)",Rua Vinte,
179548655,False,,MG-235,primary,False,81.185,"LINESTRING (-46.5348879 -19.4772819, -46.5342289 -19.4768984)",Praça Padre Eustáquio,
507968864,False,,,residential,False,121.86,"LINESTRING (-46.5348879 -19.4772819, -46.5348927 -19.4783778)",,
"[313505284, 179548654, 179548655]",False,,MG-235,primary,True,180.23399999999998,"LINESTRING (-46.5348879 -19.4772819, -46.5353683 -19.4773678, -46.5357681 -19.4774776, -46.5363369 -19.47761, -46.536547 -19.4776935)","['Rua Cristino Teixeira', 'Praça Padre Eustáquio']",yes
313505352,False,,,residential,True,96.211,"LINESTRING (-46.5348879 -19.4772819, -46.5347707 -19.4769224, -46.5343282 -19.476667)",Praça Padre Eustáquio,
313505276,True,,MG-235,primary,False,26.964,"LINESTRING (-46.5390258 -19.4780667, -46.5392408 -19.4779336)",,
313505356,False,2,,tertiary,True,27.904,"LINESTRING (-46.5390258 -19.4780667, -46.5391667 -19.4782796)",,
313505484,True,,,tertiary,False,158.229,"LINESTRING (-46.5390258 -19.4780667, -46.538232 -19.4768564)",Praça São Pedro,
906322836,False,,MG-235,primary,False,75.647,"LINESTRING (-46.5390258 -19.4780667, -46.5384153 -19.4784294)",Rua Cristino Teixeira,
313505544,True,,MG-235,primary,False,29.574,"LINESTRING (-46.5384153 -19.4784294, -46.5381767 -19.4785713)",,
906322836,False,,MG-235,primary,True,75.647,"LINESTRING (-46.5384153 -19.4784294, -46.5390258 -19.4780667)",Rua Cristino Teixeira,
313505418,False,,,residential,False,132.378,"LINESTRING (-46.5401464 -19.4770415, -46.5394484 -19.4760494)",Rua Vinte e Oito,
313505733,False,,,residential,True,119.641,"LINESTRING (-46.5401464 -19.4770415, -46.5411005 -19.4764511)",Rua Joaquim Pia,
690688776,False,,,residential,False,46.858,"LINESTRING (-46.5401464 -19.4770415, -46.5397727 -19.4772727)",Rua Onze,
313505761,False,,,residential,True,191.764,"LINESTRING (-46.5397727 -19.4772727, -46.5410416 -19.4785149)",Rua Antônio B. Duarte,
679869564,False,,,residential,False,128.807,"LINESTRING (-46.5397727 -19.4772727, -46.5390218 -19.4763558)",Rua Antônio B. Duarte,
679869565,False,,,residential,False,61.349,"LINESTRING (-46.5397727 -19.4772727, -46.5392835 -19.4775755)",,
690688776,False,,,residential,True,46.858,"LINESTRING (-46.5397727 -19.4772727, -46.5401464 -19.4770415)",Rua Onze,
313505671,False,,,residential,True,79.07,"LINESTRING (-46.543191 -19.4775292, -46.5433471 -19.4782249)",Rua Trinta e Quatro,
313505603,True,,,tertiary,False,30.841,"LINESTRING (-46.5392835 -19.4775755, -46.5394527 -19.4778024)",Praça São Pedro,
679869565,False,,,residential,True,61.349,"LINESTRING (-46.5392835 -19.4775755, -46.5397727 -19.4772727)",,
313505284,False,,MG-235,primary,False,6.52,"LINESTRING (-46.5366037 -19.4777176, -46.536547 -19.4776935)",Rua Cristino Teixeira,
313505284,False,,MG-235,primary,True,5.855,"LINESTRING (-46.5366037 -19.4777176, -46.5366555 -19.4777373)",Rua Cristino Teixeira,
313505563,True,1,,residential,False,96.604,"LINESTRING (-46.5366037 -19.4777176, -46.5362942 -19.477914, -46.535833 -19.4781938)",Rua Prefeito Arlindo Carrazza,
313505284,False,,MG-235,primary,False,5.855,"LINESTRING (-46.5366555 -19.4777373, -46.5366037 -19.4777176)",Rua Cristino Teixeira,
906322835,True,,MG-235,primary,False,154.58,"LINESTRING (-46.5366555 -19.4777373, -46.5380164 -19.4782725)",Rua Cristino Teixeira,
313505276,True,,MG-235,primary,False,26.576,"LINESTRING (-46.5392408 -19.4779336, -46.5394527 -19.4778024)",,
313505361,False,1,,primary_link,False,12.55,"LINESTRING (-46.5392408 -19.4779336, -46.5393034 -19.4780298)",,
313505277,True,1,MG-235,primary,False,9.598,"LINESTRING (-46.5393808 -19.4779837, -46.5393034 -19.4780298)",,
313505277,True,1,MG-235,primary,False,9.72,"LINESTRING (-46.5393034 -19.4780298, -46.5392255 -19.4780772)",,
313505361,False,1,,primary_link,True,12.55,"LINESTRING (-46.5393034 -19.4780298, -46.5392408 -19.4779336)",,
31574932,False,,MG-235,primary,True,130.941,"LINESTRING (-46.539609 -19.4780312, -46.5402998 -19.4790123)",Rua Vinte,
313505279,True,1,MG-235,primary,False,25.387,"LINESTRING (-46.539609 -19.4780312, -46.5395582 -19.4780002, -46.5395011 -19.4779814, -46.5394408 -19.4779758, -46.5393808 -19.4779837)",,
313505282,True,1,MG-235,primary,False,21.415,"LINESTRING (-46.5392255 -19.4780772, -46.5391751 -19.4780875, -46.5391242 -19.4780895, -46.5390739 -19.4780824, -46.5390258 -19.4780667)",,
313505695,True,1,,primary_link,False,23.576,"LINESTRING (-46.5392255 -19.4780772, -46.5392006 -19.4781247, -46.5391823 -19.4781748, -46.5391709 -19.4782267, -46.5391667 -19.4782796)",,
313505455,False,,,residential,True,49.995,"LINESTRING (-46.535833 -19.4781938, -46.5360864 -19.4785747)",Rua 4,
313505763,True,1,,residential,False,102.047,"LINESTRING (-46.535833 -19.4781938, -46.5358082 -19.47816, -46.5358014 -19.4781193, -46.535814 -19.4780799, -46.5358435 -19.4780496, -46.5362475 -19.477832, -46.536547 -19.4776935)",Rua Prefeito Arlindo Carrazza,
313505756,False,,,residential,False,54.806,"LINESTRING (-46.5423841 -19.478191, -46.5426725 -19.4786021)",Rua Trinta e Dois,
313505671,False,,,residential,False,79.07,"LINESTRING (-46.5433471 -19.4782249, -46.543191 -19.4775292)",Rua Trinta e Quatro,
313505673,False,,,residential,False,82.222,"LINESTRING (-46.5433471 -19.4782249, -46.5426725 -19.4786021)",Rua Quinze,
313505383,False,,,primary_link,True,37.233,"LINESTRING (-46.5380164 -19.4782725, -46.5381767 -19.4785713)",,
906322835,True,,MG-235,primary,False,45.311,"LINESTRING (-46.5380164 -19.4782725, -46.5384153 -19.4784294)",Rua Cristino Teixeira,
313505356,False,2,,tertiary,False,27.904,"LINESTRING (-46.5391667 -19.4782796, -46.5390258 -19.4780667)",,
313505473,False,2,,tertiary,True,141.421,"LINESTRING (-46.5391667 -19.4782796, -46.5393968 -19.478626, -46.539505 -19.4788161, -46.5395853 -19.4790182, -46.5396361 -19.4792286, -46.5396567 -19.4794435)",Rua Doutor Ivo Mendes,
507968864,False,,,residential,True,121.86,"LINESTRING (-46.5348927 -19.4783778, -46.5348879 -19.4772819)",,
313505645,False,,,residential,True,30.388,"LINESTRING (-46.5391849 -19.4739336, -46.5393538 -19.4741557)",Rua Quarenta e Seis,
313505598,False,,,residential,False,163.064,"LINESTRING (-46.5370828 -19.4739648, -46.5362034 -19.4727552)",,
313505598,False,,,residential,True,26.002,"LINESTRING (-46.5370828 -19.4739648, -46.537223 -19.4741577)",,
