osmid,oneway,ref,highway,reversed,length,name,geometry,bridge,maxspeed
223025105,True,MG-285,secondary,False,105.767,,"LINESTRING (-42.6962621 -21.3877194, -42.6972833 -21.3877438)",,
549396284,True,MG-447,secondary,False,35.632999999999996,Rua Doutor Francisco de Barros,"LINESTRING (-42.6961286 -21.3895357, -42.696134 -21.3893883, -42.696139 -21.3892154)",,
549396286,True,MG-447,secondary,False,75.358,Rua Major Vieira,"LINESTRING (-42.6961286 -21.3895357, -42.6958819 -21.3895507, -42.695782 -21.3895725, -42.6954366 -21.3897155)",,
244547725,False,,residential,False,113.162,Rua Major Vieira,"LINESTRING (-42.6931581 -21.3907969, -42.6921799 -21.3912509)",,
"[241974880, 241974881, 840669614]",True,,residential,False,263.576,"['Ponte Velha', 'Rua Doutor Francisco de Barros']","LINESTRING (-42.6959523 -21.3918999, -42.6959932 -21.3914502, -42.6960894 -21.3904026, -42.6961286 -21.3895357)",yes,
"[549396280, 241974883]",False,,secondary,False,20.526,,"LINESTRING (-42.7002405 -21.3881916, -42.7002094 -21.388243, -42.7001268 -21.3883423)",,
241974882,False,,residential,False,22.732,Rua Doutor Lôbo Filho,"LINESTRING (-42.7003559 -21.3895802, -42.7001364 -21.3895754)",,
923982849,True,,secondary,False,65.716,Rua Goncalves Araujo Porto,"LINESTRING (-42.6997487 -21.3889759, -42.699749 -21.3895669)",,
241974882,False,,residential,True,40.121,Rua Doutor Lôbo Filho,"LINESTRING (-42.699749 -21.3895669, -42.7001364 -21.3895754)",,
549400958,True,,secondary,False,106.859,Rua Doutor Lobo Filho,"LINESTRING (-42.699749 -21.3895669, -42.698717 -21.38958)",,
241974884,True,,residential,False,42.548,Rua Alferes Henrique Azevedo,"LINESTRING (-42.6972788 -21.3889283, -42.6976897 -21.3889338)",,
549396284,True,MG-447,secondary,False,109.569,Rua Doutor Francisco de Barros,"LINESTRING (-42.696157 -21.3888983, -42.6962578 -21.3879174)",,
241974884,True,,residential,False,116.19800000000001,Rua Alferes Henrique Azevedo,"LINESTRING (-42.696157 -21.3888983, -42.6970957 -21.388926, -42.6972788 -21.3889283)",,
561850270,True,MG-447,secondary,False,86.518,Rua Coronel Vieira,"LINESTRING (-42.6932107 -21.3890819, -42.6940449 -21.3891273)",,
244547720,True,MG-447,secondary,False,42.025000000000006,Rua Tenente Fortunato,"LINESTRING (-42.6932107 -21.3890819, -42.6932134 -21.3892337, -42.693216 -21.3894598)",,40
244547721,True,,residential,False,87.361,,"LINESTRING (-42.6940594 -21.389483, -42.693216 -21.3894598)",,
561842083,True,,residential,False,81.214,Rua Rabêlo Horta,"LINESTRING (-42.693216 -21.3894598, -42.6924316 -21.389458)",,
