osmid,name,highway,maxspeed,oneway,reversed,length,geometry,access,width
148689807,Rua Macaraní,residential,30,False,False,150.449,"LINESTRING (-40.2493002 -15.2460035, -40.2494109 -15.2466627, -40.2495116 -15.247341)",,
149679290,Avenida Cinquentenário,residential,,True,False,49.956,"LINESTRING (-40.2493002 -15.2460035, -40.249258 -15.2459912, -40.2491708 -15.245988, -40.2488379 -15.2460176)",,
165638666,Rua Macaraní,residential,30,True,False,14.936,"LINESTRING (-40.2492744 -15.2458715, -40.2493002 -15.2460035)",,
96324820,Avenida Cinquentenário,residential,,True,False,87.424,"LINESTRING (-40.2492744 -15.2458715, -40.2495906 -15.2461775, -40.2498521 -15.246426)",,
99135029,Rua José Rebouças de Oliveira,residential,,False,False,84.341,"LINESTRING (-40.2498796 -15.2465482, -40.2499651 -15.2473022)",,
171970017,Avenida Cinquentenário,residential,,True,False,86.788,"LINESTRING (-40.2498796 -15.2465482, -40.2493002 -15.2460035)",,
118878531,Avenida César Borges,tertiary,50,False,True,302.203,"LINESTRING (-40.2428708 -15.245469, -40.2432053 -15.2458008, -40.2434797 -15.2460655, -40.2436118 -15.2462037, -40.2436735 -15.2462842, -40.2437264 -15.2463716, -40.2437499 -15.2464596, -40.2437756 -15.2466063, -40.2438076 -15.2467722, -40.2438373 -15.2469934, -40.2438931 -15.2472785, -40.2439322 -15.2474552, -40.2440169 -15.2476383, -40.2440525 -15.2477199, -40.2441041 -15.2478065)",,
"[788238608, 820933985]",Rua Guanambí,residential,,False,True,224.06600000000003,"LINESTRING (-40.2428708 -15.245469, -40.2429803 -15.2453197, -40.2427979 -15.2451748, -40.2424291 -15.244913, -40.2422937 -15.2448349, -40.2420147 -15.2446656, -40.2419738 -15.2446151, -40.241959 -15.2445838, -40.2419496 -15.2445517, -40.2419533 -15.2445194, -40.2419812 -15.2444515, -40.2420174 -15.2443777, -40.2422172 -15.2440581)",,
220410647,Rua Primeiro de Maio,residential,,False,False,71.009,"LINESTRING (-40.246101 -15.2432416, -40.2461319 -15.2426037)",,
98965152,Avenida Vitória da Conquista,secondary,50,False,False,66.303,"LINESTRING (-40.246101 -15.2432416, -40.246272 -15.2432067, -40.2466998 -15.2430948)",,
98965152,Avenida Vitória da Conquista,secondary,50,False,True,109.697,"LINESTRING (-40.246101 -15.2432416, -40.2460496 -15.243249, -40.2458945 -15.2432656, -40.2457852 -15.2432766, -40.2456142 -15.243285, -40.2454117 -15.2432811, -40.245297 -15.2432753, -40.2452414 -15.2432682, -40.2451971 -15.2432578, -40.2451475 -15.2432371, -40.2450979 -15.2432041)",,
99135031,Rua 7 de Setembro,residential,,False,True,17.948,"LINESTRING (-40.2450979 -15.2432041, -40.2451743 -15.2433477)",,
98965152,Avenida Vitória da Conquista,secondary,50,False,False,109.697,"LINESTRING (-40.2450979 -15.2432041, -40.2451475 -15.2432371, -40.2451971 -15.2432578, -40.2452414 -15.2432682, -40.245297 -15.2432753, -40.2454117 -15.2432811, -40.2456142 -15.243285, -40.2457852 -15.2432766, -40.2458945 -15.2432656, -40.2460496 -15.243249, -40.246101 -15.2432416)",,
788257957,Avenida Vitória da Conquista,secondary,50,False,True,47.294999999999995,"LINESTRING (-40.2450979 -15.2432041, -40.2447955 -15.2430389, -40.2447143 -15.2429945)",,
98965152,Avenida Vitória da Conquista,secondary,50,False,False,23.051000000000002,"LINESTRING (-40.2483365 -15.2426448, -40.2483714 -15.2426352, -40.2485432 -15.2425882)",,
98965152,Avenida Vitória da Conquista,secondary,50,False,True,39.79,"LINESTRING (-40.2483365 -15.2426448, -40.2481985 -15.2426814, -40.2479806 -15.2427454)",,
99135030,Rua Coronel Belizário Ferraz,residential,,False,False,121.553,"LINESTRING (-40.2483365 -15.2426448, -40.248351 -15.2427261, -40.2485103 -15.243725)",,
132300987,Rua Jaime Brito,residential,,True,False,126.125,"LINESTRING (-40.2447143 -15.2429945, -40.2446151 -15.243516, -40.2445507 -15.2438148, -40.244481 -15.244106)",,
788257957,Avenida Vitória da Conquista,secondary,50,False,False,47.294999999999995,"LINESTRING (-40.2447143 -15.2429945, -40.2447955 -15.2430389, -40.2450979 -15.2432041)",,
788257957,Avenida Vitória da Conquista,secondary,50,False,True,42.305,"LINESTRING (-40.2447143 -15.2429945, -40.2445574 -15.2429156, -40.2443723 -15.2428056)",,
128476002,,residential,,False,False,34.671,"LINESTRING (-40.2485432 -15.2425882, -40.2483789 -15.2423197)",,
98965152,Avenida Vitória da Conquista,secondary,50,False,False,81.67699999999999,"LINESTRING (-40.2485432 -15.2425882, -40.2487725 -15.2425507, -40.2489442 -15.2425494, -40.2490756 -15.242561, -40.2492942 -15.2426128)",,
98965152,Avenida Vitória da Conquista,secondary,50,False,True,23.051000000000002,"LINESTRING (-40.2485432 -15.2425882, -40.2483714 -15.2426352, -40.2483365 -15.2426448)",,
98965152,Avenida Vitória da Conquista,secondary,50,False,False,71.538,"LINESTRING (-40.2492942 -15.2426128, -40.2494451 -15.2426671, -40.2495597 -15.242715, -40.2496791 -15.2427752, -40.2497978 -15.2428431, -40.2498407 -15.2428748, -40.2498803 -15.2429104)",,
98965152,Avenida Vitória da Conquista,secondary,50,False,True,81.67699999999999,"LINESTRING (-40.2492942 -15.2426128, -40.2490756 -15.242561, -40.2489442 -15.2425494, -40.2487725 -15.2425507, -40.2485432 -15.2425882)",,
"[128476003, 99963668]",Travessa Visconde do Rio Branco,residential,,False,True,140.507,"LINESTRING (-40.2492942 -15.2426128, -40.249205 -15.2420681, -40.2491943 -15.2419341, -40.249195 -15.2418908, -40.2492077 -15.2418565, -40.249256 -15.2418345, -40.2493063 -15.2418216, -40.2493861 -15.241808, -40.2495128 -15.2417937, -40.2496134 -15.2417847, -40.2497145 -15.2417849)",yes,
128476001,Rua Visconde do Rio Branco,residential,,False,False,15.708000000000002,"LINESTRING (-40.2492942 -15.2426128, -40.2493062 -15.2426861, -40.2493166 -15.2427524)",,
99066383,Rua Boa Nova,residential,,True,False,61.032,"LINESTRING (-40.2486479 -15.2485166, -40.2492152 -15.2484754)",,
147430528,Rua Salvador,residential,,True,False,62.69,"LINESTRING (-40.2486479 -15.2485166, -40.2485931 -15.2479553)",,
99066393,Praça Augusto Carvalho,residential,,True,False,73.064,"LINESTRING (-40.2468989 -15.2459128, -40.2462179 -15.2459205)",,
147430496,Praça da Bíblia,residential,,True,False,81.149,"LINESTRING (-40.2447009 -15.2465243, -40.2454506 -15.2466213)",,
99066328,Rua Monteiro Lobato,residential,,True,False,208.242,"LINESTRING (-40.2447009 -15.2465243, -40.2447613 -15.2461361, -40.244776 -15.2459647, -40.244768 -15.2459097, -40.2447224 -15.2457454, -40.2446768 -15.245594, -40.2446084 -15.2453895, -40.2445373 -15.2451993, -40.2444662 -15.2450052, -40.2444467 -15.2449166, -40.2444199 -15.2448087, -40.2443957 -15.244711)",,
99066320,Praça da Bandeira,residential,,True,False,43.905,"LINESTRING (-40.2457537 -15.2469849, -40.2457899 -15.2465916)",,
135104241,Rua Marechal Deodoro da Fonseca,residential,,False,False,62.389,"LINESTRING (-40.2480508 -15.2479972, -40.2481054 -15.2485558)",,
135104241,Rua Marechal Deodoro da Fonseca,residential,,False,True,60.637,"LINESTRING (-40.2480508 -15.2479972, -40.248013 -15.2474531)",,
171970024,Rua Jequié,residential,,False,False,112.483,"LINESTRING (-40.2480508 -15.2479972, -40.2470066 -15.2480887)",,
171970024,Rua Jequié,residential,,False,True,58.365,"LINESTRING (-40.2480508 -15.2479972, -40.2485931 -15.2479553)",,
99066406,Travessa Olímpio Vieira,residential,,False,True,9.805,"LINESTRING (-40.2444796 -15.2485059, -40.2445708 -15.2485001)",,
216700496,Avenida César Borges,tertiary,50,False,False,83.114,"LINESTRING (-40.2444796 -15.2485059, -40.2444401 -15.2483901, -40.2443697 -15.248284, -40.2442651 -15.2481352, -40.2441309 -15.2478428)",,
216700497,Avenida César Borges,tertiary,50,False,True,88.584,"LINESTRING (-40.2444796 -15.2485059, -40.2444944 -15.248601, -40.2444991 -15.248665, -40.2445011 -15.2487563, -40.2444957 -15.2489361, -40.2444917 -15.2491535, -40.2444837 -15.249301)",,
147435492,Rua Barão do Rio Branco,residential,,True,False,59.213,"LINESTRING (-40.2461876 -15.246527, -40.2462216 -15.2470585)",,
147435494,Rua Dom Pedro II,residential,,True,False,43.266,"LINESTRING (-40.2461876 -15.246527, -40.2457899 -15.2465916)",,
99066404,Rua Itambé,residential,,True,False,62.266,"LINESTRING (-40.2490562 -15.2473688, -40.2491393 -15.247923)",,
100285979,Rua Mariano Campos,residential,,False,False,48.953,"LINESTRING (-40.2490562 -15.2473688, -40.2495116 -15.247341)",,
100285979,Rua Mariano Campos,residential,,False,True,54.497,"LINESTRING (-40.2490562 -15.2473688, -40.2485503 -15.2474131)",,
99066397,Rua Monteiro Lobato,residential,,True,False,55.096999999999994,"LINESTRING (-40.2445668 -15.2472968, -40.2445856 -15.2471389, -40.2446383 -15.2468062)",,
"[105681249, 105681252]","['Rua São Joaquim', 'Primeira Travessa M. Lobato']",residential,,False,False,325.918,"LINESTRING (-40.2445668 -15.2472968, -40.2442784 -15.2474993, -40.2442328 -15.2475284, -40.2441537 -15.2475633, -40.244147 -15.2475245, -40.244139 -15.247452, -40.2441323 -15.2470354, -40.244143 -15.2466925, -40.2441515 -15.2465195, -40.2442663 -15.2458681, -40.2442912 -15.2456874, -40.2443169 -15.2454999, -40.2443031 -15.2451272)",,
99066404,Rua Itambé,residential,,True,False,61.962,"LINESTRING (-40.2491393 -15.247923, -40.2492152 -15.2484754)",,
171970024,Rua Jequié,residential,,False,False,58.707,"LINESTRING (-40.2491393 -15.247923, -40.2485931 -15.2479553)",,
171970024,Rua Jequié,residential,,False,True,47.549,"LINESTRING (-40.2491393 -15.247923, -40.2493445 -15.2479081, -40.2495812 -15.24789)",,
100285979,Rua Mariano Campos,residential,,False,False,48.843,"LINESTRING (-40.2495116 -15.247341, -40.2499651 -15.2473022)",,
100285979,Rua Mariano Campos,residential,,False,True,48.953,"LINESTRING (-40.2495116 -15.247341, -40.2490562 -15.2473688)",,
148689807,Rua Macaraní,residential,30,False,False,61.503,"LINESTRING (-40.2495116 -15.247341, -40.249556 -15.2477095, -40.2495812 -15.24789)",,
148689807,Rua Macaraní,residential,30,False,True,150.449,"LINESTRING (-40.2495116 -15.247341, -40.2494109 -15.2466627, -40.2493002 -15.2460035)",,
99066383,Rua Boa Nova,residential,,True,False,49.377,"LINESTRING (-40.2492152 -15.2484754, -40.2496749 -15.2484535)",,
99066404,Rua Itambé,residential,,True,False,84.789,"LINESTRING (-40.2492152 -15.2484754, -40.249341 -15.2492282)",,
99066392,Rua João Pessoa,residential,,True,False,58.6,"LINESTRING (-40.2455881 -15.2457173, -40.245673 -15.2451967)",,
99135049,Rua Santos Dumont,residential,,True,False,140.13,"LINESTRING (-40.2455881 -15.2457173, -40.2452897 -15.2454866, -40.245222 -15.2454278, -40.2449946 -15.2452304, -40.2447693 -15.2450298, -40.2446029 -15.2448906)",,
99066316,Rua Manoel Francisco de Almeida,residential,,True,False,62.772,"LINESTRING (-40.2456705 -15.2487382, -40.2457148 -15.2481753)",,
99066379,Rua Rio Catolé,residential,,True,False,67.343,"LINESTRING (-40.2456705 -15.2487382, -40.2462959 -15.2486861)",,
99066349,Rua Barão do Rio Branco,residential,,True,False,68.01,"LINESTRING (-40.2462179 -15.2459205, -40.2462029 -15.2459485, -40.2461962 -15.2459767, -40.2461761 -15.2462772, -40.2461876 -15.246527)",,
"[99066393, 99066327]",Praça Augusto Carvalho,residential,,True,False,91.451,"LINESTRING (-40.2462179 -15.2459205, -40.246208 -15.2459013, -40.2462006 -15.2458809, -40.2461983 -15.245845, -40.2461979 -15.2458143, -40.2461999 -15.2457897, -40.2462083 -15.2457687, -40.2462284 -15.2457467, -40.2463667 -15.2457345, -40.2467244 -15.2457201, -40.2468869 -15.2457212)",,
147430495,Praça da Bandeira,residential,,True,False,36.55,"LINESTRING (-40.2457899 -15.2465916, -40.2454506 -15.2466213)",,
171970024,Rua Jequié,residential,,False,False,60.085,"LINESTRING (-40.2462733 -15.2481348, -40.2457148 -15.2481753)",,
171970024,Rua Jequié,residential,,False,True,78.836,"LINESTRING (-40.2462733 -15.2481348, -40.2470066 -15.2480887)",,
147435492,Rua Barão do Rio Branco,residential,,True,False,61.35,"LINESTRING (-40.2462733 -15.2481348, -40.246294 -15.2486403, -40.2462959 -15.2486861)",,
99066362,Rua Macaraní,residential,30,True,False,56.431,"LINESTRING (-40.2492077 -15.2453681, -40.2492744 -15.2458715)",,
99135042,Rua Pompílio Espinheira,residential,,False,False,50.846,"LINESTRING (-40.2492077 -15.2453681, -40.2496737 -15.2452847)",,
150792233,Rua Tiradentes,residential,,False,True,99.325,"LINESTRING (-40.2492077 -15.2453681, -40.2490792 -15.2444835)",,
171970024,Rua Jequié,residential,,False,False,58.365,"LINESTRING (-40.2485931 -15.2479553, -40.2480508 -15.2479972)",,
171970024,Rua Jequié,residential,,False,True,58.707,"LINESTRING (-40.2485931 -15.2479553, -40.2491393 -15.247923)",,
202337905,Rua Salvador,residential,,True,False,60.465,"LINESTRING (-40.2485931 -15.2479553, -40.2485503 -15.2474131)",,
147430522,Rua Olímpio Viera,residential,,True,False,37.421,"LINESTRING (-40.2451891 -15.2481947, -40.2451207 -15.2485247)",,
171970024,Rua Jequié,residential,,False,True,56.439,"LINESTRING (-40.2451891 -15.2481947, -40.2457148 -15.2481753)",,
99066383,Rua Boa Nova,residential,,True,False,48.681,"LINESTRING (-40.2496749 -15.2484535, -40.2501276 -15.2484234)",,
