osmid,oneway,ref,highway,junction,reversed,length,geometry,name
524472462,True,CE-192;CE-327,secondary,roundabout,False,4.621,"LINESTRING (-40.9061227 -4.4116282, -40.9061134 -4.4116512, -40.9061033 -4.4116646)",
524472462,True,CE-192;CE-327,secondary,roundabout,False,8.792,"LINESTRING (-40.9059932 -4.4114965, -40.9060194 -4.4114932, -40.9060457 -4.4114965, -40.9060703 -4.411506)",
1101303378,False,,residential,,True,77.406,"LINESTRING (-40.9003127 -4.4154938, -40.9010071 -4.4155663)",Rua Luiz de Pinho
524472458,False,,residential,,True,63.098,"LINESTRING (-40.9030128 -4.412735, -40.9035805 -4.4127754)",Rua Vereador Raimundo de Abreu
524472517,False,,residential,,False,84.579,"LINESTRING (-40.9030128 -4.412735, -40.9031079 -4.4119803)",Rua Antônio Saturnino
524472458,False,,residential,,False,74.391,"LINESTRING (-40.9030128 -4.412735, -40.902477 -4.4126817, -40.902345 -4.4126698)",Rua Vereador Raimundo de Abreu
524472517,False,,residential,,True,78.013,"LINESTRING (-40.9030128 -4.412735, -40.902985 -4.4130368, -40.9029293 -4.4134096, -40.9029288 -4.4134312)",Rua Antônio Saturnino
524472458,False,,residential,,False,72.949,"LINESTRING (-40.902345 -4.4126698, -40.9016909 -4.4125985)",Rua Vereador Raimundo de Abreu
524472525,False,,residential,,False,49.398,"LINESTRING (-40.902345 -4.4126698, -40.9023755 -4.4122266)",Rua Ambrósio Mateus
524472525,False,,residential,,True,82.835,"LINESTRING (-40.902345 -4.4126698, -40.902291 -4.4134128)",Rua Ambrósio Mateus
524472458,False,,residential,,True,74.391,"LINESTRING (-40.902345 -4.4126698, -40.902477 -4.4126817, -40.9030128 -4.412735)",Rua Vereador Raimundo de Abreu
524472458,False,,residential,,True,72.949,"LINESTRING (-40.9016909 -4.4125985, -40.902345 -4.4126698)",Rua Vereador Raimundo de Abreu
524472534,False,,residential,,True,79.683,"LINESTRING (-40.9016909 -4.4125985, -40.9016189 -4.4133115)",Rua Raimundo Lúcio
762879164,False,CE-327,secondary,,True,35.835,"LINESTRING (-40.9076101 -4.4147808, -40.9077106 -4.4150871)",Avenida Tiradentes
524472459,False,,tertiary,,False,79.27799999999999,"LINESTRING (-40.9076101 -4.4147808, -40.9074107 -4.4147825, -40.9069064 -4.4146751)",Rua Manoel Braga
762879164,False,CE-327,secondary,,False,69.947,"LINESTRING (-40.9076101 -4.4147808, -40.9075615 -4.4145322, -40.9074801 -4.4141653)",Avenida Tiradentes
524472459,False,,tertiary,,False,131.522,"LINESTRING (-40.9069064 -4.4146751, -40.9057435 -4.4144412)",Rua Manoel Braga
1101303374,False,,residential,,False,63.347,"LINESTRING (-40.9069064 -4.4146751, -40.9069463 -4.4141068)",Travessa Cazuza de Pinho
1101303374,False,,residential,,True,60.581,"LINESTRING (-40.9069064 -4.4146751, -40.9070278 -4.4152063)",Travessa Cazuza de Pinho
524472459,False,,tertiary,,True,79.27799999999999,"LINESTRING (-40.9069064 -4.4146751, -40.9074107 -4.4147825, -40.9076101 -4.4147808)",Rua Manoel Braga
524472459,False,,tertiary,,False,8.094,"LINESTRING (-40.9057435 -4.4144412, -40.905671 -4.4144326)",Rua Manoel Braga
524472459,False,,tertiary,,True,131.522,"LINESTRING (-40.9057435 -4.4144412, -40.9069064 -4.4146751)",Rua Manoel Braga
524472501,False,,residential,,False,58.146,"LINESTRING (-40.9057435 -4.4144412, -40.9058016 -4.4139215)",Travessa São João
524472459,False,,tertiary,,False,187.117,"LINESTRING (-40.9052859 -4.4142342, -40.9036558 -4.413798)",Rua Manoel Braga
524472502,False,,residential,,False,22.426,"LINESTRING (-40.9052859 -4.4142342, -40.9053344 -4.41443)",Rua Vitoriano Ribeiro
524472459,False,,tertiary,,True,48.618,"LINESTRING (-40.9052859 -4.4142342, -40.905377 -4.4143144, -40.905671 -4.4144326)",Rua Manoel Braga
524472459,False,,tertiary,,True,187.117,"LINESTRING (-40.9036558 -4.413798, -40.9052859 -4.4142342)",Rua Manoel Braga
524472513,False,,residential,,False,29.372,"LINESTRING (-40.9036558 -4.413798, -40.9036728 -4.4135344)",Rua João Otaviano
524472513,False,,residential,,True,108.032,"LINESTRING (-40.9036558 -4.413798, -40.9037608 -4.4147639)",Rua João Otaviano
524472459,False,,tertiary,,False,78.94800000000001,"LINESTRING (-40.9036558 -4.413798, -40.9030487 -4.4136511, -40.9029642 -4.4136289)",Rua Manoel Braga
524472517,False,,residential,,False,10.965,"LINESTRING (-40.902914 -4.4135287, -40.9029288 -4.4134312)",Rua Antônio Saturnino
525181113,False,,tertiary,,False,70.261,"LINESTRING (-40.902914 -4.4135287, -40.902291 -4.4134128)",Rua Manoel Braga
762879152,False,,tertiary,,True,12.454,"LINESTRING (-40.902914 -4.4135287, -40.9029642 -4.4136289)",Rua Antônio Saturnino
524472525,False,,residential,,False,82.835,"LINESTRING (-40.902291 -4.4134128, -40.902345 -4.4126698)",Rua Ambrósio Mateus
525181113,False,,tertiary,,False,75.359,"LINESTRING (-40.902291 -4.4134128, -40.9016189 -4.4133115)",Rua Manoel Braga
525181113,False,,tertiary,,True,70.261,"LINESTRING (-40.902291 -4.4134128, -40.902914 -4.4135287)",Rua Manoel Braga
524472525,False,,residential,,True,154.447,"LINESTRING (-40.902291 -4.4134128, -40.9022905 -4.4134354, -40.9023776 -4.414799)",Rua Ambrósio Mateus
524472534,False,,residential,,False,79.683,"LINESTRING (-40.9016189 -4.4133115, -40.9016909 -4.4125985)",Rua Raimundo Lúcio
525181113,False,,tertiary,,False,83.964,"LINESTRING (-40.9016189 -4.4133115, -40.9008639 -4.413252)",Rua Manoel Braga
525181113,False,,tertiary,,True,75.359,"LINESTRING (-40.9016189 -4.4133115, -40.902291 -4.4134128)",Rua Manoel Braga
524472534,False,,residential,,True,167.075,"LINESTRING (-40.9016189 -4.4133115, -40.9016063 -4.4135951, -40.90167 -4.4148121)",Rua Raimundo Lúcio
525181113,False,,tertiary,,True,83.964,"LINESTRING (-40.9008639 -4.413252, -40.9016189 -4.4133115)",Rua Manoel Braga
524472538,False,,residential,,True,174.803,"LINESTRING (-40.9008639 -4.413252, -40.9009275 -4.4140212, -40.9009861 -4.4148193)",Rua Gonçalo Sarico
689330406,False,CE-192,tertiary,,True,12.973,"LINESTRING (-40.9074801 -4.4141653, -40.9075971 -4.414167)",Rua Torquato Braz
524472460,True,CE-192;CE-327,secondary,,False,78.116,"LINESTRING (-40.9074801 -4.4141653, -40.9074342 -4.414056, -40.9073712 -4.4138642, -40.9071703 -4.4135387)",Avenida Presidente Castelo Branco
524472467,False,,residential,,False,59.626999999999995,"LINESTRING (-40.9074801 -4.4141653, -40.9072872 -4.4141584, -40.9069463 -4.4141068)",Rua Torquato Braz
762879164,False,CE-327,secondary,,True,69.947,"LINESTRING (-40.9074801 -4.4141653, -40.9075615 -4.4145322, -40.9076101 -4.4147808)",Avenida Tiradentes
524472460,True,CE-192;CE-327,secondary,,False,26.281,"LINESTRING (-40.9071703 -4.4135387, -40.9070443 -4.4133385)",Avenida Presidente Castelo Branco
524472468,False,,residential,,False,16.717,"LINESTRING (-40.9071703 -4.4135387, -40.9070263 -4.4135833)",Rua Santo Expedito
524472468,False,,residential,,True,7.304,"LINESTRING (-40.9071703 -4.4135387, -40.9071799 -4.4135357, -40.9072262 -4.4135046)",Rua Santo Expedito
524472462,True,CE-192;CE-327,secondary,roundabout,False,7.645,"LINESTRING (-40.9059623 -4.4116902, -40.9059365 -4.4116674, -40.9059193 -4.4116376)",
524472461,True,CE-192;CE-327,secondary,,False,80.203,"LINESTRING (-40.9072262 -4.4135046, -40.9074265 -4.4138469, -40.9074788 -4.4140502, -40.9074801 -4.4141653)",Avenida Presidente Castelo Branco
524472468,False,,residential,,False,7.304,"LINESTRING (-40.9072262 -4.4135046, -40.9071799 -4.4135357, -40.9071703 -4.4135387)",Rua Santo Expedito
524472461,True,CE-192;CE-327,secondary,,False,155.43,"LINESTRING (-40.9064767 -4.4123233, -40.9072262 -4.4135046)",Avenida Presidente Castelo Branco
524472462,True,CE-192;CE-327,secondary,roundabout,False,15.876,"LINESTRING (-40.9060703 -4.411506, -40.9060985 -4.411528, -40.9061179 -4.411558, -40.9061263 -4.4115927, -40.9061227 -4.4116282)",
524472464,True,CE-192,tertiary,,False,42.378,"LINESTRING (-40.9060703 -4.411506, -40.9063137 -4.4115024, -40.9064488 -4.4114706)",
524472462,True,CE-192;CE-327,secondary,roundabout,False,19.96,"LINESTRING (-40.9059193 -4.4116376, -40.9059105 -4.4115986, -40.9059173 -4.4115681, -40.9059338 -4.411536, -40.9059601 -4.4115112, -40.9059932 -4.4114965)",
524472463,True,CE-327,secondary,,False,35.394,"LINESTRING (-40.9059193 -4.4116376, -40.9057797 -4.4114936, -40.9057089 -4.411399)",Rodovia Deputado José Maria Melo
524472465,True,CE-327,secondary,,False,33.332,"LINESTRING (-40.9057089 -4.411399, -40.9059932 -4.4114965)",Rodovia Deputado José Maria Melo
483248788,True,CE-192,tertiary,,False,40.177,"LINESTRING (-40.9064488 -4.4114706, -40.9061227 -4.4116282)",
524472478,False,CE-192,tertiary,,False,47.698,"LINESTRING (-40.9090077 -4.4144264, -40.9090809 -4.4148491)",Rua Major Medeiros
689330406,False,CE-192,tertiary,,False,77.499,"LINESTRING (-40.9090077 -4.4144264, -40.9083212 -4.414295)",Rua Torquato Braz
524472475,False,,residential,,True,71.012,"LINESTRING (-40.9083212 -4.414295, -40.9084397 -4.4149226)",Rua Wellington Melo
