osmid,oneway,highway,reversed,length,lanes,name,maxspeed,geometry,width
464307999,True,tertiary,False,18.277,,,,"LINESTRING (-35.9717014 -8.279771, -35.9715536 -8.279696)",
1110435542,True,primary,False,68.473,2,Avenida Agamenon Magalhães,40,"LINESTRING (-35.9717014 -8.279771, -35.9714915 -8.2803507)",
473016862,True,secondary,False,23.351,2,Rua Cleto Campelo,,"LINESTRING (-35.9714303 -8.2825797, -35.9712256 -8.2826351)",
1110425612,True,primary,False,30.963,2,Avenida Major Manoel de Freitas,40,"LINESTRING (-35.9714303 -8.2825797, -35.9714082 -8.2823021)",
464104756,True,secondary,False,52.565,3,Rua Capitão João Velho,,"LINESTRING (-35.9680368 -8.2828711, -35.9681747 -8.2833237)",
1081016030,True,secondary,False,98.253,3,Avenida Cleto Campelo,,"LINESTRING (-35.9680368 -8.2828711, -35.9689175 -8.2827254)",
464104756,True,secondary,False,121.075,3,Rua Capitão João Velho,,"LINESTRING (-35.9681747 -8.2833237, -35.9682857 -8.284407)",
380273739,True,primary,False,21.114,2,Rua Vigário Freire,,"LINESTRING (-35.9703215 -8.2855269, -35.9705019 -8.2855916)",
1110425613,True,primary,False,98.619,2,Avenida Rio Branco,40,"LINESTRING (-35.9703215 -8.2855269, -35.9703963 -8.2853678, -35.9705093 -8.2850944, -35.9706357 -8.2846976)",
380273691,True,primary,False,119.643,2,Rua Duque de Caxias,,"LINESTRING (-35.9705019 -8.2855916, -35.9707143 -8.2856795, -35.9709517 -8.2857684, -35.9715042 -8.2860081)",
373837782,True,primary,False,3.34,2,Rua Nunes Machado,,"LINESTRING (-35.9683793 -8.2865205, -35.9683652 -8.2865471)",
380244194,True,residential,False,47.806,,Rua da Conceição,,"LINESTRING (-35.9683793 -8.2865205, -35.9688135 -8.2865055)",
464250407,True,residential,False,16.862,,,,"LINESTRING (-35.9706357 -8.2846976, -35.9706809 -8.2848425)",
271872842,True,primary,False,175.75,2,Avenida Rio Branco,40,"LINESTRING (-35.9706357 -8.2846976, -35.9708546 -8.2841626, -35.9712394 -8.2832343)",
379530785,True,primary,False,41.443,,Rua Sete de Setembro,,"LINESTRING (-35.9696985 -8.2860821, -35.9693223 -8.2860642)",
380273732,True,residential,False,64.997,,Rua dos Expedicionários,,"LINESTRING (-35.9696985 -8.2860821, -35.9697491 -8.285572, -35.9697526 -8.2855001)",
380243666,True,primary,False,333.928,,Rua Quinze de Novembro,,"LINESTRING (-35.9725493 -8.2870907, -35.9718592 -8.2868514, -35.9713145 -8.2866556, -35.971067 -8.286576, -35.9708207 -8.2864914, -35.9704947 -8.2863422, -35.9702558 -8.2862275, -35.9700687 -8.2861554, -35.9696985 -8.2860821)",
778021145,False,residential,False,18.167,,Rua Felipe Camarão,,"LINESTRING (-35.9738519 -8.2812913, -35.9738361 -8.2813905, -35.9738196 -8.2814513)",
778280108,True,secondary,False,99.13300000000001,2,Avenida Rui Barbosa,,"LINESTRING (-35.9738519 -8.2812913, -35.9735717 -8.2816404, -35.9732703 -8.2819716)",
778280108,True,secondary,False,19.273,2,Avenida Rui Barbosa,,"LINESTRING (-35.9732703 -8.2819716, -35.973142 -8.2820896)",
464101878,True,secondary_link,False,25.751,2,,,"LINESTRING (-35.9732703 -8.2819716, -35.9732226 -8.2819381, -35.9731875 -8.2818918, -35.9731683 -8.2818371, -35.9731669 -8.2817792)",
463781385,False,residential,True,137.381,,Rua São José,,"LINESTRING (-35.9725067 -8.2821464, -35.9730485 -8.2810333)",
"[778280107, 379529268]",True,secondary,False,59.186,2,"['Avenida Rui Barbosa', 'Rua Frei Caneca']",,"LINESTRING (-35.9725067 -8.2821464, -35.9727221 -8.2820854, -35.9729985 -8.2819383)",
379529268,True,secondary,False,55.149,2,Rua Frei Caneca,,"LINESTRING (-35.9715433 -8.2822888, -35.9720384 -8.2822117)",
1109171473,True,primary,False,28.888,2,Avenida Major Manoel de Freitas,40,"LINESTRING (-35.9715433 -8.2822888, -35.9715705 -8.2825472)",
544441463,True,primary,False,110.416,2,Avenida Major Manoel de Freitas,40,"LINESTRING (-35.9714082 -8.2823021, -35.971359 -8.2813103)",
1109171474,True,secondary,False,14.939,2,Rua Frei Caneca,,"LINESTRING (-35.9714082 -8.2823021, -35.9715433 -8.2822888)",
544441461,True,secondary,False,15.845,2,,,"LINESTRING (-35.9715705 -8.2825472, -35.9714303 -8.2825797)",
544441462,True,primary,False,170.078,2,Avenida Rio Branco,40,"LINESTRING (-35.9715705 -8.2825472, -35.9715611 -8.2826939, -35.971524 -8.2828237, -35.9712422 -8.2834672, -35.9710105 -8.2839631)",
464101881,True,residential,False,95.68700000000001,,Rua Silva Jardim,,"LINESTRING (-35.9698406 -8.2830776, -35.9698576 -8.2831339, -35.9701087 -8.2838962)",
473016862,True,secondary,False,77.085,2,Rua Cleto Campelo,,"LINESTRING (-35.9698406 -8.2830776, -35.9697073 -8.2831013, -35.9693332 -8.2831435, -35.969147 -8.2831731)",
464096394,False,residential,False,25.421,,Rua Silva Jardim,,"LINESTRING (-35.9701087 -8.2838962, -35.9701861 -8.2841116)",
379530787,True,residential,False,40.704,,Travessa José Martins,,"LINESTRING (-35.9701087 -8.2838962, -35.9700297 -8.2839405, -35.9700037 -8.2839523, -35.9697761 -8.2840559)",
684470290,True,residential,False,120.876,,Rua Coronel Limeira,,"LINESTRING (-35.9693695 -8.2842296, -35.9682857 -8.284407)",
