osmid,oneway,ref,name,highway,reversed,length,maxspeed,geometry,bridge
48839847,True,ERS-126,Avenida Salzano da Cunha,secondary,False,120.567,,"LINESTRING (-51.81041 -27.9500781, -51.8091961 -27.9499174)",
948411240,False,,Rua Carlos Raymundi,tertiary,True,9.707,,"LINESTRING (-51.81041 -27.9500781, -51.810427 -27.9499921)",
228906768,False,,Rua Benjamin Brusco,residential,True,123.292,,"LINESTRING (-51.8042055 -27.9503143, -51.804057 -27.9514153)",
276730709,False,,Avenida Fiorentino Bachi,residential,False,123.75,,"LINESTRING (-51.8042055 -27.9503143, -51.80296 -27.9501467)",
31621635,False,ERS-126,Rodovia Waldemar Menon,primary,False,162.309,50,"LINESTRING (-51.8042055 -27.9503143, -51.8040117 -27.9505012, -51.8038203 -27.9506414, -51.8031603 -27.9511083, -51.8029645 -27.9512742)",
38865016,False,ERS-126,Rua Benjamin Brusco,primary,False,120.46499999999999,50,"LINESTRING (-51.8042055 -27.9503143, -51.8043343 -27.9493928, -51.8043507 -27.9492761, -51.8043558 -27.9492391)",
38865061,False,,Avenida Fiorentino Bachi,tertiary,False,117.512,,"LINESTRING (-51.8042055 -27.9503143, -51.8043427 -27.9503338, -51.8053867 -27.950482)",
38865061,False,,Avenida Fiorentino Bachi,tertiary,False,116.717,,"LINESTRING (-51.8102308 -27.9511279, -51.8114061 -27.9512826)",
38865061,False,,Avenida Fiorentino Bachi,tertiary,True,121.187,,"LINESTRING (-51.8102308 -27.9511279, -51.8090105 -27.9509672)",
48615391,False,,Rua Carlos Raymundi,tertiary,False,119.202,,"LINESTRING (-51.8102308 -27.9511279, -51.8100258 -27.9521845)",
948411239,True,,Rua Carlos Raymundi,tertiary,False,118.052,,"LINESTRING (-51.8102308 -27.9511279, -51.81041 -27.9500781)",
228871994,False,,Avenida 20 de Setembro,residential,True,108.45,,"LINESTRING (-51.8029645 -27.9512742, -51.804057 -27.9514153)",
899059878,False,,Avenida 20 de Setembro,tertiary,False,18.454,,"LINESTRING (-51.8029645 -27.9512742, -51.8027781 -27.9512534)",
"[31621635, 1106828979]",False,ERS-126,"['Rodovia Waldemar Menon', 'Avenida Júlio de Castilhos']",primary,False,129.72899999999998,50,"LINESTRING (-51.8029645 -27.9512742, -51.8028371 -27.9514365, -51.8027231 -27.9516391, -51.8026561 -27.951876, -51.8025212 -27.9523603)",
31621635,False,ERS-126,Rodovia Waldemar Menon,primary,True,162.309,50,"LINESTRING (-51.8029645 -27.9512742, -51.8031603 -27.9511083, -51.8038203 -27.9506414, -51.8040117 -27.9505012, -51.8042055 -27.9503143)",
31614469,False,,Avenida Salzano da Cunha,tertiary,False,121.198,,"LINESTRING (-51.8043558 -27.9492391, -51.8042383 -27.9492256, -51.803132 -27.9491001)",
38865016,False,ERS-126,Rua Benjamin Brusco,primary,True,120.465,50,"LINESTRING (-51.8043558 -27.9492391, -51.8043507 -27.9492761, -51.8043343 -27.9493928, -51.8042055 -27.9503143)",
77889069,True,ERS-126,Avenida Salzano da Cunha,secondary,False,23.182,,"LINESTRING (-51.8043558 -27.9492391, -51.8044654 -27.9492108, -51.8045859 -27.9492266)",
"[899059893, 77889070]",False,ERS-343,"['Rua Benjamin Brusco', 'Avenida Independência']",primary,False,232.84,,"LINESTRING (-51.8043558 -27.9492391, -51.8045267 -27.9483301, -51.8045798 -27.9482085, -51.804711 -27.9481928, -51.8048796 -27.9481933, -51.8057481 -27.9483118)",
366719387,False,ERS-343,Final da ERS-343,dummy,False,2.7249999999999996,,"LINESTRING (-51.8043558 -27.9492391, -51.8043684 -27.9492398, -51.8043691 -27.9492411, -51.8043558 -27.9492391)",
366719387,False,ERS-343,Final da ERS-343,dummy,True,2.7249999999999996,,"LINESTRING (-51.8043558 -27.9492391, -51.8043691 -27.9492411, -51.8043684 -27.9492398, -51.8043558 -27.9492391)",
77889069,True,ERS-126,Avenida Salzano da Cunha,secondary,False,120.68,,"LINESTRING (-51.8055834 -27.9493573, -51.8067987 -27.9495166)",
899059894,False,,Rua Tiradentes,tertiary,False,9.005,,"LINESTRING (-51.8055834 -27.9493573, -51.8055699 -27.9494374)",
899059894,False,,Rua Tiradentes,tertiary,True,117.375,,"LINESTRING (-51.8055834 -27.9493573, -51.8057481 -27.9483118)",
228871975,True,,Rua Carlos Raymundi,tertiary,False,113.412,,"LINESTRING (-51.810427 -27.9499921, -51.8106206 -27.9489866)",
948411240,False,,Rua Carlos Raymundi,tertiary,False,9.707,,"LINESTRING (-51.810427 -27.9499921, -51.81041 -27.9500781)",
77889069,True,ERS-126,Avenida Salzano da Cunha,secondary,False,171.08399999999997,,"LINESTRING (-51.810427 -27.9499921, -51.8120198 -27.9502008, -51.8121499 -27.9502179)",
48839847,True,ERS-126,Avenida Salzano da Cunha,secondary,False,98.895,,"LINESTRING (-51.8055699 -27.9494374, -51.8045742 -27.9493056)",
899059876,False,,Rua Tiradentes,tertiary,False,117.54,,"LINESTRING (-51.8055699 -27.9494374, -51.8053867 -27.950482)",
899059894,False,,Rua Tiradentes,tertiary,True,9.005,,"LINESTRING (-51.8055699 -27.9494374, -51.8055834 -27.9493573)",
276730712,False,,Avenida Independência,tertiary,False,121.41,,"LINESTRING (-51.8057481 -27.9483118, -51.8069733 -27.948456)",
899059894,False,,Rua Tiradentes,tertiary,False,117.375,,"LINESTRING (-51.8057481 -27.9483118, -51.8055834 -27.9493573)",
1106828985,False,ERS-343,Rua Tiradentes,primary,True,99.942,,"LINESTRING (-51.8057481 -27.9483118, -51.8059089 -27.9474243)",
"[899059893, 77889070]",False,ERS-343,"['Rua Benjamin Brusco', 'Avenida Independência']",primary,True,232.83999999999997,,"LINESTRING (-51.8057481 -27.9483118, -51.8048796 -27.9481933, -51.804711 -27.9481928, -51.8045798 -27.9482085, -51.8045267 -27.9483301, -51.8043558 -27.9492391)",
48839847,True,ERS-126,Avenida Salzano da Cunha,secondary,False,120.935,,"LINESTRING (-51.8067875 -27.9495986, -51.8055699 -27.9494374)",
899059877,False,,Rua Prefeito Rovilho Basso,tertiary,False,118.943,,"LINESTRING (-51.8067875 -27.9495986, -51.8066514 -27.9506615)",
899059877,False,,Rua Prefeito Rovilho Basso,tertiary,True,9.184,,"LINESTRING (-51.8067875 -27.9495986, -51.8067987 -27.9495166)",
38865061,False,,Avenida Fiorentino Bachi,tertiary,False,116.088,,"LINESTRING (-51.8066514 -27.9506615, -51.8078183 -27.9508271)",
38865061,False,,Avenida Fiorentino Bachi,tertiary,True,125.818,,"LINESTRING (-51.8066514 -27.9506615, -51.8053867 -27.950482)",
899059877,False,,Rua Prefeito Rovilho Basso,tertiary,True,118.943,,"LINESTRING (-51.8066514 -27.9506615, -51.8067875 -27.9495986)",
899059887,False,,Rua Prefeito Rovilho Basso,tertiary,False,119.82,,"LINESTRING (-51.8066514 -27.9506615, -51.8064709 -27.9517272)",
77889069,True,ERS-126,Avenida Salzano da Cunha,secondary,False,119.457,,"LINESTRING (-51.8067987 -27.9495166, -51.8080017 -27.9496742)",
228871981,False,,Rua Prefeito Rovilho Basso,residential,True,119.174,,"LINESTRING (-51.8067987 -27.9495166, -51.8069733 -27.948456)",
899059877,False,,Rua Prefeito Rovilho Basso,tertiary,False,9.184,,"LINESTRING (-51.8067987 -27.9495166, -51.8067875 -27.9495986)",
228906761,False,,Rua Francisco,residential,False,123.015,,"LINESTRING (-51.8061296 -27.9537429, -51.804894 -27.9535622)",
228906761,False,,Rua Francisco,residential,True,115.903,,"LINESTRING (-51.8061296 -27.9537429, -51.8072937 -27.9539135)",
899059887,False,,Rua Prefeito Rovilho Basso,tertiary,True,112.523,,"LINESTRING (-51.8061296 -27.9537429, -51.8062991 -27.9527421)",
228871981,False,,Rua Prefeito Rovilho Basso,residential,False,97.522,,"LINESTRING (-51.8071162 -27.9475881, -51.8069733 -27.948456)",
228871981,False,,Rua Prefeito Rovilho Basso,residential,True,103.949,,"LINESTRING (-51.8071162 -27.9475881, -51.8072685 -27.946663)",
276730717,False,,Rua Angela Raymundi,tertiary,False,119.98,,"LINESTRING (-51.8071162 -27.9475881, -51.8059089 -27.9474243)",
276730717,False,,Rua Angela Raymundi,tertiary,True,121.976,,"LINESTRING (-51.8071162 -27.9475881, -51.808344 -27.9477522)",
276730717,False,,Rua Angela Raymundi,tertiary,True,119.98,,"LINESTRING (-51.8059089 -27.9474243, -51.8071162 -27.9475881)",
1106828985,False,ERS-343,Rua Tiradentes,primary,False,99.942,,"LINESTRING (-51.8059089 -27.9474243, -51.8057481 -27.9483118)",
1106828985,False,ERS-343,Rua Tiradentes,primary,True,105.73,,"LINESTRING (-51.8059089 -27.9474243, -51.8059284 -27.9473166, -51.806079 -27.9464854)",
228871996,False,,Rua Dona Augusta,residential,False,99.189,,"LINESTRING (-51.811565 -27.9481988, -51.8114403 -27.949084)",
228872002,False,,Rua Angela Raymundi,tertiary,False,99.772,,"LINESTRING (-51.811565 -27.9481988, -51.8105632 -27.9480507)",
276730717,False,,Rua Angela Raymundi,tertiary,False,124.394,,"LINESTRING (-51.8095953 -27.9479244, -51.808344 -27.9477522)",
276730717,False,,Rua Angela Raymundi,tertiary,True,12.685,,"LINESTRING (-51.8095953 -27.9479244, -51.8097224 -27.9479446)",
276730718,False,,Rua Frei Geraldo,residential,False,100.113,,"LINESTRING (-51.8095953 -27.9479244, -51.8094355 -27.9488136)",
228871994,False,,Avenida 20 de Setembro,residential,False,118.705,,"LINESTRING (-51.8088427 -27.9520335, -51.8076469 -27.951879)",
899059891,False,,Rua Frei Geraldo,residential,True,119.707,,"LINESTRING (-51.8088427 -27.9520335, -51.8090105 -27.9509672)",
899059904,False,,Avenida 20 de Setembro,residential,True,14.33,,"LINESTRING (-51.8088427 -27.9520335, -51.8089871 -27.9520519)",
899059891,False,,Rua Frei Geraldo,residential,False,88.253,,"LINESTRING (-51.8088427 -27.9520335, -51.8088263 -27.9521215, -51.8087865 -27.9523343, -51.8086965 -27.9528166)",
228871987,True,,Rua 14 de Julho,tertiary,False,11.523,,"LINESTRING (-51.8122639 -27.9501322, -51.8122796 -27.9502349)",
48839847,True,ERS-126,Avenida Salzano da Cunha,secondary,False,119.94,,"LINESTRING (-51.8091961 -27.9499174, -51.8079885 -27.9497576)",
948411238,False,,Rua Frei Geraldo,tertiary,True,9.547,,"LINESTRING (-51.8091961 -27.9499174, -51.8092162 -27.9498334)",
228872000,True,,Rua Frei Geraldo,tertiary,False,118.14800000000001,,"LINESTRING (-51.8091961 -27.9499174, -51.8090969 -27.9504775, -51.8090627 -27.9506706, -51.8090288 -27.9508616, -51.8090105 -27.9509672)",
228871988,False,,Rua Doutor João Silveira Neto,residential,False,102.021,,"LINESTRING (-51.808344 -27.9477522, -51.8084501 -27.9468395)",
