osmid,name,highway,oneway,reversed,length,geometry,bridge,lanes,junction,ref
223785511,Rua Doutor Carlos Botelho,residential,False,False,102.382,"LINESTRING (-48.3869978 -21.9885962, -48.3869158 -21.9895138)",,,,
223785496,Rua Newton Prado,residential,False,True,100.76599999999999,"LINESTRING (-48.3869978 -21.9885962, -48.3873886 -21.9886247, -48.3879717 -21.9886717)",,,,
223785496,Rua Newton Prado,residential,False,True,101.846,"LINESTRING (-48.3879717 -21.9886717, -48.3889554 -21.9887548)",,,,
223785513,Rua Doutor Mello Peixoto,residential,False,False,101.576,"LINESTRING (-48.3879717 -21.9886717, -48.3878975 -21.9895826)",,,,
223785496,Rua Newton Prado,residential,False,False,100.76599999999999,"LINESTRING (-48.3879717 -21.9886717, -48.3873886 -21.9886247, -48.3869978 -21.9885962)",,,,
223785496,Rua Newton Prado,residential,False,False,101.846,"LINESTRING (-48.3889554 -21.9887548, -48.3879717 -21.9886717)",,,,
223785508,Rua Padre Guedes,residential,False,False,99.032,"LINESTRING (-48.3889554 -21.9887548, -48.3888941 -21.9896436)",,,,
223785495,Rua General Osório,residential,False,False,101.508,"LINESTRING (-48.3869158 -21.9895138, -48.3878975 -21.9895826)",,,,
223785511,Rua Doutor Carlos Botelho,residential,False,True,102.382,"LINESTRING (-48.3869158 -21.9895138, -48.3869978 -21.9885962)",,,,
223785495,Rua General Osório,residential,False,False,102.979,"LINESTRING (-48.3878975 -21.9895826, -48.3888941 -21.9896436)",,,,
223785495,Rua General Osório,residential,False,True,101.508,"LINESTRING (-48.3878975 -21.9895826, -48.3869158 -21.9895138)",,,,
223785513,Rua Doutor Mello Peixoto,residential,False,False,100.308,"LINESTRING (-48.3878975 -21.9895826, -48.3878132 -21.9904813)",,,,
223785513,Rua Doutor Mello Peixoto,residential,False,True,101.576,"LINESTRING (-48.3878975 -21.9895826, -48.3879717 -21.9886717)",,,,
223785495,Rua General Osório,residential,False,True,102.979,"LINESTRING (-48.3888941 -21.9896436, -48.3878975 -21.9895826)",,,,
223785508,Rua Padre Guedes,residential,False,False,104.697,"LINESTRING (-48.3888941 -21.9896436, -48.3888164 -21.9905824)",,,,
223785508,Rua Padre Guedes,residential,False,True,99.032,"LINESTRING (-48.3888941 -21.9896436, -48.3889554 -21.9887548)",,,,
223785502,Rua Manoel de Marins,residential,False,False,104.044,"LINESTRING (-48.3878132 -21.9904813, -48.3888164 -21.9905824)",,,,
