osmid,name,highway,oneway,reversed,length,lanes,geometry,junction,bridge
557145140,Rua Valins,residential,False,True,31.669,,"LINESTRING (-46.9795024 -22.0547276, -46.9795003 -22.0550124)",,
174337877,Rua José Bonifácio,residential,False,True,83.626,,"LINESTRING (-46.9750109 -22.0548965, -46.9749892 -22.0556483)",,
174337905,Rua Major Jacinto Elias,residential,False,True,76.877,,"LINESTRING (-46.9750109 -22.0548965, -46.9757566 -22.0549146)",,
174337821,Rua Carlos Gomes,residential,False,False,84.311,,"LINESTRING (-46.9757566 -22.0549146, -46.9757416 -22.0556727)",,
174337905,Rua Major Jacinto Elias,residential,False,False,76.877,,"LINESTRING (-46.9757566 -22.0549146, -46.9750109 -22.0548965)",,
174337905,Rua Major Jacinto Elias,residential,False,True,84.547,,"LINESTRING (-46.9757566 -22.0549146, -46.9765767 -22.0549346)",,
174337782,Rua Almirante Tamandaré,residential,False,False,85.033,,"LINESTRING (-46.9765767 -22.0549346, -46.9765571 -22.0556991)",,
174337905,Rua Major Jacinto Elias,residential,False,False,84.547,,"LINESTRING (-46.9765767 -22.0549346, -46.9757566 -22.0549146)",,
174337905,Rua Major Jacinto Elias,residential,False,True,27.99,,"LINESTRING (-46.9765767 -22.0549346, -46.9768482 -22.0549412)",,
174337860,Rua General Carneiro,residential,False,False,122.707,,"LINESTRING (-46.9768482 -22.0549412, -46.9770447 -22.0560296)",,
174337905,Rua Major Jacinto Elias,residential,False,False,27.99,,"LINESTRING (-46.9768482 -22.0549412, -46.9765767 -22.0549346)",,
174337905,Rua Major Jacinto Elias,residential,False,True,44.031,,"LINESTRING (-46.9768482 -22.0549412, -46.9772753 -22.0549516)",,
174337756,Avenida Azevedo Marques,tertiary,False,False,107.88,,"LINESTRING (-46.9772753 -22.0549516, -46.9775749 -22.0558812)",,
174337905,Rua Major Jacinto Elias,residential,False,False,44.031,,"LINESTRING (-46.9772753 -22.0549516, -46.9768482 -22.0549412)",,
174338109,Praça Maria Beni,residential,False,True,81.179,,"LINESTRING (-46.9795003 -22.0550124, -46.980288 -22.0550124)",,
557145140,Rua Valins,residential,False,False,31.669,,"LINESTRING (-46.9795003 -22.0550124, -46.9795024 -22.0547276)",,
557145140,Rua Valins,residential,False,True,49.995,,"LINESTRING (-46.9795003 -22.0550124, -46.9794967 -22.055462)",,
133760668,Rua Francisco Guilherme,residential,False,True,36.707,,"LINESTRING (-46.980288 -22.0550124, -46.980285 -22.0553425)",,
174338109,Praça Maria Beni,residential,False,False,81.179,,"LINESTRING (-46.980288 -22.0550124, -46.9795003 -22.0550124)",,
174337760,Avenida Doutor Leonardo Guaranha,residential,False,True,72.079,2,"LINESTRING (-46.9834059 -22.0552582, -46.9827065 -22.0552607)",,
174337856,Rua Francisco Antônio Poletti,residential,False,True,75.856,,"LINESTRING (-46.9834059 -22.0552582, -46.9833886 -22.0559402)",,
174337760,Avenida Doutor Leonardo Guaranha,residential,False,False,72.079,2,"LINESTRING (-46.9827065 -22.0552607, -46.9834059 -22.0552582)",,
174337760,Avenida Doutor Leonardo Guaranha,residential,False,True,69.534,2,"LINESTRING (-46.9827065 -22.0552607, -46.9820318 -22.0552632)",,
174337843,Rua Eduardo Pereira Rangel,residential,False,False,75.174,,"LINESTRING (-46.9827065 -22.0552607, -46.9826972 -22.0559367)",,
174337760,Avenida Doutor Leonardo Guaranha,residential,False,False,69.534,2,"LINESTRING (-46.9820318 -22.0552632, -46.9827065 -22.0552607)",,
174337760,Avenida Doutor Leonardo Guaranha,residential,False,True,70.575,2,"LINESTRING (-46.9820318 -22.0552632, -46.981347 -22.0552656)",,
966523141,Rua Marechal Deodoro,residential,False,False,74.764,,"LINESTRING (-46.9820318 -22.0552632, -46.9820216 -22.0559355)",,
174337760,Avenida Doutor Leonardo Guaranha,residential,False,False,70.575,2,"LINESTRING (-46.981347 -22.0552656, -46.9820318 -22.0552632)",,
174337814,Rua Benjamin Constant,residential,False,True,73.875,,"LINESTRING (-46.981347 -22.0552656, -46.9813308 -22.0559298)",,
174337760,Avenida Doutor Leonardo Guaranha,residential,False,True,110.146,2,"LINESTRING (-46.981347 -22.0552656, -46.9807628 -22.0552677, -46.980285 -22.0553425)",,
133760668,Rua Francisco Guilherme,residential,False,False,36.707,,"LINESTRING (-46.980285 -22.0553425, -46.980288 -22.0550124)",,
133760668,Rua Francisco Guilherme,residential,False,True,139.578,,"LINESTRING (-46.980285 -22.0553425, -46.9802724 -22.0565977)",,
174337760,Avenida Doutor Leonardo Guaranha,residential,False,True,82.32,2,"LINESTRING (-46.980285 -22.0553425, -46.9794967 -22.055462)",,
174337760,Avenida Doutor Leonardo Guaranha,residential,False,False,110.146,2,"LINESTRING (-46.980285 -22.0553425, -46.9807628 -22.0552677, -46.981347 -22.0552656)",,
174337760,Avenida Doutor Leonardo Guaranha,residential,False,False,82.32,2,"LINESTRING (-46.9794967 -22.055462, -46.980285 -22.0553425)",,
174337760,Avenida Doutor Leonardo Guaranha,residential,False,True,135.265,2,"LINESTRING (-46.9794967 -22.055462, -46.9782004 -22.0556526)",,
557145140,Rua Valins,residential,False,False,49.995,,"LINESTRING (-46.9794967 -22.055462, -46.9795003 -22.0550124)",,
1256426322,Rua Valins,residential,True,False,122.184,,"LINESTRING (-46.9794967 -22.055462, -46.979488 -22.0565608)",,
174337797,Rua Argemiro Acaiaba,residential,False,True,77.588,,"LINESTRING (-46.9749892 -22.0556483, -46.9757416 -22.0556727)",,
174337877,Rua José Bonifácio,residential,False,False,83.626,,"LINESTRING (-46.9749892 -22.0556483, -46.9750109 -22.0548965)",,
174337877,Rua José Bonifácio,residential,False,True,89.01,,"LINESTRING (-46.9749892 -22.0556483, -46.9749766 -22.0564487)",,
174337760,Avenida Doutor Leonardo Guaranha,residential,False,False,135.265,2,"LINESTRING (-46.9782004 -22.0556526, -46.9794967 -22.055462)",,
544237343,Rua Major Braga,residential,False,True,181.524,,"LINESTRING (-46.9782004 -22.0556526, -46.9782886 -22.0562519, -46.9784763 -22.0572647)",,
174337797,Rua Argemiro Acaiaba,residential,False,False,77.588,,"LINESTRING (-46.9757416 -22.0556727, -46.9749892 -22.0556483)",,
174337797,Rua Argemiro Acaiaba,residential,False,True,84.095,,"LINESTRING (-46.9757416 -22.0556727, -46.9765571 -22.0556991)",,
174337821,Rua Carlos Gomes,residential,False,False,80.697,,"LINESTRING (-46.9757416 -22.0556727, -46.9757273 -22.0563983)",,
174337821,Rua Carlos Gomes,residential,False,True,84.311,,"LINESTRING (-46.9757416 -22.0556727, -46.9757566 -22.0549146)",,
174337782,Rua Almirante Tamandaré,residential,False,False,52.321,,"LINESTRING (-46.9765571 -22.0556991, -46.976545 -22.0561695)",,
174337782,Rua Almirante Tamandaré,residential,False,True,85.033,,"LINESTRING (-46.9765571 -22.0556991, -46.9765767 -22.0549346)",,
174337797,Rua Argemiro Acaiaba,residential,False,False,84.095,,"LINESTRING (-46.9765571 -22.0556991, -46.9757416 -22.0556727)",,
174337756,Avenida Azevedo Marques,tertiary,False,False,79.855,,"LINESTRING (-46.9775749 -22.0558812, -46.9777967 -22.0565693)",,
174337756,Avenida Azevedo Marques,tertiary,False,True,107.88,,"LINESTRING (-46.9775749 -22.0558812, -46.9772753 -22.0549516)",,
